val_specificity,val_loss,val_accuracy,epoch,val_sensitivity,val_precision,val_auroc,step,unlabeled_data_utilization,train_loss,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
1.0,0.619917631149292,0.557894766330719,0,0.0,0.0,0.5,26,,,,,,,
,,,0,,,,26,0.0,0.6324666142463684,,,,,
0.9245282411575317,2.977475881576538,0.5789473652839661,1,0.1428571492433548,0.6000000238418579,0.5336927175521851,53,,,,,,,
,,,1,,,,53,0.0,0.6252087354660034,,,,,
0.9811320900917053,2.749311685562134,0.557894766330719,2,0.02380952425301075,0.5,0.5024707913398743,80,,,,,,,
,,,2,,,,80,0.0,0.6277937293052673,,,,,
0.9811320900917053,2.0553030967712402,0.557894766330719,3,0.02380952425301075,0.5,0.5024707913398743,107,,,,,,,
,,,3,,,,107,0.0,0.6211628317832947,,,,,
0.8867924809455872,1.294005274772644,0.621052622795105,4,0.2857142984867096,0.6666666865348816,0.5862533450126648,134,,,,,,,
,,,4,,,,134,0.0,0.6140080690383911,,,,,
0.8301886916160583,0.727928102016449,0.6315789222717285,5,0.380952388048172,0.6399999856948853,0.6055704951286316,161,,,,,,,
,,,5,,,,161,0.0,0.5971980094909668,,,,,
0.8301886916160583,2.1745688915252686,0.6842105388641357,6,0.5,0.699999988079071,0.6650943160057068,188,,,,,,,
,,,6,,,,188,0.0,0.5758674740791321,,,,,
0.849056601524353,0.8006849884986877,0.6631578803062439,7,0.4285714328289032,0.692307710647583,0.6388140320777893,215,,,,,,,
,,,7,,,,215,0.0,0.5651525855064392,,,,,
0.8113208413124084,1.9041390419006348,0.6631578803062439,8,0.4761904776096344,0.6666666865348816,0.6437556147575378,242,,,,,,,
,,,8,,,,242,0.0,0.5531578063964844,,,,,
0.9245282411575317,1.7675292491912842,0.7052631378173828,9,0.4285714328289032,0.8181818127632141,0.6765499114990234,269,,,,,,,
,,,9,,,,269,0.0,0.5356079936027527,,,,,
0.849056601524353,2.179548740386963,0.6947368383407593,10,0.5,0.7241379022598267,0.6745282411575317,296,,,,,,,
,,,10,,,,296,0.0,0.5037752985954285,,,,,
0.8679245114326477,2.2737302780151367,0.7157894968986511,11,0.523809552192688,0.7586206793785095,0.6958670616149902,323,,,,,,,
,,,11,,,,323,0.0,0.5103682279586792,,,,,
0.9622642397880554,1.578637719154358,0.7473683953285217,12,0.4761904776096344,0.9090909361839294,0.7192272543907166,350,,,,,,,
,,,12,,,,350,0.0,0.5079094171524048,,,,,
0.9433962106704712,1.4689041376113892,0.75789475440979,13,0.523809552192688,0.8799999952316284,0.7336028814315796,377,,,,,,,
,,,13,,,,377,0.0,0.47984904050827026,,,,,
0.9245282411575317,0.9233061671257019,0.7368420958518982,14,0.5,0.8399999737739563,0.7122641205787659,404,,,,,,,
,,,14,,,,404,0.0,0.5007018446922302,,,,,
0.9056603908538818,2.309683084487915,0.7473683953285217,15,0.5476190447807312,0.8214285373687744,0.7266397476196289,431,,,,,,,
,,,15,,,,431,0.0,0.4702509939670563,,,,,
0.9245282411575317,1.4475797414779663,0.7473683953285217,16,0.523809552192688,0.8461537957191467,0.7241688966751099,458,,,,,,,
,,,16,,,,458,0.0,0.4825816750526428,,,,,
0.8867924809455872,2.1212260723114014,0.7263157963752747,17,0.523809552192688,0.7857142686843872,0.7053009867668152,485,,,,,,,
,,,17,,,,485,0.0,0.46955421566963196,,,,,
0.9245282411575317,1.8939725160598755,0.75789475440979,18,0.5476190447807312,0.8518518805503845,0.7360737323760986,512,,,,,,,
,,,18,,,,512,0.0,0.47031357884407043,,,,,
