epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.6790205836296082,0.7052631378173828,0.5468885898590088,0.4523809850215912,0.9056603908538818,26,0.7916666865348816,,,,,,,
0,,,,,,26,,0.6094236969947815,0.011439214460551739,,,,,
1,0.7410151958465576,0.75789475440979,0.46855461597442627,0.5952380895614624,0.8867924809455872,53,0.806451678276062,,,,,,,
1,,,,,,53,,0.555078387260437,0.08777418732643127,,,,,
2,0.7742587327957153,0.7894737124443054,0.4068063497543335,0.6428571343421936,0.9056603908538818,80,0.84375,,,,,,,
2,,,,,,80,,0.5269031524658203,0.24504707753658295,,,,,
3,0.7980683445930481,0.8105263113975525,0.3946274518966675,0.6904761791229248,0.9056603908538818,107,0.8529411554336548,,,,,,,
3,,,,,,107,,0.5381938219070435,0.3744020164012909,,,,,
4,0.7836927175521851,0.800000011920929,0.4150075316429138,0.6428571343421936,0.9245282411575317,134,0.8709677457809448,,,,,,,
4,,,,,,134,,0.5262562036514282,0.4114033579826355,,,,,
5,0.8337825536727905,0.8421052694320679,0.38208916783332825,0.761904776096344,0.9056603908538818,161,0.8648648858070374,,,,,,,
5,,,,,,161,,0.5542685985565186,0.4604344069957733,,,,,
6,0.8506287932395935,0.8526315689086914,0.4679100513458252,0.8333333134651184,0.8679245114326477,188,0.8333333134651184,,,,,,,
6,,,,,,188,,0.5164762139320374,0.4558199644088745,,,,,
7,0.8432164788246155,0.8526315689086914,0.3911234438419342,0.761904776096344,0.9245282411575317,215,0.8888888955116272,,,,,,,
7,,,,,,215,,0.4985327422618866,0.48106613755226135,,,,,
8,0.8194069862365723,0.8315789699554443,0.33520257472991943,0.7142857313156128,0.9245282411575317,242,0.8823529481887817,,,,,,,
8,,,,,,242,,0.5144309997558594,0.5262165665626526,,,,,
9,0.8194069862365723,0.8315789699554443,0.39480647444725037,0.7142857313156128,0.9245282411575317,269,0.8823529481887817,,,,,,,
9,,,,,,269,,0.5153090357780457,0.5119383931159973,,,,,
10,0.8075022101402283,0.821052610874176,0.35864654183387756,0.6904761791229248,0.9245282411575317,296,0.8787878751754761,,,,,,,
10,,,,,,296,,0.5106744766235352,0.528498113155365,,,,,
11,0.864555299282074,0.8736842274665833,0.3452349901199341,0.7857142686843872,0.9433962106704712,323,0.9166666865348816,,,,,,,
11,,,,,,323,,0.485970139503479,0.5399712920188904,,,,,
12,0.860062837600708,0.8631578683853149,0.3978338837623596,0.8333333134651184,0.8867924809455872,350,0.8536585569381714,,,,,,,
12,,,,,,350,,0.47190752625465393,0.5583174824714661,,,,,
13,0.8670260906219482,0.8736842274665833,0.4032602310180664,0.8095238208770752,0.9245282411575317,377,0.8947368264198303,,,,,,,
13,,,,,,377,,0.4959630072116852,0.5775113701820374,,,,,
14,0.8694968223571777,0.8736842274665833,0.3723669648170471,0.8333333134651184,0.9056603908538818,404,0.875,,,,,,,
14,,,,,,404,,0.4546067416667938,0.5537370443344116,,,,,
15,0.8456873297691345,0.8526315689086914,0.4105819761753082,0.7857142686843872,0.9056603908538818,431,0.8684210777282715,,,,,,,
15,,,,,,431,,0.4852314889431,0.5811520218849182,,,,,
16,0.7886343002319336,0.800000011920929,0.3672500252723694,0.6904761791229248,0.8867924809455872,458,0.8285714387893677,,,,,,,
16,,,,,,458,,0.4465982913970947,0.5755962133407593,,,,,
17,0.828840970993042,0.8421052694320679,0.3778432607650757,0.7142857313156128,0.9433962106704712,485,0.9090909361839294,,,,,,,
17,,,,,,485,,0.45879870653152466,0.5840403437614441,,,,,
18,0.8575921058654785,0.8631578683853149,0.33046168088912964,0.8095238208770752,0.9056603908538818,512,0.8717948794364929,,,,,,,
18,,,,,,512,,0.45586276054382324,0.6004452109336853,,,,,
19,0.831311821937561,0.8421052694320679,0.38351401686668396,0.738095223903656,0.9245282411575317,539,0.8857142925262451,,,,,,,
19,,,,,,539,,0.46969056129455566,0.5912296772003174,,,,,
20,0.828840970993042,0.8421052694320679,0.4417015612125397,0.7142857313156128,0.9433962106704712,566,0.9090909361839294,,,,,,,
20,,,,,,566,,0.47804784774780273,0.597944438457489,,,,,
21,0.828840970993042,0.8421052694320679,0.4106654226779938,0.7142857313156128,0.9433962106704712,593,0.9090909361839294,,,,,,,
21,,,,,,593,,0.4372141361236572,0.5711691975593567,,,,,
22,0.8432164788246155,0.8526315689086914,0.34725719690322876,0.761904776096344,0.9245282411575317,620,0.8888888955116272,,,,,,,
22,,,,,,620,,0.4402174651622772,0.6316501498222351,,,,,
23,0.828840970993042,0.8421052694320679,0.39912840723991394,0.7142857313156128,0.9433962106704712,647,0.9090909361839294,,,,,,,
23,,,,,,647,,0.44641926884651184,0.6067146062850952,,,,,
24,0.8789307475090027,0.8842105269432068,0.3612120449542999,0.8333333134651184,0.9245282411575317,674,0.8974359035491943,,,,,,,
