val_specificity,val_loss,val_precision,val_sensitivity,step,val_accuracy,val_auroc,epoch,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_precision,test_accuracy
1.0,0.7437673211097717,0.0,0.0,26,0.557894766330719,0.5,0,,,,,,,
,,,,26,,,0,0.7623908519744873,0.0,,,,,
0.9811320900917053,1.3554540872573853,0.0,0.0,53,0.5473684072494507,0.49056604504585266,1,,,,,,,
,,,,53,,,1,0.7482476830482483,0.0,,,,,
0.849056601524353,1.8719370365142822,0.6000000238418579,0.2857142984867096,80,0.6000000238418579,0.5673854351043701,2,,,,,,,
,,,,80,,,2,0.7338180541992188,0.0,,,,,
0.9245282411575317,1.0626411437988281,0.7894737124443054,0.3571428656578064,107,0.6736842393875122,0.6408355832099915,3,,,,,,,
,,,,107,,,3,0.709108293056488,0.0,,,,,
0.8301886916160583,3.190908432006836,0.7352941632270813,0.5952380895614624,134,0.7263157963752747,0.712713360786438,4,,,,,,,
,,,,134,,,4,0.6696462035179138,0.0,,,,,
0.7735848426818848,1.25332772731781,0.692307710647583,0.6428571343421936,161,0.7157894968986511,0.7082209587097168,5,,,,,,,
,,,,161,,,5,0.6474819183349609,0.0,,,,,
0.8679245114326477,1.907706379890442,0.75,0.5,188,0.7052631378173828,0.6839622855186462,6,,,,,,,
,,,,188,,,6,0.6122446656227112,0.0,,,,,
0.8301886916160583,1.493630290031433,0.7272727489471436,0.5714285969734192,215,0.7157894968986511,0.7008086442947388,7,,,,,,,
,,,,215,,,7,0.6128312945365906,0.0,,,,,
0.9245282411575317,1.2380430698394775,0.8461537957191467,0.523809552192688,242,0.7473683953285217,0.7241688966751099,8,,,,,,,
,,,,242,,,8,0.628174901008606,0.0,,,,,
0.8679245114326477,2.3585305213928223,0.7586206793785095,0.523809552192688,269,0.7157894968986511,0.6958670616149902,9,,,,,,,
,,,,269,,,9,0.6144843101501465,0.0,,,,,
0.9245282411575317,0.5711318254470825,0.8461537957191467,0.523809552192688,296,0.7473683953285217,0.7241688966751099,10,,,,,,,
,,,,296,,,10,0.5922244191169739,0.0,,,,,
0.9245282411575317,0.7826895713806152,0.8666666746139526,0.6190476417541504,323,0.7894737124443054,0.7717880010604858,11,,,,,,,
,,,,323,,,11,0.576040506362915,0.0,,,,,
0.849056601524353,0.8213090300559998,0.7777778506278992,0.6666666865348816,350,0.7684210538864136,0.7578616738319397,12,,,,,,,
,,,,350,,,12,0.5655817985534668,0.0,,,,,
0.8679245114326477,1.1369128227233887,0.7878788113594055,0.6190476417541504,377,0.75789475440979,0.7434860467910767,13,,,,,,,
,,,,377,,,13,0.5689892768859863,0.0,,,,,
0.9245282411575317,0.6424270868301392,0.8571428656578064,0.5714285969734192,404,0.7684210538864136,0.7479784488677979,14,,,,,,,
,,,,404,,,14,0.5773419737815857,0.0,,,,,
0.9622642397880554,0.932470440864563,0.9259259104728699,0.5952380895614624,431,0.800000011920929,0.7787511944770813,15,,,,,,,
,,,,431,,,15,0.5788154602050781,0.0,,,,,
0.9433962106704712,1.1108264923095703,0.8928571343421936,0.5952380895614624,458,0.7894737124443054,0.7693171501159668,16,,,,,,,
,,,,458,,,16,0.5618562698364258,0.0,,,,,
0.8867924809455872,0.8145654201507568,0.8181818127632141,0.6428571343421936,485,0.7789473533630371,0.7648246884346008,17,,,,,,,
,,,,485,,,17,0.5563930869102478,0.0,,,,,
0.9433962106704712,1.126651644706726,0.8999999761581421,0.6428571343421936,512,0.8105263113975525,0.79312664270401,18,,,,,,,
,,,,512,,,18,0.5379104018211365,0.0,,,,,
0.9433962106704712,0.9594440460205078,0.8928571343421936,0.5952380895614624,539,0.7894737124443054,0.7693171501159668,19,,,,,,,
,,,,539,,,19,0.5256493091583252,0.0,,,,,
0.9433962106704712,0.9840890765190125,0.8965517282485962,0.6190476417541504,566,0.800000011920929,0.781221866607666,20,,,,,,,
,,,,566,,,20,0.5193696618080139,0.0,,,,,
0.9433962106704712,0.6413349509239197,0.9032257795333862,0.6666666865348816,593,0.821052610874176,0.8050314784049988,21,,,,,,,
,,,,593,,,21,0.5398702025413513,0.0,,,,,
0.9245282411575317,0.8710576891899109,0.8709677457809448,0.6428571343421936,620,0.800000011920929,0.7836927175521851,22,,,,,,,
,,,,620,,,22,0.5297437310218811,0.0,,,,,
0.9433962106704712,0.8894771933555603,0.8999999761581421,0.6428571343421936,647,0.8105263113975525,0.79312664270401,23,,,,,,,
,,,,647,,,23,0.5358783006668091,0.0,,,,,
0.9056603908538818,0.9138184189796448,0.8571428656578064,0.7142857313156128,674,0.821052610874176,0.8099730610847473,24,,,,,,,
,,,,674,,,24,0.5103819966316223,0.0,,,,,
0.9245282411575317,0.7414606809616089,0.8787878751754761,0.6904761791229248,701,0.821052610874176,0.8075022101402283,25,,,,,,,
,,,,701,,,25,0.5231876373291016,0.0,,,,,
0.8867924809455872,0.7016120553016663,0.8235294818878174,0.6666666865348816,728,0.7894737124443054,0.7767295241355896,26,,,,,,,
,,,,728,,,26,0.513251781463623,0.0,,,,,
0.8867924809455872,1.0034329891204834,0.8125,0.6190476417541504,755,0.7684210538864136,0.7529200315475464,27,,,,,,,
,,,,755,,,27,0.5057628750801086,0.0,,,,,
0.9056603908538818,1.1705760955810547,0.8387095928192139,0.6190476417541504,782,0.7789473533630371,0.7623540163040161,28,,,,,,,
,,,,782,,,28,0.5002109408378601,0.0,,,,,
0.8301886916160583,1.4160873889923096,0.7567567229270935,0.6666666865348816,809,0.75789475440979,0.7484278082847595,29,,,,,,,
,,,,809,,,29,0.50556880235672,0.0,,,,,
0.9245282411575317,0.6777735948562622,0.8709677457809448,0.6428571343421936,836,0.800000011920929,0.7836927175521851,30,,,,,,,
,,,,836,,,30,0.5216924548149109,0.0,,,,,
0.849056601524353,0.5291082859039307,0.7777778506278992,0.6666666865348816,863,0.7684210538864136,0.7578616738319397,31,,,,,,,
,,,,863,,,31,0.4919250011444092,0.0,,,,,
