val_auroc,val_specificity,epoch,step,val_accuracy,val_loss,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
0.5,1.0,0,26,0.557894766330719,0.6198652982711792,0.0,0.0,,,,,,,
,,0,26,,,,,0.6304743885993958,0.0,,,,,
0.49056604504585266,0.9811320900917053,1,53,0.5473684072494507,0.7903358340263367,0.0,0.0,,,,,,,
,,1,53,,,,,0.6199332475662231,0.0,,,,,
0.555031418800354,0.9433962106704712,2,80,0.6000000238418579,0.8012281060218811,0.1666666716337204,0.699999988079071,,,,,,,
,,2,80,,,,,0.6106937527656555,0.0,,,,,
0.6289308071136475,0.9245282411575317,3,107,0.6631578803062439,0.9583820700645447,0.3333333432674408,0.7777778506278992,,,,,,,
,,3,107,,,,,0.6028282046318054,0.0,,,,,
0.6650943160057068,0.8301886916160583,4,134,0.6842105388641357,2.0444164276123047,0.5,0.699999988079071,,,,,,,
,,4,134,,,,,0.5637751817703247,0.0,,,,,
0.6958670616149902,0.8679245114326477,5,161,0.7157894968986511,4.802692890167236,0.523809552192688,0.7586206793785095,,,,,,,
,,5,161,,,,,0.5485103130340576,0.0,,,,,
0.7340521812438965,0.849056601524353,6,188,0.7473683953285217,1.2238315343856812,0.6190476417541504,0.7647058367729187,,,,,,,
,,6,188,,,,,0.5359731316566467,0.0,,,,,
0.7529200315475464,0.8867924809455872,7,215,0.7684210538864136,0.7501116394996643,0.6190476417541504,0.8125,,,,,,,
,,7,215,,,,,0.5240441560745239,0.0,,,,,
0.7861635684967041,0.9056603908538818,8,242,0.800000011920929,1.007149338722229,0.6666666865348816,0.8484848737716675,,,,,,,
,,8,242,,,,,0.5158997774124146,0.0,,,,,
0.7508984804153442,0.8113208413124084,9,269,0.75789475440979,1.3508501052856445,0.6904761791229248,0.7435897588729858,,,,,,,
,,9,269,,,,,0.5081509351730347,0.0,,,,,
0.7623540163040161,0.9056603908538818,10,296,0.7789473533630371,0.6619654893875122,0.6190476417541504,0.8387095928192139,,,,,,,
,,10,296,,,,,0.507614016532898,0.0,,,,,
0.7291104793548584,0.8867924809455872,11,323,0.7473683953285217,1.5102362632751465,0.5714285969734192,0.800000011920929,,,,,,,
,,11,323,,,,,0.5010765790939331,0.0,,,,,
0.7553907632827759,0.8679245114326477,12,350,0.7684210538864136,0.8489231467247009,0.6428571343421936,0.7941176295280457,,,,,,,
,,12,350,,,,,0.4958873391151428,0.0,,,,,
0.7648246884346008,0.8867924809455872,13,377,0.7789473533630371,0.7832436561584473,0.6428571343421936,0.8181818127632141,,,,,,,
,,13,377,,,,,0.5028097629547119,0.0,,,,,
0.7693171501159668,0.9433962106704712,14,404,0.7894737124443054,1.0344088077545166,0.5952380895614624,0.8928571343421936,,,,,,,
,,14,404,,,,,0.4597148299217224,0.0,,,,,
0.8050314784049988,0.9433962106704712,15,431,0.821052610874176,1.122644066810608,0.6666666865348816,0.9032257795333862,,,,,,,
,,15,431,,,,,0.5054230093955994,0.0,,,,,
0.79312664270401,0.9433962106704712,16,458,0.8105263113975525,0.5048179626464844,0.6428571343421936,0.8999999761581421,,,,,,,
,,16,458,,,,,0.46520042419433594,0.0,,,,,
0.7906559109687805,0.9622642397880554,17,485,0.8105263113975525,0.7329371571540833,0.6190476417541504,0.9285714626312256,,,,,,,
,,17,485,,,,,0.4614563286304474,0.0,,,,,
0.781221866607666,0.9433962106704712,18,512,0.800000011920929,0.7042533755302429,0.6190476417541504,0.8965517282485962,,,,,,,
,,18,512,,,,,0.46553975343704224,0.0,,,,,
0.7504492402076721,0.9056603908538818,19,539,0.7684210538864136,1.1468130350112915,0.5952380895614624,0.8333333134651184,,,,,,,
,,19,539,,,,,0.4708990752696991,0.0,,,,,
0.7529200315475464,0.8867924809455872,20,566,0.7684210538864136,1.8414561748504639,0.6190476417541504,0.8125,,,,,,,
,,20,566,,,,,0.45191192626953125,0.0,,,,,
0.7336028814315796,0.9433962106704712,21,593,0.75789475440979,1.0089755058288574,0.523809552192688,0.8799999952316284,,,,,,,
,,21,593,,,,,0.4597507417201996,0.0,,,,,
0.7598832249641418,0.9245282411575317,22,620,0.7789473533630371,2.042476177215576,0.5952380895614624,0.8620689511299133,,,,,,,
,,22,620,,,,,0.45050758123397827,0.0,,,,,
0.7574123740196228,0.9433962106704712,23,647,0.7789473533630371,0.767096996307373,0.5714285969734192,0.8888888955116272,,,,,,,
,,23,647,,,,,0.4277471601963043,0.0,,,,,
0.7623540163040161,0.9056603908538818,24,674,0.7789473533630371,0.9412664175033569,0.6190476417541504,0.8387095928192139,,,,,,,
,,24,674,,,,,0.42754557728767395,0.0,,,,,
0.7410151958465576,0.8867924809455872,25,701,0.75789475440979,0.6044850945472717,0.5952380895614624,0.806451678276062,,,,,,,
,,25,701,,,,,0.45552390813827515,0.0,,,,,
0.7623540163040161,0.9056603908538818,26,728,0.7789473533630371,0.6164141297340393,0.6190476417541504,0.8387095928192139,,,,,,,
,,26,728,,,,,0.42746371030807495,0.0,,,,,
0.7742587327957153,0.9056603908538818,27,755,0.7894737124443054,0.8046214580535889,0.6428571343421936,0.84375,,,,,,,
,,27,755,,,,,0.4351651072502136,0.0,,,,,
0.7980683445930481,0.9056603908538818,28,782,0.8105263113975525,0.5947144031524658,0.6904761791229248,0.8529411554336548,,,,,,,
,,28,782,,,,,0.41240546107292175,0.0,,,,,
0.7886343002319336,0.8867924809455872,29,809,0.800000011920929,1.607993483543396,0.6904761791229248,0.8285714387893677,,,,,,,
,,29,809,,,,,0.42985665798187256,0.0,,,,,
0.7980683445930481,0.9056603908538818,30,836,0.8105263113975525,0.5700832605361938,0.6904761791229248,0.8529411554336548,,,,,,,
,,30,836,,,,,0.43375447392463684,0.0,,,,,
0.8005390167236328,0.8867924809455872,31,863,0.8105263113975525,1.2497379779815674,0.7142857313156128,0.8333333134651184,,,,,,,
,,31,863,,,,,0.42784377932548523,0.0,,,,,
