val_loss,epoch,val_auroc,val_accuracy,val_precision,val_specificity,val_sensitivity,step,unlabeled_data_utilization,train_loss,test_precision,test_sensitivity,test_specificity,test_auroc,test_accuracy
0.7927820086479187,0,0.5008984804153442,0.5368421077728271,0.4444444477558136,0.8113208413124084,0.190476194024086,33,,,,,,,
,0,,,,,,33,0.02474094182252884,0.6242506504058838,,,,,
0.896483838558197,1,0.4930368661880493,0.5473684072494507,0.3333333432674408,0.9622642397880554,0.02380952425301075,67,,,,,,,
,1,,,,,,67,0.03164587542414665,0.6398640871047974,,,,,
0.7354300022125244,2,0.514375627040863,0.5684210658073425,0.6666666865348816,0.9811320900917053,0.0476190485060215,101,,,,,,,
,2,,,,,,101,0.019155092537403107,0.61977618932724,,,,,
0.650130569934845,3,0.555031418800354,0.6000000238418579,0.699999988079071,0.9433962106704712,0.1666666716337204,135,,,,,,,
,3,,,,,,135,0.0324617363512516,0.627960205078125,,,,,
0.6269976496696472,4,0.5619946718215942,0.6105263233184814,0.8571428656578064,0.9811320900917053,0.1428571492433548,169,,,,,,,
,4,,,,,,169,0.02514234557747841,0.624968409538269,,,,,
0.7403323650360107,5,0.6239892244338989,0.6631578803062439,0.8571428656578064,0.9622642397880554,0.2857142984867096,203,,,,,,,
,5,,,,,,203,0.023371148854494095,0.5902736186981201,,,,,
0.6674102544784546,6,0.6671159267425537,0.6947368383407593,0.782608687877655,0.9056603908538818,0.4285714328289032,237,,,,,,,
,6,,,,,,237,0.026771705597639084,0.579429566860199,,,,,
0.6800000071525574,7,0.6576818823814392,0.6842105388641357,0.75,0.8867924809455872,0.4285714328289032,271,,,,,,,
,7,,,,,,271,0.04042511433362961,0.5465868711471558,,,,,
0.5521298050880432,8,0.7053009867668152,0.7263157963752747,0.7857142686843872,0.8867924809455872,0.523809552192688,305,,,,,,,
,8,,,,,,305,0.0692174956202507,0.5397047400474548,,,,,
0.5095184445381165,9,0.7008086442947388,0.7157894968986511,0.7272727489471436,0.8301886916160583,0.5714285969734192,339,,,,,,,
,9,,,,,,339,0.11241044849157333,0.510258138179779,,,,,
0.5418198108673096,10,0.7598832249641418,0.7789473533630371,0.8620689511299133,0.9245282411575317,0.5952380895614624,373,,,,,,,
,10,,,,,,373,0.18784190714359283,0.531696081161499,,,,,
0.5005815625190735,11,0.7434860467910767,0.75789475440979,0.7878788113594055,0.8679245114326477,0.6190476417541504,407,,,,,,,
,11,,,,,,407,0.2239333689212799,0.4964277744293213,,,,,
0.49793586134910583,12,0.7529200315475464,0.7684210538864136,0.8125,0.8867924809455872,0.6190476417541504,441,,,,,,,
,12,,,,,,441,0.30900582671165466,0.520671010017395,,,,,
0.6022151708602905,13,0.7911050915718079,0.800000011920929,0.8108107447624207,0.8679245114326477,0.7142857313156128,475,,,,,,,
,13,,,,,,475,0.33634713292121887,0.5412251353263855,,,,,
0.6626562476158142,14,0.7578616738319397,0.7684210538864136,0.7777778506278992,0.849056601524353,0.6666666865348816,509,,,,,,,
,14,,,,,,509,0.35272905230522156,0.5388911962509155,,,,,
0.601956307888031,15,0.7742587327957153,0.7894737124443054,0.84375,0.9056603908538818,0.6428571343421936,543,,,,,,,
,15,,,,,,543,0.4005436897277832,0.5328619480133057,,,,,
0.7278944849967957,16,0.7980683445930481,0.8105263113975525,0.8529411554336548,0.9056603908538818,0.6904761791229248,577,,,,,,,
,16,,,,,,577,0.42959660291671753,0.5272961258888245,,,,,
0.4784739315509796,17,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,611,,,,,,,
,17,,,,,,611,0.4683198928833008,0.5221307277679443,,,,,
0.5694409012794495,18,0.8005390167236328,0.8105263113975525,0.8333333134651184,0.8867924809455872,0.7142857313156128,645,,,,,,,
,18,,,,,,645,0.4871385991573334,0.4959404170513153,,,,,
0.5427974462509155,19,0.8099730610847473,0.821052610874176,0.8571428656578064,0.9056603908538818,0.7142857313156128,679,,,,,,,
,19,,,,,,679,0.5029569268226624,0.529500424861908,,,,,
0.710395336151123,20,0.795597493648529,0.8105263113975525,0.875,0.9245282411575317,0.6666666865348816,713,,,,,,,
,20,,,,,,713,0.4929238259792328,0.5096375942230225,,,,,
0.4196694493293762,21,0.7742587327957153,0.7894737124443054,0.84375,0.9056603908538818,0.6428571343421936,747,,,,,,,
,21,,,,,,747,0.5113271474838257,0.469169557094574,,,,,
0.40160366892814636,22,0.7672956585884094,0.7789473533630371,0.800000011920929,0.8679245114326477,0.6666666865348816,781,,,,,,,
,22,,,,,,781,0.5440676808357239,0.49556171894073486,,,,,
0.46339309215545654,23,0.7295597791671753,0.7368420958518982,0.7179487347602844,0.792452871799469,0.6666666865348816,815,,,,,,,
,23,,,,,,815,0.5475049614906311,0.49203482270240784,,,,,
0.48129627108573914,24,0.8030098080635071,0.8105263113975525,0.8157894611358643,0.8679245114326477,0.738095223903656,849,,,,,,,
,24,,,,,,849,0.5600525140762329,0.5065376162528992,,,,,
0.48396193981170654,25,0.7980683445930481,0.8105263113975525,0.8529411554336548,0.9056603908538818,0.6904761791229248,883,,,,,,,
,25,,,,,,883,0.5790218710899353,0.492152601480484,,,,,
0.628570556640625,26,0.7911050915718079,0.800000011920929,0.8108107447624207,0.8679245114326477,0.7142857313156128,917,,,,,,,
,26,,,,,,917,0.5799193382263184,0.48610636591911316,,,,,
0.4685763418674469,27,0.7886343002319336,0.800000011920929,0.8285714387893677,0.8867924809455872,0.6904761791229248,951,,,,,,,
,27,,,,,,951,0.5956453680992126,0.4767555892467499,,,,,
