epoch,val_auroc,val_accuracy,val_sensitivity,step,val_loss,val_precision,val_specificity,train_loss,unlabeled_data_utilization,test_sensitivity,test_specificity,test_accuracy,test_precision,test_auroc
0,0.5,0.557894766330719,0.0,26,2.921642541885376,0.0,1.0,,,,,,,
0,,,,26,,,,2.9077250957489014,0.0,,,,,
1,0.5029200315475464,0.5473684072494507,0.1190476194024086,53,12.5723295211792,0.4545454680919647,0.8867924809455872,,,,,,,
1,,,,53,,,,2.7614188194274902,0.0,,,,,
2,0.5644654631614685,0.6105263233184814,0.1666666716337204,80,6.643453121185303,0.7777778506278992,0.9622642397880554,,,,,,,
2,,,,80,,,,2.674213409423828,0.0,,,,,
3,0.6051212549209595,0.6421052813529968,0.2857142984867096,107,5.9288740158081055,0.75,0.9245282411575317,,,,,,,
3,,,,107,,,,2.461866617202759,0.0,,,,,
4,0.64577716588974,0.6736842393875122,0.4047619104385376,134,9.103326797485352,0.739130437374115,0.8867924809455872,,,,,,,
4,,,,134,,,,2.25178861618042,0.0,,,,,
5,0.7122641205787659,0.7368420958518982,0.5,161,4.615601062774658,0.8399999737739563,0.9245282411575317,,,,,,,
5,,,,161,,,,2.0499770641326904,0.0,,,,,
6,0.6765499114990234,0.7052631378173828,0.4285714328289032,188,2.4228930473327637,0.8181818127632141,0.9245282411575317,,,,,,,
6,,,,188,,,,2.0367863178253174,0.0,,,,,
7,0.7073225378990173,0.7368420958518982,0.4523809850215912,215,2.7373058795928955,0.9047619700431824,0.9622642397880554,,,,,,,
7,,,,215,,,,1.9389747381210327,0.0,,,,,
8,0.7241688966751099,0.7473683953285217,0.523809552192688,242,2.6448183059692383,0.8461537957191467,0.9245282411575317,,,,,,,
8,,,,242,,,,1.9433339834213257,0.0,,,,,
9,0.7504492402076721,0.7684210538864136,0.5952380895614624,269,3.2227160930633545,0.8333333134651184,0.9056603908538818,,,,,,,
9,,,,269,,,,1.8330427408218384,0.0,,,,,
10,0.7266397476196289,0.7473683953285217,0.5476190447807312,296,3.191471576690674,0.8214285373687744,0.9056603908538818,,,,,,,
10,,,,296,,,,1.9320510625839233,0.0,,,,,
11,0.7360737323760986,0.75789475440979,0.5476190447807312,323,3.2850654125213623,0.8518518805503845,0.9245282411575317,,,,,,,
11,,,,323,,,,1.7597514390945435,0.0,,,,,
12,0.7574123740196228,0.7789473533630371,0.5714285969734192,350,2.7232508659362793,0.8888888955116272,0.9433962106704712,,,,,,,
12,,,,350,,,,1.8084925413131714,0.0,,,,,
13,0.7003592848777771,0.7263157963752747,0.4761904776096344,377,2.3132739067077637,0.8333333134651184,0.9245282411575317,,,,,,,
13,,,,377,,,,1.8117344379425049,0.0,,,,,
14,0.7906559109687805,0.8105263113975525,0.6190476417541504,404,2.4297335147857666,0.9285714626312256,0.9622642397880554,,,,,,,
14,,,,404,,,,1.7205469608306885,0.0,,,,,
15,0.7598832249641418,0.7789473533630371,0.5952380895614624,431,3.632969617843628,0.8620689511299133,0.9245282411575317,,,,,,,
15,,,,431,,,,1.5902858972549438,0.0,,,,,
16,0.79312664270401,0.8105263113975525,0.6428571343421936,458,3.4902896881103516,0.8999999761581421,0.9433962106704712,,,,,,,
16,,,,458,,,,1.598337173461914,0.0,,,,,
17,0.8050314784049988,0.821052610874176,0.6666666865348816,485,4.086528301239014,0.9032257795333862,0.9433962106704712,,,,,,,
17,,,,485,,,,1.6100181341171265,0.0,,,,,
18,0.7906559109687805,0.8105263113975525,0.6190476417541504,512,4.3068060874938965,0.9285714626312256,0.9622642397880554,,,,,,,
18,,,,512,,,,1.6507070064544678,0.0,,,,,
19,0.7455076575279236,0.7684210538864136,0.5476190447807312,539,3.7760446071624756,0.8846153616905212,0.9433962106704712,,,,,,,
19,,,,539,,,,1.5120494365692139,0.0,,,,,
20,0.7147350311279297,0.7368420958518982,0.523809552192688,566,3.5295157432556152,0.8148148655891418,0.9056603908538818,,,,,,,
20,,,,566,,,,1.5870864391326904,0.0,,,,,
21,0.7836927175521851,0.800000011920929,0.6428571343421936,593,3.3734352588653564,0.8709677457809448,0.9245282411575317,,,,,,,
21,,,,593,,,,1.5011727809906006,0.0,,,,,
22,0.7455076575279236,0.7684210538864136,0.5476190447807312,620,1.9029383659362793,0.8846153616905212,0.9433962106704712,,,,,,,
22,,,,620,,,,1.5747933387756348,0.0,,,,,
23,0.781221866607666,0.800000011920929,0.6190476417541504,647,1.9305078983306885,0.8965517282485962,0.9433962106704712,,,,,,,
23,,,,647,,,,1.56158447265625,0.0,,,,,
24,0.7574123740196228,0.7789473533630371,0.5714285969734192,674,2.6291773319244385,0.8888888955116272,0.9433962106704712,,,,,,,
24,,,,674,,,,1.4413365125656128,0.0,,,,,
25,0.7906559109687805,0.8105263113975525,0.6190476417541504,701,2.080496311187744,0.9285714626312256,0.9622642397880554,,,,,,,
25,,,,701,,,,1.5087904930114746,0.0,,,,,
26,0.7336028814315796,0.75789475440979,0.523809552192688,728,2.264773368835449,0.8799999952316284,0.9433962106704712,,,,,,,
26,,,,728,,,,1.4864215850830078,0.0,,,,,
27,0.7623540163040161,0.7789473533630371,0.6190476417541504,755,1.8946043252944946,0.8387095928192139,0.9056603908538818,,,,,,,
27,,,,755,,,,1.386553168296814,0.0,,,,,
28,0.79312664270401,0.8105263113975525,0.6428571343421936,782,1.9272607564926147,0.8999999761581421,0.9433962106704712,,,,,,,
28,,,,782,,,,1.4656261205673218,0.0,,,,,
29,0.8144654631614685,0.8315789699554443,0.6666666865348816,809,2.534853458404541,0.9333332777023315,0.9622642397880554,,,,,,,
29,,,,809,,,,1.4346985816955566,0.0,,,,,
30,0.79312664270401,0.8105263113975525,0.6428571343421936,836,2.8498523235321045,0.8999999761581421,0.9433962106704712,,,,,,,
30,,,,836,,,,1.4262170791625977,0.0,,,,,
31,0.7598832249641418,0.7789473533630371,0.5952380895614624,863,2.4116086959838867,0.8620689511299133,0.9245282411575317,,,,,,,
31,,,,863,,,,1.3062355518341064,0.0,,,,,
32,0.79312664270401,0.8105263113975525,0.6428571343421936,890,1.9400129318237305,0.8999999761581421,0.9433962106704712,,,,,,,
32,,,,890,,,,1.4518026113510132,0.0,,,,,
33,0.7836927175521851,0.800000011920929,0.6428571343421936,917,1.872839093208313,0.8709677457809448,0.9245282411575317,,,,,,,
33,,,,917,,,,1.3505522012710571,0.0,,,,,
34,0.7578616738319397,0.7684210538864136,0.6666666865348816,944,2.1357595920562744,0.7777778506278992,0.849056601524353,,,,,,,
34,,,,944,,,,1.370096206665039,0.0,,,,,
35,0.79312664270401,0.8105263113975525,0.6428571343421936,971,1.9321112632751465,0.8999999761581421,0.9433962106704712,,,,,,,
35,,,,971,,,,1.28036367893219,0.0,,,,,
36,0.7574123740196228,0.7789473533630371,0.5714285969734192,998,1.8402917385101318,0.8888888955116272,0.9433962106704712,,,,,,,
36,,,,998,,,,1.262935757637024,0.0,,,,,
37,0.7836927175521851,0.800000011920929,0.6428571343421936,1025,2.118917465209961,0.8709677457809448,0.9245282411575317,,,,,,,
37,,,,1025,,,,1.284797191619873,0.0,,,,,
38,0.781221866607666,0.800000011920929,0.6190476417541504,1052,1.9190737009048462,0.8965517282485962,0.9433962106704712,,,,,,,
38,,,,1052,,,,1.309491753578186,0.0,,,,,
39,0.7529200315475464,0.7684210538864136,0.6190476417541504,1079,1.9074407815933228,0.8125,0.8867924809455872,,,,,,,
39,,,,1079,,,,1.3731929063796997,0.0,,,,,
40,0.7787511944770813,0.800000011920929,0.5952380895614624,1106,2.108391761779785,0.9259259104728699,0.9622642397880554,,,,,,,
40,,,,1106,,,,1.2603400945663452,0.0,,,,,
41,0.7693171501159668,0.7894737124443054,0.5952380895614624,1133,1.824368953704834,0.8928571343421936,0.9433962106704712,,,,,,,
41,,,,1133,,,,1.3107014894485474,0.0,,,,,
42,0.7861635684967041,0.800000011920929,0.6666666865348816,1160,1.9485137462615967,0.8484848737716675,0.9056603908538818,,,,,,,
42,,,,1160,,,,1.3171746730804443,0.0,,,,,
43,0.7623540163040161,0.7789473533630371,0.6190476417541504,1187,2.007762908935547,0.8387095928192139,0.9056603908538818,,,,,,,
43,,,,1187,,,,1.2595672607421875,0.0,,,,,
44,0.7861635684967041,0.800000011920929,0.6666666865348816,1214,2.4895718097686768,0.8484848737716675,0.9056603908538818,,,,,,,
44,,,,1214,,,,1.2870142459869385,0.0,,,,,
45,0.7767295241355896,0.7894737124443054,0.6666666865348816,1241,2.3362741470336914,0.8235294818878174,0.8867924809455872,,,,,,,
45,,,,1241,,,,1.2249021530151367,0.0,,,,,
46,0.7861635684967041,0.800000011920929,0.6666666865348816,1268,1.8982771635055542,0.8484848737716675,0.9056603908538818,,,,,,,
46,,,,1268,,,,1.1876946687698364,0.0,,,,,
47,0.7742587327957153,0.7894737124443054,0.6428571343421936,1295,2.033083915710449,0.84375,0.9056603908538818,,,,,,,
47,,,,1295,,,,1.1964372396469116,0.0,,,,,
48,0.7574123740196228,0.7789473533630371,0.5714285969734192,1322,2.5802817344665527,0.8888888955116272,0.9433962106704712,,,,,,,
48,,,,1322,,,,1.189577341079712,0.0,,,,,
49,0.7648246884346008,0.7789473533630371,0.6428571343421936,1349,1.868843913078308,0.8181818127632141,0.8867924809455872,,,,,,,
49,,,,1349,,,,1.1907156705856323,0.0,,,,,
50,0.781221866607666,0.800000011920929,0.6190476417541504,1376,2.0668439865112305,0.8965517282485962,0.9433962106704712,,,,,,,
50,,,,1376,,,,1.183213710784912,0.0,,,,,
51,0.7693171501159668,0.7894737124443054,0.5952380895614624,1403,2.453258991241455,0.8928571343421936,0.9433962106704712,,,,,,,
51,,,,1403,,,,1.1629209518432617,0.0,,,,,
52,0.7479784488677979,0.7684210538864136,0.5714285969734192,1430,2.512617349624634,0.8571428656578064,0.9245282411575317,,,,,,,
52,,,,1430,,,,1.1639044284820557,0.0,,,,,
53,0.7767295241355896,0.7894737124443054,0.6666666865348816,1457,2.2812812328338623,0.8235294818878174,0.8867924809455872,,,,,,,
53,,,,1457,,,,1.1462210416793823,0.0,,,,,
54,0.79312664270401,0.8105263113975525,0.6428571343421936,1484,1.8992817401885986,0.8999999761581421,0.9433962106704712,,,,,,,
54,,,,1484,,,,1.1846437454223633,0.0,,,,,
55,0.7836927175521851,0.800000011920929,0.6428571343421936,1511,2.1328186988830566,0.8709677457809448,0.9245282411575317,,,,,,,
55,,,,1511,,,,1.133619785308838,0.0,,,,,
56,0.795597493648529,0.8105263113975525,0.6666666865348816,1538,2.176487445831299,0.875,0.9245282411575317,,,,,,,
56,,,,1538,,,,1.2118247747421265,0.0,,,,,
57,0.7385445237159729,0.75789475440979,0.5714285969734192,1565,2.4502830505371094,0.8275862336158752,0.9056603908538818,,,,,,,
57,,,,1565,,,,1.1188791990280151,0.0,,,,,
58,0.7529200315475464,0.7684210538864136,0.6190476417541504,1592,1.9095219373703003,0.8125,0.8867924809455872,,,,,,,
58,,,,1592,,,,1.1053580045700073,0.0,,,,,
59,0.7742587327957153,0.7894737124443054,0.6428571343421936,1619,2.038968563079834,0.84375,0.9056603908538818,,,,,,,
59,,,,1619,,,,1.11558997631073,0.0,,,,,
60,0.7529200315475464,0.7684210538864136,0.6190476417541504,1646,2.236086368560791,0.8125,0.8867924809455872,,,,,,,
60,,,,1646,,,,1.1426621675491333,0.0,,,,,
61,0.7529200315475464,0.7684210538864136,0.6190476417541504,1673,1.8678573369979858,0.8125,0.8867924809455872,,,,,,,
61,,,,1673,,,,1.1312575340270996,0.0,,,,,
62,0.7861635684967041,0.800000011920929,0.6666666865348816,1700,1.750652551651001,0.8484848737716675,0.9056603908538818,,,,,,,
62,,,,1700,,,,1.0898457765579224,0.0,,,,,
63,0.7479784488677979,0.7684210538864136,0.5714285969734192,1727,2.0098421573638916,0.8571428656578064,0.9245282411575317,,,,,,,
63,,,,1727,,,,1.1118360757827759,0.0,,,,,
64,0.7315813302993774,0.7473683953285217,0.5952380895614624,1754,2.240077018737793,0.78125,0.8679245114326477,,,,,,,
64,,,,1754,,,,1.1292716264724731,0.0,,,,,
65,0.7315813302993774,0.7473683953285217,0.5952380895614624,1781,1.845605731010437,0.78125,0.8679245114326477,,,,,,,
65,,,,1781,,,,1.084829568862915,0.0,,,,,
66,0.7266397476196289,0.7473683953285217,0.5476190447807312,1808,1.895198106765747,0.8214285373687744,0.9056603908538818,,,,,,,
66,,,,1808,,,,1.0166096687316895,0.0,,,,,
67,0.7717880010604858,0.7894737124443054,0.6190476417541504,1835,2.3797829151153564,0.8666666746139526,0.9245282411575317,,,,,,,
67,,,,1835,,,,1.0253045558929443,0.0,,,,,
68,0.7360737323760986,0.75789475440979,0.5476190447807312,1862,1.7591981887817383,0.8518518805503845,0.9245282411575317,,,,,,,
68,,,,1862,,,,1.0490118265151978,0.0,,,,,
69,0.7672956585884094,0.7789473533630371,0.6666666865348816,1889,2.0474331378936768,0.800000011920929,0.8679245114326477,,,,,,,
69,,,,1889,,,,1.0135151147842407,0.0,,,,,
70,0.7598832249641418,0.7789473533630371,0.5952380895614624,1916,1.9649957418441772,0.8620689511299133,0.9245282411575317,,,,,,,
