val_accuracy,step,epoch,val_precision,val_sensitivity,val_specificity,val_loss,val_auroc,train_loss,unlabeled_data_utilization,test_sensitivity,test_accuracy,test_auroc,test_specificity,test_precision
0.5368421077728271,26,0,0.3333333432674408,0.0476190485060215,0.9245282411575317,2.751702308654785,0.48607367277145386,,,,,,,
,26,0,,,,,,0.6423043608665466,0.010915298946201801,,,,,
0.4842105209827423,53,1,0.23076923191547394,0.0714285746216774,0.8113208413124084,1.8704770803451538,0.44137465953826904,,,,,,,
,53,1,,,,,,0.6362492442131042,0.024105019867420197,,,,,
0.6000000238418579,80,2,0.6428571343421936,0.2142857164144516,0.9056603908538818,2.6153271198272705,0.5599730610847473,,,,,,,
,80,2,,,,,,0.6312471628189087,0.01724296435713768,,,,,
0.6105263233184814,107,3,0.6190476417541504,0.3095238208770752,0.849056601524353,1.1224761009216309,0.5792902112007141,,,,,,,
,107,3,,,,,,0.6154438853263855,0.019465943798422813,,,,,
0.7263157963752747,134,4,0.7352941632270813,0.5952380895614624,0.8301886916160583,0.7201297283172607,0.712713360786438,,,,,,,
,134,4,,,,,,0.5863595008850098,0.017013706266880035,,,,,
0.7789473533630371,161,5,0.8181818127632141,0.6428571343421936,0.8867924809455872,1.27071213722229,0.7648246884346008,,,,,,,
,161,5,,,,,,0.5810759663581848,0.026913853362202644,,,,,
0.7684210538864136,188,6,0.8125,0.6190476417541504,0.8867924809455872,2.6902339458465576,0.7529200315475464,,,,,,,
,188,6,,,,,,0.5622338056564331,0.021341215819120407,,,,,
0.7894737124443054,215,7,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.8421662449836731,0.7693171501159668,,,,,,,
,215,7,,,,,,0.5377833247184753,0.03646894171833992,,,,,
0.821052610874176,242,8,0.931034505367279,0.6428571343421936,0.9622642397880554,0.9639437794685364,0.8025606870651245,,,,,,,
,242,8,,,,,,0.538740873336792,0.037183310836553574,,,,,
0.800000011920929,269,9,0.8709677457809448,0.6428571343421936,0.9245282411575317,0.5971538424491882,0.7836927175521851,,,,,,,
,269,9,,,,,,0.5461533069610596,0.07123303413391113,,,,,
0.7473683953285217,296,10,0.800000011920929,0.5714285969734192,0.8867924809455872,0.830333411693573,0.7291104793548584,,,,,,,
,296,10,,,,,,0.5219061374664307,0.08178593963384628,,,,,
0.75789475440979,323,11,0.8275862336158752,0.5714285969734192,0.9056603908538818,1.4836862087249756,0.7385445237159729,,,,,,,
