step,val_precision,val_sensitivity,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_specificity,test_precision,test_auroc,test_accuracy,test_sensitivity
26,0.0,0.0,1.0,0.5,0.557894766330719,0,1.5698100328445435,,,,,,,
26,,,,,,0,,1.5936955213546753,0.0,,,,,
53,0.4615384638309479,0.1428571492433548,0.8679245114326477,0.5053908824920654,0.5473684072494507,1,10.034290313720703,,,,,,,
53,,,,,,1,,1.498817801475525,0.0,,,,,
80,0.7272727489471436,0.190476194024086,0.9433962106704712,0.566936194896698,0.6105263233184814,2,5.203046798706055,,,,,,,
80,,,,,,2,,1.490719199180603,0.0,,,,,
107,1.0,0.2380952388048172,1.0,0.6190476417541504,0.6631578803062439,3,2.939725637435913,,,,,,,
107,,,,,,3,,1.3946858644485474,0.0,,,,,
134,0.8666666746139526,0.3095238208770752,0.9622642397880554,0.6358940005302429,0.6736842393875122,4,2.8839240074157715,,,,,,,
134,,,,,,4,,1.385174036026001,0.0,,,,,
161,0.739130437374115,0.4047619104385376,0.8867924809455872,0.64577716588974,0.6736842393875122,5,3.1364073753356934,,,,,,,
161,,,,,,5,,1.2847932577133179,0.0,,,,,
188,0.8260868787765503,0.4523809850215912,0.9245282411575317,0.6884546279907227,0.7157894968986511,6,1.7876924276351929,,,,,,,
188,,,,,,6,,1.2095500230789185,0.0,,,,,
215,0.7916666865348816,0.4523809850215912,0.9056603908538818,0.6790205836296082,0.7052631378173828,7,1.978333592414856,,,,,,,
215,,,,,,7,,1.2260353565216064,0.0,,,,,
242,0.8571428656578064,0.4285714328289032,0.9433962106704712,0.6859838366508484,0.7157894968986511,8,1.4166597127914429,,,,,,,
242,,,,,,8,,1.1965888738632202,0.0,,,,,
269,0.8695652484893799,0.4761904776096344,0.9433962106704712,0.7097933292388916,0.7368420958518982,9,1.8049544095993042,,,,,,,
269,,,,,,9,,1.1728013753890991,0.0,,,,,
296,0.8399999737739563,0.5,0.9245282411575317,0.7122641205787659,0.7368420958518982,10,1.1312435865402222,,,,,,,
296,,,,,,10,,1.1357141733169556,0.0,,,,,
323,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.7693171501159668,0.7894737124443054,11,1.4407374858856201,,,,,,,
323,,,,,,11,,1.13944411277771,0.0,,,,,
350,1.0,0.5476190447807312,1.0,0.773809552192688,0.800000011920929,12,1.5598753690719604,,,,,,,
350,,,,,,12,,1.1242731809616089,0.0,,,,,
377,0.807692289352417,0.5,0.9056603908538818,0.7028301954269409,0.7263157963752747,13,1.2962265014648438,,,,,,,
377,,,,,,13,,1.0761123895645142,0.0,,,,,
404,0.949999988079071,0.4523809850215912,0.9811320900917053,0.7167565822601318,0.7473683953285217,14,1.7472976446151733,,,,,,,
404,,,,,,14,,1.0663272142410278,0.0,,,,,
431,0.75,0.5714285969734192,0.849056601524353,0.7102425694465637,0.7263157963752747,15,1.2388979196548462,,,,,,,
431,,,,,,15,,1.0329948663711548,0.0,,,,,
458,0.9166666865348816,0.523809552192688,0.9622642397880554,0.7430369257926941,0.7684210538864136,16,1.05587899684906,,,,,,,
