val_loss,val_specificity,val_sensitivity,val_auroc,val_precision,val_accuracy,epoch,step,train_loss,unlabeled_data_utilization,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0.6186431050300598,1.0,0.0,0.5,0.0,0.557894766330719,0,26,,,,,,,
,,,,,,0,26,0.6336276531219482,0.0,,,,,
1.018633484840393,0.9622642397880554,0.0714285746216774,0.5168463587760925,0.6000000238418579,0.5684210658073425,1,53,,,,,,,
,,,,,,1,53,0.6188798546791077,0.0,,,,,
1.1233429908752441,0.9056603908538818,0.1666666716337204,0.5361635088920593,0.5833333134651184,0.5789473652839661,2,80,,,,,,,
,,,,,,2,80,0.6152148246765137,0.0,,,,,
0.9860150218009949,0.9056603908538818,0.2142857164144516,0.5599730610847473,0.6428571343421936,0.6000000238418579,3,107,,,,,,,
,,,,,,3,107,0.6005893349647522,0.0,,,,,
0.7647565603256226,0.9433962106704712,0.3571428656578064,0.6502695679664612,0.8333333134651184,0.6842105388641357,4,134,,,,,,,
,,,,,,4,134,0.5793887376785278,0.0,,,,,
0.6572898626327515,0.9245282411575317,0.4285714328289032,0.6765499114990234,0.8181818127632141,0.7052631378173828,5,161,,,,,,,
,,,,,,5,161,0.5577734112739563,0.0,,,,,
0.694861650466919,0.849056601524353,0.4285714328289032,0.6388140320777893,0.692307710647583,0.6631578803062439,6,188,,,,,,,
,,,,,,6,188,0.5433401465415955,0.0,,,,,
0.7802585959434509,0.9245282411575317,0.5476190447807312,0.7360737323760986,0.8518518805503845,0.75789475440979,7,215,,,,,,,
,,,,,,7,215,0.534862220287323,0.0,,,,,
0.61785888671875,0.9433962106704712,0.523809552192688,0.7336028814315796,0.8799999952316284,0.75789475440979,8,242,,,,,,,
,,,,,,8,242,0.5113980770111084,0.0,,,,,
0.6725077629089355,0.9245282411575317,0.5476190447807312,0.7360737323760986,0.8518518805503845,0.75789475440979,9,269,,,,,,,
,,,,,,9,269,0.5003761053085327,0.0,,,,,
1.2251683473587036,0.9245282411575317,0.4761904776096344,0.7003592848777771,0.8333333134651184,0.7263157963752747,10,296,,,,,,,
,,,,,,10,296,0.4934287369251251,0.0,,,,,
0.8964756727218628,0.9622642397880554,0.5476190447807312,0.7549417018890381,0.9200000166893005,0.7789473533630371,11,323,,,,,,,
,,,,,,11,323,0.47735852003097534,0.0,,,,,
0.5342819690704346,0.9245282411575317,0.5476190447807312,0.7360737323760986,0.8518518805503845,0.75789475440979,12,350,,,,,,,
,,,,,,12,350,0.4828047752380371,0.0,,,,,
0.7849074602127075,0.9245282411575317,0.5,0.7122641205787659,0.8399999737739563,0.7368420958518982,13,377,,,,,,,
,,,,,,13,377,0.4878676235675812,0.0,,,,,
0.7026559710502625,0.9056603908538818,0.4761904776096344,0.6909254193305969,0.800000011920929,0.7157894968986511,14,404,,,,,,,
,,,,,,14,404,0.46929389238357544,0.0,,,,,
0.5162352323532104,0.9245282411575317,0.5476190447807312,0.7360737323760986,0.8518518805503845,0.75789475440979,15,431,,,,,,,
,,,,,,15,431,0.4883410632610321,0.0,,,,,
0.7718055844306946,0.9622642397880554,0.4523809850215912,0.7073225378990173,0.9047619700431824,0.7368420958518982,16,458,,,,,,,
,,,,,,16,458,0.48740309476852417,0.0,,,,,
0.7470450401306152,0.9056603908538818,0.523809552192688,0.7147350311279297,0.8148148655891418,0.7368420958518982,17,485,,,,,,,
,,,,,,17,485,0.4646362364292145,0.0,,,,,
1.2134138345718384,0.9433962106704712,0.4523809850215912,0.6978886127471924,0.8636363744735718,0.7263157963752747,18,512,,,,,,,
,,,,,,18,512,0.451808363199234,0.0,,,,,
0.5846771001815796,0.8867924809455872,0.4761904776096344,0.6814914345741272,0.7692307829856873,0.7052631378173828,19,539,,,,,,,
,,,,,,19,539,0.46114879846572876,0.0,,,,,
0.9703335165977478,0.9433962106704712,0.5476190447807312,0.7455076575279236,0.8846153616905212,0.7684210538864136,20,566,,,,,,,
,,,,,,20,566,0.45669224858283997,0.0,,,,,
0.5658380389213562,0.9622642397880554,0.5,0.7311322093009949,0.9130435585975647,0.75789475440979,21,593,,,,,,,
,,,,,,21,593,0.4559929370880127,0.0,,,,,
0.4091816842556,0.9245282411575317,0.523809552192688,0.7241688966751099,0.8461537957191467,0.7473683953285217,22,620,,,,,,,
,,,,,,22,620,0.44649675488471985,0.0,,,,,
0.9369929432868958,0.9245282411575317,0.523809552192688,0.7241688966751099,0.8461537957191467,0.7473683953285217,23,647,,,,,,,
,,,,,,23,647,0.441524475812912,0.0,,,,,
0.5497487187385559,0.9622642397880554,0.523809552192688,0.7430369257926941,0.9166666865348816,0.7684210538864136,24,674,,,,,,,
,,,,,,24,674,0.430696576833725,0.0,,,,,
0.4629719853401184,0.9622642397880554,0.5476190447807312,0.7549417018890381,0.9200000166893005,0.7789473533630371,25,701,,,,,,,
,,,,,,25,701,0.420213907957077,0.0,,,,,
0.5578389167785645,0.9622642397880554,0.523809552192688,0.7430369257926941,0.9166666865348816,0.7684210538864136,26,728,,,,,,,
,,,,,,26,728,0.43116477131843567,0.0,,,,,
0.5251690745353699,0.8301886916160583,0.5952380895614624,0.712713360786438,0.7352941632270813,0.7263157963752747,27,755,,,,,,,
,,,,,,27,755,0.4230830669403076,0.0,,,,,
0.7401396632194519,0.8867924809455872,0.6190476417541504,0.7529200315475464,0.8125,0.7684210538864136,28,782,,,,,,,
,,,,,,28,782,0.4080779552459717,0.0,,,,,
0.5784701704978943,0.8867924809455872,0.5714285969734192,0.7291104793548584,0.800000011920929,0.7473683953285217,29,809,,,,,,,
,,,,,,29,809,0.417265385389328,0.0,,,,,
1.2417830228805542,0.9245282411575317,0.5714285969734192,0.7479784488677979,0.8571428656578064,0.7684210538864136,30,836,,,,,,,
,,,,,,30,836,0.4146996736526489,0.0,,,,,
0.496732622385025,0.9433962106704712,0.5714285969734192,0.7574123740196228,0.8888888955116272,0.7789473533630371,31,863,,,,,,,
,,,,,,31,863,0.39765989780426025,0.0,,,,,
1.1872669458389282,0.9245282411575317,0.5714285969734192,0.7479784488677979,0.8571428656578064,0.7684210538864136,32,890,,,,,,,
,,,,,,32,890,0.41918686032295227,0.0,,,,,
1.3619853258132935,0.9245282411575317,0.5952380895614624,0.7598832249641418,0.8620689511299133,0.7789473533630371,33,917,,,,,,,
,,,,,,33,917,0.4185248017311096,0.0,,,,,
0.5282489657402039,0.9622642397880554,0.5714285969734192,0.7668463587760925,0.9230769276618958,0.7894737124443054,34,944,,,,,,,
,,,,,,34,944,0.40255311131477356,0.0,,,,,
0.5866167545318604,0.9056603908538818,0.523809552192688,0.7147350311279297,0.8148148655891418,0.7368420958518982,35,971,,,,,,,
,,,,,,35,971,0.4068060517311096,0.0,,,,,
0.7184332013130188,0.9056603908538818,0.523809552192688,0.7147350311279297,0.8148148655891418,0.7368420958518982,36,998,,,,,,,
,,,,,,36,998,0.4042423367500305,0.0,,,,,
0.41450434923171997,0.9245282411575317,0.5476190447807312,0.7360737323760986,0.8518518805503845,0.75789475440979,37,1025,,,,,,,
,,,,,,37,1025,0.3994949758052826,0.0,,,,,
0.49064621329307556,0.9056603908538818,0.6428571343421936,0.7742587327957153,0.84375,0.7894737124443054,38,1052,,,,,,,
