val_loss,val_sensitivity,epoch,step,val_auroc,val_precision,val_specificity,val_accuracy,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_auroc,test_precision,test_accuracy
0.6185836791992188,0.0,0,26,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,0,26,,,,,0.6254359483718872,0.0,,,,,
0.66972815990448,0.02380952425301075,1,53,0.511904776096344,1.0,1.0,0.5684210658073425,,,,,,,
,,1,53,,,,,0.6215384602546692,0.0,,,,,
0.7784308791160583,0.0476190485060215,2,80,0.5049416422843933,0.5,0.9622642397880554,0.557894766330719,,,,,,,
,,2,80,,,,,0.6215234994888306,0.0,,,,,
0.7449133396148682,0.0,3,107,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,3,107,,,,,0.6179617643356323,0.0,,,,,
0.7780793309211731,0.0,4,134,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,4,134,,,,,0.6184396743774414,0.0,,,,,
0.8497816920280457,0.0,5,161,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,5,161,,,,,0.6176978945732117,0.0,,,,,
1.2913329601287842,0.0,6,188,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,6,188,,,,,0.6192312836647034,0.0,,,,,
0.7306634783744812,0.0,7,215,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,7,215,,,,,0.6210567951202393,0.0,,,,,
0.8284080624580383,0.02380952425301075,8,242,0.5024707913398743,0.5,0.9811320900917053,0.557894766330719,,,,,,,
,,8,242,,,,,0.6167913675308228,0.0,,,,,
0.7385522723197937,0.0,9,269,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,9,269,,,,,0.6200101971626282,0.0,,,,,
0.7681848406791687,0.0,10,296,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,10,296,,,,,0.6165776252746582,0.0,,,,,
1.571535348892212,0.0,11,323,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,11,323,,,,,0.6146020889282227,0.0,,,,,
0.9179545640945435,0.0,12,350,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,12,350,,,,,0.6176723837852478,0.0,,,,,
0.9370604157447815,0.0,13,377,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,13,377,,,,,0.6168384552001953,0.0,,,,,
0.6630502343177795,0.02380952425301075,14,404,0.5024707913398743,0.5,0.9811320900917053,0.557894766330719,,,,,,,
,,14,404,,,,,0.6137387752532959,0.0,,,,,
0.6184238195419312,0.095238097012043,15,431,0.5381851196289062,0.800000011920929,0.9811320900917053,0.5894736647605896,,,,,,,
,,15,431,,,,,0.6129530072212219,0.0,,,,,
0.9464782476425171,0.3095238208770752,16,458,0.598158061504364,0.6842105388641357,0.8867924809455872,0.6315789222717285,,,,,,,
,,16,458,,,,,0.6038510203361511,0.0,,,,,
