step,val_sensitivity,val_specificity,val_auroc,val_precision,val_accuracy,val_loss,epoch,unlabeled_data_utilization,train_loss,test_specificity,test_auroc,test_accuracy,test_sensitivity,test_precision
26,1.0,0.01886792480945587,0.5094339847564697,0.44680851697921753,0.4526315927505493,0.6193913221359253,0,,,,,,,
26,,,,,,,0,0.008386904373764992,0.6320307850837708,,,,,
53,0.1190476194024086,0.9811320900917053,0.5500898361206055,0.8333333134651184,0.6000000238418579,3.8630855083465576,1,,,,,,,
53,,,,,,,1,0.011529382318258286,0.6286810040473938,,,,,
80,0.2857142984867096,0.9622642397880554,0.6239892244338989,0.8571428656578064,0.6631578803062439,1.3972663879394531,2,,,,,,,
80,,,,,,,2,0.021734556183218956,0.6322028636932373,,,,,
107,0.4523809850215912,0.8113208413124084,0.6318508386611938,0.6551724076271057,0.6526315808296204,1.2216516733169556,3,,,,,,,
107,,,,,,,3,0.026131367310881615,0.6151633262634277,,,,,
134,0.4523809850215912,0.849056601524353,0.6507187485694885,0.7037037014961243,0.6736842393875122,1.2359039783477783,4,,,,,,,
134,,,,,,,4,0.03250955045223236,0.6119932532310486,,,,,
161,0.4523809850215912,0.792452871799469,0.6224168539047241,0.6333333253860474,0.6421052813529968,2.313572883605957,5,,,,,,,
161,,,,,,,5,0.025429250672459602,0.5925159454345703,,,,,
188,0.523809552192688,0.8679245114326477,0.6958670616149902,0.7586206793785095,0.7157894968986511,0.7118420004844666,6,,,,,,,
188,,,,,,,6,0.03380456194281578,0.5847698450088501,,,,,
215,0.4523809850215912,0.849056601524353,0.6507187485694885,0.7037037014961243,0.6736842393875122,0.6840724945068359,7,,,,,,,
215,,,,,,,7,0.04308386519551277,0.5656915903091431,,,,,
242,0.523809552192688,0.8679245114326477,0.6958670616149902,0.7586206793785095,0.7157894968986511,0.6806390881538391,8,,,,,,,
242,,,,,,,8,0.05196472257375717,0.5514171123504639,,,,,
269,0.523809552192688,0.8679245114326477,0.6958670616149902,0.7586206793785095,0.7157894968986511,0.48752862215042114,9,,,,,,,
