val_accuracy,epoch,val_auroc,val_sensitivity,step,val_loss,val_precision,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_sensitivity,test_accuracy,test_auroc
0.7052631378173828,0,0.7160826921463013,0.8095238208770752,33,0.5561655163764954,0.6296296119689941,0.6226415038108826,,,,,,,
,0,,,33,,,,0.1604672074317932,0.5594273209571838,,,,,
0.7368420958518982,1,0.7394429445266724,0.761904776096344,67,0.5003551840782166,0.6808510422706604,0.7169811129570007,,,,,,,
,1,,,67,,,,0.45771628618240356,0.6006207466125488,,,,,
0.800000011920929,2,0.8009883165359497,0.8095238208770752,101,0.5002152919769287,0.7555555701255798,0.792452871799469,,,,,,,
,2,,,101,,,,0.46990394592285156,0.5815958380699158,,,,,
0.7263157963752747,3,0.7374212741851807,0.8333333134651184,135,0.5491484999656677,0.6481481194496155,0.6415094137191772,,,,,,,
,3,,,135,,,,0.4772742688655853,0.5670289397239685,,,,,
0.7789473533630371,4,0.7821204662322998,0.8095238208770752,169,0.480045348405838,0.7234042286872864,0.7547169923782349,,,,,,,
,4,,,169,,,,0.47274675965309143,0.552225649356842,,,,,
0.7789473533630371,5,0.7747079730033875,0.738095223903656,203,0.4818202257156372,0.7560975551605225,0.8113208413124084,,,,,,,
,5,,,203,,,,0.48408544063568115,0.561072587966919,,,,,
0.8105263113975525,6,0.8203054070472717,0.9047619700431824,237,0.5029484629631042,0.7307692170143127,0.7358490824699402,,,,,,,
,6,,,237,,,,0.4734508991241455,0.557949960231781,,,,,
0.8105263113975525,7,0.8104223012924194,0.8095238208770752,271,0.4887222945690155,0.7727272510528564,0.8113208413124084,,,,,,,
,7,,,271,,,,0.47834476828575134,0.5381730794906616,,,,,
0.7789473533630371,8,0.7747079730033875,0.738095223903656,305,0.47548702359199524,0.7560975551605225,0.8113208413124084,,,,,,,
,8,,,305,,,,0.4851570129394531,0.5256438255310059,,,,,
0.800000011920929,9,0.7985174655914307,0.7857142686843872,339,0.4431394338607788,0.7674418687820435,0.8113208413124084,,,,,,,
,9,,,339,,,,0.45426708459854126,0.5424625277519226,,,,,
0.7894737124443054,10,0.7792003154754639,0.6904761791229248,373,0.4880455732345581,0.8055555820465088,0.8679245114326477,,,,,,,
,10,,,373,,,,0.46392184495925903,0.5062297582626343,,,,,
0.7894737124443054,11,0.7890835404396057,0.7857142686843872,407,0.47758248448371887,0.75,0.792452871799469,,,,,,,
,11,,,407,,,,0.47922831773757935,0.5130388736724854,,,,,
0.7894737124443054,12,0.7841419577598572,0.738095223903656,441,0.4822397232055664,0.7749999761581421,0.8301886916160583,,,,,,,
,12,,,441,,,,0.49605777859687805,0.5253754258155823,,,,,
0.800000011920929,13,0.7911050915718079,0.7142857313156128,475,0.4439610242843628,0.8108107447624207,0.8679245114326477,,,,,,,
,13,,,475,,,,0.4849071502685547,0.5195016264915466,,,,,
0.800000011920929,14,0.7886343002319336,0.6904761791229248,509,0.4247342646121979,0.8285714387893677,0.8867924809455872,,,,,,,
,14,,,509,,,,0.5004391670227051,0.4954039454460144,,,,,
