val_precision,val_loss,epoch,val_sensitivity,val_auroc,step,val_accuracy,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_auroc,test_accuracy,test_sensitivity
0.0,0.6202728748321533,0,0.0,0.5,26,0.557894766330719,1.0,,,,,,,
,,0,,,26,,,0.0,0.6312402486801147,,,,,
0.5714285969734192,1.400694727897644,1,0.190476194024086,0.5386343002319336,53,0.5789473652839661,0.8867924809455872,,,,,,,
,,1,,,53,,,0.0,0.6216117739677429,,,,,
0.6451612710952759,1.411331057548523,2,0.4761904776096344,0.6343216300010681,80,0.6526315808296204,0.792452871799469,,,,,,,
,,2,,,80,,,0.0,0.6093472838401794,,,,,
0.7142857313156128,1.564619541168213,3,0.4761904776096344,0.6626235246658325,107,0.6842105388641357,0.849056601524353,,,,,,,
,,3,,,107,,,0.0,0.5953181385993958,,,,,
0.8275862336158752,2.5001938343048096,4,0.5714285969734192,0.7385445237159729,134,0.75789475440979,0.9056603908538818,,,,,,,
,,4,,,134,,,0.0,0.5734262466430664,,,,,
0.6774194240570068,0.6021165251731873,5,0.5,0.6556603908538818,161,0.6736842393875122,0.8113208413124084,,,,,,,
,,5,,,161,,,0.0,0.5494059920310974,,,,,
0.7777778506278992,1.7126569747924805,6,0.5,0.6933962106704712,188,0.7157894968986511,0.8867924809455872,,,,,,,
,,6,,,188,,,0.0,0.5225642323493958,,,,,
0.8333333134651184,1.2007087469100952,7,0.4761904776096344,0.7003592848777771,215,0.7263157963752747,0.9245282411575317,,,,,,,
,,7,,,215,,,0.0,0.5166285634040833,,,,,
0.875,0.9593803286552429,8,0.5,0.7216981053352356,242,0.7473683953285217,0.9433962106704712,,,,,,,
,,8,,,242,,,0.0,0.5005497932434082,,,,,
0.807692289352417,0.8466936349868774,9,0.5,0.7028301954269409,269,0.7263157963752747,0.9056603908538818,,,,,,,
,,9,,,269,,,0.0,0.4943840205669403,,,,,
0.76666659116745,0.5218642354011536,10,0.5476190447807312,0.7077717781066895,296,0.7263157963752747,0.8679245114326477,,,,,,,
,,10,,,296,,,0.0,0.49942222237586975,,,,,
0.800000011920929,0.6164686679840088,11,0.4761904776096344,0.6909254193305969,323,0.7157894968986511,0.9056603908538818,,,,,,,
,,11,,,323,,,0.0,0.48629412055015564,,,,,
0.8999999761581421,0.8080315589904785,12,0.4285714328289032,0.6954177618026733,350,0.7263157963752747,0.9622642397880554,,,,,,,
,,12,,,350,,,0.0,0.4797363877296448,,,,,
0.8148148655891418,1.552654504776001,13,0.523809552192688,0.7147350311279297,377,0.7368420958518982,0.9056603908538818,,,,,,,
,,13,,,377,,,0.0,0.4748879373073578,,,,,
0.8947368264198303,0.7525526881217957,14,0.4047619104385376,0.6835130453109741,404,0.7157894968986511,0.9622642397880554,,,,,,,
,,14,,,404,,,0.0,0.45629143714904785,,,,,
0.8695652484893799,1.1610677242279053,15,0.4761904776096344,0.7097933292388916,431,0.7368420958518982,0.9433962106704712,,,,,,,
,,15,,,431,,,0.0,0.46550142765045166,,,,,
0.8333333134651184,0.5890553593635559,16,0.4761904776096344,0.7003592848777771,458,0.7263157963752747,0.9245282411575317,,,,,,,
,,16,,,458,,,0.0,0.46753549575805664,,,,,
0.8399999737739563,0.8538325428962708,17,0.5,0.7122641205787659,485,0.7368420958518982,0.9245282411575317,,,,,,,
,,17,,,485,,,0.0,0.45157158374786377,,,,,
0.800000011920929,0.6043066382408142,18,0.4761904776096344,0.6909254193305969,512,0.7157894968986511,0.9056603908538818,,,,,,,
,,18,,,512,,,0.0,0.45477840304374695,,,,,
0.8260868787765503,0.590961754322052,19,0.4523809850215912,0.6884546279907227,539,0.7157894968986511,0.9245282411575317,,,,,,,
,,19,,,539,,,0.0,0.43765124678611755,,,,,
0.8399999737739563,0.6819255352020264,20,0.5,0.7122641205787659,566,0.7368420958518982,0.9245282411575317,,,,,,,
,,20,,,566,,,0.0,0.44727760553359985,,,,,
0.8888888955116272,0.6003265976905823,21,0.5714285969734192,0.7574123740196228,593,0.7789473533630371,0.9433962106704712,,,,,,,
,,21,,,593,,,0.0,0.4193049967288971,,,,,
0.8799999952316284,0.7489521503448486,22,0.523809552192688,0.7336028814315796,620,0.75789475440979,0.9433962106704712,,,,,,,
,,22,,,620,,,0.0,0.4116840958595276,,,,,
0.9583333134651184,1.0929005146026611,23,0.5476190447807312,0.764375627040863,647,0.7894737124443054,0.9811320900917053,,,,,,,
,,23,,,647,,,0.0,0.45007258653640747,,,,,
0.800000011920929,1.001929759979248,24,0.4761904776096344,0.6909254193305969,674,0.7157894968986511,0.9056603908538818,,,,,,,
,,24,,,674,,,0.0,0.4136694371700287,,,,,
0.8799999952316284,0.9292659759521484,25,0.523809552192688,0.7336028814315796,701,0.75789475440979,0.9433962106704712,,,,,,,
,,25,,,701,,,0.0,0.4335746765136719,,,,,
