step,val_precision,val_sensitivity,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_specificity,test_precision,test_auroc,test_accuracy,test_sensitivity
26,0.0,0.0,1.0,0.5,0.557894766330719,0,1.5847853422164917,,,,,,,
26,,,,,,0,,1.5825186967849731,0.0,,,,,
53,0.625,0.1190476194024086,0.9433962106704712,0.5312219262123108,0.5789473652839661,1,6.708411693572998,,,,,,,
53,,,,,,1,,1.5091041326522827,0.0,,,,,
80,0.9285714626312256,0.3095238208770752,0.9811320900917053,0.6453279256820679,0.6842105388641357,2,2.3338193893432617,,,,,,,
80,,,,,,2,,1.4748256206512451,0.0,,,,,
107,0.6285714507102966,0.523809552192688,0.7547169923782349,0.6392632722854614,0.6526315808296204,3,4.972655773162842,,,,,,,
107,,,,,,3,,1.3659052848815918,0.0,,,,,
134,0.8148148655891418,0.523809552192688,0.9056603908538818,0.7147350311279297,0.7368420958518982,4,2.1819605827331543,,,,,,,
134,,,,,,4,,1.2654143571853638,0.0,,,,,
161,0.9166666865348816,0.523809552192688,0.9622642397880554,0.7430369257926941,0.7684210538864136,5,2.2118735313415527,,,,,,,
161,,,,,,5,,1.2324105501174927,0.0,,,,,
188,0.8518518805503845,0.5476190447807312,0.9245282411575317,0.7360737323760986,0.75789475440979,6,2.9453155994415283,,,,,,,
188,,,,,,6,,1.190845012664795,0.0,,,,,
215,0.9259259104728699,0.5952380895614624,0.9622642397880554,0.7787511944770813,0.800000011920929,7,2.264860153198242,,,,,,,
215,,,,,,7,,1.1434037685394287,0.0,,,,,
242,0.806451678276062,0.5952380895614624,0.8867924809455872,0.7410151958465576,0.75789475440979,8,1.3960471153259277,,,,,,,
242,,,,,,8,,1.1626949310302734,0.0,,,,,
269,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.781221866607666,0.800000011920929,9,1.1015013456344604,,,,,,,
269,,,,,,9,,1.1356143951416016,0.0,,,,,
296,0.8846153616905212,0.5476190447807312,0.9433962106704712,0.7455076575279236,0.7684210538864136,10,1.22158682346344,,,,,,,
296,,,,,,10,,1.140897512435913,0.0,,,,,
323,0.875,0.5,0.9433962106704712,0.7216981053352356,0.7473683953285217,11,1.9325543642044067,,,,,,,
323,,,,,,11,,1.0946636199951172,0.0,,,,,
350,0.9032257795333862,0.6666666865348816,0.9433962106704712,0.8050314784049988,0.821052610874176,12,1.4675464630126953,,,,,,,
350,,,,,,12,,1.0305569171905518,0.0,,,,,
377,0.8709677457809448,0.6428571343421936,0.9245282411575317,0.7836927175521851,0.800000011920929,13,1.1675407886505127,,,,,,,
377,,,,,,13,,1.1152012348175049,0.0,,,,,
404,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.7479784488677979,0.7684210538864136,14,1.3562495708465576,,,,,,,
404,,,,,,14,,1.0364478826522827,0.0,,,,,
431,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.7648246884346008,0.7789473533630371,15,1.1573561429977417,,,,,,,
431,,,,,,15,,1.0297588109970093,0.0,,,,,
458,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.781221866607666,0.800000011920929,16,1.0985145568847656,,,,,,,
458,,,,,,16,,0.9997063279151917,0.0,,,,,
485,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,17,1.0513297319412231,,,,,,,
485,,,,,,17,,1.019097924232483,0.0,,,,,
512,0.8484848737716675,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.800000011920929,18,0.9475789666175842,,,,,,,
512,,,,,,18,,0.9497544169425964,0.0,,,,,
539,0.8484848737716675,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.800000011920929,19,1.3458857536315918,,,,,,,
539,,,,,,19,,0.9411593079566956,0.0,,,,,
566,0.8666666746139526,0.6190476417541504,0.9245282411575317,0.7717880010604858,0.7894737124443054,20,1.0218369960784912,,,,,,,
566,,,,,,20,,1.0084846019744873,0.0,,,,,
593,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.7648246884346008,0.7789473533630371,21,1.3164443969726562,,,,,,,
593,,,,,,21,,0.9654155969619751,0.0,,,,,
620,0.8709677457809448,0.6428571343421936,0.9245282411575317,0.7836927175521851,0.800000011920929,22,0.853948175907135,,,,,,,
620,,,,,,22,,0.9483391046524048,0.0,,,,,
647,0.9090909361839294,0.7142857313156128,0.9433962106704712,0.828840970993042,0.8421052694320679,23,0.9992206692695618,,,,,,,
647,,,,,,23,,0.9304454922676086,0.0,,,,,
674,0.8285714387893677,0.6904761791229248,0.8867924809455872,0.7886343002319336,0.800000011920929,24,1.0770177841186523,,,,,,,
674,,,,,,24,,0.8954460024833679,0.0,,,,,
701,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,25,1.2408764362335205,,,,,,,
701,,,,,,25,,0.9281298518180847,0.0,,,,,
728,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,26,1.3244872093200684,,,,,,,
728,,,,,,26,,0.9090732336044312,0.0,,,,,
755,0.8484848737716675,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.800000011920929,27,0.9778708219528198,,,,,,,
755,,,,,,27,,0.9144926071166992,0.0,,,,,
782,0.9354839324951172,0.6904761791229248,0.9622642397880554,0.8263701796531677,0.8421052694320679,28,0.9699546694755554,,,,,,,
782,,,,,,28,,0.8707792162895203,0.0,,,,,
809,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.7479784488677979,0.7684210538864136,29,1.015250325202942,,,,,,,
809,,,,,,29,,0.9594906568527222,0.0,,,,,
836,0.8620689511299133,0.5952380895614624,0.9245282411575317,0.7598832249641418,0.7789473533630371,30,1.045245885848999,,,,,,,
836,,,,,,30,,0.8919076919555664,0.0,,,,,
863,0.8235294818878174,0.6666666865348816,0.8867924809455872,0.7767295241355896,0.7894737124443054,31,0.9930207133293152,,,,,,,
863,,,,,,31,,0.8728780150413513,0.0,,,,,
890,0.8387095928192139,0.6190476417541504,0.9056603908538818,0.7623540163040161,0.7789473533630371,32,0.8934634327888489,,,,,,,
890,,,,,,32,,0.8463059067726135,0.0,,,,,
917,0.8181818127632141,0.6428571343421936,0.8867924809455872,0.7648246884346008,0.7789473533630371,33,0.8633615374565125,,,,,,,
917,,,,,,33,,0.869666337966919,0.0,,,,,
944,0.7941176295280457,0.6428571343421936,0.8679245114326477,0.7553907632827759,0.7684210538864136,34,0.9405149817466736,,,,,,,
944,,,,,,34,,0.8795996308326721,0.0,,,,,
971,0.8055555820465088,0.6904761791229248,0.8679245114326477,0.7792003154754639,0.7894737124443054,35,0.9721725583076477,,,,,,,
971,,,,,,35,,0.9091576933860779,0.0,,,,,
998,0.8387095928192139,0.6190476417541504,0.9056603908538818,0.7623540163040161,0.7789473533630371,36,0.8738179206848145,,,,,,,
998,,,,,,36,,0.8760936856269836,0.0,,,,,
1025,0.8620689511299133,0.5952380895614624,0.9245282411575317,0.7598832249641418,0.7789473533630371,37,0.9197946786880493,,,,,,,
1025,,,,,,37,,0.8652635812759399,0.0,,,,,
1052,0.84375,0.6428571343421936,0.9056603908538818,0.7742587327957153,0.7894737124443054,38,0.8799474835395813,,,,,,,
1052,,,,,,38,,0.8340317606925964,0.0,,,,,
1079,0.8666666746139526,0.6190476417541504,0.9245282411575317,0.7717880010604858,0.7894737124443054,39,0.9122083187103271,,,,,,,
1079,,,,,,39,,0.845723032951355,0.0,,,,,
1106,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,40,0.882473349571228,,,,,,,
1106,,,,,,40,,0.8428394198417664,0.0,,,,,
1133,0.8846153616905212,0.5476190447807312,0.9433962106704712,0.7455076575279236,0.7684210538864136,41,1.0577150583267212,,,,,,,
1133,,,,,,41,,0.8451740741729736,0.0,,,,,
1160,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.781221866607666,0.800000011920929,42,0.8624088764190674,,,,,,,
1160,,,,,,42,,0.8060064315795898,0.0,,,,,
1187,0.7894737124443054,0.7142857313156128,0.849056601524353,0.7816711664199829,0.7894737124443054,43,0.8217012882232666,,,,,,,
1187,,,,,,43,,0.8694008588790894,0.0,,,,,
1214,0.8666666746139526,0.6190476417541504,0.9245282411575317,0.7717880010604858,0.7894737124443054,44,0.9372363686561584,,,,,,,
1214,,,,,,44,,0.7994294166564941,0.0,,,,,
1241,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,45,0.8061734437942505,,,,,,,
1241,,,,,,45,,0.8390851020812988,0.0,,,,,
1268,0.8108107447624207,0.7142857313156128,0.8679245114326477,0.7911050915718079,0.800000011920929,46,1.0059428215026855,,,,,,,
1268,,,,,,46,,0.8417853116989136,0.0,,,,,
1295,0.8823529481887817,0.7142857313156128,0.9245282411575317,0.8194069862365723,0.8315789699554443,47,0.8895674347877502,,,,,,,
1295,,,,,,47,,0.8530420660972595,0.0,,,,,
1322,0.8529411554336548,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8105263113975525,48,0.860470175743103,,,,,,,
1322,,,,,,48,,0.8292741179466248,0.0,,,,,
1349,0.7749999761581421,0.738095223903656,0.8301886916160583,0.7841419577598572,0.7894737124443054,49,0.8776345252990723,,,,,,,
1349,,,,,,49,,0.8299330472946167,0.0,,,,,
1376,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,50,0.907753050327301,,,,,,,
1376,,,,,,50,,0.7820207476615906,0.0,,,,,
1403,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,51,0.8733510971069336,,,,,,,
1403,,,,,,51,,0.848050057888031,0.0,,,,,
1430,0.8648648858070374,0.761904776096344,0.9056603908538818,0.8337825536727905,0.8421052694320679,52,0.8518167734146118,,,,,,,
1430,,,,,,52,,0.7905012965202332,0.0,,,,,
1457,0.8529411554336548,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8105263113975525,53,0.8350564241409302,,,,,,,
1457,,,,,,53,,0.8105000853538513,0.0,,,,,
1484,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,54,0.8928771018981934,,,,,,,
1484,,,,,,54,,0.809666097164154,0.0,,,,,
1511,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,55,0.9439929127693176,,,,,,,
1511,,,,,,55,,0.8354864120483398,0.0,,,,,
1538,0.8235294818878174,0.6666666865348816,0.8867924809455872,0.7767295241355896,0.7894737124443054,56,0.964018702507019,,,,,,,
1538,,,,,,56,,0.7999911904335022,0.0,,,,,
1565,0.8421052694320679,0.761904776096344,0.8867924809455872,0.824348509311676,0.8315789699554443,57,0.7777773141860962,,,,,,,
1565,,,,,,57,,0.7735838890075684,0.0,,,,,
1592,0.8611111044883728,0.738095223903656,0.9056603908538818,0.8218778371810913,0.8315789699554443,58,0.9029176235198975,,,,,,,
1592,,,,,,58,,0.7658205628395081,0.0,,,,,
1619,0.8857142925262451,0.738095223903656,0.9245282411575317,0.831311821937561,0.8421052694320679,59,0.8191712498664856,,,,,,,
1619,,,,,,59,,0.7652981877326965,0.0,,,,,
1646,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,60,0.785552978515625,,,,,,,
1646,,,,,,60,,0.7942245602607727,0.0,,,,,
1673,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,61,0.9751027822494507,,,,,,,
1673,,,,,,61,,0.7576975226402283,0.0,,,,,
1700,0.8108107447624207,0.7142857313156128,0.8679245114326477,0.7911050915718079,0.800000011920929,62,0.8348867893218994,,,,,,,
1700,,,,,,62,,0.7209334373474121,0.0,,,,,
1727,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,63,0.7926467657089233,,,,,,,
1727,,,,,,63,,0.8345298171043396,0.0,,,,,
1754,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.781221866607666,0.800000011920929,64,0.8454179167747498,,,,,,,
1754,,,,,,64,,0.7628263831138611,0.0,,,,,
1781,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,65,0.8895877003669739,,,,,,,
1781,,,,,,65,,0.7261016964912415,0.0,,,,,
1808,0.8333333134651184,0.5952380895614624,0.9056603908538818,0.7504492402076721,0.7684210538864136,66,0.8790138363838196,,,,,,,
1808,,,,,,66,,0.7215785384178162,0.0,,,,,
1835,0.84375,0.6428571343421936,0.9056603908538818,0.7742587327957153,0.7894737124443054,67,1.0103950500488281,,,,,,,
1835,,,,,,67,,0.75932377576828,0.0,,,,,
1862,0.8611111044883728,0.738095223903656,0.9056603908538818,0.8218778371810913,0.8315789699554443,68,0.9422654509544373,,,,,,,
1862,,,,,,68,,0.7312397956848145,0.0,,,,,
1889,0.8529411554336548,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8105263113975525,69,0.8018677830696106,,,,,,,
1889,,,,,,69,,0.7423492670059204,0.0,,,,,
1916,0.8378377556800842,0.738095223903656,0.8867924809455872,0.8124438524246216,0.821052610874176,70,0.9162403345108032,,,,,,,
1916,,,,,,70,,0.73317950963974,0.0,,,,,
1943,0.9032257795333862,0.6666666865348816,0.9433962106704712,0.8050314784049988,0.821052610874176,71,0.7255443334579468,,,,,,,
1943,,,,,,71,,0.6823524236679077,0.0,,,,,
1970,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,72,0.7923813462257385,,,,,,,
1970,,,,,,72,,0.6881327629089355,0.0,,,,,
1997,0.8571428656578064,0.7142857313156128,0.9056603908538818,0.8099730610847473,0.821052610874176,73,0.8766548037528992,,,,,,,
1997,,,,,,73,,0.7342274188995361,0.0,,,,,
2024,0.8611111044883728,0.738095223903656,0.9056603908538818,0.8218778371810913,0.8315789699554443,74,0.8560647368431091,,,,,,,
2024,,,,,,74,,0.6903952956199646,0.0,,,,,
2051,0.8648648858070374,0.761904776096344,0.9056603908538818,0.8337825536727905,0.8421052694320679,75,0.7559245824813843,,,,,,,
2051,,,,,,75,,0.6883423328399658,0.0,,,,,
2078,0.8823529481887817,0.7142857313156128,0.9245282411575317,0.8194069862365723,0.8315789699554443,76,0.9205148220062256,,,,,,,
2078,,,,,,76,,0.6928244233131409,0.0,,,,,
2105,0.84375,0.6428571343421936,0.9056603908538818,0.7742587327957153,0.7894737124443054,77,0.848326563835144,,,,,,,
2105,,,,,,77,,0.7025421857833862,0.0,,,,,
2132,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,78,0.8345939517021179,,,,,,,
