val_accuracy,val_specificity,epoch,val_loss,val_sensitivity,val_precision,step,val_auroc,unlabeled_data_utilization,train_loss,test_specificity,test_accuracy,test_precision,test_sensitivity,test_auroc
0.557894766330719,1.0,0,1.103688359260559,0.0,0.0,26,0.5,,,,,,,
,,0,,,,26,,0.0,1.1303285360336304,,,,,
0.5473684072494507,0.9811320900917053,1,2.6993184089660645,0.0,0.0,53,0.49056604504585266,,,,,,,
,,1,,,,53,,0.0,1.0901358127593994,,,,,
0.557894766330719,0.9433962106704712,2,1.4886773824691772,0.0714285746216774,0.5,80,0.5074123740196228,,,,,,,
,,2,,,,80,,0.0,1.091189980506897,,,,,
0.557894766330719,0.9811320900917053,3,1.8564856052398682,0.02380952425301075,0.5,107,0.5024707913398743,,,,,,,
,,3,,,,107,,0.0,1.0700924396514893,,,,,
0.5263158082962036,0.9056603908538818,4,1.733617901802063,0.0476190485060215,0.2857142984867096,134,0.4766397476196289,,,,,,,
,,4,,,,134,,0.0,1.045436978340149,,,,,
0.6631578803062439,0.849056601524353,5,1.2361438274383545,0.4285714328289032,0.692307710647583,161,0.6388140320777893,,,,,,,
,,5,,,,161,,0.0,0.9941253066062927,,,,,
0.7263157963752747,0.9056603908538818,6,1.0413066148757935,0.5,0.807692289352417,188,0.7028301954269409,,,,,,,
,,6,,,,188,,0.0,0.9262224435806274,,,,,
0.6736842393875122,0.8679245114326477,7,1.3152559995651245,0.4285714328289032,0.7200000286102295,215,0.648248016834259,,,,,,,
,,7,,,,215,,0.0,0.9196990132331848,,,,,
0.6631578803062439,0.8867924809455872,8,1.1474040746688843,0.380952388048172,0.7272727489471436,242,0.633872389793396,,,,,,,
,,8,,,,242,,0.0,0.8774129152297974,,,,,
0.6947368383407593,0.8867924809455872,9,1.4548816680908203,0.4523809850215912,0.7599999904632568,269,0.6695866584777832,,,,,,,
,,9,,,,269,,0.0,0.8642647862434387,,,,,
0.7052631378173828,0.8679245114326477,10,2.0031566619873047,0.5,0.75,296,0.6839622855186462,,,,,,,
,,10,,,,296,,0.0,0.8181468844413757,,,,,
0.6842105388641357,0.8679245114326477,11,1.0486805438995361,0.4523809850215912,0.7307692170143127,323,0.6601526737213135,,,,,,,
,,11,,,,323,,0.0,0.812410295009613,,,,,
0.7473683953285217,0.9245282411575317,12,0.8250011801719666,0.523809552192688,0.8461537957191467,350,0.7241688966751099,,,,,,,
,,12,,,,350,,0.0,0.7928684949874878,,,,,
0.7368420958518982,0.9056603908538818,13,1.0778820514678955,0.523809552192688,0.8148148655891418,377,0.7147350311279297,,,,,,,
,,13,,,,377,,0.0,0.8196543455123901,,,,,
0.75789475440979,0.9811320900917053,14,0.8441700339317322,0.4761904776096344,0.9523809552192688,404,0.7286612391471863,,,,,,,
,,14,,,,404,,0.0,0.7901519536972046,,,,,
0.7263157963752747,0.9622642397880554,15,1.1918007135391235,0.4285714328289032,0.8999999761581421,431,0.6954177618026733,,,,,,,
,,15,,,,431,,0.0,0.7853692770004272,,,,,
0.7473683953285217,0.9622642397880554,16,1.2942932844161987,0.4761904776096344,0.9090909361839294,458,0.7192272543907166,,,,,,,
,,16,,,,458,,0.0,0.7970941662788391,,,,,
0.75789475440979,0.9245282411575317,17,0.795722484588623,0.5476190447807312,0.8518518805503845,485,0.7360737323760986,,,,,,,
,,17,,,,485,,0.0,0.7840127944946289,,,,,
0.7684210538864136,0.9245282411575317,18,0.7628971338272095,0.5714285969734192,0.8571428656578064,512,0.7479784488677979,,,,,,,
,,18,,,,512,,0.0,0.7473464012145996,,,,,
0.7473683953285217,0.9245282411575317,19,0.7731285691261292,0.523809552192688,0.8461537957191467,539,0.7241688966751099,,,,,,,
,,19,,,,539,,0.0,0.7178005576133728,,,,,
0.7894737124443054,0.9811320900917053,20,0.7068724632263184,0.5476190447807312,0.9583333134651184,566,0.764375627040863,,,,,,,
,,20,,,,566,,0.0,0.741897702217102,,,,,
0.7894737124443054,0.9811320900917053,21,0.8441314101219177,0.5476190447807312,0.9583333134651184,593,0.764375627040863,,,,,,,
,,21,,,,593,,0.0,0.7392953038215637,,,,,
0.7789473533630371,0.9433962106704712,22,0.7574341893196106,0.5714285969734192,0.8888888955116272,620,0.7574123740196228,,,,,,,
,,22,,,,620,,0.0,0.747024655342102,,,,,
0.7894737124443054,0.9811320900917053,23,1.0098419189453125,0.5476190447807312,0.9583333134651184,647,0.764375627040863,,,,,,,
,,23,,,,647,,0.0,0.7055579423904419,,,,,
0.7684210538864136,0.9245282411575317,24,0.8875688314437866,0.5714285969734192,0.8571428656578064,674,0.7479784488677979,,,,,,,
,,24,,,,674,,0.0,0.6867721676826477,,,,,
0.8105263113975525,0.9433962106704712,25,0.7044961452484131,0.6428571343421936,0.8999999761581421,701,0.79312664270401,,,,,,,
,,25,,,,701,,0.0,0.7001674771308899,,,,,
0.7789473533630371,0.9245282411575317,26,0.8799572587013245,0.5952380895614624,0.8620689511299133,728,0.7598832249641418,,,,,,,
,,26,,,,728,,0.0,0.6909253001213074,,,,,
0.7684210538864136,0.9245282411575317,27,0.760223925113678,0.5714285969734192,0.8571428656578064,755,0.7479784488677979,,,,,,,
,,27,,,,755,,0.0,0.7157991528511047,,,,,
0.7789473533630371,0.9245282411575317,28,0.7230451107025146,0.5952380895614624,0.8620689511299133,782,0.7598832249641418,,,,,,,
,,28,,,,782,,0.0,0.6686821579933167,,,,,
0.75789475440979,0.9056603908538818,29,0.6804583668708801,0.5714285969734192,0.8275862336158752,809,0.7385445237159729,,,,,,,
,,29,,,,809,,0.0,0.6819920539855957,,,,,
0.7789473533630371,0.9622642397880554,30,1.0409009456634521,0.5476190447807312,0.9200000166893005,836,0.7549417018890381,,,,,,,
,,30,,,,836,,0.0,0.6811239123344421,,,,,
0.7894737124443054,0.8301886916160583,31,0.8785150051116943,0.738095223903656,0.7749999761581421,863,0.7841419577598572,,,,,,,
,,31,,,,863,,0.0,0.6632478833198547,,,,,
0.800000011920929,0.9056603908538818,32,0.8417607545852661,0.6666666865348816,0.8484848737716675,890,0.7861635684967041,,,,,,,
,,32,,,,890,,0.0,0.6556858420372009,,,,,
0.7684210538864136,0.9056603908538818,33,0.7789530158042908,0.5952380895614624,0.8333333134651184,917,0.7504492402076721,,,,,,,
