step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
17,0.5,0.0,0,1.0,0.6206262707710266,0.557894766330719,0.0,,,,,,,
17,,,0,,,,,0.6338464617729187,0.01475699432194233,,,,,
35,0.45777183771133423,0.2222222238779068,1,0.8679245114326477,0.6404584646224976,0.5052631497383118,0.0476190485060215,,,,,,,
35,,,1,,,,,0.633151113986969,0.01842123083770275,,,,,
53,0.511904776096344,1.0,2,1.0,0.6576967239379883,0.5684210658073425,0.02380952425301075,,,,,,,
53,,,2,,,,,0.6271859407424927,0.015718715265393257,,,,,
71,0.4811321198940277,0.0,3,0.9622642397880554,0.8904166221618652,0.5368421077728271,0.0,,,,,,,
71,,,3,,,,,0.6284493207931519,0.010596715845167637,,,,,
89,0.49056604504585266,0.0,4,0.9811320900917053,0.7046732306480408,0.5473684072494507,0.0,,,,,,,
89,,,4,,,,,0.6295869946479797,0.031203117221593857,,,,,
107,0.5024707913398743,0.5,5,0.9811320900917053,0.6066595315933228,0.557894766330719,0.02380952425301075,,,,,,,
107,,,5,,,,,0.6342785954475403,0.02983800321817398,,,,,
125,0.4955076575279236,0.4000000059604645,6,0.9433962106704712,0.7726237773895264,0.5473684072494507,0.0476190485060215,,,,,,,
125,,,6,,,,,0.6285964250564575,0.015919620171189308,,,,,
143,0.5262802839279175,0.75,7,0.9811320900917053,0.6018887758255005,0.5789473652839661,0.0714285746216774,,,,,,,
143,,,7,,,,,0.6260567307472229,0.021118877455592155,,,,,
161,0.5,0.0,8,1.0,0.5980401635169983,0.557894766330719,0.0,,,,,,,
161,,,8,,,,,0.6267764568328857,0.01878037303686142,,,,,
179,0.5763701796531677,0.800000011920929,9,0.9622642397880554,0.6023516654968262,0.621052622795105,0.190476194024086,,,,,,,
179,,,9,,,,,0.6117731332778931,0.007473782170563936,,,,,
197,0.7028301954269409,0.807692289352417,10,0.9056603908538818,0.6088867783546448,0.7263157963752747,0.5,,,,,,,
197,,,10,,,,,0.6062068939208984,0.026211047545075417,,,,,
215,0.7434860467910767,0.7878788113594055,11,0.8679245114326477,0.6495147347450256,0.75789475440979,0.6190476417541504,,,,,,,
215,,,11,,,,,0.5944997072219849,0.026922080665826797,,,,,
233,0.7717880010604858,0.8666666746139526,12,0.9245282411575317,0.6226948499679565,0.7894737124443054,0.6190476417541504,,,,,,,
233,,,12,,,,,0.5732260346412659,0.02162126637995243,,,,,
251,0.760332465171814,0.7631579041481018,13,0.8301886916160583,0.5911630988121033,0.7684210538864136,0.6904761791229248,,,,,,,
251,,,13,,,,,0.5688807368278503,0.01938934437930584,,,,,
269,0.760332465171814,0.7631579041481018,14,0.8301886916160583,0.5375437140464783,0.7684210538864136,0.6904761791229248,,,,,,,
269,,,14,,,,,0.5310788154602051,0.021218284964561462,,,,,
287,0.738993763923645,0.7368420958518982,15,0.8113208413124084,0.5940607190132141,0.7473683953285217,0.6666666865348816,,,,,,,
287,,,15,,,,,0.511677622795105,0.03415997698903084,,,,,
305,0.7697663903236389,0.7837837338447571,16,0.849056601524353,0.5467415452003479,0.7789473533630371,0.6904761791229248,,,,,,,
305,,,16,,,,,0.5439140200614929,0.05767170712351799,,,,,
323,0.7578616738319397,0.7777778506278992,17,0.849056601524353,0.5328855514526367,0.7684210538864136,0.6666666865348816,,,,,,,
323,,,17,,,,,0.5139101147651672,0.08500208705663681,,,,,
341,0.7176550030708313,0.7105262875556946,18,0.792452871799469,0.5659922957420349,0.7263157963752747,0.6428571343421936,,,,,,,
341,,,18,,,,,0.5206226706504822,0.10888279229402542,,,,,
359,0.7484278082847595,0.7567567229270935,19,0.8301886916160583,0.4810907542705536,0.75789475440979,0.6666666865348816,,,,,,,
359,,,19,,,,,0.5251950621604919,0.120936818420887,,,,,
377,0.7508984804153442,0.7435897588729858,20,0.8113208413124084,0.5218733549118042,0.75789475440979,0.6904761791229248,,,,,,,
377,,,20,,,,,0.5264593362808228,0.13426244258880615,,,,,
395,0.7508984804153442,0.7435897588729858,21,0.8113208413124084,0.6245363354682922,0.75789475440979,0.6904761791229248,,,,,,,
395,,,21,,,,,0.4999529719352722,0.14766870439052582,,,,,
413,0.7439352869987488,0.7142857313156128,22,0.7735848426818848,0.4456949234008789,0.7473683953285217,0.7142857313156128,,,,,,,
413,,,22,,,,,0.509892463684082,0.1923707127571106,,,,,
431,0.7747079730033875,0.7560975551605225,23,0.8113208413124084,0.46614107489585876,0.7789473533630371,0.738095223903656,,,,,,,
431,,,23,,,,,0.5077603459358215,0.2138456404209137,,,,,
449,0.7583107948303223,0.7111111283302307,24,0.7547169923782349,0.47262534499168396,0.75789475440979,0.761904776096344,,,,,,,
449,,,24,,,,,0.5042127966880798,0.2338121086359024,,,,,
