val_accuracy,val_auroc,val_precision,step,val_sensitivity,epoch,val_specificity,val_loss,train_loss,unlabeled_data_utilization,test_precision,test_accuracy,test_sensitivity,test_auroc,test_specificity
0.557894766330719,0.5,0.0,26,0.0,0,1.0,0.6208824515342712,,,,,,,
,,,26,,0,,,0.6265251636505127,0.0,,,,,
0.557894766330719,0.5074123740196228,0.5,53,0.0714285746216774,1,0.9433962106704712,0.6170750260353088,,,,,,,
,,,53,,1,,,0.6132057905197144,0.0,,,,,
0.6421052813529968,0.6001797318458557,0.8333333134651184,80,0.2380952388048172,2,0.9622642397880554,1.1756501197814941,,,,,,,
,,,80,,2,,,0.6083133220672607,0.0,,,,,
0.6842105388641357,0.6576818823814392,0.75,107,0.4285714328289032,3,0.8867924809455872,0.8735496401786804,,,,,,,
,,,107,,3,,,0.6003827452659607,0.0,,,,,
0.6947368383407593,0.6671159267425537,0.782608687877655,134,0.4285714328289032,4,0.9056603908538818,0.9400242567062378,,,,,,,
,,,134,,4,,,0.586162269115448,0.0,,,,,
0.7157894968986511,0.6859838366508484,0.8571428656578064,161,0.4285714328289032,5,0.9433962106704712,0.7102708220481873,,,,,,,
,,,161,,5,,,0.5541945099830627,0.0,,,,,
0.7157894968986511,0.6810421347618103,0.9411764740943909,188,0.380952388048172,6,0.9811320900917053,0.7357987761497498,,,,,,,
,,,188,,6,,,0.5416481494903564,0.0,,,,,
0.75789475440979,0.726190447807312,1.0,215,0.4523809850215912,7,1.0,0.9956414699554443,,,,,,,
,,,215,,7,,,0.5414131283760071,0.0,,,,,
0.7157894968986511,0.6884546279907227,0.8260868787765503,242,0.4523809850215912,8,0.9245282411575317,0.5451179146766663,,,,,,,
,,,242,,8,,,0.5389717817306519,0.0,,,,,
0.6947368383407593,0.6720574498176575,0.7407407164573669,269,0.4761904776096344,9,0.8679245114326477,0.8520020842552185,,,,,,,
,,,269,,9,,,0.5468167066574097,0.0,,,,,
0.75789475440979,0.7311322093009949,0.9130435585975647,296,0.5,10,0.9622642397880554,0.8503012657165527,,,,,,,
,,,296,,10,,,0.5170729756355286,0.0,,,,,
0.7263157963752747,0.7028301954269409,0.807692289352417,323,0.5,11,0.9056603908538818,0.8766966462135315,,,,,,,
,,,323,,11,,,0.49747002124786377,0.0,,,,,
0.7473683953285217,0.7241688966751099,0.8461537957191467,350,0.523809552192688,12,0.9245282411575317,0.7205417156219482,,,,,,,
,,,350,,12,,,0.5145048499107361,0.0,,,,,
0.7157894968986511,0.6859838366508484,0.8571428656578064,377,0.4285714328289032,13,0.9433962106704712,0.6100569367408752,,,,,,,
,,,377,,13,,,0.49409401416778564,0.0,,,,,
0.7263157963752747,0.7028301954269409,0.807692289352417,404,0.5,14,0.9056603908538818,0.7675597071647644,,,,,,,
,,,404,,14,,,0.4872169494628906,0.0,,,,,
0.7263157963752747,0.6954177618026733,0.8999999761581421,431,0.4285714328289032,15,0.9622642397880554,0.5927487015724182,,,,,,,
,,,431,,15,,,0.48311448097229004,0.0,,,,,
0.7473683953285217,0.7241688966751099,0.8461537957191467,458,0.523809552192688,16,0.9245282411575317,0.6231446266174316,,,,,,,
,,,458,,16,,,0.4915289580821991,0.0,,,,,
0.8315789699554443,0.8144654631614685,0.9333332777023315,485,0.6666666865348816,17,0.9622642397880554,0.6464623808860779,,,,,,,
,,,485,,17,,,0.470841646194458,0.0,,,,,
0.8105263113975525,0.79312664270401,0.8999999761581421,512,0.6428571343421936,18,0.9433962106704712,0.5717422962188721,,,,,,,
,,,512,,18,,,0.47919872403144836,0.0,,,,,
0.8105263113975525,0.7906559109687805,0.9285714626312256,539,0.6190476417541504,19,0.9622642397880554,0.6132584810256958,,,,,,,
,,,539,,19,,,0.4730888903141022,0.0,,,,,
0.7894737124443054,0.7717880010604858,0.8666666746139526,566,0.6190476417541504,20,0.9245282411575317,0.46620118618011475,,,,,,,
,,,566,,20,,,0.4557603597640991,0.0,,,,,
0.800000011920929,0.781221866607666,0.8965517282485962,593,0.6190476417541504,21,0.9433962106704712,0.6939644813537598,,,,,,,
,,,593,,21,,,0.45880600810050964,0.0,,,,,
0.7789473533630371,0.7598832249641418,0.8620689511299133,620,0.5952380895614624,22,0.9245282411575317,0.6746050119400024,,,,,,,
,,,620,,22,,,0.4536811411380768,0.0,,,,,
0.7789473533630371,0.7598832249641418,0.8620689511299133,647,0.5952380895614624,23,0.9245282411575317,0.7224058508872986,,,,,,,
,,,647,,23,,,0.4397823214530945,0.0,,,,,
0.7789473533630371,0.7623540163040161,0.8387095928192139,674,0.6190476417541504,24,0.9056603908538818,0.5166579484939575,,,,,,,
,,,674,,24,,,0.4444037079811096,0.0,,,,,
0.7789473533630371,0.7598832249641418,0.8620689511299133,701,0.5952380895614624,25,0.9245282411575317,0.5953195691108704,,,,,,,
,,,701,,25,,,0.44263601303100586,0.0,,,,,
0.7684210538864136,0.7504492402076721,0.8333333134651184,728,0.5952380895614624,26,0.9056603908538818,0.5827741622924805,,,,,,,
,,,728,,26,,,0.43694809079170227,0.0,,,,,
0.75789475440979,0.7410151958465576,0.806451678276062,755,0.5952380895614624,27,0.8867924809455872,0.5810601711273193,,,,,,,
,,,755,,27,,,0.436769962310791,0.0,,,,,
0.7789473533630371,0.7598832249641418,0.8620689511299133,782,0.5952380895614624,28,0.9245282411575317,0.582717776298523,,,,,,,
,,,782,,28,,,0.4199282228946686,0.0,,,,,
0.7684210538864136,0.7529200315475464,0.8125,809,0.6190476417541504,29,0.8867924809455872,0.47287967801094055,,,,,,,
,,,809,,29,,,0.41537442803382874,0.0,,,,,
0.7789473533630371,0.7623540163040161,0.8387095928192139,836,0.6190476417541504,30,0.9056603908538818,0.7952507138252258,,,,,,,
,,,836,,30,,,0.41346949338912964,0.0,,,,,
0.800000011920929,0.7836927175521851,0.8709677457809448,863,0.6428571343421936,31,0.9245282411575317,0.5198869109153748,,,,,,,
,,,863,,31,,,0.4234241843223572,0.0,,,,,
0.800000011920929,0.781221866607666,0.8965517282485962,890,0.6190476417541504,32,0.9433962106704712,0.9144023060798645,,,,,,,
,,,890,,32,,,0.40525656938552856,0.0,,,,,
0.7789473533630371,0.7672956585884094,0.800000011920929,917,0.6666666865348816,33,0.8679245114326477,0.5355916023254395,,,,,,,
,,,917,,33,,,0.40920722484588623,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,944,0.6904761791229248,34,0.8867924809455872,0.6071395874023438,,,,,,,
,,,944,,34,,,0.4131257236003876,0.0,,,,,
0.7894737124443054,0.7742587327957153,0.84375,971,0.6428571343421936,35,0.9056603908538818,0.556923508644104,,,,,,,
,,,971,,35,,,0.4028225839138031,0.0,,,,,
0.8105263113975525,0.795597493648529,0.875,998,0.6666666865348816,36,0.9245282411575317,0.5921075940132141,,,,,,,
,,,998,,36,,,0.39538317918777466,0.0,,,,,
0.7894737124443054,0.7767295241355896,0.8235294818878174,1025,0.6666666865348816,37,0.8867924809455872,0.49223029613494873,,,,,,,
,,,1025,,37,,,0.4088083505630493,0.0,,,,,
0.800000011920929,0.7911050915718079,0.8108107447624207,1052,0.7142857313156128,38,0.8679245114326477,0.8017517328262329,,,,,,,
,,,1052,,38,,,0.4022022783756256,0.0,,,,,
0.821052610874176,0.8075022101402283,0.8787878751754761,1079,0.6904761791229248,39,0.9245282411575317,0.5774660110473633,,,,,,,
,,,1079,,39,,,0.3969908654689789,0.0,,,,,
0.7894737124443054,0.7792003154754639,0.8055555820465088,1106,0.6904761791229248,40,0.8679245114326477,0.4372807443141937,,,,,,,
,,,1106,,40,,,0.3802003860473633,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1133,0.6904761791229248,41,0.8867924809455872,0.41677939891815186,,,,,,,
,,,1133,,41,,,0.386798620223999,0.0,,,,,
0.7894737124443054,0.7742587327957153,0.84375,1160,0.6428571343421936,42,0.9056603908538818,0.9362679123878479,,,,,,,
,,,1160,,42,,,0.3943888247013092,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1187,0.6904761791229248,43,0.8867924809455872,0.7011614441871643,,,,,,,
,,,1187,,43,,,0.3965357542037964,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,1214,0.6904761791229248,44,0.9056603908538818,1.0091933012008667,,,,,,,
,,,1214,,44,,,0.3891203701496124,0.0,,,,,
0.800000011920929,0.7861635684967041,0.8484848737716675,1241,0.6666666865348816,45,0.9056603908538818,0.4589066207408905,,,,,,,
,,,1241,,45,,,0.3865790069103241,0.0,,,,,
0.8315789699554443,0.816936194896698,0.90625,1268,0.6904761791229248,46,0.9433962106704712,0.6077960729598999,,,,,,,
,,,1268,,46,,,0.3867238759994507,0.0,,,,,
0.8421052694320679,0.828840970993042,0.9090909361839294,1295,0.7142857313156128,47,0.9433962106704712,0.45812031626701355,,,,,,,
,,,1295,,47,,,0.3949488401412964,0.0,,,,,
0.8315789699554443,0.816936194896698,0.90625,1322,0.6904761791229248,48,0.9433962106704712,0.7145336866378784,,,,,,,
,,,1322,,48,,,0.3755820095539093,0.0,,,,,
0.821052610874176,0.8099730610847473,0.8571428656578064,1349,0.7142857313156128,49,0.9056603908538818,0.8628421425819397,,,,,,,
,,,1349,,49,,,0.3823958933353424,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1376,0.6904761791229248,50,0.8867924809455872,0.5448542833328247,,,,,,,
,,,1376,,50,,,0.37145042419433594,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1403,0.6904761791229248,51,0.8867924809455872,0.4355010688304901,,,,,,,
,,,1403,,51,,,0.3735482692718506,0.0,,,,,
0.800000011920929,0.7861635684967041,0.8484848737716675,1430,0.6666666865348816,52,0.9056603908538818,0.5015295743942261,,,,,,,
,,,1430,,52,,,0.37694644927978516,0.0,,,,,
0.800000011920929,0.7911050915718079,0.8108107447624207,1457,0.7142857313156128,53,0.8679245114326477,0.4499843120574951,,,,,,,
,,,1457,,53,,,0.37004855275154114,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,1484,0.6904761791229248,54,0.9056603908538818,0.4301625192165375,,,,,,,
,,,1484,,54,,,0.3566770553588867,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,1511,0.6904761791229248,55,0.9056603908538818,0.5503870248794556,,,,,,,
,,,1511,,55,,,0.3822689354419708,0.0,,,,,
0.821052610874176,0.8075022101402283,0.8787878751754761,1538,0.6904761791229248,56,0.9245282411575317,0.6684284806251526,,,,,,,
,,,1538,,56,,,0.36057424545288086,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1565,0.6904761791229248,57,0.8867924809455872,0.43837210536003113,,,,,,,
,,,1565,,57,,,0.3501252233982086,0.0,,,,,
0.800000011920929,0.7911050915718079,0.8108107447624207,1592,0.7142857313156128,58,0.8679245114326477,0.5201794505119324,,,,,,,
,,,1592,,58,,,0.3524169623851776,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,1619,0.6904761791229248,59,0.9056603908538818,0.6815398931503296,,,,,,,
,,,1619,,59,,,0.36485934257507324,0.0,,,,,
0.8526315689086914,0.8407456874847412,0.9117646813392639,1646,0.738095223903656,60,0.9433962106704712,0.4981810450553894,,,,,,,
,,,1646,,60,,,0.3434179723262787,0.0,,,,,
0.8631578683853149,0.8526504635810852,0.9142856597900391,1673,0.761904776096344,61,0.9433962106704712,0.6626190543174744,,,,,,,
,,,1673,,61,,,0.36858057975769043,0.0,,,,,
0.821052610874176,0.8099730610847473,0.8571428656578064,1700,0.7142857313156128,62,0.9056603908538818,0.39273601770401,,,,,,,
,,,1700,,62,,,0.3503790497779846,0.0,,,,,
0.7894737124443054,0.7767295241355896,0.8235294818878174,1727,0.6666666865348816,63,0.8867924809455872,0.4676210582256317,,,,,,,
,,,1727,,63,,,0.35294294357299805,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1754,0.6904761791229248,64,0.8867924809455872,0.5599854588508606,,,,,,,
,,,1754,,64,,,0.35446295142173767,0.0,,,,,
0.821052610874176,0.8075022101402283,0.8787878751754761,1781,0.6904761791229248,65,0.9245282411575317,0.7593168616294861,,,,,,,
,,,1781,,65,,,0.36114612221717834,0.0,,,,,
0.821052610874176,0.8075022101402283,0.8787878751754761,1808,0.6904761791229248,66,0.9245282411575317,0.5511186122894287,,,,,,,
,,,1808,,66,,,0.3489450514316559,0.0,,,,,
0.821052610874176,0.8124438524246216,0.8378377556800842,1835,0.738095223903656,67,0.8867924809455872,0.46661731600761414,,,,,,,
,,,1835,,67,,,0.3349647521972656,0.0,,,,,
0.800000011920929,0.7886343002319336,0.8285714387893677,1862,0.6904761791229248,68,0.8867924809455872,0.8207041025161743,,,,,,,
,,,1862,,68,,,0.353801965713501,0.0,,,,,
0.7894737124443054,0.7742587327957153,0.84375,1889,0.6428571343421936,69,0.9056603908538818,0.8697426319122314,,,,,,,
,,,1889,,69,,,0.34538087248802185,0.0,,,,,
0.8105263113975525,0.8005390167236328,0.8333333134651184,1916,0.7142857313156128,70,0.8867924809455872,0.5062420964241028,,,,,,,
,,,1916,,70,,,0.3301522433757782,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,1943,0.6904761791229248,71,0.9056603908538818,0.5361208915710449,,,,,,,
,,,1943,,71,,,0.35380876064300537,0.0,,,,,
0.7789473533630371,0.7672956585884094,0.800000011920929,1970,0.6666666865348816,72,0.8679245114326477,0.5401679277420044,,,,,,,
,,,1970,,72,,,0.33289414644241333,0.0,,,,,
0.800000011920929,0.7861635684967041,0.8484848737716675,1997,0.6666666865348816,73,0.9056603908538818,0.5985755920410156,,,,,,,
,,,1997,,73,,,0.3477186858654022,0.0,,,,,
0.821052610874176,0.8099730610847473,0.8571428656578064,2024,0.7142857313156128,74,0.9056603908538818,0.4651543200016022,,,,,,,
,,,2024,,74,,,0.3430979549884796,0.0,,,,,
0.8105263113975525,0.795597493648529,0.875,2051,0.6666666865348816,75,0.9245282411575317,0.373369961977005,,,,,,,
,,,2051,,75,,,0.33590659499168396,0.0,,,,,
0.8105263113975525,0.795597493648529,0.875,2078,0.6666666865348816,76,0.9245282411575317,0.7406560182571411,,,,,,,
,,,2078,,76,,,0.3187418282032013,0.0,,,,,
0.8105263113975525,0.7980683445930481,0.8529411554336548,2105,0.6904761791229248,77,0.9056603908538818,0.6418182253837585,,,,,,,
,,,2105,,77,,,0.3199370205402374,0.0,,,,,
0.800000011920929,0.7861635684967041,0.8484848737716675,2132,0.6666666865348816,78,0.9056603908538818,0.6118621826171875,,,,,,,
,,,2132,,78,,,0.34958502650260925,0.0,,,,,
0.800000011920929,0.7861635684967041,0.8484848737716675,2159,0.6666666865348816,79,0.9056603908538818,0.7599273920059204,,,,,,,
,,,2159,,79,,,0.33343803882598877,0.0,,,,,
0.8105263113975525,0.8005390167236328,0.8333333134651184,2186,0.7142857313156128,80,0.8867924809455872,0.49138835072517395,,,,,,,
,,,2186,,80,,,0.33903971314430237,0.0,,,,,
0.8105263113975525,0.795597493648529,0.875,2213,0.6666666865348816,81,0.9245282411575317,0.5408000349998474,,,,,,,
,,,2213,,81,,,0.3384800851345062,0.0,,,,,
0.7894737124443054,0.7792003154754639,0.8055555820465088,2240,0.6904761791229248,82,0.8679245114326477,0.42492637038230896,,,,,,,
,,,2240,,82,,,0.33995088934898376,0.0,,,,,
0.8315789699554443,0.8218778371810913,0.8611111044883728,2267,0.738095223903656,83,0.9056603908538818,0.5584855675697327,,,,,,,
