val_accuracy,step,epoch,val_precision,val_sensitivity,val_specificity,val_loss,val_auroc,train_loss,unlabeled_data_utilization,test_sensitivity,test_accuracy,test_auroc,test_specificity,test_precision
0.6000000238418579,26,0,0.6428571343421936,0.2142857164144516,0.9056603908538818,1.1174538135528564,0.5599730610847473,,,,,,,
,26,0,,,,,,0.6442098617553711,0.009876630268990993,,,,,
0.5684210658073425,53,1,0.529411792755127,0.2142857164144516,0.849056601524353,1.0033481121063232,0.5316711664199829,,,,,,,
,53,1,,,,,,0.6353994011878967,0.022762348875403404,,,,,
0.6526315808296204,80,2,0.7368420958518982,0.3333333432674408,0.9056603908538818,0.6327595114707947,0.6194968819618225,,,,,,,
,80,2,,,,,,0.6349655389785767,0.02278607152402401,,,,,
0.6421052813529968,107,3,0.6333333253860474,0.4523809850215912,0.792452871799469,1.6670914888381958,0.6224168539047241,,,,,,,
,107,3,,,,,,0.6095768213272095,0.011857714504003525,,,,,
0.6105263233184814,134,4,0.5714285969734192,0.4761904776096344,0.7169811129570007,1.705439805984497,0.5965858101844788,,,,,,,
,134,4,,,,,,0.609170138835907,0.03292189911007881,,,,,
0.800000011920929,161,5,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.5818395018577576,0.781221866607666,,,,,,,
,161,5,,,,,,0.5862250924110413,0.026536252349615097,,,,,
0.7684210538864136,188,6,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.5024216175079346,0.7479784488677979,,,,,,,
,188,6,,,,,,0.563005805015564,0.025700928643345833,,,,,
0.7789473533630371,215,7,0.8888888955116272,0.5714285969734192,0.9433962106704712,0.7339303493499756,0.7574123740196228,,,,,,,
,215,7,,,,,,0.5303785800933838,0.03431999683380127,,,,,
0.7789473533630371,242,8,0.9200000166893005,0.5476190447807312,0.9622642397880554,1.1405532360076904,0.7549417018890381,,,,,,,
,242,8,,,,,,0.5407745242118835,0.053141508251428604,,,,,
0.821052610874176,269,9,0.9629629850387573,0.6190476417541504,0.9811320900917053,0.5571008920669556,0.8000898957252502,,,,,,,
,269,9,,,,,,0.529854953289032,0.06597919017076492,,,,,
0.7789473533630371,296,10,0.8888888955116272,0.5714285969734192,0.9433962106704712,0.6356601715087891,0.7574123740196228,,,,,,,
,296,10,,,,,,0.5497090220451355,0.07350723445415497,,,,,
0.800000011920929,323,11,0.9259259104728699,0.5952380895614624,0.9622642397880554,1.1144131422042847,0.7787511944770813,,,,,,,
,323,11,,,,,,0.5196588039398193,0.0715363398194313,,,,,
0.8421052694320679,350,12,0.9655172228813171,0.6666666865348816,0.9811320900917053,0.6791897416114807,0.8238993883132935,,,,,,,
,350,12,,,,,,0.527597963809967,0.10807870328426361,,,,,
0.821052610874176,377,13,0.931034505367279,0.6428571343421936,0.9622642397880554,0.4617861807346344,0.8025606870651245,,,,,,,
,377,13,,,,,,0.5374526381492615,0.1288120299577713,,,,,
0.821052610874176,404,14,0.931034505367279,0.6428571343421936,0.9622642397880554,0.5857022404670715,0.8025606870651245,,,,,,,
,404,14,,,,,,0.5178223252296448,0.13628435134887695,,,,,
0.8105263113975525,431,15,0.8999999761581421,0.6428571343421936,0.9433962106704712,0.4985489249229431,0.79312664270401,,,,,,,
,431,15,,,,,,0.515121340751648,0.16065901517868042,,,,,
0.8105263113975525,458,16,0.9285714626312256,0.6190476417541504,0.9622642397880554,0.41918689012527466,0.7906559109687805,,,,,,,
,458,16,,,,,,0.5374757647514343,0.1955147385597229,,,,,
0.800000011920929,485,17,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.6687379479408264,0.781221866607666,,,,,,,
,485,17,,,,,,0.5195452570915222,0.2324419468641281,,,,,
0.8105263113975525,512,18,0.9285714626312256,0.6190476417541504,0.9622642397880554,0.652004063129425,0.7906559109687805,,,,,,,
,512,18,,,,,,0.5219614505767822,0.25082841515541077,,,,,
0.821052610874176,539,19,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.4620397984981537,0.8075022101402283,,,,,,,
,539,19,,,,,,0.5368409156799316,0.26229676604270935,,,,,
0.8315789699554443,566,20,1.0,0.6190476417541504,1.0,0.604200541973114,0.8095238208770752,,,,,,,
,566,20,,,,,,0.532848060131073,0.2554907500743866,,,,,
0.800000011920929,593,21,0.9259259104728699,0.5952380895614624,0.9622642397880554,0.49215105175971985,0.7787511944770813,,,,,,,
,593,21,,,,,,0.5206421613693237,0.26254260540008545,,,,,
0.8105263113975525,620,22,0.9285714626312256,0.6190476417541504,0.9622642397880554,0.44748345017433167,0.7906559109687805,,,,,,,
,620,22,,,,,,0.5305712819099426,0.30175745487213135,,,,,
0.8105263113975525,647,23,0.9285714626312256,0.6190476417541504,0.9622642397880554,0.45479339361190796,0.7906559109687805,,,,,,,
,647,23,,,,,,0.530178964138031,0.32807180285453796,,,,,
0.7894737124443054,674,24,0.8666666746139526,0.6190476417541504,0.9245282411575317,0.4361485242843628,0.7717880010604858,,,,,,,
,674,24,,,,,,0.531025230884552,0.3463926315307617,,,,,
0.8526315689086914,701,25,0.9666666388511658,0.6904761791229248,0.9811320900917053,0.43119433522224426,0.8358041644096375,,,,,,,
,701,25,,,,,,0.5465566515922546,0.36659467220306396,,,,,
0.8421052694320679,728,26,0.9655172228813171,0.6666666865348816,0.9811320900917053,0.5816134810447693,0.8238993883132935,,,,,,,
,728,26,,,,,,0.5217227339744568,0.3659716248512268,,,,,
