val_specificity,val_loss,val_accuracy,epoch,val_sensitivity,val_precision,val_auroc,step,unlabeled_data_utilization,train_loss,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
1.0,0.6196211576461792,0.557894766330719,0,0.0,0.0,0.5,26,,,,,,,
,,,0,,,,26,0.0,0.6314971446990967,,,,,
0.9622642397880554,1.549559473991394,0.557894766330719,1,0.0476190485060215,0.5,0.5049416422843933,53,,,,,,,
,,,1,,,,53,0.0,0.625124454498291,,,,,
0.9622642397880554,1.8938387632369995,0.5368421077728271,2,0.0,0.0,0.4811321198940277,80,,,,,,,
,,,2,,,,80,0.0,0.6217689514160156,,,,,
1.0,1.917634129524231,0.5684210658073425,3,0.02380952425301075,1.0,0.511904776096344,107,,,,,,,
,,,3,,,,107,0.0,0.6176673173904419,,,,,
1.0,3.315819263458252,0.6315789222717285,4,0.1666666716337204,1.0,0.5833333134651184,134,,,,,,,
,,,4,,,,134,0.0,0.6033320426940918,,,,,
1.0,1.358667016029358,0.7052631378173828,5,0.3333333432674408,1.0,0.6666666865348816,161,,,,,,,
,,,5,,,,161,0.0,0.5901182293891907,,,,,
1.0,1.9663628339767456,0.6526315808296204,6,0.2142857164144516,1.0,0.6071428656578064,188,,,,,,,
,,,6,,,,188,0.0,0.5745978951454163,,,,,
0.9056603908538818,2.040865182876587,0.6631578803062439,7,0.3571428656578064,0.75,0.6314016580581665,215,,,,,,,
,,,7,,,,215,0.0,0.5580506920814514,,,,,
0.8867924809455872,1.318755865097046,0.7263157963752747,8,0.523809552192688,0.7857142686843872,0.7053009867668152,242,,,,,,,
,,,8,,,,242,0.0,0.5314359664916992,,,,,
0.9245282411575317,1.0906401872634888,0.7368420958518982,9,0.5,0.8399999737739563,0.7122641205787659,269,,,,,,,
,,,9,,,,269,0.0,0.5333536267280579,,,,,
0.8867924809455872,1.899453043937683,0.6736842393875122,10,0.4047619104385376,0.739130437374115,0.64577716588974,296,,,,,,,
,,,10,,,,296,0.0,0.5136570334434509,,,,,
0.8679245114326477,2.0367352962493896,0.6842105388641357,11,0.4523809850215912,0.7307692170143127,0.6601526737213135,323,,,,,,,
,,,11,,,,323,0.0,0.5112612247467041,,,,,
0.9622642397880554,1.0476994514465332,0.7368420958518982,12,0.4523809850215912,0.9047619700431824,0.7073225378990173,350,,,,,,,
,,,12,,,,350,0.0,0.49602457880973816,,,,,
0.9622642397880554,1.6551249027252197,0.7052631378173828,13,0.380952388048172,0.8888888955116272,0.6716082692146301,377,,,,,,,
,,,13,,,,377,0.0,0.4900810420513153,,,,,
0.9433962106704712,0.7618030905723572,0.7157894968986511,14,0.4285714328289032,0.8571428656578064,0.6859838366508484,404,,,,,,,
,,,14,,,,404,0.0,0.4823820888996124,,,,,
