val_auroc,epoch,val_accuracy,val_specificity,val_loss,step,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_accuracy,test_sensitivity
0.5,0,0.557894766330719,1.0,0.07673289626836777,26,0.0,0.0,,,,,,,
,0,,,,26,,,0.19999998807907104,0.0,,,,,
0.5633423328399658,1,0.5789473652839661,0.698113203048706,0.20815160870552063,53,0.4285714328289032,0.529411792755127,,,,,,,
,1,,,,53,,,0.19999998807907104,0.0,,,,,
0.5433512926101685,2,0.5263158082962036,0.3962264358997345,0.44795334339141846,80,0.6904761791229248,0.4754098057746887,,,,,,,
,2,,,,80,,,0.19999998807907104,0.0,,,,,
0.45956870913505554,3,0.46315789222717285,0.49056604504585266,0.4400217831134796,107,0.4285714328289032,0.4000000059604645,,,,,,,
,3,,,,107,,,0.19999998807907104,0.0,,,,,
0.5384097099304199,4,0.5263158082962036,0.43396225571632385,0.34648263454437256,134,0.6428571343421936,0.4736842215061188,,,,,,,
,4,,,,134,,,0.19999998807907104,0.0,,,,,
0.4892183542251587,5,0.46315789222717285,0.2641509473323822,0.8532201051712036,161,0.7142857313156128,0.43478262424468994,,,,,,,
,5,,,,161,,,0.19999998807907104,0.0,,,,,
0.49573224782943726,6,0.4842105209827423,0.3962264358997345,0.3473034203052521,188,0.5952380895614624,0.4385965168476105,,,,,,,
,6,,,,188,,,0.19999998807907104,0.0,,,,,
0.5101078152656555,7,0.49473685026168823,0.37735849618911743,0.37359780073165894,215,0.6428571343421936,0.44999998807907104,,,,,,,
,7,,,,215,,,0.19999998807907104,0.0,,,,,
0.4624887704849243,8,0.4526315927505493,0.37735849618911743,0.29510343074798584,242,0.5476190447807312,0.4107142686843872,,,,,,,
,8,,,,242,,,0.19999998807907104,0.0,,,,,
0.47641509771347046,9,0.4736842215061188,0.4528301954269409,0.3907735049724579,269,0.5,0.41999998688697815,,,,,,,
,9,,,,269,,,0.19999998807907104,0.0,,,,,
