val_specificity,val_loss,val_accuracy,epoch,val_sensitivity,val_precision,val_auroc,step,unlabeled_data_utilization,train_loss,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
0.9433962106704712,0.5914994478225708,0.8105263113975525,33,0.6428571343421936,0.8999999761581421,0.79312664270401,917,,,,,,,
,,,33,,,,917,0.0,0.41194379329681396,,,,,
0.9433962106704712,1.2587536573410034,0.7684210538864136,34,0.5476190447807312,0.8846153616905212,0.7455076575279236,944,,,,,,,
,,,34,,,,944,0.0,0.41153696179389954,,,,,
0.8867924809455872,0.6452879309654236,0.75789475440979,35,0.5952380895614624,0.806451678276062,0.7410151958465576,971,,,,,,,
,,,35,,,,971,0.0,0.4043114185333252,,,,,
0.9245282411575317,0.8629500269889832,0.7684210538864136,36,0.5714285969734192,0.8571428656578064,0.7479784488677979,998,,,,,,,
,,,36,,,,998,0.0,0.40316805243492126,,,,,
0.9433962106704712,1.0586323738098145,0.7789473533630371,37,0.5714285969734192,0.8888888955116272,0.7574123740196228,1025,,,,,,,
,,,37,,,,1025,0.0,0.4033755958080292,,,,,
0.9245282411575317,1.0851634740829468,0.7789473533630371,38,0.5952380895614624,0.8620689511299133,0.7598832249641418,1052,,,,,,,
,,,38,,,,1052,0.0,0.39902764558792114,,,,,
0.8679245114326477,0.43863731622695923,0.75789475440979,39,0.6190476417541504,0.7878788113594055,0.7434860467910767,1079,,,,,,,
,,,39,,,,1079,0.0,0.39296239614486694,,,,,
0.9245282411575317,1.1393420696258545,0.7894737124443054,40,0.6190476417541504,0.8666666746139526,0.7717880010604858,1106,,,,,,,
,,,40,,,,1106,0.0,0.3991716206073761,,,,,
0.9245282411575317,0.6638078093528748,0.800000011920929,41,0.6428571343421936,0.8709677457809448,0.7836927175521851,1133,,,,,,,
,,,41,,,,1133,0.0,0.40374597907066345,,,,,
0.9056603908538818,1.3526781797409058,0.800000011920929,42,0.6666666865348816,0.8484848737716675,0.7861635684967041,1160,,,,,,,
,,,42,,,,1160,0.0,0.40143534541130066,,,,,
0.9245282411575317,0.6342592239379883,0.8315789699554443,43,0.7142857313156128,0.8823529481887817,0.8194069862365723,1187,,,,,,,
,,,43,,,,1187,0.0,0.3977145552635193,,,,,
0.9056603908538818,2.587296962738037,0.800000011920929,44,0.6666666865348816,0.8484848737716675,0.7861635684967041,1214,,,,,,,
,,,44,,,,1214,0.0,0.3852440416812897,,,,,
0.9433962106704712,0.8940298557281494,0.821052610874176,45,0.6666666865348816,0.9032257795333862,0.8050314784049988,1241,,,,,,,
,,,45,,,,1241,0.0,0.3939569890499115,,,,,
0.9622642397880554,0.6068363785743713,0.8315789699554443,46,0.6666666865348816,0.9333332777023315,0.8144654631614685,1268,,,,,,,
,,,46,,,,1268,0.0,0.3878518044948578,,,,,
0.9622642397880554,0.837425172328949,0.8105263113975525,47,0.6190476417541504,0.9285714626312256,0.7906559109687805,1295,,,,,,,
,,,47,,,,1295,0.0,0.38024061918258667,,,,,
0.9433962106704712,0.42529281973838806,0.800000011920929,48,0.6190476417541504,0.8965517282485962,0.781221866607666,1322,,,,,,,
,,,48,,,,1322,0.0,0.39884433150291443,,,,,
0.9433962106704712,0.978621780872345,0.7789473533630371,49,0.5714285969734192,0.8888888955116272,0.7574123740196228,1349,,,,,,,
,,,49,,,,1349,0.0,0.39041101932525635,,,,,
0.9056603908538818,0.7077991962432861,0.7789473533630371,50,0.6190476417541504,0.8387095928192139,0.7623540163040161,1376,,,,,,,
,,,50,,,,1376,0.0,0.3908062279224396,,,,,
0.9245282411575317,0.7194145321846008,0.800000011920929,51,0.6428571343421936,0.8709677457809448,0.7836927175521851,1403,,,,,,,
,,,51,,,,1403,0.0,0.37634673714637756,,,,,
0.9433962106704712,1.0346179008483887,0.7789473533630371,52,0.5714285969734192,0.8888888955116272,0.7574123740196228,1430,,,,,,,
,,,52,,,,1430,0.0,0.3666265904903412,,,,,
0.9433962106704712,1.1195725202560425,0.8105263113975525,53,0.6428571343421936,0.8999999761581421,0.79312664270401,1457,,,,,,,
,,,53,,,,1457,0.0,0.3813719153404236,,,,,
0.9433962106704712,1.9421554803848267,0.8421052694320679,54,0.7142857313156128,0.9090909361839294,0.828840970993042,1484,,,,,,,
,,,54,,,,1484,0.0,0.37157782912254333,,,,,
0.9622642397880554,1.0889300107955933,0.821052610874176,55,0.6428571343421936,0.931034505367279,0.8025606870651245,1511,,,,,,,
,,,55,,,,1511,0.0,0.3841205835342407,,,,,
0.9433962106704712,0.4327599108219147,0.8315789699554443,56,0.6904761791229248,0.90625,0.816936194896698,1538,,,,,,,
,,,56,,,,1538,0.0,0.3641153573989868,,,,,
0.9433962106704712,1.1522668600082397,0.8105263113975525,57,0.6428571343421936,0.8999999761581421,0.79312664270401,1565,,,,,,,
,,,57,,,,1565,0.0,0.35962456464767456,,,,,
0.9245282411575317,1.1758251190185547,0.821052610874176,58,0.6904761791229248,0.8787878751754761,0.8075022101402283,1592,,,,,,,
,,,58,,,,1592,0.0,0.3782522678375244,,,,,
0.9245282411575317,0.670859694480896,0.821052610874176,59,0.6904761791229248,0.8787878751754761,0.8075022101402283,1619,,,,,,,
,,,59,,,,1619,0.0,0.36697155237197876,,,,,
0.9622642397880554,0.7459919452667236,0.8315789699554443,60,0.6666666865348816,0.9333332777023315,0.8144654631614685,1646,,,,,,,
,,,60,,,,1646,0.0,0.3641873598098755,,,,,
0.9056603908538818,1.2512706518173218,0.800000011920929,61,0.6666666865348816,0.8484848737716675,0.7861635684967041,1673,,,,,,,
,,,61,,,,1673,0.0,0.366703063249588,,,,,
0.9245282411575317,2.1757938861846924,0.800000011920929,62,0.6428571343421936,0.8709677457809448,0.7836927175521851,1700,,,,,,,
,,,62,,,,1700,0.0,0.36345168948173523,,,,,
0.9433962106704712,0.5639628767967224,0.800000011920929,63,0.6190476417541504,0.8965517282485962,0.781221866607666,1727,,,,,,,
,,,63,,,,1727,0.0,0.36657631397247314,,,,,
0.8867924809455872,1.806702733039856,0.7894737124443054,64,0.6666666865348816,0.8235294818878174,0.7767295241355896,1754,,,,,,,
,,,64,,,,1754,0.0,0.37124860286712646,,,,,
0.9622642397880554,1.5897310972213745,0.800000011920929,65,0.5952380895614624,0.9259259104728699,0.7787511944770813,1781,,,,,,,
,,,65,,,,1781,0.0,0.3523961305618286,,,,,
0.9433962106704712,0.6788421869277954,0.800000011920929,66,0.6190476417541504,0.8965517282485962,0.781221866607666,1808,,,,,,,
,,,66,,,,1808,0.0,0.34838274121284485,,,,,
0.9433962106704712,0.6826440691947937,0.7789473533630371,67,0.5714285969734192,0.8888888955116272,0.7574123740196228,1835,,,,,,,
,,,67,,,,1835,0.0,0.35228821635246277,,,,,
0.9056603908538818,0.3805001378059387,0.800000011920929,68,0.6666666865348816,0.8484848737716675,0.7861635684967041,1862,,,,,,,
,,,68,,,,1862,0.0,0.35114455223083496,,,,,
0.9056603908538818,0.80715012550354,0.8105263113975525,69,0.6904761791229248,0.8529411554336548,0.7980683445930481,1889,,,,,,,
,,,69,,,,1889,0.0,0.3553237020969391,,,,,
0.9433962106704712,0.6150274276733398,0.800000011920929,70,0.6190476417541504,0.8965517282485962,0.781221866607666,1916,,,,,,,
,,,70,,,,1916,0.0,0.3607119917869568,,,,,
0.9245282411575317,1.4490714073181152,0.7894737124443054,71,0.6190476417541504,0.8666666746139526,0.7717880010604858,1943,,,,,,,
,,,71,,,,1943,0.0,0.35973548889160156,,,,,
0.849056601524353,0.7341660857200623,0.7789473533630371,72,0.6904761791229248,0.7837837338447571,0.7697663903236389,1970,,,,,,,
,,,72,,,,1970,0.0,0.3399828374385834,,,,,
0.849056601524353,2.8740971088409424,0.7684210538864136,73,0.6666666865348816,0.7777778506278992,0.7578616738319397,1997,,,,,,,
,,,73,,,,1997,0.0,0.35400497913360596,,,,,
0.8867924809455872,1.3540877103805542,0.7684210538864136,74,0.6190476417541504,0.8125,0.7529200315475464,2024,,,,,,,
,,,74,,,,2024,0.0,0.36058199405670166,,,,,
0.8679245114326477,0.540422797203064,0.7789473533630371,75,0.6666666865348816,0.800000011920929,0.7672956585884094,2051,,,,,,,
,,,75,,,,2051,0.0,0.33782148361206055,,,,,
0.9622642397880554,2.3155558109283447,0.8105263113975525,76,0.6190476417541504,0.9285714626312256,0.7906559109687805,2078,,,,,,,
,,,76,,,,2078,0.0,0.349145770072937,,,,,
0.9245282411575317,2.0471575260162354,0.800000011920929,77,0.6428571343421936,0.8709677457809448,0.7836927175521851,2105,,,,,,,
,,,77,,,,2105,0.0,0.3367258906364441,,,,,
0.9433962106704712,1.4455986022949219,0.800000011920929,78,0.6190476417541504,0.8965517282485962,0.781221866607666,2132,,,,,,,
,,,78,,,,2132,0.0,0.3408387303352356,,,,,
0.9433962106704712,1.1254547834396362,0.821052610874176,79,0.6666666865348816,0.9032257795333862,0.8050314784049988,2159,,,,,,,
,,,79,,,,2159,0.0,0.33485016226768494,,,,,
0.9056603908538818,0.5245745182037354,0.800000011920929,80,0.6666666865348816,0.8484848737716675,0.7861635684967041,2186,,,,,,,
,,,80,,,,2186,0.0,0.33033788204193115,,,,,
0.9056603908538818,1.3239332437515259,0.7789473533630371,81,0.6190476417541504,0.8387095928192139,0.7623540163040161,2213,,,,,,,
,,,81,,,,2213,0.0,0.34976035356521606,,,,,
0.9622642397880554,2.4733049869537354,0.8105263113975525,82,0.6190476417541504,0.9285714626312256,0.7906559109687805,2240,,,,,,,
,,,82,,,,2240,0.0,0.3317966163158417,,,,,
0.9622642397880554,0.8678462505340576,0.821052610874176,83,0.6428571343421936,0.931034505367279,0.8025606870651245,2267,,,,,,,
,,,83,,,,2267,0.0,0.3086509108543396,,,,,
0.9622642397880554,1.533919334411621,0.8315789699554443,84,0.6666666865348816,0.9333332777023315,0.8144654631614685,2294,,,,,,,
,,,84,,,,2294,0.0,0.32814905047416687,,,,,
0.9245282411575317,0.9295619130134583,0.800000011920929,85,0.6428571343421936,0.8709677457809448,0.7836927175521851,2321,,,,,,,
,,,85,,,,2321,0.0,0.3266885280609131,,,,,
0.9056603908538818,0.6463973522186279,0.7789473533630371,86,0.6190476417541504,0.8387095928192139,0.7623540163040161,2348,,,,,,,
,,,86,,,,2348,0.0,0.3303970396518707,,,,,
0.8867924809455872,1.7262200117111206,0.7789473533630371,87,0.6428571343421936,0.8181818127632141,0.7648246884346008,2375,,,,,,,
,,,87,,,,2375,0.0,0.3174625039100647,,,,,
0.9056603908538818,1.9937634468078613,0.7894737124443054,88,0.6428571343421936,0.84375,0.7742587327957153,2402,,,,,,,
,,,88,,,,2402,0.0,0.32560649514198303,,,,,
0.849056601524353,1.521950602531433,0.75789475440979,89,0.6428571343421936,0.7714285850524902,0.7459568381309509,2429,,,,,,,
,,,89,,,,2429,0.0,0.3404614329338074,,,,,
0.9245282411575317,1.427282452583313,0.800000011920929,90,0.6428571343421936,0.8709677457809448,0.7836927175521851,2456,,,,,,,
,,,90,,,,2456,0.0,0.3293195366859436,,,,,
0.8679245114326477,1.10747230052948,0.8315789699554443,91,0.7857142686843872,0.824999988079071,0.8268193006515503,2483,,,,,,,
,,,91,,,,2483,0.0,0.3161391615867615,,,,,
0.9056603908538818,0.5657894611358643,0.800000011920929,92,0.6666666865348816,0.8484848737716675,0.7861635684967041,2510,,,,,,,
,,,92,,,,2510,0.0,0.3420106768608093,,,,,
0.9056603908538818,0.5980120301246643,0.7894737124443054,93,0.6428571343421936,0.84375,0.7742587327957153,2537,,,,,,,
,,,93,,,,2537,0.0,0.3316953778266907,,,,,
0.9056603908538818,0.5804321765899658,0.800000011920929,94,0.6666666865348816,0.8484848737716675,0.7861635684967041,2564,,,,,,,
,,,94,,,,2564,0.0,0.3276132047176361,,,,,
0.8679245114326477,2.5632433891296387,0.7789473533630371,95,0.6666666865348816,0.800000011920929,0.7672956585884094,2591,,,,,,,
,,,95,,,,2591,0.0,0.30930253863334656,,,,,
0.9433962106704712,2.280207872390747,0.8105263113975525,96,0.6428571343421936,0.8999999761581421,0.79312664270401,2618,,,,,,,
,,,96,,,,2618,0.0,0.31910938024520874,,,,,
0.9056603908538818,2.231531858444214,0.800000011920929,97,0.6666666865348816,0.8484848737716675,0.7861635684967041,2645,,,,,,,
,,,97,,,,2645,0.0,0.32322537899017334,,,,,
0.849056601524353,0.9017817974090576,0.7894737124443054,98,0.7142857313156128,0.7894737124443054,0.7816711664199829,2672,,,,,,,
,,,98,,,,2672,0.0,0.3232372999191284,,,,,
0.9245282411575317,0.6863495111465454,0.8105263113975525,99,0.6666666865348816,0.875,0.795597493648529,2699,,,,,,,
,,,99,,,,2699,0.0,0.32935431599617004,,,,,
0.9433962106704712,0.5281558036804199,0.821052610874176,100,0.6666666865348816,0.9032257795333862,0.8050314784049988,2726,,,,,,,
,,,100,,,,2726,0.0,0.30686548352241516,,,,,
0.9056603908538818,1.5863006114959717,0.800000011920929,101,0.6666666865348816,0.8484848737716675,0.7861635684967041,2753,,,,,,,
,,,101,,,,2753,0.0,0.3235057294368744,,,,,
0.9622642397880554,2.949920415878296,0.8315789699554443,102,0.6666666865348816,0.9333332777023315,0.8144654631614685,2780,,,,,,,
,,,102,,,,2780,0.0,0.32753652334213257,,,,,
0.9245282411575317,0.683711588382721,0.821052610874176,103,0.6904761791229248,0.8787878751754761,0.8075022101402283,2807,,,,,,,
,,,103,,,,2807,0.0,0.31417250633239746,,,,,
0.9056603908538818,0.992649257183075,0.800000011920929,104,0.6666666865348816,0.8484848737716675,0.7861635684967041,2834,,,,,,,
,,,104,,,,2834,0.0,0.30790674686431885,,,,,
0.849056601524353,0.6088962554931641,0.7684210538864136,105,0.6666666865348816,0.7777778506278992,0.7578616738319397,2861,,,,,,,
,,,105,,,,2861,0.0,0.29746368527412415,,,,,
0.8867924809455872,0.5472803711891174,0.800000011920929,106,0.6904761791229248,0.8285714387893677,0.7886343002319336,2888,,,,,,,
,,,106,,,,2888,0.0,0.3009786307811737,,,,,
0.9056603908538818,0.44314923882484436,0.8105263113975525,107,0.6904761791229248,0.8529411554336548,0.7980683445930481,2915,,,,,,,
,,,107,,,,2915,0.0,0.32687219977378845,,,,,
0.9056603908538818,0.49935096502304077,0.8105263113975525,108,0.6904761791229248,0.8529411554336548,0.7980683445930481,2942,,,,,,,
,,,108,,,,2942,0.0,0.29384633898735046,,,,,
0.8867924809455872,1.5064724683761597,0.7789473533630371,109,0.6428571343421936,0.8181818127632141,0.7648246884346008,2969,,,,,,,
,,,109,,,,2969,0.0,0.301455557346344,,,,,
0.8867924809455872,2.0234155654907227,0.7789473533630371,110,0.6428571343421936,0.8181818127632141,0.7648246884346008,2996,,,,,,,
,,,110,,,,2996,0.0,0.31913894414901733,,,,,
0.8867924809455872,1.7293339967727661,0.7894737124443054,111,0.6666666865348816,0.8235294818878174,0.7767295241355896,3023,,,,,,,
,,,111,,,,3023,0.0,0.30365440249443054,,,,,
0.9056603908538818,1.7841391563415527,0.800000011920929,112,0.6666666865348816,0.8484848737716675,0.7861635684967041,3050,,,,,,,
,,,112,,,,3050,0.0,0.3103778660297394,,,,,
0.8679245114326477,5.4957404136657715,0.7894737124443054,113,0.6904761791229248,0.8055555820465088,0.7792003154754639,3077,,,,,,,
,,,113,,,,3077,0.0,0.3153420388698578,,,,,
0.8679245114326477,0.4424769878387451,0.7789473533630371,114,0.6666666865348816,0.800000011920929,0.7672956585884094,3104,,,,,,,
,,,114,,,,3104,0.0,0.299914687871933,,,,,
0.9056603908538818,3.8050312995910645,0.800000011920929,115,0.6666666865348816,0.8484848737716675,0.7861635684967041,3131,,,,,,,
,,,115,,,,3131,0.0,0.2962076663970947,,,,,
0.8867924809455872,2.4059252738952637,0.800000011920929,116,0.6904761791229248,0.8285714387893677,0.7886343002319336,3158,,,,,,,
,,,116,,,,3158,0.0,0.307485967874527,,,,,
0.9245282411575317,6.3353729248046875,0.821052610874176,117,0.6904761791229248,0.8787878751754761,0.8075022101402283,3185,,,,,,,
,,,117,,,,3185,0.0,0.3108651638031006,,,,,
0.9245282411575317,1.5210098028182983,0.8315789699554443,118,0.7142857313156128,0.8823529481887817,0.8194069862365723,3212,,,,,,,
,,,118,,,,3212,0.0,0.30423587560653687,,,,,
0.9245282411575317,1.3648717403411865,0.8105263113975525,119,0.6666666865348816,0.875,0.795597493648529,3239,,,,,,,
,,,119,,,,3239,0.0,0.2940477132797241,,,,,
0.849056601524353,1.0169118642807007,0.7789473533630371,120,0.6904761791229248,0.7837837338447571,0.7697663903236389,3266,,,,,,,
,,,120,,,,3266,0.0,0.2852577567100525,,,,,
0.9245282411575317,0.431887686252594,0.8105263113975525,121,0.6666666865348816,0.875,0.795597493648529,3293,,,,,,,
,,,121,,,,3293,0.0,0.3100251257419586,,,,,
0.9245282411575317,3.6843490600585938,0.821052610874176,122,0.6904761791229248,0.8787878751754761,0.8075022101402283,3320,,,,,,,
,,,122,,,,3320,0.0,0.29237616062164307,,,,,
0.9245282411575317,2.257516384124756,0.821052610874176,123,0.6904761791229248,0.8787878751754761,0.8075022101402283,3347,,,,,,,
,,,123,,,,3347,0.0,0.29202139377593994,,,,,
0.9056603908538818,3.285735845565796,0.8315789699554443,124,0.738095223903656,0.8611111044883728,0.8218778371810913,3374,,,,,,,
,,,124,,,,3374,0.0,0.30937865376472473,,,,,
0.8867924809455872,4.045313358306885,0.800000011920929,125,0.6904761791229248,0.8285714387893677,0.7886343002319336,3401,,,,,,,
,,,125,,,,3401,0.0,0.3008645176887512,,,,,
0.9056603908538818,2.4018571376800537,0.821052610874176,126,0.7142857313156128,0.8571428656578064,0.8099730610847473,3428,,,,,,,
,,,126,,,,3428,0.0,0.3103238344192505,,,,,
0.9056603908538818,1.8160487413406372,0.821052610874176,127,0.7142857313156128,0.8571428656578064,0.8099730610847473,3455,,,,,,,
,,,127,,,,3455,0.0,0.3146910071372986,,,,,
0.9056603908538818,2.6879560947418213,0.821052610874176,128,0.7142857313156128,0.8571428656578064,0.8099730610847473,3482,,,,,,,
,,,128,,,,3482,0.0,0.3022075295448303,,,,,
0.9056603908538818,2.7155187129974365,0.821052610874176,129,0.7142857313156128,0.8571428656578064,0.8099730610847473,3509,,,,,,,
,,,129,,,,3509,0.0,0.29652267694473267,,,,,
0.9056603908538818,0.8818390965461731,0.8105263113975525,130,0.6904761791229248,0.8529411554336548,0.7980683445930481,3536,,,,,,,
,,,130,,,,3536,0.0,0.2984578311443329,,,,,
0.9056603908538818,1.4864845275878906,0.8105263113975525,131,0.6904761791229248,0.8529411554336548,0.7980683445930481,3563,,,,,,,
,,,131,,,,3563,0.0,0.28866106271743774,,,,,
0.9056603908538818,0.6233750581741333,0.8105263113975525,132,0.6904761791229248,0.8529411554336548,0.7980683445930481,3590,,,,,,,
,,,132,,,,3590,0.0,0.27331826090812683,,,,,
0.9056603908538818,1.2966256141662598,0.8105263113975525,133,0.6904761791229248,0.8529411554336548,0.7980683445930481,3617,,,,,,,
,,,133,,,,3617,0.0,0.2790619134902954,,,,,
0.8867924809455872,1.1788699626922607,0.8105263113975525,134,0.7142857313156128,0.8333333134651184,0.8005390167236328,3644,,,,,,,
,,,134,,,,3644,0.0,0.2794231176376343,,,,,
0.9245282411575317,1.7659258842468262,0.8105263113975525,135,0.6666666865348816,0.875,0.795597493648529,3671,,,,,,,
,,,135,,,,3671,0.0,0.2910577654838562,,,,,
0.9245282411575317,2.348820924758911,0.8105263113975525,136,0.6666666865348816,0.875,0.795597493648529,3698,,,,,,,
,,,136,,,,3698,0.0,0.2945593297481537,,,,,
0.9056603908538818,0.9703508615493774,0.8105263113975525,137,0.6904761791229248,0.8529411554336548,0.7980683445930481,3725,,,,,,,
,,,137,,,,3725,0.0,0.28921157121658325,,,,,
0.849056601524353,0.6370518803596497,0.7894737124443054,138,0.7142857313156128,0.7894737124443054,0.7816711664199829,3752,,,,,,,
,,,138,,,,3752,0.0,0.28730136156082153,,,,,
0.8679245114326477,1.6471110582351685,0.800000011920929,139,0.7142857313156128,0.8108107447624207,0.7911050915718079,3779,,,,,,,
,,,139,,,,3779,0.0,0.2813286781311035,,,,,
0.8679245114326477,2.4610002040863037,0.800000011920929,140,0.7142857313156128,0.8108107447624207,0.7911050915718079,3806,,,,,,,
,,,140,,,,3806,0.0,0.2956869900226593,,,,,
0.9245282411575317,2.986732006072998,0.8105263113975525,141,0.6666666865348816,0.875,0.795597493648529,3833,,,,,,,
,,,141,,,,3833,0.0,0.277177095413208,,,,,
0.9056603908538818,1.099256992340088,0.8105263113975525,142,0.6904761791229248,0.8529411554336548,0.7980683445930481,3860,,,,,,,
,,,142,,,,3860,0.0,0.2871488630771637,,,,,
0.9245282411575317,1.2110257148742676,0.821052610874176,143,0.6904761791229248,0.8787878751754761,0.8075022101402283,3887,,,,,,,
,,,143,,,,3887,0.0,0.2952028214931488,,,,,
0.9245282411575317,2.8523004055023193,0.821052610874176,144,0.6904761791229248,0.8787878751754761,0.8075022101402283,3914,,,,,,,
,,,144,,,,3914,0.0,0.27158233523368835,,,,,
0.9433962106704712,1.7592341899871826,0.8526315689086914,145,0.738095223903656,0.9117646813392639,0.8407456874847412,3941,,,,,,,
,,,145,,,,3941,0.0,0.29550901055336,,,,,
0.9056603908538818,2.1854145526885986,0.821052610874176,146,0.7142857313156128,0.8571428656578064,0.8099730610847473,3968,,,,,,,
,,,146,,,,3968,0.0,0.27514997124671936,,,,,
0.8867924809455872,1.565139889717102,0.8105263113975525,147,0.7142857313156128,0.8333333134651184,0.8005390167236328,3995,,,,,,,
,,,147,,,,3995,0.0,0.28111597895622253,,,,,
0.8679245114326477,2.7930550575256348,0.800000011920929,148,0.7142857313156128,0.8108107447624207,0.7911050915718079,4022,,,,,,,
,,,148,,,,4022,0.0,0.28837013244628906,,,,,
