val_sensitivity,step,val_precision,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_sensitivity,test_accuracy
1.0,26,0.4421052634716034,0.0,0.5,0.4421052634716034,0,0.6211079955101013,,,,,,,
,26,,,,,0,,0.6342146396636963,0.0,,,,,
0.0476190485060215,53,0.25,0.8867924809455872,0.4672057628631592,0.5157894492149353,1,1.5320435762405396,,,,,,,
,53,,,,,1,,0.6223539113998413,0.0,,,,,
0.1428571492433548,80,0.5454545617103577,0.9056603908538818,0.5242587924003601,0.5684210658073425,2,1.5258910655975342,,,,,,,
,80,,,,,2,,0.6204650402069092,0.0,,,,,
0.4761904776096344,107,0.800000011920929,0.9056603908538818,0.6909254193305969,0.7157894968986511,3,1.143857717514038,,,,,,,
,107,,,,,3,,0.606696367263794,0.0,,,,,
0.6428571343421936,134,0.7714285850524902,0.849056601524353,0.7459568381309509,0.75789475440979,4,3.3261878490448,,,,,,,
,134,,,,,4,,0.5802022814750671,0.0,,,,,
0.5952380895614624,161,0.7142857313156128,0.8113208413124084,0.703279435634613,0.7157894968986511,5,1.8235002756118774,,,,,,,
,161,,,,,5,,0.564133882522583,0.0,,,,,
0.5952380895614624,188,0.8928571343421936,0.9433962106704712,0.7693171501159668,0.7894737124443054,6,1.4488368034362793,,,,,,,
,188,,,,,6,,0.5428047180175781,0.0,,,,,
0.5952380895614624,215,0.9615384340286255,0.9811320900917053,0.7881851196289062,0.8105263113975525,7,0.7442203164100647,,,,,,,
,215,,,,,7,,0.5279393196105957,0.0,,,,,
0.6190476417541504,242,0.8125,0.8867924809455872,0.7529200315475464,0.7684210538864136,8,1.6970351934432983,,,,,,,
,242,,,,,8,,0.5275565981864929,0.0,,,,,
0.6904761791229248,269,0.8285714387893677,0.8867924809455872,0.7886343002319336,0.800000011920929,9,1.0637104511260986,,,,,,,
,269,,,,,9,,0.5180157423019409,0.0,,,,,
