step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
34,0.5139263272285461,0.4494381844997406,0,0.07547169923782349,0.6274494528770447,0.46315789222717285,0.9523809552192688,,,,,,,
34,,,0,,,,,0.6181372404098511,0.012543628923594952,,,,,
69,0.6475741267204285,0.5593220591545105,1,0.5094339847564697,0.666797399520874,0.6315789222717285,0.7857142686843872,,,,,,,
69,,,1,,,,,0.6150185465812683,0.034524839371442795,,,,,
104,0.6556603908538818,0.6774194240570068,2,0.8113208413124084,0.6105283498764038,0.6736842393875122,0.5,,,,,,,
104,,,2,,,,,0.6127921938896179,0.016041552647948265,,,,,
139,0.5415543913841248,0.5199999809265137,3,0.7735848426818848,0.6343891024589539,0.5684210658073425,0.3095238208770752,,,,,,,
139,,,3,,,,,0.6214813590049744,0.025631649419665337,,,,,
174,0.6486971974372864,0.6470588445663452,4,0.7735848426818848,0.6182646155357361,0.6631578803062439,0.523809552192688,,,,,,,
174,,,4,,,,,0.6186902523040771,0.008596362546086311,,,,,
209,0.566936194896698,0.7272727489471436,5,0.9433962106704712,0.6431006193161011,0.6105263233184814,0.190476194024086,,,,,,,
209,,,5,,,,,0.6177635192871094,0.010273129679262638,,,,,
244,0.581311821937561,0.7142857313156128,6,0.9245282411575317,0.6272512078285217,0.621052622795105,0.2380952388048172,,,,,,,
244,,,6,,,,,0.6074280738830566,0.012114645913243294,,,,,
279,0.6026504635810852,0.7857142686843872,7,0.9433962106704712,0.6156700849533081,0.6421052813529968,0.261904776096344,,,,,,,
279,,,7,,,,,0.5972105860710144,0.006393295247107744,,,,,
314,0.612533688545227,0.6818181872367859,8,0.8679245114326477,0.6322803497314453,0.6421052813529968,0.3571428656578064,,,,,,,
314,,,8,,,,,0.5959694385528564,0.015016538091003895,,,,,
349,0.6814914345741272,0.7692307829856873,9,0.8867924809455872,0.6822143793106079,0.7052631378173828,0.4761904776096344,,,,,,,
349,,,9,,,,,0.589340329170227,0.025453297421336174,,,,,
384,0.6318508386611938,0.6551724076271057,10,0.8113208413124084,0.8569535613059998,0.6526315808296204,0.4523809850215912,,,,,,,
384,,,10,,,,,0.5977171659469604,0.034881122410297394,,,,,
419,0.648248016834259,0.7200000286102295,11,0.8679245114326477,0.6027532815933228,0.6736842393875122,0.4285714328289032,,,,,,,
419,,,11,,,,,0.5956237316131592,0.026433588936924934,,,,,
