step,val_precision,val_sensitivity,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_specificity,test_precision,test_auroc,test_accuracy,test_sensitivity
26,0.0,0.0,1.0,0.5,0.557894766330719,0,1.5836899280548096,,,,,,,
26,,,,,,0,,1.5814481973648071,0.0,,,,,
53,0.3333333432674408,0.0476190485060215,0.9245282411575317,0.48607367277145386,0.5368421077728271,1,4.1892828941345215,,,,,,,
53,,,,,,1,,1.5290257930755615,0.0,,,,,
80,0.7777778506278992,0.1666666716337204,0.9622642397880554,0.5644654631614685,0.6105263233184814,2,5.261122703552246,,,,,,,
80,,,,,,2,,1.5017306804656982,0.0,,,,,
107,0.9090909361839294,0.4761904776096344,0.9622642397880554,0.7192272543907166,0.7473683953285217,3,5.027595520019531,,,,,,,
107,,,,,,3,,1.3694202899932861,0.0,,,,,
134,0.8275862336158752,0.5714285969734192,0.9056603908538818,0.7385445237159729,0.75789475440979,4,2.1162219047546387,,,,,,,
134,,,,,,4,,1.2647857666015625,0.0,,,,,
161,0.8846153616905212,0.5476190447807312,0.9433962106704712,0.7455076575279236,0.7684210538864136,5,3.3636279106140137,,,,,,,
161,,,,,,5,,1.206199049949646,0.0,,,,,
188,0.931034505367279,0.6428571343421936,0.9622642397880554,0.8025606870651245,0.821052610874176,6,5.075724124908447,,,,,,,
188,,,,,,6,,1.270803451538086,0.0,,,,,
215,0.9285714626312256,0.6190476417541504,0.9622642397880554,0.7906559109687805,0.8105263113975525,7,2.0333590507507324,,,,,,,
215,,,,,,7,,1.2182977199554443,0.0,,,,,
242,0.9333332777023315,0.6666666865348816,0.9622642397880554,0.8144654631614685,0.8315789699554443,8,2.7217555046081543,,,,,,,
242,,,,,,8,,1.2170014381408691,0.0,,,,,
269,0.9642857313156128,0.6428571343421936,0.9811320900917053,0.8119946122169495,0.8315789699554443,9,1.7505892515182495,,,,,,,
269,,,,,,9,,1.1670299768447876,0.0,,,,,
296,0.9333332777023315,0.6666666865348816,0.9622642397880554,0.8144654631614685,0.8315789699554443,10,2.5150060653686523,,,,,,,
296,,,,,,10,,1.1080974340438843,0.0,,,,,
323,0.931034505367279,0.6428571343421936,0.9622642397880554,0.8025606870651245,0.821052610874176,11,1.9480006694793701,,,,,,,
323,,,,,,11,,1.093182921409607,0.0,,,,,
350,0.931034505367279,0.6428571343421936,0.9622642397880554,0.8025606870651245,0.821052610874176,12,1.2528300285339355,,,,,,,
350,,,,,,12,,1.0855249166488647,0.0,,,,,
377,0.806451678276062,0.5952380895614624,0.8867924809455872,0.7410151958465576,0.75789475440979,13,1.0654983520507812,,,,,,,
377,,,,,,13,,1.0647547245025635,0.0,,,,,
404,0.875,0.6666666865348816,0.9245282411575317,0.795597493648529,0.8105263113975525,14,1.4465281963348389,,,,,,,
404,,,,,,14,,1.0230811834335327,0.0,,,,,
431,0.8787878751754761,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.821052610874176,15,1.0037165880203247,,,,,,,
431,,,,,,15,,1.0342018604278564,0.0,,,,,
458,0.8285714387893677,0.6904761791229248,0.8867924809455872,0.7886343002319336,0.800000011920929,16,1.6726346015930176,,,,,,,
458,,,,,,16,,1.0421826839447021,0.0,,,,,
485,0.8611111044883728,0.738095223903656,0.9056603908538818,0.8218778371810913,0.8315789699554443,17,1.7164076566696167,,,,,,,
485,,,,,,17,,1.0289312601089478,0.0,,,,,
512,0.8484848737716675,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.800000011920929,18,1.0234993696212769,,,,,,,
512,,,,,,18,,0.989194393157959,0.0,,,,,
539,0.84375,0.6428571343421936,0.9056603908538818,0.7742587327957153,0.7894737124443054,19,1.6516900062561035,,,,,,,
539,,,,,,19,,0.988074004650116,0.0,,,,,
566,0.8571428656578064,0.7142857313156128,0.9056603908538818,0.8099730610847473,0.821052610874176,20,1.0994213819503784,,,,,,,
566,,,,,,20,,0.9658080339431763,0.0,,,,,
593,0.8965517282485962,0.6190476417541504,0.9433962106704712,0.781221866607666,0.800000011920929,21,1.2701842784881592,,,,,,,
593,,,,,,21,,0.9969285130500793,0.0,,,,,
620,0.8205127716064453,0.761904776096344,0.8679245114326477,0.8149146437644958,0.821052610874176,22,1.0878854990005493,,,,,,,
620,,,,,,22,,0.9103251099586487,0.0,,,,,
647,0.8461537957191467,0.7857142686843872,0.8867924809455872,0.83625328540802,0.8421052694320679,23,1.2890832424163818,,,,,,,
647,,,,,,23,,0.9568241834640503,0.0,,,,,
674,0.7894737124443054,0.7142857313156128,0.849056601524353,0.7816711664199829,0.7894737124443054,24,1.2783247232437134,,,,,,,
674,,,,,,24,,0.8985112309455872,0.0,,,,,
701,0.8048780560493469,0.7857142686843872,0.849056601524353,0.8173854351043701,0.821052610874176,25,1.067575454711914,,,,,,,
701,,,,,,25,,0.9149858355522156,0.0,,,,,
728,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,26,1.0268096923828125,,,,,,,
728,,,,,,26,,0.9198134541511536,0.0,,,,,
755,0.8611111044883728,0.738095223903656,0.9056603908538818,0.8218778371810913,0.8315789699554443,27,1.2325894832611084,,,,,,,
755,,,,,,27,,0.9344752430915833,0.0,,,,,
782,0.7837837338447571,0.6904761791229248,0.849056601524353,0.7697663903236389,0.7789473533630371,28,1.132232904434204,,,,,,,
782,,,,,,28,,0.843445897102356,0.0,,,,,
809,0.7749999761581421,0.738095223903656,0.8301886916160583,0.7841419577598572,0.7894737124443054,29,1.0549824237823486,,,,,,,
809,,,,,,29,,0.8894723057746887,0.0,,,,,
836,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,30,1.0481977462768555,,,,,,,
836,,,,,,30,,0.8720247149467468,0.0,,,,,
863,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,31,1.07615327835083,,,,,,,
863,,,,,,31,,0.9258739352226257,0.0,,,,,
890,0.8285714387893677,0.6904761791229248,0.8867924809455872,0.7886343002319336,0.800000011920929,32,1.050331950187683,,,,,,,
890,,,,,,32,,0.922353208065033,0.0,,,,,
917,0.8157894611358643,0.738095223903656,0.8679245114326477,0.8030098080635071,0.8105263113975525,33,1.1695146560668945,,,,,,,
917,,,,,,33,,0.8792654275894165,0.0,,,,,
944,0.8529411554336548,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8105263113975525,34,1.1822872161865234,,,,,,,
944,,,,,,34,,0.8834828734397888,0.0,,,,,
971,0.7948718667030334,0.738095223903656,0.849056601524353,0.7935759425163269,0.800000011920929,35,1.5045024156570435,,,,,,,
971,,,,,,35,,0.8391985297203064,0.0,,,,,
998,0.8378377556800842,0.738095223903656,0.8867924809455872,0.8124438524246216,0.821052610874176,36,0.9941343069076538,,,,,,,
998,,,,,,36,,0.8568486571311951,0.0,,,,,
1025,0.8205127716064453,0.761904776096344,0.8679245114326477,0.8149146437644958,0.821052610874176,37,1.308464765548706,,,,,,,
1025,,,,,,37,,0.846606969833374,0.0,,,,,
1052,0.800000011920929,0.761904776096344,0.849056601524353,0.8054806590080261,0.8105263113975525,38,0.8876296281814575,,,,,,,
1052,,,,,,38,,0.8712891340255737,0.0,,,,,
1079,0.8157894611358643,0.738095223903656,0.8679245114326477,0.8030098080635071,0.8105263113975525,39,1.8978272676467896,,,,,,,
1079,,,,,,39,,0.8733933568000793,0.0,,,,,
1106,0.8205127716064453,0.761904776096344,0.8679245114326477,0.8149146437644958,0.821052610874176,40,1.4032281637191772,,,,,,,
1106,,,,,,40,,0.8170812129974365,0.0,,,,,
1133,0.8333333134651184,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8105263113975525,41,1.0908716917037964,,,,,,,
1133,,,,,,41,,0.836699366569519,0.0,,,,,
1160,0.824999988079071,0.7857142686843872,0.8679245114326477,0.8268193006515503,0.8315789699554443,42,1.1894807815551758,,,,,,,
1160,,,,,,42,,0.816307008266449,0.0,,,,,
1187,0.8461537957191467,0.7857142686843872,0.8867924809455872,0.83625328540802,0.8421052694320679,43,1.2680437564849854,,,,,,,
1187,,,,,,43,,0.8178651928901672,0.0,,,,,
1214,0.7948718667030334,0.738095223903656,0.849056601524353,0.7935759425163269,0.800000011920929,44,1.6220675706863403,,,,,,,
1214,,,,,,44,,0.8556820154190063,0.0,,,,,
