val_precision,val_loss,epoch,val_sensitivity,val_auroc,step,val_accuracy,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_auroc,test_accuracy,test_sensitivity
0.0,0.6195700764656067,0,0.0,0.5,26,0.557894766330719,1.0,,,,,,,
,,0,,,26,,,0.0,0.6269345283508301,,,,,
0.3333333432674408,1.0099977254867554,1,0.0476190485060215,0.48607367277145386,53,0.5368421077728271,0.9245282411575317,,,,,,,
,,1,,,53,,,0.0,0.6150631904602051,,,,,
0.8333333134651184,4.118095874786377,2,0.3571428656578064,0.6502695679664612,80,0.6842105388641357,0.9433962106704712,,,,,,,
,,2,,,80,,,0.0,0.6171010136604309,,,,,
0.7307692170143127,1.376259446144104,3,0.4523809850215912,0.6601526737213135,107,0.6842105388641357,0.8679245114326477,,,,,,,
,,3,,,107,,,0.0,0.5830246210098267,,,,,
0.75,2.691584348678589,4,0.5714285969734192,0.7102425694465637,134,0.7263157963752747,0.849056601524353,,,,,,,
,,4,,,134,,,0.0,0.5694586634635925,,,,,
0.7575757503509521,2.007680654525757,5,0.5952380895614624,0.7221473455429077,161,0.7368420958518982,0.849056601524353,,,,,,,
,,5,,,161,,,0.0,0.5437933206558228,,,,,
0.7857142686843872,1.4883297681808472,6,0.523809552192688,0.7053009867668152,188,0.7263157963752747,0.8867924809455872,,,,,,,
,,6,,,188,,,0.0,0.5494282245635986,,,,,
0.8571428656578064,0.9092515110969543,7,0.5714285969734192,0.7479784488677979,215,0.7684210538864136,0.9245282411575317,,,,,,,
,,7,,,215,,,0.0,0.5410704612731934,,,,,
0.8965517282485962,2.0230815410614014,8,0.6190476417541504,0.781221866607666,242,0.800000011920929,0.9433962106704712,,,,,,,
,,8,,,242,,,0.0,0.5311199426651001,,,,,
0.8387095928192139,1.5565605163574219,9,0.6190476417541504,0.7623540163040161,269,0.7789473533630371,0.9056603908538818,,,,,,,
,,9,,,269,,,0.0,0.5191246271133423,,,,,
0.8666666746139526,0.5698970556259155,10,0.6190476417541504,0.7717880010604858,296,0.7894737124443054,0.9245282411575317,,,,,,,
,,10,,,296,,,0.0,0.503862202167511,,,,,
0.9230769276618958,0.711348295211792,11,0.5714285969734192,0.7668463587760925,323,0.7894737124443054,0.9622642397880554,,,,,,,
,,11,,,323,,,0.0,0.5088731646537781,,,,,
0.875,0.6952620148658752,12,0.6666666865348816,0.795597493648529,350,0.8105263113975525,0.9245282411575317,,,,,,,
,,12,,,350,,,0.0,0.4861811399459839,,,,,
0.7878788113594055,0.6681917905807495,13,0.6190476417541504,0.7434860467910767,377,0.75789475440979,0.8679245114326477,,,,,,,
,,13,,,377,,,0.0,0.5109863877296448,,,,,
