val_specificity,val_auroc,val_accuracy,step,val_precision,val_sensitivity,epoch,val_loss,unlabeled_data_utilization,train_loss,test_precision,test_auroc,test_sensitivity,test_specificity,test_accuracy
0.09433962404727936,0.5352650284767151,0.4842105209827423,26,0.4606741666793823,0.976190447807312,0,0.6222389936447144,,,,,,,
,,,26,,,0,,0.0018436040263623,0.6374238729476929,,,,,
0.8301886916160583,0.47461816668510437,0.5157894492149353,53,0.3571428656578064,0.1190476194024086,1,1.3715976476669312,,,,,,,
,,,53,,,1,,0.005582398269325495,0.628505289554596,,,,,
0.9811320900917053,0.5381851196289062,0.5894736647605896,80,0.800000011920929,0.095238097012043,2,0.9458501935005188,,,,,,,
,,,80,,,2,,0.004043524619191885,0.6089917421340942,,,,,
0.9056603908538818,0.5480682849884033,0.5894736647605896,107,0.6153846383094788,0.190476194024086,3,1.8015162944793701,,,,,,,
,,,107,,,3,,0.0066643888130784035,0.5978463888168335,,,,,
0.9433962106704712,0.6383647918701172,0.6736842393875122,134,0.8235294818878174,0.3333333432674408,4,1.5027506351470947,,,,,,,
,,,134,,,4,,0.006198865361511707,0.580409049987793,,,,,
0.9622642397880554,0.6477987766265869,0.6842105388641357,161,0.875,0.3333333432674408,5,1.101878046989441,,,,,,,
,,,161,,,5,,0.007935963571071625,0.5663726925849915,,,,,
0.9622642397880554,0.7311322093009949,0.75789475440979,188,0.9130435585975647,0.5,6,3.3390777111053467,,,,,,,
,,,188,,,6,,0.012754064984619617,0.5396038293838501,,,,,
1.0,0.6428571343421936,0.6842105388641357,215,1.0,0.2857142984867096,7,1.2167149782180786,,,,,,,
,,,215,,,7,,0.026306916028261185,0.567751407623291,,,,,
0.9811320900917053,0.6334232091903687,0.6736842393875122,242,0.9230769276618958,0.2857142984867096,8,4.588393688201904,,,,,,,
,,,242,,,8,,0.020953213796019554,0.5489317774772644,,,,,
0.9811320900917053,0.6334232091903687,0.6736842393875122,269,0.9230769276618958,0.2857142984867096,9,1.9498567581176758,,,,,,,
,,,269,,,9,,0.026238711550831795,0.518964409828186,,,,,
