epoch,val_sensitivity,val_accuracy,val_auroc,val_precision,val_specificity,val_loss,step,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_accuracy,test_precision,test_sensitivity
0,0.1428571492433548,0.5684210658073425,0.5242587924003601,0.5454545617103577,0.9056603908538818,0.703821063041687,33,,,,,,,
0,,,,,,,33,0.6423895359039307,0.01310763880610466,,,,,
1,0.02380952425301075,0.557894766330719,0.5024707913398743,0.5,0.9811320900917053,0.6509446501731873,67,,,,,,,
1,,,,,,,67,0.6338595151901245,0.023671457543969154,,,,,
2,0.380952388048172,0.6526315808296204,0.6244384050369263,0.695652186870575,0.8679245114326477,0.6659944653511047,101,,,,,,,
2,,,,,,,101,0.618669331073761,0.019804298877716064,,,,,
3,0.3571428656578064,0.621052622795105,0.5936657786369324,0.625,0.8301886916160583,0.8431533575057983,135,,,,,,,
3,,,,,,,135,0.6022418141365051,0.038785405457019806,,,,,
4,0.3333333432674408,0.6736842393875122,0.6383647918701172,0.8235294818878174,0.9433962106704712,0.6312385201454163,169,,,,,,,
4,,,,,,,169,0.603341281414032,0.03758576512336731,,,,,
5,0.5952380895614624,0.7473683953285217,0.7315813302993774,0.78125,0.8679245114326477,0.6340611577033997,203,,,,,,,
5,,,,,,,203,0.5683846473693848,0.02897607535123825,,,,,
6,0.5,0.6947368383407593,0.6745282411575317,0.7241379022598267,0.849056601524353,0.6826114058494568,237,,,,,,,
6,,,,,,,237,0.5667785406112671,0.04998599365353584,,,,,
7,0.6428571343421936,0.7368420958518982,0.7270889282226562,0.7297297716140747,0.8113208413124084,0.5705820322036743,271,,,,,,,
7,,,,,,,271,0.5433341860771179,0.08905510604381561,,,,,
8,0.5952380895614624,0.75789475440979,0.7410151958465576,0.806451678276062,0.8867924809455872,0.5690842866897583,305,,,,,,,
8,,,,,,,305,0.5579112768173218,0.16109512746334076,,,,,
9,0.6428571343421936,0.75789475440979,0.7459568381309509,0.7714285850524902,0.849056601524353,0.5104921460151672,339,,,,,,,
9,,,,,,,339,0.5077686309814453,0.22135227918624878,,,,,
10,0.6666666865348816,0.7789473533630371,0.7672956585884094,0.800000011920929,0.8679245114326477,0.4469207227230072,373,,,,,,,
10,,,,,,,373,0.5524416565895081,0.3005037009716034,,,,,
11,0.6666666865348816,0.7684210538864136,0.7578616738319397,0.7777778506278992,0.849056601524353,0.4417301118373871,407,,,,,,,
11,,,,,,,407,0.5318204760551453,0.3457615077495575,,,,,
12,0.5952380895614624,0.7684210538864136,0.7504492402076721,0.8333333134651184,0.9056603908538818,0.4797067642211914,441,,,,,,,
12,,,,,,,441,0.5563991069793701,0.3733617961406708,,,,,
13,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,0.48422005772590637,475,,,,,,,
13,,,,,,,475,0.5413106679916382,0.3705541491508484,,,,,
14,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,0.48438161611557007,509,,,,,,,
14,,,,,,,509,0.5375480651855469,0.3800307512283325,,,,,
15,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,0.5513359904289246,543,,,,,,,
15,,,,,,,543,0.5153619647026062,0.4261758327484131,,,,,
16,0.5952380895614624,0.75789475440979,0.7410151958465576,0.806451678276062,0.8867924809455872,0.5204658508300781,577,,,,,,,
16,,,,,,,577,0.5249239802360535,0.47721269726753235,,,,,
17,0.6428571343421936,0.7684210538864136,0.7553907632827759,0.7941176295280457,0.8679245114326477,0.4623289108276367,611,,,,,,,
17,,,,,,,611,0.5248104929924011,0.4757676422595978,,,,,
18,0.6666666865348816,0.75789475440979,0.7484278082847595,0.7567567229270935,0.8301886916160583,0.4541727304458618,645,,,,,,,
18,,,,,,,645,0.5002976655960083,0.48492303490638733,,,,,
19,0.6904761791229248,0.7789473533630371,0.7697663903236389,0.7837837338447571,0.849056601524353,0.4842180609703064,679,,,,,,,
19,,,,,,,679,0.5113126635551453,0.5040726661682129,,,,,
20,0.6190476417541504,0.7473683953285217,0.7340521812438965,0.7647058367729187,0.849056601524353,0.5656103491783142,713,,,,,,,
20,,,,,,,713,0.520301103591919,0.5214396119117737,,,,,
21,0.6666666865348816,0.800000011920929,0.7861635684967041,0.8484848737716675,0.9056603908538818,0.3864161968231201,747,,,,,,,
21,,,,,,,747,0.49817943572998047,0.5272431969642639,,,,,
22,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,0.47165152430534363,781,,,,,,,
22,,,,,,,781,0.49217772483825684,0.5360332727432251,,,,,
23,0.5952380895614624,0.7684210538864136,0.7504492402076721,0.8333333134651184,0.9056603908538818,0.5156497955322266,815,,,,,,,
23,,,,,,,815,0.5058386921882629,0.547387421131134,,,,,
24,0.6428571343421936,0.7684210538864136,0.7553907632827759,0.7941176295280457,0.8679245114326477,0.43547725677490234,849,,,,,,,
24,,,,,,,849,0.5148909091949463,0.5643692016601562,,,,,
25,0.6190476417541504,0.7684210538864136,0.7529200315475464,0.8125,0.8867924809455872,0.48625439405441284,883,,,,,,,
25,,,,,,,883,0.5110111832618713,0.5791958570480347,,,,,
26,0.761904776096344,0.8315789699554443,0.824348509311676,0.8421052694320679,0.8867924809455872,0.4810020327568054,917,,,,,,,
26,,,,,,,917,0.49481749534606934,0.5787408947944641,,,,,
27,0.6904761791229248,0.800000011920929,0.7886343002319336,0.8285714387893677,0.8867924809455872,0.44672736525535583,951,,,,,,,
27,,,,,,,951,0.4851335883140564,0.6093407273292542,,,,,
28,0.738095223903656,0.821052610874176,0.8124438524246216,0.8378377556800842,0.8867924809455872,0.5259386897087097,985,,,,,,,
28,,,,,,,985,0.4928790330886841,0.614871084690094,,,,,
29,0.761904776096344,0.8315789699554443,0.824348509311676,0.8421052694320679,0.8867924809455872,0.4630783200263977,1019,,,,,,,
29,,,,,,,1019,0.4622739553451538,0.6017576456069946,,,,,
30,0.6666666865348816,0.7894737124443054,0.7767295241355896,0.8235294818878174,0.8867924809455872,0.6844351291656494,1053,,,,,,,
30,,,,,,,1053,0.49898484349250793,0.6274520754814148,,,,,
31,0.6428571343421936,0.7684210538864136,0.7553907632827759,0.7941176295280457,0.8679245114326477,0.6222736239433289,1087,,,,,,,
31,,,,,,,1087,0.47258421778678894,0.6422929763793945,,,,,
32,0.6904761791229248,0.7894737124443054,0.7792003154754639,0.8055555820465088,0.8679245114326477,0.5084940791130066,1121,,,,,,,
32,,,,,,,1121,0.4719865322113037,0.6363450884819031,,,,,
33,0.6904761791229248,0.7894737124443054,0.7792003154754639,0.8055555820465088,0.8679245114326477,0.4554556906223297,1155,,,,,,,
33,,,,,,,1155,0.4698079228401184,0.643758237361908,,,,,
34,0.7142857313156128,0.8105263113975525,0.8005390167236328,0.8333333134651184,0.8867924809455872,0.4618426561355591,1189,,,,,,,
34,,,,,,,1189,0.46779513359069824,0.6428493857383728,,,,,
35,0.6904761791229248,0.8315789699554443,0.816936194896698,0.90625,0.9433962106704712,0.45177802443504333,1223,,,,,,,
35,,,,,,,1223,0.4659821391105652,0.6539560556411743,,,,,
36,0.7142857313156128,0.8315789699554443,0.8194069862365723,0.8823529481887817,0.9245282411575317,0.511838972568512,1257,,,,,,,
36,,,,,,,1257,0.47812482714653015,0.6717299222946167,,,,,
37,0.6904761791229248,0.7894737124443054,0.7792003154754639,0.8055555820465088,0.8679245114326477,0.44872570037841797,1291,,,,,,,
37,,,,,,,1291,0.46322473883628845,0.6636591553688049,,,,,
38,0.6904761791229248,0.7894737124443054,0.7792003154754639,0.8055555820465088,0.8679245114326477,0.4852544963359833,1325,,,,,,,
38,,,,,,,1325,0.44480040669441223,0.6686301827430725,,,,,
39,0.7142857313156128,0.8105263113975525,0.8005390167236328,0.8333333134651184,0.8867924809455872,0.5125817656517029,1359,,,,,,,
39,,,,,,,1359,0.46299830079078674,0.6714362502098083,,,,,
40,0.738095223903656,0.8315789699554443,0.8218778371810913,0.8611111044883728,0.9056603908538818,0.4412340521812439,1393,,,,,,,
40,,,,,,,1393,0.4422667920589447,0.6867825388908386,,,,,
41,0.7142857313156128,0.8315789699554443,0.8194069862365723,0.8823529481887817,0.9245282411575317,0.490400105714798,1427,,,,,,,
41,,,,,,,1427,0.45212873816490173,0.6814495921134949,,,,,
42,0.738095223903656,0.8105263113975525,0.8030098080635071,0.8157894611358643,0.8679245114326477,0.48671823740005493,1461,,,,,,,
42,,,,,,,1461,0.4621553421020508,0.6816102266311646,,,,,
43,0.6904761791229248,0.7894737124443054,0.7792003154754639,0.8055555820465088,0.8679245114326477,0.46440115571022034,1495,,,,,,,
43,,,,,,,1495,0.45463308691978455,0.6917434930801392,,,,,
44,0.738095223903656,0.8315789699554443,0.8218778371810913,0.8611111044883728,0.9056603908538818,0.5182543396949768,1529,,,,,,,
44,,,,,,,1529,0.44148924946784973,0.7155482172966003,,,,,
45,0.7142857313156128,0.821052610874176,0.8099730610847473,0.8571428656578064,0.9056603908538818,0.6198777556419373,1563,,,,,,,
45,,,,,,,1563,0.4556002914905548,0.7095865607261658,,,,,
46,0.6904761791229248,0.8315789699554443,0.816936194896698,0.90625,0.9433962106704712,0.39471617341041565,1597,,,,,,,
46,,,,,,,1597,0.46490147709846497,0.6960762739181519,,,,,
47,0.6666666865348816,0.8105263113975525,0.795597493648529,0.875,0.9245282411575317,0.4266728162765503,1631,,,,,,,
47,,,,,,,1631,0.42899090051651,0.6847086548805237,,,,,
48,0.761904776096344,0.8421052694320679,0.8337825536727905,0.8648648858070374,0.9056603908538818,0.48812517523765564,1665,,,,,,,
48,,,,,,,1665,0.4299769401550293,0.7097545266151428,,,,,
49,0.6428571343421936,0.800000011920929,0.7836927175521851,0.8709677457809448,0.9245282411575317,0.4543449878692627,1699,,,,,,,
49,,,,,,,1699,0.4353732764720917,0.7174570560455322,,,,,
50,0.6904761791229248,0.821052610874176,0.8075022101402283,0.8787878751754761,0.9245282411575317,0.3772341310977936,1733,,,,,,,
50,,,,,,,1733,0.4526093006134033,0.7138202786445618,,,,,
51,0.6904761791229248,0.8315789699554443,0.816936194896698,0.90625,0.9433962106704712,0.47610002756118774,1767,,,,,,,
51,,,,,,,1767,0.44192835688591003,0.7088235020637512,,,,,
52,0.761904776096344,0.8526315689086914,0.8432164788246155,0.8888888955116272,0.9245282411575317,0.4626302719116211,1801,,,,,,,
52,,,,,,,1801,0.41747915744781494,0.7163950800895691,,,,,
53,0.738095223903656,0.8421052694320679,0.831311821937561,0.8857142925262451,0.9245282411575317,0.4858633875846863,1835,,,,,,,
53,,,,,,,1835,0.42313528060913086,0.7375990748405457,,,,,
54,0.738095223903656,0.821052610874176,0.8124438524246216,0.8378377556800842,0.8867924809455872,0.4622442424297333,1869,,,,,,,
54,,,,,,,1869,0.44755789637565613,0.7230007648468018,,,,,
55,0.738095223903656,0.8421052694320679,0.831311821937561,0.8857142925262451,0.9245282411575317,0.45472702383995056,1903,,,,,,,
55,,,,,,,1903,0.41710364818573,0.745182991027832,,,,,
56,0.7142857313156128,0.8315789699554443,0.8194069862365723,0.8823529481887817,0.9245282411575317,0.46253952383995056,1937,,,,,,,
56,,,,,,,1937,0.4224875569343567,0.7486171722412109,,,,,
57,0.7857142686843872,0.8421052694320679,0.83625328540802,0.8461537957191467,0.8867924809455872,0.4081941843032837,1971,,,,,,,
57,,,,,,,1971,0.42945221066474915,0.7612103819847107,,,,,
58,0.761904776096344,0.8421052694320679,0.8337825536727905,0.8648648858070374,0.9056603908538818,0.4858606159687042,2005,,,,,,,
58,,,,,,,2005,0.4230005443096161,0.7461308240890503,,,,,
59,0.761904776096344,0.821052610874176,0.8149146437644958,0.8205127716064453,0.8679245114326477,0.4903780221939087,2039,,,,,,,
59,,,,,,,2039,0.4289538264274597,0.7511314153671265,,,,,
60,0.738095223903656,0.8526315689086914,0.8407456874847412,0.9117646813392639,0.9433962106704712,0.4717378616333008,2073,,,,,,,
60,,,,,,,2073,0.4069089889526367,0.7429036498069763,,,,,
61,0.6904761791229248,0.8421052694320679,0.8263701796531677,0.9354839324951172,0.9622642397880554,0.4746042490005493,2107,,,,,,,
61,,,,,,,2107,0.41923245787620544,0.7633853554725647,,,,,
62,0.761904776096344,0.8631578683853149,0.8526504635810852,0.9142856597900391,0.9433962106704712,0.42914995551109314,2141,,,,,,,
62,,,,,,,2141,0.4150242805480957,0.7517337799072266,,,,,
63,0.6904761791229248,0.8315789699554443,0.816936194896698,0.90625,0.9433962106704712,0.5344623327255249,2175,,,,,,,
63,,,,,,,2175,0.3988896310329437,0.7489893436431885,,,,,
64,0.7142857313156128,0.8526315689086914,0.8382750153541565,0.9375,0.9622642397880554,0.42279303073883057,2209,,,,,,,
64,,,,,,,2209,0.4147612452507019,0.7564303278923035,,,,,
65,0.6904761791229248,0.8315789699554443,0.816936194896698,0.90625,0.9433962106704712,0.4750624895095825,2243,,,,,,,
65,,,,,,,2243,0.4065941572189331,0.7464690804481506,,,,,
66,0.7142857313156128,0.8526315689086914,0.8382750153541565,0.9375,0.9622642397880554,0.6315814256668091,2277,,,,,,,
66,,,,,,,2277,0.3940528929233551,0.7657968997955322,,,,,
67,0.738095223903656,0.8421052694320679,0.831311821937561,0.8857142925262451,0.9245282411575317,0.548326313495636,2311,,,,,,,
67,,,,,,,2311,0.40628305077552795,0.7649031281471252,,,,,
68,0.761904776096344,0.8526315689086914,0.8432164788246155,0.8888888955116272,0.9245282411575317,0.4367668032646179,2345,,,,,,,
68,,,,,,,2345,0.4026639759540558,0.7635480761528015,,,,,
69,0.738095223903656,0.821052610874176,0.8124438524246216,0.8378377556800842,0.8867924809455872,0.5177841186523438,2379,,,,,,,
69,,,,,,,2379,0.3981921672821045,0.7606850266456604,,,,,
70,0.7142857313156128,0.821052610874176,0.8099730610847473,0.8571428656578064,0.9056603908538818,0.4322337806224823,2413,,,,,,,
70,,,,,,,2413,0.39297547936439514,0.7769163250923157,,,,,
71,0.738095223903656,0.821052610874176,0.8124438524246216,0.8378377556800842,0.8867924809455872,0.49420008063316345,2447,,,,,,,
71,,,,,,,2447,0.3931441605091095,0.7711743712425232,,,,,
