val_loss,val_sensitivity,epoch,step,val_auroc,val_precision,val_specificity,val_accuracy,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_auroc,test_precision,test_accuracy
0.6195036172866821,0.0,0,26,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,0,26,,,,,0.628131091594696,0.0,,,,,
0.7394787669181824,0.02380952425301075,1,53,0.511904776096344,1.0,1.0,0.5684210658073425,,,,,,,
,,1,53,,,,,0.6218510270118713,0.0,,,,,
0.7124425172805786,0.095238097012043,2,80,0.5476190447807312,1.0,1.0,0.6000000238418579,,,,,,,
,,2,80,,,,,0.6235003471374512,0.0,,,,,
0.667383074760437,0.02380952425301075,3,107,0.5024707913398743,0.5,0.9811320900917053,0.557894766330719,,,,,,,
,,3,107,,,,,0.6208789348602295,0.0,,,,,
0.7979584336280823,0.0,4,134,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,4,134,,,,,0.621719479560852,0.0,,,,,
0.8208940029144287,0.0,5,161,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,5,161,,,,,0.6193574070930481,0.0,,,,,
0.9470568895339966,0.0,6,188,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,6,188,,,,,0.6183018684387207,0.0,,,,,
0.6778413653373718,0.0,7,215,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,7,215,,,,,0.619983434677124,0.0,,,,,
0.778822660446167,0.0,8,242,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,8,242,,,,,0.6210516095161438,0.0,,,,,
0.7247723340988159,0.0,9,269,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,9,269,,,,,0.6199128031730652,0.0,,,,,
0.7264320850372314,0.0,10,296,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,10,296,,,,,0.6186215877532959,0.0,,,,,
1.0888084173202515,0.0,11,323,0.49056604504585266,0.0,0.9811320900917053,0.5473684072494507,,,,,,,
,,11,323,,,,,0.6119992733001709,0.0,,,,,
0.8750624656677246,0.0,12,350,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,12,350,,,,,0.6151251792907715,0.0,,,,,
0.9015694260597229,0.0,13,377,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,13,377,,,,,0.6194577217102051,0.0,,,,,
0.8841993808746338,0.0,14,404,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,14,404,,,,,0.6199386715888977,0.0,,,,,
0.7932875156402588,0.0,15,431,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,15,431,,,,,0.6129242777824402,0.0,,,,,
0.6517991423606873,0.0,16,458,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,16,458,,,,,0.6105931401252747,0.0,,,,,
0.6666604280471802,0.0,17,485,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,17,485,,,,,0.6092398166656494,0.0,,,,,
0.7296614050865173,0.095238097012043,18,512,0.5287511348724365,0.6666666865348816,0.9622642397880554,0.5789473652839661,,,,,,,
,,18,512,,,,,0.6050454378128052,0.0,,,,,
1.234093427658081,0.2380952388048172,19,539,0.6001797318458557,0.8333333134651184,0.9622642397880554,0.6421052813529968,,,,,,,
,,19,539,,,,,0.595862090587616,0.0,,,,,
0.6661208271980286,0.3333333432674408,20,566,0.6477987766265869,0.875,0.9622642397880554,0.6842105388641357,,,,,,,
,,20,566,,,,,0.5948843955993652,0.0,,,,,
0.600339412689209,0.380952388048172,21,593,0.6621742844581604,0.8421052694320679,0.9433962106704712,0.6947368383407593,,,,,,,
,,21,593,,,,,0.5850872993469238,0.0,,,,,
1.6223758459091187,0.5,22,620,0.6933962106704712,0.7777778506278992,0.8867924809455872,0.7157894968986511,,,,,,,
,,22,620,,,,,0.573819637298584,0.0,,,,,
