val_specificity,val_loss,val_accuracy,epoch,val_sensitivity,val_precision,val_auroc,step,unlabeled_data_utilization,train_loss,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
1.0,0.6190869808197021,0.557894766330719,0,0.0,0.0,0.5,26,,,,,,,
,,,0,,,,26,0.0,0.6350509524345398,,,,,
0.9056603908538818,2.408003807067871,0.5368421077728271,1,0.0714285746216774,0.375,0.4885444641113281,53,,,,,,,
,,,1,,,,53,0.0,0.6181709170341492,,,,,
0.8867924809455872,3.302424907684326,0.621052622795105,2,0.2857142984867096,0.6666666865348816,0.5862533450126648,80,,,,,,,
,,,2,,,,80,0.0,0.6015426516532898,,,,,
0.8679245114326477,1.1987066268920898,0.7052631378173828,3,0.5,0.75,0.6839622855186462,107,,,,,,,
,,,3,,,,107,0.0,0.5753281116485596,,,,,
0.8679245114326477,4.655282020568848,0.7157894968986511,4,0.523809552192688,0.7586206793785095,0.6958670616149902,134,,,,,,,
,,,4,,,,134,0.0,0.5609501004219055,,,,,
0.8679245114326477,0.8963110446929932,0.7473683953285217,5,0.5952380895614624,0.78125,0.7315813302993774,161,,,,,,,
,,,5,,,,161,0.0,0.5303143262863159,,,,,
0.8679245114326477,1.4576694965362549,0.7789473533630371,6,0.6666666865348816,0.800000011920929,0.7672956585884094,188,,,,,,,
,,,6,,,,188,0.0,0.5071185827255249,,,,,
0.8679245114326477,1.2432924509048462,0.75789475440979,7,0.6190476417541504,0.7878788113594055,0.7434860467910767,215,,,,,,,
,,,7,,,,215,0.0,0.532358705997467,,,,,
0.8679245114326477,1.514525294303894,0.800000011920929,8,0.7142857313156128,0.8108107447624207,0.7911050915718079,242,,,,,,,
,,,8,,,,242,0.0,0.5263160467147827,,,,,
0.849056601524353,0.7734349370002747,0.7894737124443054,9,0.7142857313156128,0.7894737124443054,0.7816711664199829,269,,,,,,,
,,,9,,,,269,0.0,0.5123617649078369,,,,,
0.8679245114326477,0.724143922328949,0.7684210538864136,10,0.6428571343421936,0.7941176295280457,0.7553907632827759,296,,,,,,,
,,,10,,,,296,0.0,0.5079098343849182,,,,,
0.849056601524353,1.464722990989685,0.7473683953285217,11,0.6190476417541504,0.7647058367729187,0.7340521812438965,323,,,,,,,
,,,11,,,,323,0.0,0.5074844360351562,,,,,
0.849056601524353,1.1269497871398926,0.7894737124443054,12,0.7142857313156128,0.7894737124443054,0.7816711664199829,350,,,,,,,
,,,12,,,,350,0.0,0.46794429421424866,,,,,
0.9056603908538818,0.8359274864196777,0.7684210538864136,13,0.5952380895614624,0.8333333134651184,0.7504492402076721,377,,,,,,,
,,,13,,,,377,0.0,0.48182952404022217,,,,,
0.8867924809455872,1.2481746673583984,0.7789473533630371,14,0.6428571343421936,0.8181818127632141,0.7648246884346008,404,,,,,,,
,,,14,,,,404,0.0,0.4686899781227112,,,,,
0.9056603908538818,1.0707159042358398,0.800000011920929,15,0.6666666865348816,0.8484848737716675,0.7861635684967041,431,,,,,,,
,,,15,,,,431,0.0,0.4717600345611572,,,,,
0.9056603908538818,0.6718289852142334,0.7894737124443054,16,0.6428571343421936,0.84375,0.7742587327957153,458,,,,,,,
,,,16,,,,458,0.0,0.46925657987594604,,,,,
0.9245282411575317,1.5654270648956299,0.7894737124443054,17,0.6190476417541504,0.8666666746139526,0.7717880010604858,485,,,,,,,
,,,17,,,,485,0.0,0.46785175800323486,,,,,
0.9622642397880554,0.5614723563194275,0.8105263113975525,18,0.6190476417541504,0.9285714626312256,0.7906559109687805,512,,,,,,,
,,,18,,,,512,0.0,0.4573492705821991,,,,,
0.9433962106704712,0.9053360223770142,0.7789473533630371,19,0.5714285969734192,0.8888888955116272,0.7574123740196228,539,,,,,,,
,,,19,,,,539,0.0,0.45477601885795593,,,,,
0.9622642397880554,1.9433830976486206,0.8105263113975525,20,0.6190476417541504,0.9285714626312256,0.7906559109687805,566,,,,,,,
,,,20,,,,566,0.0,0.451704204082489,,,,,
0.9433962106704712,0.7570076584815979,0.7894737124443054,21,0.5952380895614624,0.8928571343421936,0.7693171501159668,593,,,,,,,
,,,21,,,,593,0.0,0.45411190390586853,,,,,
0.9245282411575317,0.6025516986846924,0.7789473533630371,22,0.5952380895614624,0.8620689511299133,0.7598832249641418,620,,,,,,,
,,,22,,,,620,0.0,0.45509979128837585,,,,,
0.9433962106704712,0.5912246704101562,0.7894737124443054,23,0.5952380895614624,0.8928571343421936,0.7693171501159668,647,,,,,,,
,,,23,,,,647,0.0,0.444475919008255,,,,,
0.9056603908538818,0.6347646713256836,0.800000011920929,24,0.6666666865348816,0.8484848737716675,0.7861635684967041,674,,,,,,,
,,,24,,,,674,0.0,0.42964670062065125,,,,,
0.9433962106704712,0.6151366829872131,0.8105263113975525,25,0.6428571343421936,0.8999999761581421,0.79312664270401,701,,,,,,,
,,,25,,,,701,0.0,0.434848427772522,,,,,
0.9622642397880554,0.48760920763015747,0.8105263113975525,26,0.6190476417541504,0.9285714626312256,0.7906559109687805,728,,,,,,,
,,,26,,,,728,0.0,0.4425978660583496,,,,,
0.9433962106704712,0.7014239430427551,0.7894737124443054,27,0.5952380895614624,0.8928571343421936,0.7693171501159668,755,,,,,,,
,,,27,,,,755,0.0,0.4315212368965149,,,,,
0.9245282411575317,0.6764068007469177,0.7789473533630371,28,0.5952380895614624,0.8620689511299133,0.7598832249641418,782,,,,,,,
,,,28,,,,782,0.0,0.42764928936958313,,,,,
0.8301886916160583,0.5202811360359192,0.7789473533630371,29,0.7142857313156128,0.7692307829856873,0.7722371816635132,809,,,,,,,
,,,29,,,,809,0.0,0.43483349680900574,,,,,
0.8301886916160583,0.4822726547718048,0.75789475440979,30,0.6666666865348816,0.7567567229270935,0.7484278082847595,836,,,,,,,
,,,30,,,,836,0.0,0.4376889765262604,,,,,
0.9433962106704712,0.5981046557426453,0.8105263113975525,31,0.6428571343421936,0.8999999761581421,0.79312664270401,863,,,,,,,
,,,31,,,,863,0.0,0.4200326204299927,,,,,
0.9245282411575317,0.7460898756980896,0.800000011920929,32,0.6428571343421936,0.8709677457809448,0.7836927175521851,890,,,,,,,
,,,32,,,,890,0.0,0.40648216009140015,,,,,
0.9245282411575317,0.5822998881340027,0.821052610874176,33,0.6904761791229248,0.8787878751754761,0.8075022101402283,917,,,,,,,
,,,33,,,,917,0.0,0.4134535491466522,,,,,
0.8867924809455872,0.9989215135574341,0.7789473533630371,34,0.6428571343421936,0.8181818127632141,0.7648246884346008,944,,,,,,,
,,,34,,,,944,0.0,0.4128599762916565,,,,,
0.8679245114326477,0.9167834520339966,0.7789473533630371,35,0.6666666865348816,0.800000011920929,0.7672956585884094,971,,,,,,,
,,,35,,,,971,0.0,0.4233609437942505,,,,,
0.9433962106704712,0.4465797543525696,0.8105263113975525,36,0.6428571343421936,0.8999999761581421,0.79312664270401,998,,,,,,,
,,,36,,,,998,0.0,0.40791454911231995,,,,,
0.9245282411575317,1.0153722763061523,0.8105263113975525,37,0.6666666865348816,0.875,0.795597493648529,1025,,,,,,,
,,,37,,,,1025,0.0,0.4131217300891876,,,,,
0.9056603908538818,0.4376012980937958,0.7894737124443054,38,0.6428571343421936,0.84375,0.7742587327957153,1052,,,,,,,
,,,38,,,,1052,0.0,0.40598243474960327,,,,,
0.9433962106704712,1.2757997512817383,0.8105263113975525,39,0.6428571343421936,0.8999999761581421,0.79312664270401,1079,,,,,,,
,,,39,,,,1079,0.0,0.40749141573905945,,,,,
0.9245282411575317,1.3124384880065918,0.7894737124443054,40,0.6190476417541504,0.8666666746139526,0.7717880010604858,1106,,,,,,,
,,,40,,,,1106,0.0,0.4247027337551117,,,,,
0.8867924809455872,0.6901916265487671,0.8105263113975525,41,0.7142857313156128,0.8333333134651184,0.8005390167236328,1133,,,,,,,
,,,41,,,,1133,0.0,0.3986104428768158,,,,,
0.9433962106704712,0.46398109197616577,0.821052610874176,42,0.6666666865348816,0.9032257795333862,0.8050314784049988,1160,,,,,,,
,,,42,,,,1160,0.0,0.3984706699848175,,,,,
0.9433962106704712,0.8187079429626465,0.8315789699554443,43,0.6904761791229248,0.90625,0.816936194896698,1187,,,,,,,
,,,43,,,,1187,0.0,0.38918957114219666,,,,,
0.9433962106704712,0.6136786341667175,0.800000011920929,44,0.6190476417541504,0.8965517282485962,0.781221866607666,1214,,,,,,,
,,,44,,,,1214,0.0,0.4124135673046112,,,,,
0.9056603908538818,0.5823014378547668,0.800000011920929,45,0.6666666865348816,0.8484848737716675,0.7861635684967041,1241,,,,,,,
,,,45,,,,1241,0.0,0.37905940413475037,,,,,
0.8867924809455872,0.5662440657615662,0.7789473533630371,46,0.6428571343421936,0.8181818127632141,0.7648246884346008,1268,,,,,,,
