val_specificity,val_auroc,val_accuracy,step,val_precision,val_sensitivity,epoch,val_loss,unlabeled_data_utilization,train_loss,test_precision,test_auroc,test_sensitivity,test_specificity,test_accuracy
1.0,0.5,0.557894766330719,26,0.0,0.0,0,0.6169827580451965,,,,,,,
,,,26,,,0,,0.0028058195021003485,0.6349416375160217,,,,,
0.9433962106704712,0.4836028516292572,0.5368421077728271,53,0.25,0.02380952425301075,1,1.3832447528839111,,,,,,,
,,,53,,,1,,0.0035887793637812138,0.6353036761283875,,,,,
0.9811320900917053,0.5262802839279175,0.5789473652839661,80,0.75,0.0714285746216774,2,1.4218618869781494,,,,,,,
,,,80,,,2,,0.004232258535921574,0.629448652267456,,,,,
1.0,0.5833333134651184,0.6315789222717285,107,1.0,0.1666666716337204,3,0.6816424131393433,,,,,,,
,,,107,,,3,,0.0015076753916218877,0.6215435266494751,,,,,
0.9245282411575317,0.5932165384292603,0.6315789222717285,134,0.73333340883255,0.261904776096344,4,1.1835671663284302,,,,,,,
,,,134,,,4,,0.002755747875198722,0.599087655544281,,,,,
0.9433962106704712,0.6383647918701172,0.6736842393875122,161,0.8235294818878174,0.3333333432674408,5,0.5846804976463318,,,,,,,
,,,161,,,5,,0.0035706318449229,0.5826718211174011,,,,,
0.9056603908538818,0.6671159267425537,0.6947368383407593,188,0.782608687877655,0.4285714328289032,6,0.6087782979011536,,,,,,,
,,,188,,,6,,0.006433436181396246,0.5678021311759949,,,,,
1.0,0.726190447807312,0.75789475440979,215,1.0,0.4523809850215912,7,1.1294671297073364,,,,,,,
,,,215,,,7,,0.01383911445736885,0.548386812210083,,,,,
0.9245282411575317,0.6646451354026794,0.6947368383407593,242,0.8095238208770752,0.4047619104385376,8,0.7270492315292358,,,,,,,
,,,242,,,8,,0.02396385744214058,0.546454131603241,,,,,
0.9622642397880554,0.7192272543907166,0.7473683953285217,269,0.9090909361839294,0.4761904776096344,9,0.7897494435310364,,,,,,,
,,,269,,,9,,0.023467587307095528,0.513663649559021,,,,,
0.9433962106704712,0.7097933292388916,0.7368420958518982,296,0.8695652484893799,0.4761904776096344,10,1.0953744649887085,,,,,,,
,,,296,,,10,,0.03102783113718033,0.5145085453987122,,,,,
1.0,0.7142857313156128,0.7473683953285217,323,1.0,0.4285714328289032,11,0.4626537263393402,,,,,,,
,,,323,,,11,,0.04247438535094261,0.5208564400672913,,,,,
0.9622642397880554,0.6835130453109741,0.7157894968986511,350,0.8947368264198303,0.4047619104385376,12,0.7742531299591064,,,,,,,
,,,350,,,12,,0.043836385011672974,0.5127049684524536,,,,,
0.9622642397880554,0.6954177618026733,0.7263157963752747,377,0.8999999761581421,0.4285714328289032,13,1.0370126962661743,,,,,,,
,,,377,,,13,,0.04911429435014725,0.5106396675109863,,,,,
1.0,0.7142857313156128,0.7473683953285217,404,1.0,0.4285714328289032,14,0.638296902179718,,,,,,,
,,,404,,,14,,0.045577045530080795,0.5096443891525269,,,,,
0.9433962106704712,0.7097933292388916,0.7368420958518982,431,0.8695652484893799,0.4761904776096344,15,1.7105987071990967,,,,,,,
,,,431,,,15,,0.04978742077946663,0.4787570536136627,,,,,
0.9433962106704712,0.6740791201591492,0.7052631378173828,458,0.8500000238418579,0.4047619104385376,16,0.8956843614578247,,,,,,,
,,,458,,,16,,0.05979505926370621,0.4894753694534302,,,,,
0.9433962106704712,0.6978886127471924,0.7263157963752747,485,0.8636363744735718,0.4523809850215912,17,0.5939566493034363,,,,,,,
,,,485,,,17,,0.09828644245862961,0.48320630192756653,,,,,
0.9245282411575317,0.6884546279907227,0.7157894968986511,512,0.8260868787765503,0.4523809850215912,18,0.5705043077468872,,,,,,,
,,,512,,,18,,0.1035166084766388,0.48104241490364075,,,,,
0.9245282411575317,0.7003592848777771,0.7263157963752747,539,0.8333333134651184,0.4761904776096344,19,1.0433117151260376,,,,,,,
,,,539,,,19,,0.1135200560092926,0.4702470600605011,,,,,
