val_specificity,val_sensitivity,epoch,val_loss,val_auroc,val_precision,step,val_accuracy,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_accuracy,test_precision,test_sensitivity
1.0,0.0,0,0.8627973794937134,0.5,0.0,26,0.557894766330719,,,,,,,
,,0,,,,26,,0.8823127150535583,0.0,,,,,
0.9056603908538818,0.1428571492433548,1,1.720503330230713,0.5242587924003601,0.5454545617103577,53,0.5684210658073425,,,,,,,
,,1,,,,53,,0.8487594723701477,0.0,,,,,
0.9433962106704712,0.3333333432674408,2,2.352959156036377,0.6383647918701172,0.8235294818878174,80,0.6736842393875122,,,,,,,
,,2,,,,80,,0.7974965572357178,0.0,,,,,
0.8301886916160583,0.4761904776096344,3,2.1770317554473877,0.6531895399093628,0.6896551847457886,107,0.6736842393875122,,,,,,,
,,3,,,,107,,0.7596740126609802,0.0,,,,,
0.849056601524353,0.4523809850215912,4,1.091604232788086,0.6507187485694885,0.7037037014961243,134,0.6736842393875122,,,,,,,
,,4,,,,134,,0.7443567514419556,0.0,,,,,
0.9433962106704712,0.5714285969734192,5,1.0931825637817383,0.7574123740196228,0.8888888955116272,161,0.7789473533630371,,,,,,,
,,5,,,,161,,0.7114322185516357,0.0,,,,,
0.9245282411575317,0.5952380895614624,6,1.031461477279663,0.7598832249641418,0.8620689511299133,188,0.7789473533630371,,,,,,,
,,6,,,,188,,0.677329957485199,0.0,,,,,
0.9622642397880554,0.4761904776096344,7,0.8436536192893982,0.7192272543907166,0.9090909361839294,215,0.7473683953285217,,,,,,,
,,7,,,,215,,0.6842661499977112,0.0,,,,,
0.8867924809455872,0.523809552192688,8,0.8189732432365417,0.7053009867668152,0.7857142686843872,242,0.7263157963752747,,,,,,,
,,8,,,,242,,0.6771500706672668,0.0,,,,,
0.9056603908538818,0.523809552192688,9,0.7578794956207275,0.7147350311279297,0.8148148655891418,269,0.7368420958518982,,,,,,,
,,9,,,,269,,0.6593625545501709,0.0,,,,,
0.9433962106704712,0.5,10,0.769543468952179,0.7216981053352356,0.875,296,0.7473683953285217,,,,,,,
,,10,,,,296,,0.6646060943603516,0.0,,,,,
0.9056603908538818,0.6666666865348816,11,0.8971483111381531,0.7861635684967041,0.8484848737716675,323,0.800000011920929,,,,,,,
,,11,,,,323,,0.6636903285980225,0.0,,,,,
