val_specificity,val_loss,val_precision,val_sensitivity,step,val_accuracy,val_auroc,epoch,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_precision,test_accuracy
1.0,0.7419741153717041,0.0,0.0,26,0.557894766330719,0.5,0,,,,,,,
,,,,26,,,0,0.7636216878890991,0.0,,,,,
0.9245282411575317,1.5005156993865967,0.4285714328289032,0.0714285746216774,53,0.5473684072494507,0.49797841906547546,1,,,,,,,
,,,,53,,,1,0.741914689540863,0.0,,,,,
0.9433962106704712,1.1677236557006836,0.6666666865348816,0.1428571492433548,80,0.5894736647605896,0.5431267023086548,2,,,,,,,
,,,,80,,,2,0.7350080609321594,0.0,,,,,
0.9433962106704712,2.5348479747772217,0.75,0.2142857164144516,107,0.621052622795105,0.578840970993042,3,,,,,,,
,,,,107,,,3,0.7250626087188721,0.0,,,,,
0.9622642397880554,1.1180131435394287,0.75,0.1428571492433548,134,0.6000000238418579,0.5525606870651245,4,,,,,,,
,,,,134,,,4,0.6909565329551697,0.0,,,,,
0.9622642397880554,0.8617165684700012,0.8888888955116272,0.380952388048172,161,0.7052631378173828,0.6716082692146301,5,,,,,,,
,,,,161,,,5,0.6724919080734253,0.0,,,,,
0.9622642397880554,0.9907795190811157,0.8666666746139526,0.3095238208770752,188,0.6736842393875122,0.6358940005302429,6,,,,,,,
,,,,188,,,6,0.6392520070075989,0.0,,,,,
0.9056603908538818,1.3767205476760864,0.8148148655891418,0.523809552192688,215,0.7368420958518982,0.7147350311279297,7,,,,,,,
,,,,215,,,7,0.5978835821151733,0.0,,,,,
0.8679245114326477,0.7710862755775452,0.774193525314331,0.5714285969734192,242,0.7368420958518982,0.7196765542030334,8,,,,,,,
,,,,242,,,8,0.5980477333068848,0.0,,,,,
0.9245282411575317,0.8664335012435913,0.8461537957191467,0.523809552192688,269,0.7473683953285217,0.7241688966751099,9,,,,,,,
,,,,269,,,9,0.5888407826423645,0.0,,,,,
0.9433962106704712,0.707253634929657,0.8695652484893799,0.4761904776096344,296,0.7368420958518982,0.7097933292388916,10,,,,,,,
,,,,296,,,10,0.5805869102478027,0.0,,,,,
0.9433962106704712,1.2147643566131592,0.8799999952316284,0.523809552192688,323,0.75789475440979,0.7336028814315796,11,,,,,,,
,,,,323,,,11,0.5751180052757263,0.0,,,,,
0.8679245114326477,0.5736557245254517,0.7586206793785095,0.523809552192688,350,0.7157894968986511,0.6958670616149902,12,,,,,,,
,,,,350,,,12,0.5727133750915527,0.0,,,,,
0.8867924809455872,0.7077807188034058,0.7777778506278992,0.5,377,0.7157894968986511,0.6933962106704712,13,,,,,,,
,,,,377,,,13,0.5766802430152893,0.0,,,,,
0.9433962106704712,1.4681410789489746,0.875,0.5,404,0.7473683953285217,0.7216981053352356,14,,,,,,,
,,,,404,,,14,0.5543672442436218,0.0,,,,,
0.9245282411575317,1.3269767761230469,0.8399999737739563,0.5,431,0.7368420958518982,0.7122641205787659,15,,,,,,,
,,,,431,,,15,0.5668914914131165,0.0,,,,,
0.9622642397880554,0.9732966423034668,0.9230769276618958,0.5714285969734192,458,0.7894737124443054,0.7668463587760925,16,,,,,,,
,,,,458,,,16,0.5653443932533264,0.0,,,,,
0.9245282411575317,1.130208969116211,0.8461537957191467,0.523809552192688,485,0.7473683953285217,0.7241688966751099,17,,,,,,,
,,,,485,,,17,0.5460337996482849,0.0,,,,,
0.9245282411575317,1.1281813383102417,0.8571428656578064,0.5714285969734192,512,0.7684210538864136,0.7479784488677979,18,,,,,,,
,,,,512,,,18,0.5415448546409607,0.0,,,,,
0.9245282411575317,1.0135672092437744,0.8620689511299133,0.5952380895614624,539,0.7789473533630371,0.7598832249641418,19,,,,,,,
,,,,539,,,19,0.5370653867721558,0.0,,,,,
0.9245282411575317,1.04093599319458,0.8666666746139526,0.6190476417541504,566,0.7894737124443054,0.7717880010604858,20,,,,,,,
,,,,566,,,20,0.5432228446006775,0.0,,,,,
0.9433962106704712,0.737059473991394,0.875,0.5,593,0.7473683953285217,0.7216981053352356,21,,,,,,,
,,,,593,,,21,0.5489025115966797,0.0,,,,,
0.9056603908538818,0.5125729441642761,0.8333333134651184,0.5952380895614624,620,0.7684210538864136,0.7504492402076721,22,,,,,,,
,,,,620,,,22,0.517601728439331,0.0,,,,,
0.9433962106704712,0.9626393914222717,0.8888888955116272,0.5714285969734192,647,0.7789473533630371,0.7574123740196228,23,,,,,,,
,,,,647,,,23,0.5286208391189575,0.0,,,,,
0.9433962106704712,0.6291613578796387,0.8799999952316284,0.523809552192688,674,0.75789475440979,0.7336028814315796,24,,,,,,,
,,,,674,,,24,0.5001866817474365,0.0,,,,,
