val_accuracy,epoch,val_auroc,val_sensitivity,step,val_loss,val_precision,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_sensitivity,test_accuracy,test_auroc
0.7368420958518982,0,0.7493261098861694,0.8571428656578064,26,0.5029731392860413,0.6545454263687134,0.6415094137191772,,,,,,,
,0,,,26,,,,0.0009250439470633864,0.5470976829528809,,,,,
0.7789473533630371,1,0.7747079730033875,0.738095223903656,53,0.4774431586265564,0.7560975551605225,0.8113208413124084,,,,,,,
,1,,,53,,,,0.37212273478507996,0.5963553786277771,,,,,
0.7684210538864136,2,0.7578616738319397,0.6666666865348816,80,0.43344587087631226,0.7777778506278992,0.849056601524353,,,,,,,
,2,,,80,,,,0.3784565031528473,0.573553204536438,,,,,
0.7789473533630371,3,0.7747079730033875,0.738095223903656,107,0.5015434622764587,0.7560975551605225,0.8113208413124084,,,,,,,
,3,,,107,,,,0.38195547461509705,0.5816324949264526,,,,,
0.7894737124443054,4,0.7841419577598572,0.738095223903656,134,0.4599008560180664,0.7749999761581421,0.8301886916160583,,,,,,,
,4,,,134,,,,0.3835521340370178,0.5706305503845215,,,,,
0.7789473533630371,5,0.7697663903236389,0.6904761791229248,161,0.45765626430511475,0.7837837338447571,0.849056601524353,,,,,,,
,5,,,161,,,,0.3569757640361786,0.5668129324913025,,,,,
0.7789473533630371,6,0.7722371816635132,0.7142857313156128,188,0.4792139232158661,0.7692307829856873,0.8301886916160583,,,,,,,
,6,,,188,,,,0.35669854283332825,0.5489317178726196,,,,,
0.75789475440979,7,0.7459568381309509,0.6428571343421936,215,0.44549402594566345,0.7714285850524902,0.849056601524353,,,,,,,
,7,,,215,,,,0.3774127662181854,0.5580160021781921,,,,,
0.7894737124443054,8,0.7890835404396057,0.7857142686843872,242,0.42680102586746216,0.75,0.792452871799469,,,,,,,
,8,,,242,,,,0.3830197751522064,0.551563560962677,,,,,
0.7684210538864136,9,0.770215630531311,0.7857142686843872,269,0.46230658888816833,0.717391312122345,0.7547169923782349,,,,,,,
,9,,,269,,,,0.3624511957168579,0.5438982248306274,,,,,
0.7894737124443054,10,0.7866127490997314,0.761904776096344,296,0.42886459827423096,0.761904776096344,0.8113208413124084,,,,,,,
,10,,,296,,,,0.3537578284740448,0.5283302664756775,,,,,
0.7789473533630371,11,0.7747079730033875,0.738095223903656,323,0.42476731538772583,0.7560975551605225,0.8113208413124084,,,,,,,
,11,,,323,,,,0.3620776832103729,0.5369800329208374,,,,,
0.7473683953285217,12,0.7513477802276611,0.7857142686843872,350,0.4224231243133545,0.6875,0.7169811129570007,,,,,,,
,12,,,350,,,,0.3570341467857361,0.5379862189292908,,,,,
0.7789473533630371,13,0.7697663903236389,0.6904761791229248,377,0.4291120171546936,0.7837837338447571,0.849056601524353,,,,,,,
,13,,,377,,,,0.39146023988723755,0.5489379167556763,,,,,
0.800000011920929,14,0.796046793460846,0.761904776096344,404,0.4254443645477295,0.7804877758026123,0.8301886916160583,,,,,,,
,14,,,404,,,,0.3765474855899811,0.5303666591644287,,,,,
0.75789475440979,15,0.7583107948303223,0.761904776096344,431,0.4612269401550293,0.7111111283302307,0.7547169923782349,,,,,,,
,15,,,431,,,,0.3788898289203644,0.5348402261734009,,,,,
0.7789473533630371,16,0.7771788239479065,0.761904776096344,458,0.4600581228733063,0.7441861033439636,0.792452871799469,,,,,,,
,16,,,458,,,,0.3282652199268341,0.5110799670219421,,,,,
0.7684210538864136,17,0.7628032565116882,0.7142857313156128,485,0.44087541103363037,0.75,0.8113208413124084,,,,,,,
,17,,,485,,,,0.35989415645599365,0.531036913394928,,,,,
0.7789473533630371,18,0.7796496152877808,0.7857142686843872,512,0.4432482123374939,0.73333340883255,0.7735848426818848,,,,,,,
,18,,,512,,,,0.3537850081920624,0.5070867538452148,,,,,
0.7894737124443054,19,0.7890835404396057,0.7857142686843872,539,0.42686963081359863,0.75,0.792452871799469,,,,,,,
,19,,,539,,,,0.38815242052078247,0.5228684544563293,,,,,
0.7894737124443054,20,0.7890835404396057,0.7857142686843872,566,0.49469777941703796,0.75,0.792452871799469,,,,,,,
,20,,,566,,,,0.3571164608001709,0.5246395468711853,,,,,
0.800000011920929,21,0.803459107875824,0.8333333134651184,593,0.5038712024688721,0.7446807622909546,0.7735848426818848,,,,,,,
,21,,,593,,,,0.3609125018119812,0.519046425819397,,,,,
0.7894737124443054,22,0.7915543913841248,0.8095238208770752,620,0.3810756206512451,0.739130437374115,0.7735848426818848,,,,,,,
,22,,,620,,,,0.3765752613544464,0.5130389332771301,,,,,
