epoch,val_auroc,val_accuracy,val_loss,val_sensitivity,val_specificity,step,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_accuracy,test_precision
0,0.6217430830001831,0.6000000238418579,0.6260696649551392,0.8095238208770752,0.43396225571632385,26,0.53125,,,,,,,
0,,,,,,26,,0.625328779220581,0.03444729372859001,,,,,
1,0.7295597791671753,0.7368420958518982,0.5073884725570679,0.6666666865348816,0.792452871799469,53,0.7179487347602844,,,,,,,
1,,,,,,53,,0.580071747303009,0.10465113073587418,,,,,
2,0.7623540163040161,0.7789473533630371,0.4837380349636078,0.6190476417541504,0.9056603908538818,80,0.8387095928192139,,,,,,,
2,,,,,,80,,0.577336311340332,0.3178238570690155,,,,,
3,0.7648246884346008,0.7789473533630371,0.5081876516342163,0.6428571343421936,0.8867924809455872,107,0.8181818127632141,,,,,,,
3,,,,,,107,,0.5909197330474854,0.4060019850730896,,,,,
4,0.7861635684967041,0.800000011920929,0.4437640607357025,0.6666666865348816,0.9056603908538818,134,0.8484848737716675,,,,,,,
4,,,,,,134,,0.5779885053634644,0.5133613348007202,,,,,
5,0.7742587327957153,0.7894737124443054,0.4484846293926239,0.6428571343421936,0.9056603908538818,161,0.84375,,,,,,,
5,,,,,,161,,0.557057797908783,0.5437029004096985,,,,,
6,0.79312664270401,0.8105263113975525,0.4461023509502411,0.6428571343421936,0.9433962106704712,188,0.8999999761581421,,,,,,,
6,,,,,,188,,0.5457911491394043,0.5524923205375671,,,,,
7,0.8025606870651245,0.821052610874176,0.42021599411964417,0.6428571343421936,0.9622642397880554,215,0.931034505367279,,,,,,,
7,,,,,,215,,0.5472997426986694,0.5894725918769836,,,,,
8,0.7623540163040161,0.7789473533630371,0.43101343512535095,0.6190476417541504,0.9056603908538818,242,0.8387095928192139,,,,,,,
8,,,,,,242,,0.5601024627685547,0.5888485908508301,,,,,
9,0.7742587327957153,0.7894737124443054,0.3672312796115875,0.6428571343421936,0.9056603908538818,269,0.84375,,,,,,,
9,,,,,,269,,0.520712673664093,0.602073609828949,,,,,
10,0.8050314784049988,0.821052610874176,0.3564409613609314,0.6666666865348816,0.9433962106704712,296,0.9032257795333862,,,,,,,
