epoch,val_auroc,val_accuracy,val_sensitivity,step,val_loss,val_precision,val_specificity,train_loss,unlabeled_data_utilization,test_sensitivity,test_specificity,test_accuracy,test_precision,test_auroc
0,0.5,0.557894766330719,0.0,26,2.933547258377075,0.0,1.0,,,,,,,
0,,,,26,,,,2.8949365615844727,0.0,,,,,
1,0.6958670616149902,0.7157894968986511,0.523809552192688,53,5.217604637145996,0.7586206793785095,0.8679245114326477,,,,,,,
1,,,,53,,,,2.6454296112060547,0.0,,,,,
2,0.7102425694465637,0.7263157963752747,0.5714285969734192,80,3.8682351112365723,0.75,0.849056601524353,,,,,,,
2,,,,80,,,,2.3629932403564453,0.0,,,,,
3,0.760332465171814,0.7684210538864136,0.6904761791229248,107,3.175394058227539,0.7631579041481018,0.8301886916160583,,,,,,,
3,,,,107,,,,2.2074472904205322,0.0,,,,,
4,0.8050314784049988,0.821052610874176,0.6666666865348816,134,2.3342247009277344,0.9032257795333862,0.9433962106704712,,,,,,,
4,,,,134,,,,2.1249804496765137,0.0,,,,,
5,0.795597493648529,0.8105263113975525,0.6666666865348816,161,2.22570538520813,0.875,0.9245282411575317,,,,,,,
5,,,,161,,,,2.0245373249053955,0.0,,,,,
6,0.7836927175521851,0.800000011920929,0.6428571343421936,188,1.8174759149551392,0.8709677457809448,0.9245282411575317,,,,,,,
6,,,,188,,,,1.939083218574524,0.0,,,,,
7,0.7980683445930481,0.8105263113975525,0.6904761791229248,215,2.058509588241577,0.8529411554336548,0.9056603908538818,,,,,,,
7,,,,215,,,,1.927293300628662,0.0,,,,,
8,0.7861635684967041,0.800000011920929,0.6666666865348816,242,2.087022066116333,0.8484848737716675,0.9056603908538818,,,,,,,
8,,,,242,,,,1.8408231735229492,0.0,,,,,
9,0.7484278082847595,0.75789475440979,0.6666666865348816,269,2.064053535461426,0.7567567229270935,0.8301886916160583,,,,,,,
9,,,,269,,,,1.7968693971633911,0.0,,,,,
10,0.7672956585884094,0.7789473533630371,0.6666666865348816,296,1.8507617712020874,0.800000011920929,0.8679245114326477,,,,,,,
10,,,,296,,,,1.730915904045105,0.0,,,,,
11,0.7553907632827759,0.7684210538864136,0.6428571343421936,323,1.9143840074539185,0.7941176295280457,0.8679245114326477,,,,,,,
11,,,,323,,,,1.705169916152954,0.0,,,,,
12,0.7767295241355896,0.7894737124443054,0.6666666865348816,350,1.7276374101638794,0.8235294818878174,0.8867924809455872,,,,,,,
12,,,,350,,,,1.692129373550415,0.0,,,,,
13,0.7792003154754639,0.7894737124443054,0.6904761791229248,377,1.7277379035949707,0.8055555820465088,0.8679245114326477,,,,,,,
13,,,,377,,,,1.7682862281799316,0.0,,,,,
14,0.7980683445930481,0.8105263113975525,0.6904761791229248,404,1.4340121746063232,0.8529411554336548,0.9056603908538818,,,,,,,
14,,,,404,,,,1.6187758445739746,0.0,,,,,
15,0.7911050915718079,0.800000011920929,0.7142857313156128,431,1.967745304107666,0.8108107447624207,0.8679245114326477,,,,,,,
15,,,,431,,,,1.5839247703552246,0.0,,,,,
16,0.7886343002319336,0.800000011920929,0.6904761791229248,458,1.588805079460144,0.8285714387893677,0.8867924809455872,,,,,,,
16,,,,458,,,,1.6646499633789062,0.0,,,,,
17,0.795597493648529,0.8105263113975525,0.6666666865348816,485,1.5766977071762085,0.875,0.9245282411575317,,,,,,,
17,,,,485,,,,1.6369129419326782,0.0,,,,,
18,0.7886343002319336,0.800000011920929,0.6904761791229248,512,1.7180430889129639,0.8285714387893677,0.8867924809455872,,,,,,,
18,,,,512,,,,1.6280637979507446,0.0,,,,,
19,0.7697663903236389,0.7789473533630371,0.6904761791229248,539,1.748015284538269,0.7837837338447571,0.849056601524353,,,,,,,
19,,,,539,,,,1.5400655269622803,0.0,,,,,
