epoch,val_precision,val_specificity,step,val_loss,val_sensitivity,val_auroc,val_accuracy,train_loss,unlabeled_data_utilization,test_precision,test_auroc,test_accuracy,test_specificity,test_sensitivity
0,0.0,1.0,26,0.30852919816970825,0.0,0.5,0.557894766330719,,,,,,,
0,,,26,,,,,0.3273373246192932,0.0,,,,,
1,0.25,0.8867924809455872,53,1.830005407333374,0.0476190485060215,0.4672057628631592,0.5157894492149353,,,,,,,
1,,,53,,,,,0.31677353382110596,0.0,,,,,
2,0.800000011920929,0.9811320900917053,80,0.6487248539924622,0.095238097012043,0.5381851196289062,0.5894736647605896,,,,,,,
2,,,80,,,,,0.3198477327823639,0.0,,,,,
3,0.375,0.9056603908538818,107,1.1120400428771973,0.0714285746216774,0.4885444641113281,0.5368421077728271,,,,,,,
3,,,107,,,,,0.3194120228290558,0.0,,,,,
4,0.7647058367729187,0.9245282411575317,134,1.8299936056137085,0.3095238208770752,0.6170260310173035,0.6526315808296204,,,,,,,
4,,,134,,,,,0.3146504759788513,0.0,,,,,
5,0.75,0.9245282411575317,161,1.0574870109558105,0.2857142984867096,0.6051212549209595,0.6421052813529968,,,,,,,
5,,,161,,,,,0.3062175512313843,0.0,,,,,
6,0.75,0.8679245114326477,188,0.9049112200737,0.5,0.6839622855186462,0.7052631378173828,,,,,,,
6,,,188,,,,,0.29448196291923523,0.0,,,,,
7,0.800000011920929,0.9056603908538818,215,0.8635290265083313,0.4761904776096344,0.6909254193305969,0.7157894968986511,,,,,,,
7,,,215,,,,,0.29654186964035034,0.0,,,,,
8,0.76666659116745,0.8679245114326477,242,1.2807905673980713,0.5476190447807312,0.7077717781066895,0.7263157963752747,,,,,,,
8,,,242,,,,,0.2832157015800476,0.0,,,,,
9,0.7027027606964111,0.792452871799469,269,0.9308931231498718,0.6190476417541504,0.7057502269744873,0.7157894968986511,,,,,,,
9,,,269,,,,,0.29013171792030334,0.0,,,,,
10,0.7142857313156128,0.8113208413124084,296,0.8194485902786255,0.5952380895614624,0.703279435634613,0.7157894968986511,,,,,,,
10,,,296,,,,,0.2740669548511505,0.0,,,,,
11,0.7058823704719543,0.8113208413124084,323,0.5839237570762634,0.5714285969734192,0.691374659538269,0.7052631378173828,,,,,,,
11,,,323,,,,,0.2797890305519104,0.0,,,,,
12,0.75,0.8301886916160583,350,0.49576038122177124,0.6428571343421936,0.7365228533744812,0.7473683953285217,,,,,,,
12,,,350,,,,,0.26697641611099243,0.0,,,,,
13,0.75,0.8301886916160583,377,0.37394723296165466,0.6428571343421936,0.7365228533744812,0.7473683953285217,,,,,,,
13,,,377,,,,,0.27117592096328735,0.0,,,,,
14,0.7777778506278992,0.849056601524353,404,0.769798219203949,0.6666666865348816,0.7578616738319397,0.7684210538864136,,,,,,,
14,,,404,,,,,0.25678059458732605,0.0,,,,,
15,0.8285714387893677,0.8867924809455872,431,0.6090949177742004,0.6904761791229248,0.7886343002319336,0.800000011920929,,,,,,,
15,,,431,,,,,0.2660641372203827,0.0,,,,,
16,0.8055555820465088,0.8679245114326477,458,0.46792635321617126,0.6904761791229248,0.7792003154754639,0.7894737124443054,,,,,,,
16,,,458,,,,,0.2588287591934204,0.0,,,,,
17,0.7428570985794067,0.8301886916160583,485,0.8164146542549133,0.6190476417541504,0.724618136882782,0.7368420958518982,,,,,,,
17,,,485,,,,,0.2569058835506439,0.0,,,,,
18,0.7714285850524902,0.849056601524353,512,0.6050354242324829,0.6428571343421936,0.7459568381309509,0.75789475440979,,,,,,,
18,,,512,,,,,0.2522014081478119,0.0,,,,,
19,0.7878788113594055,0.8679245114326477,539,0.8903211355209351,0.6190476417541504,0.7434860467910767,0.75789475440979,,,,,,,
19,,,539,,,,,0.2570933997631073,0.0,,,,,
20,0.774193525314331,0.8679245114326477,566,0.812497615814209,0.5714285969734192,0.7196765542030334,0.7368420958518982,,,,,,,
20,,,566,,,,,0.24856680631637573,0.0,,,,,
21,0.8484848737716675,0.9056603908538818,593,0.697052538394928,0.6666666865348816,0.7861635684967041,0.800000011920929,,,,,,,
21,,,593,,,,,0.2542515993118286,0.0,,,,,
22,0.8125,0.8867924809455872,620,0.6454923152923584,0.6190476417541504,0.7529200315475464,0.7684210538864136,,,,,,,
22,,,620,,,,,0.25846636295318604,0.0,,,,,
23,0.8888888955116272,0.9433962106704712,647,0.3864235579967499,0.5714285969734192,0.7574123740196228,0.7789473533630371,,,,,,,
23,,,647,,,,,0.2475331872701645,0.0,,,,,
24,0.8333333134651184,0.8867924809455872,674,0.9404367804527283,0.7142857313156128,0.8005390167236328,0.8105263113975525,,,,,,,
24,,,674,,,,,0.24234357476234436,0.0,,,,,
25,0.8235294818878174,0.8867924809455872,701,0.4206482470035553,0.6666666865348816,0.7767295241355896,0.7894737124443054,,,,,,,
25,,,701,,,,,0.24158647656440735,0.0,,,,,
26,0.7631579041481018,0.8301886916160583,728,0.5554072856903076,0.6904761791229248,0.760332465171814,0.7684210538864136,,,,,,,
26,,,728,,,,,0.24726925790309906,0.0,,,,,
27,0.7272727489471436,0.7735848426818848,755,0.38661855459213257,0.761904776096344,0.767744779586792,0.7684210538864136,,,,,,,
27,,,755,,,,,0.23726673424243927,0.0,,,,,
28,0.7692307829856873,0.8301886916160583,782,0.6826506853103638,0.7142857313156128,0.7722371816635132,0.7789473533630371,,,,,,,
28,,,782,,,,,0.23573175072669983,0.0,,,,,
29,0.707317054271698,0.7735848426818848,809,0.42513740062713623,0.6904761791229248,0.7320306301116943,0.7368420958518982,,,,,,,
29,,,809,,,,,0.24707461893558502,0.0,,,,,
30,0.7631579041481018,0.8301886916160583,836,0.402860552072525,0.6904761791229248,0.760332465171814,0.7684210538864136,,,,,,,
30,,,836,,,,,0.24171455204486847,0.0,,,,,
31,0.7317073345184326,0.792452871799469,863,0.360045850276947,0.7142857313156128,0.7533692717552185,0.75789475440979,,,,,,,
31,,,863,,,,,0.23558734357357025,0.0,,,,,
32,0.8055555820465088,0.8679245114326477,890,0.9545043706893921,0.6904761791229248,0.7792003154754639,0.7894737124443054,,,,,,,
32,,,890,,,,,0.2382241040468216,0.0,,,,,
33,0.7941176295280457,0.8679245114326477,917,0.39219027757644653,0.6428571343421936,0.7553907632827759,0.7684210538864136,,,,,,,
33,,,917,,,,,0.23679091036319733,0.0,,,,,
34,0.8055555820465088,0.8679245114326477,944,0.6721864938735962,0.6904761791229248,0.7792003154754639,0.7894737124443054,,,,,,,
34,,,944,,,,,0.23698948323726654,0.0,,,,,
35,0.8055555820465088,0.8679245114326477,971,0.4217304289340973,0.6904761791229248,0.7792003154754639,0.7894737124443054,,,,,,,
35,,,971,,,,,0.2411167174577713,0.0,,,,,
36,0.8484848737716675,0.9056603908538818,998,0.3082427978515625,0.6666666865348816,0.7861635684967041,0.800000011920929,,,,,,,
36,,,998,,,,,0.2292129248380661,0.0,,,,,
37,0.800000011920929,0.8679245114326477,1025,0.45245376229286194,0.6666666865348816,0.7672956585884094,0.7789473533630371,,,,,,,
37,,,1025,,,,,0.23017676174640656,0.0,,,,,
38,0.7941176295280457,0.8679245114326477,1052,0.4916743338108063,0.6428571343421936,0.7553907632827759,0.7684210538864136,,,,,,,
38,,,1052,,,,,0.22979886829853058,0.0,,,,,
39,0.8181818127632141,0.8867924809455872,1079,0.4323562681674957,0.6428571343421936,0.7648246884346008,0.7789473533630371,,,,,,,
39,,,1079,,,,,0.22609201073646545,0.0,,,,,
40,0.806451678276062,0.8867924809455872,1106,0.6140656471252441,0.5952380895614624,0.7410151958465576,0.75789475440979,,,,,,,
40,,,1106,,,,,0.2302379161119461,0.0,,,,,
41,0.84375,0.9056603908538818,1133,0.30184414982795715,0.6428571343421936,0.7742587327957153,0.7894737124443054,,,,,,,
41,,,1133,,,,,0.22995680570602417,0.0,,,,,
42,0.9230769276618958,0.9622642397880554,1160,0.49373364448547363,0.5714285969734192,0.7668463587760925,0.7894737124443054,,,,,,,
42,,,1160,,,,,0.22792403399944305,0.0,,,,,
43,0.8387095928192139,0.9056603908538818,1187,0.6299614906311035,0.6190476417541504,0.7623540163040161,0.7789473533630371,,,,,,,
43,,,1187,,,,,0.2367609590291977,0.0,,,,,
44,0.7749999761581421,0.8301886916160583,1214,0.38078200817108154,0.738095223903656,0.7841419577598572,0.7894737124443054,,,,,,,
44,,,1214,,,,,0.22921554744243622,0.0,,,,,
45,0.800000011920929,0.8679245114326477,1241,0.22836926579475403,0.6666666865348816,0.7672956585884094,0.7789473533630371,,,,,,,
45,,,1241,,,,,0.22491146624088287,0.0,,,,,
46,0.7777778506278992,0.849056601524353,1268,0.3926864266395569,0.6666666865348816,0.7578616738319397,0.7684210538864136,,,,,,,
46,,,1268,,,,,0.23116426169872284,0.0,,,,,
47,0.8181818127632141,0.8867924809455872,1295,0.4038751423358917,0.6428571343421936,0.7648246884346008,0.7789473533630371,,,,,,,
47,,,1295,,,,,0.2335740178823471,0.0,,,,,
48,0.8484848737716675,0.9056603908538818,1322,0.35197174549102783,0.6666666865348816,0.7861635684967041,0.800000011920929,,,,,,,
48,,,1322,,,,,0.229142427444458,0.0,,,,,
49,0.8181818127632141,0.8867924809455872,1349,0.6052754521369934,0.6428571343421936,0.7648246884346008,0.7789473533630371,,,,,,,
49,,,1349,,,,,0.23146016895771027,0.0,,,,,
50,0.7941176295280457,0.8679245114326477,1376,0.36899858713150024,0.6428571343421936,0.7553907632827759,0.7684210538864136,,,,,,,
50,,,1376,,,,,0.22388234734535217,0.0,,,,,
51,0.8666666746139526,0.9245282411575317,1403,0.6170346140861511,0.6190476417541504,0.7717880010604858,0.7894737124443054,,,,,,,
51,,,1403,,,,,0.22794565558433533,0.0,,,,,
52,0.8285714387893677,0.8867924809455872,1430,0.8206202983856201,0.6904761791229248,0.7886343002319336,0.800000011920929,,,,,,,
52,,,1430,,,,,0.22781147062778473,0.0,,,,,
53,0.8285714387893677,0.8867924809455872,1457,0.5775057673454285,0.6904761791229248,0.7886343002319336,0.800000011920929,,,,,,,
53,,,1457,,,,,0.22138497233390808,0.0,,,,,
54,0.8484848737716675,0.9056603908538818,1484,1.231870174407959,0.6666666865348816,0.7861635684967041,0.800000011920929,,,,,,,
54,,,1484,,,,,0.22901032865047455,0.0,,,,,
55,0.875,0.9245282411575317,1511,0.763552188873291,0.6666666865348816,0.795597493648529,0.8105263113975525,,,,,,,
55,,,1511,,,,,0.22629445791244507,0.0,,,,,
56,0.875,0.9245282411575317,1538,0.8900438547134399,0.6666666865348816,0.795597493648529,0.8105263113975525,,,,,,,
56,,,1538,,,,,0.2260734587907791,0.0,,,,,
57,0.8333333134651184,0.8867924809455872,1565,0.9682393670082092,0.7142857313156128,0.8005390167236328,0.8105263113975525,,,,,,,
57,,,1565,,,,,0.22538985311985016,0.0,,,,,
58,0.875,0.9245282411575317,1592,0.5646070837974548,0.6666666865348816,0.795597493648529,0.8105263113975525,,,,,,,
58,,,1592,,,,,0.22109229862689972,0.0,,,,,
59,0.7714285850524902,0.849056601524353,1619,0.8557241559028625,0.6428571343421936,0.7459568381309509,0.75789475440979,,,,,,,
59,,,1619,,,,,0.22878825664520264,0.0,,,,,
60,0.9032257795333862,0.9433962106704712,1646,1.305413842201233,0.6666666865348816,0.8050314784049988,0.821052610874176,,,,,,,
60,,,1646,,,,,0.2262849658727646,0.0,,,,,
61,0.8235294818878174,0.8867924809455872,1673,0.3708847165107727,0.6666666865348816,0.7767295241355896,0.7894737124443054,,,,,,,
61,,,1673,,,,,0.2233913689851761,0.0,,,,,
62,0.8333333134651184,0.8867924809455872,1700,1.4978407621383667,0.7142857313156128,0.8005390167236328,0.8105263113975525,,,,,,,
62,,,1700,,,,,0.2224939614534378,0.0,,,,,
63,0.800000011920929,0.8679245114326477,1727,0.4966946542263031,0.6666666865348816,0.7672956585884094,0.7789473533630371,,,,,,,
63,,,1727,,,,,0.2260688692331314,0.0,,,,,
64,0.8205127716064453,0.8679245114326477,1754,0.42469656467437744,0.761904776096344,0.8149146437644958,0.821052610874176,,,,,,,
64,,,1754,,,,,0.22777485847473145,0.0,,,,,
