val_specificity,val_auroc,val_accuracy,step,val_precision,val_sensitivity,epoch,val_loss,unlabeled_data_utilization,train_loss,test_precision,test_auroc,test_sensitivity,test_specificity,test_accuracy
1.0,0.5,0.557894766330719,26,0.0,0.0,0,0.6194500923156738,,,,,,,
,,,26,,,0,,0.005068157333880663,0.6331207752227783,,,,,
0.9056603908538818,0.5242587924003601,0.5684210658073425,53,0.5454545617103577,0.1428571492433548,1,4.536778450012207,,,,,,,
,,,53,,,1,,0.0019760532304644585,0.633903443813324,,,,,
0.9811320900917053,0.514375627040863,0.5684210658073425,80,0.6666666865348816,0.0476190485060215,2,0.9402327537536621,,,,,,,
,,,80,,,2,,0.0016768291825428605,0.6264820694923401,,,,,
1.0,0.511904776096344,0.5684210658073425,107,1.0,0.02380952425301075,3,0.9822400808334351,,,,,,,
,,,107,,,3,,0.0027921274304389954,0.6155862212181091,,,,,
0.9811320900917053,0.6096137166023254,0.6526315808296204,134,0.9090909361839294,0.2380952388048172,4,1.862093210220337,,,,,,,
,,,134,,,4,,0.0021422840654850006,0.6093454957008362,,,,,
0.9811320900917053,0.6334232091903687,0.6736842393875122,161,0.9230769276618958,0.2857142984867096,5,1.510296106338501,,,,,,,
,,,161,,,5,,0.005926989018917084,0.5841598510742188,,,,,
0.9811320900917053,0.6929470896720886,0.7263157963752747,188,0.9444444179534912,0.4047619104385376,6,3.138927698135376,,,,,,,
,,,188,,,6,,0.0049271415919065475,0.561474084854126,,,,,
0.8679245114326477,0.7077717781066895,0.7263157963752747,215,0.76666659116745,0.5476190447807312,7,1.9709709882736206,,,,,,,
,,,215,,,7,,0.012961188331246376,0.539490282535553,,,,,
0.9811320900917053,0.7524707913398743,0.7789473533630371,242,0.95652174949646,0.523809552192688,8,1.8710721731185913,,,,,,,
,,,242,,,8,,0.023878276348114014,0.548148512840271,,,,,
0.9245282411575317,0.7479784488677979,0.7684210538864136,269,0.8571428656578064,0.5714285969734192,9,2.7824742794036865,,,,,,,
,,,269,,,9,,0.014034238643944263,0.5216492414474487,,,,,
0.9245282411575317,0.7241688966751099,0.7473683953285217,296,0.8461537957191467,0.523809552192688,10,1.5431607961654663,,,,,,,
,,,296,,,10,,0.04222417250275612,0.5151309967041016,,,,,
0.9622642397880554,0.7549417018890381,0.7789473533630371,323,0.9200000166893005,0.5476190447807312,11,2.331056833267212,,,,,,,
,,,323,,,11,,0.07403590530157089,0.5096874237060547,,,,,
0.9433962106704712,0.7336028814315796,0.75789475440979,350,0.8799999952316284,0.523809552192688,12,1.2606159448623657,,,,,,,
,,,350,,,12,,0.09345807135105133,0.520907461643219,,,,,
0.9433962106704712,0.7455076575279236,0.7684210538864136,377,0.8846153616905212,0.5476190447807312,13,3.278521776199341,,,,,,,
,,,377,,,13,,0.10135123878717422,0.5067169070243835,,,,,
0.9056603908538818,0.7266397476196289,0.7473683953285217,404,0.8214285373687744,0.5476190447807312,14,1.4864672422409058,,,,,,,
,,,404,,,14,,0.10011208802461624,0.5066147446632385,,,,,
0.9433962106704712,0.781221866607666,0.800000011920929,431,0.8965517282485962,0.6190476417541504,15,0.9203733205795288,,,,,,,
