val_loss,val_sensitivity,epoch,step,val_auroc,val_precision,val_specificity,val_accuracy,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_auroc,test_precision,test_accuracy
0.6178327202796936,0.0,0,26,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,0,26,,,,,0.6203701496124268,0.0,,,,,
0.6741127967834473,0.02380952425301075,1,53,0.5024707913398743,0.5,0.9811320900917053,0.557894766330719,,,,,,,
,,1,53,,,,,0.6229769587516785,0.0,,,,,
0.810941219329834,0.0,2,80,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,2,80,,,,,0.6210894584655762,0.0,,,,,
0.7841389179229736,0.0,3,107,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,3,107,,,,,0.6204869747161865,0.0,,,,,
0.6460495591163635,0.0,4,134,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,4,134,,,,,0.6212263107299805,0.0,,,,,
0.7044714093208313,0.0,5,161,0.4811321198940277,0.0,0.9622642397880554,0.5368421077728271,,,,,,,
,,5,161,,,,,0.617834210395813,0.0,,,,,
1.060268521308899,0.0,6,188,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,6,188,,,,,0.6200276613235474,0.0,,,,,
0.785942018032074,0.0,7,215,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,7,215,,,,,0.6180378794670105,0.0,,,,,
0.6219969987869263,0.0,8,242,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,8,242,,,,,0.6247686147689819,0.0,,,,,
0.7175811529159546,0.0,9,269,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,9,269,,,,,0.6182047724723816,0.0,,,,,
0.9046118259429932,0.0,10,296,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,10,296,,,,,0.6201479434967041,0.0,,,,,
0.6243855357170105,0.0,11,323,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,11,323,,,,,0.6209754347801208,0.0,,,,,
0.7809138298034668,0.0,12,350,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,12,350,,,,,0.6129751205444336,0.0,,,,,
0.6610763072967529,0.0,13,377,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,13,377,,,,,0.6209328174591064,0.0,,,,,
0.6374717950820923,0.0,14,404,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,14,404,,,,,0.6161730289459229,0.0,,,,,
1.0502960681915283,0.0,15,431,0.5,0.0,1.0,0.557894766330719,,,,,,,
,,15,431,,,,,0.6074181199073792,0.0,,,,,
0.6689745187759399,0.0476190485060215,16,458,0.523809552192688,1.0,1.0,0.5789473652839661,,,,,,,
,,16,458,,,,,0.6029025912284851,0.0,,,,,
0.7378305792808533,0.1190476194024086,17,485,0.5595238208770752,1.0,1.0,0.6105263233184814,,,,,,,
,,17,485,,,,,0.6033858060836792,0.0,,,,,
0.6828142404556274,0.2857142984867096,18,512,0.6239892244338989,0.8571428656578064,0.9622642397880554,0.6631578803062439,,,,,,,
,,18,512,,,,,0.5870684385299683,0.0,,,,,
0.6287527084350586,0.4047619104385376,19,539,0.6646451354026794,0.8095238208770752,0.9245282411575317,0.6947368383407593,,,,,,,
,,19,539,,,,,0.568576991558075,0.0,,,,,
0.6594932079315186,0.4761904776096344,20,566,0.6814914345741272,0.7692307829856873,0.8867924809455872,0.7052631378173828,,,,,,,
,,20,566,,,,,0.5531058311462402,0.0,,,,,
0.7603756785392761,0.5,21,593,0.740566074848175,0.9545454382896423,0.9811320900917053,0.7684210538864136,,,,,,,
,,21,593,,,,,0.5473220944404602,0.0,,,,,
0.6059462428092957,0.6190476417541504,22,620,0.7623540163040161,0.8387095928192139,0.9056603908538818,0.7789473533630371,,,,,,,
,,22,620,,,,,0.511376678943634,0.0,,,,,
0.5967551469802856,0.5952380895614624,23,647,0.7221473455429077,0.7575757503509521,0.849056601524353,0.7368420958518982,,,,,,,
,,23,647,,,,,0.51601642370224,0.0,,,,,
0.7130758762359619,0.6666666865348816,24,674,0.7295597791671753,0.7179487347602844,0.792452871799469,0.7368420958518982,,,,,,,
,,24,674,,,,,0.5171511769294739,0.0,,,,,
0.7484683990478516,0.6190476417541504,25,701,0.7151841521263123,0.7222221493721008,0.8113208413124084,0.7263157963752747,,,,,,,
,,25,701,,,,,0.4991453289985657,0.0,,,,,
0.7707489132881165,0.6428571343421936,26,728,0.7270889282226562,0.7297297716140747,0.8113208413124084,0.7368420958518982,,,,,,,
,,26,728,,,,,0.48016002774238586,0.0,,,,,
0.5828050374984741,0.6904761791229248,27,755,0.7414644956588745,0.7250000238418579,0.792452871799469,0.7473683953285217,,,,,,,
,,27,755,,,,,0.483693391084671,0.0,,,,,
0.6071835160255432,0.7142857313156128,28,782,0.7439352869987488,0.7142857313156128,0.7735848426818848,0.7473683953285217,,,,,,,
,,28,782,,,,,0.4782528579235077,0.0,,,,,
