val_precision,val_specificity,val_accuracy,step,val_loss,val_auroc,epoch,val_sensitivity,unlabeled_data_utilization,train_loss,test_precision,test_accuracy,test_specificity,test_sensitivity,test_auroc
0.0,0.9300000071525574,0.8611111044883728,34,0.3675723671913147,0.4650000035762787,0,0.0,,,,,,,
,,,34,,,0,,0.008971067145466805,0.3809816837310791,,,,,
0.0555555559694767,0.8299999833106995,0.7777777910232544,69,0.3957587480545044,0.47749999165534973,1,0.125,,,,,,,
,,,69,,,1,,0.010041909292340279,0.37167131900787354,,,,,
0.0,0.8600000739097595,0.7962962985038757,104,0.3650112748146057,0.43000003695487976,2,0.0,,,,,,,
,,,104,,,2,,0.006340341176837683,0.37107694149017334,,,,,
0.0,0.8399999141693115,0.7777777910232544,139,0.3589397966861725,0.42000001668930054,3,0.0,,,,,,,
,,,139,,,3,,0.00640201848000288,0.36913251876831055,,,,,
0.0,0.8100000023841858,0.75,174,0.36278510093688965,0.4050000011920929,4,0.0,,,,,,,
,,,174,,,4,,0.008031249977648258,0.3649461269378662,,,,,
0.0,0.8500000238418579,0.7870370149612427,209,0.3462928533554077,0.42500001192092896,5,0.0,,,,,,,
,,,209,,,5,,0.008029945194721222,0.3641979694366455,,,,,
0.0,0.8700000047683716,0.8055555820465088,244,0.3543626368045807,0.4350000023841858,6,0.0,,,,,,,
,,,244,,,6,,0.0063593750819563866,0.3597337007522583,,,,,
0.0,0.8600000739097595,0.7962962985038757,279,0.3601318597793579,0.43000003695487976,7,0.0,,,,,,,
,,,279,,,7,,0.006954167503863573,0.36047878861427307,,,,,
0.0,0.8700000047683716,0.8055555820465088,314,0.36625438928604126,0.4350000023841858,8,0.0,,,,,,,
,,,314,,,8,,0.012764518149197102,0.35608068108558655,,,,,
0.0,0.8500000238418579,0.7870370149612427,349,0.36051368713378906,0.42500001192092896,9,0.0,,,,,,,
,,,349,,,9,,0.0091248769313097,0.35647913813591003,,,,,
0.0,0.8500000238418579,0.7870370149612427,384,0.3477279543876648,0.42500001192092896,10,0.0,,,,,,,
,,,384,,,10,,0.008528046309947968,0.35357019305229187,,,,,
0.0,0.8700000047683716,0.8055555820465088,419,0.346943736076355,0.4350000023841858,11,0.0,,,,,,,
,,,419,,,11,,0.00996624119579792,0.3526076078414917,,,,,
0.0,0.8500000238418579,0.7870370149612427,454,0.34754690527915955,0.42500001192092896,12,0.0,,,,,,,
,,,454,,,12,,0.01073549222201109,0.34873929619789124,,,,,
0.0,0.8700000047683716,0.8055555820465088,489,0.3489302098751068,0.4350000023841858,13,0.0,,,,,,,
,,,489,,,13,,0.01001774799078703,0.34918251633644104,,,,,
0.0,0.8799999952316284,0.8148148059844971,524,0.34501194953918457,0.4399999976158142,14,0.0,,,,,,,
,,,524,,,14,,0.010802743956446648,0.3458748161792755,,,,,
0.0,0.8700000047683716,0.8055555820465088,559,0.3557434678077698,0.4350000023841858,15,0.0,,,,,,,
,,,559,,,15,,0.00933291856199503,0.3494689166545868,,,,,
0.0,0.8600000739097595,0.7962962985038757,594,0.36072346568107605,0.43000003695487976,16,0.0,,,,,,,
,,,594,,,16,,0.012256667017936707,0.34325504302978516,,,,,
0.0,0.8500000238418579,0.7870370149612427,629,0.34804797172546387,0.42500001192092896,17,0.0,,,,,,,
,,,629,,,17,,0.011851794086396694,0.3461792469024658,,,,,
0.0,0.8700000047683716,0.8055555820465088,664,0.3508240878582001,0.4350000023841858,18,0.0,,,,,,,
,,,664,,,18,,0.015262648463249207,0.34854811429977417,,,,,
0.0,0.8799999952316284,0.8148148059844971,699,0.3516821563243866,0.4399999976158142,19,0.0,,,,,,,
,,,699,,,19,,0.012378737330436707,0.34081992506980896,,,,,
,,,700,,,20,,,,0.027027027681469917,0.7918215394020081,0.8548387289047241,0.0476190485060215,0.45122891664505005
,,,700,,,20,,,,0.03703703731298447,0.8289963006973267,0.8951612710952759,0.0476190447807312,0.4713901877403259
,,,700,,,20,,,,0.0952380895614624,0.8587360382080078,0.9233871102333069,0.0952380895614624,0.5093125700950623
