val_specificity,val_auroc,val_accuracy,step,val_precision,val_sensitivity,epoch,val_loss,unlabeled_data_utilization,train_loss,test_precision,test_auroc,test_sensitivity,test_specificity,test_accuracy
0.0,0.5,0.4421052634716034,26,0.4421052634716034,1.0,0,0.6228191256523132,,,,,,,
,,,26,,,0,,0.001825350453145802,0.6355149745941162,,,,,
0.15094339847564697,0.5278526544570923,0.4842105209827423,53,0.45783132314682007,0.9047619700431824,1,2.701603651046753,,,,,,,
,,,53,,,1,,0.007210663519799709,0.6182305812835693,,,,,
0.8867924809455872,0.6695866584777832,0.6947368383407593,80,0.7599999904632568,0.4523809850215912,2,1.3990939855575562,,,,,,,
,,,80,,,2,,0.013438083231449127,0.6374198794364929,,,,,
0.7358490824699402,0.6774483323097229,0.6842105388641357,107,0.6499999761581421,0.6190476417541504,3,1.4164828062057495,,,,,,,
,,,107,,,3,,0.004945226479321718,0.6109484434127808,,,,,
0.8113208413124084,0.6794699430465698,0.6947368383407593,134,0.6969696879386902,0.5476190447807312,4,1.036919116973877,,,,,,,
,,,134,,,4,,0.0073691243305802345,0.6028017997741699,,,,,
0.9245282411575317,0.7003592848777771,0.7263157963752747,161,0.8333333134651184,0.4761904776096344,5,0.8773185610771179,,,,,,,
,,,161,,,5,,0.0038655761163681746,0.5892515778541565,,,,,
0.849056601524353,0.7102425694465637,0.7263157963752747,188,0.75,0.5714285969734192,6,0.7215133905410767,,,,,,,
,,,188,,,6,,0.007246541790664196,0.5496255159378052,,,,,
0.9245282411575317,0.7003592848777771,0.7263157963752747,215,0.8333333134651184,0.4761904776096344,7,1.7710094451904297,,,,,,,
,,,215,,,7,,0.01296033151447773,0.535539984703064,,,,,
0.8301886916160583,0.724618136882782,0.7368420958518982,242,0.7428570985794067,0.6190476417541504,8,0.8676213026046753,,,,,,,
,,,242,,,8,,0.026744423434138298,0.5569493174552917,,,,,
0.8867924809455872,0.7648246884346008,0.7789473533630371,269,0.8181818127632141,0.6428571343421936,9,1.1770492792129517,,,,,,,
,,,269,,,9,,0.025237103924155235,0.5180179476737976,,,,,
0.9433962106704712,0.7455076575279236,0.7684210538864136,296,0.8846153616905212,0.5476190447807312,10,1.2870962619781494,,,,,,,
,,,296,,,10,,0.035349439829587936,0.4975931644439697,,,,,
0.9433962106704712,0.7097933292388916,0.7368420958518982,323,0.8695652484893799,0.4761904776096344,11,0.9238241314888,,,,,,,
,,,323,,,11,,0.04737434908747673,0.5237759947776794,,,,,
0.849056601524353,0.6745282411575317,0.6947368383407593,350,0.7241379022598267,0.5,12,0.8905457854270935,,,,,,,
,,,350,,,12,,0.053913358598947525,0.5121059417724609,,,,,
0.9245282411575317,0.7360737323760986,0.75789475440979,377,0.8518518805503845,0.5476190447807312,13,1.035481572151184,,,,,,,
,,,377,,,13,,0.0641888678073883,0.5265074372291565,,,,,
0.9622642397880554,0.7549417018890381,0.7789473533630371,404,0.9200000166893005,0.5476190447807312,14,0.6062425374984741,,,,,,,
,,,404,,,14,,0.05155680328607559,0.5338362455368042,,,,,
0.9433962106704712,0.7574123740196228,0.7789473533630371,431,0.8888888955116272,0.5714285969734192,15,1.7331374883651733,,,,,,,
,,,431,,,15,,0.0494430810213089,0.48797598481178284,,,,,
0.8867924809455872,0.6814914345741272,0.7052631378173828,458,0.7692307829856873,0.4761904776096344,16,1.0838290452957153,,,,,,,
,,,458,,,16,,0.07897715270519257,0.4949553310871124,,,,,
0.9433962106704712,0.7336028814315796,0.75789475440979,485,0.8799999952316284,0.523809552192688,17,1.122298240661621,,,,,,,
,,,485,,,17,,0.07726538181304932,0.47824713587760925,,,,,
0.9622642397880554,0.7668463587760925,0.7894737124443054,512,0.9230769276618958,0.5714285969734192,18,1.0305273532867432,,,,,,,
,,,512,,,18,,0.10079345107078552,0.47757694125175476,,,,,
0.9433962106704712,0.7455076575279236,0.7684210538864136,539,0.8846153616905212,0.5476190447807312,19,0.46863263845443726,,,,,,,
,,,539,,,19,,0.12593486905097961,0.4808728098869324,,,,,
0.9056603908538818,0.7385445237159729,0.75789475440979,566,0.8275862336158752,0.5714285969734192,20,0.951036810874939,,,,,,,
,,,566,,,20,,0.1285717934370041,0.49474549293518066,,,,,
0.9433962106704712,0.7693171501159668,0.7894737124443054,593,0.8928571343421936,0.5952380895614624,21,0.6271988749504089,,,,,,,
