val_specificity,val_loss,val_precision,val_sensitivity,step,val_accuracy,val_auroc,epoch,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_sensitivity,test_precision,test_accuracy
1.0,0.7444917559623718,0.0,0.0,26,0.557894766330719,0.5,0,,,,,,,
,,,,26,,,0,0.759005606174469,0.0,,,,,
0.849056601524353,2.674966812133789,0.20000000298023224,0.0476190485060215,53,0.49473685026168823,0.4483378231525421,1,,,,,,,
,,,,53,,,1,0.7474467754364014,0.0,,,,,
0.9811320900917053,1.6481202840805054,0.6666666865348816,0.0476190485060215,80,0.5684210658073425,0.514375627040863,2,,,,,,,
,,,,80,,,2,0.7386914491653442,0.0,,,,,
1.0,3.5505049228668213,1.0,0.0476190485060215,107,0.5789473652839661,0.523809552192688,3,,,,,,,
,,,,107,,,3,0.7359820008277893,0.0,,,,,
0.9811320900917053,5.326953887939453,0.8571428656578064,0.1428571492433548,134,0.6105263233184814,0.5619946718215942,4,,,,,,,
,,,,134,,,4,0.7329087853431702,0.0,,,,,
0.9811320900917053,0.7257554531097412,0.8571428656578064,0.1428571492433548,161,0.6105263233184814,0.5619946718215942,5,,,,,,,
,,,,161,,,5,0.70152747631073,0.0,,,,,
1.0,2.515695810317993,1.0,0.261904776096344,188,0.6736842393875122,0.6309523582458496,6,,,,,,,
,,,,188,,,6,0.6650652289390564,0.0,,,,,
0.9622642397880554,1.8330762386322021,0.875,0.3333333432674408,215,0.6842105388641357,0.6477987766265869,7,,,,,,,
,,,,215,,,7,0.6542618274688721,0.0,,,,,
0.9245282411575317,2.4553279876708984,0.7894737124443054,0.3571428656578064,242,0.6736842393875122,0.6408355832099915,8,,,,,,,
,,,,242,,,8,0.6399145722389221,0.0,,,,,
1.0,0.8668198585510254,1.0,0.3095238208770752,269,0.6947368383407593,0.6547619104385376,9,,,,,,,
,,,,269,,,9,0.6324770450592041,0.0,,,,,
0.9811320900917053,1.7620353698730469,0.9375,0.3571428656578064,296,0.7052631378173828,0.6691375374794006,10,,,,,,,
,,,,296,,,10,0.6046833395957947,0.0,,,,,
0.9622642397880554,1.3365235328674316,0.8823529481887817,0.3571428656578064,323,0.6947368383407593,0.6597035527229309,11,,,,,,,
,,,,323,,,11,0.5928285121917725,0.0,,,,,
0.9622642397880554,1.6950558423995972,0.8888888955116272,0.380952388048172,350,0.7052631378173828,0.6716082692146301,12,,,,,,,
,,,,350,,,12,0.5817900896072388,0.0,,,,,
1.0,1.245093584060669,1.0,0.3571428656578064,377,0.7157894968986511,0.6785714626312256,13,,,,,,,
,,,,377,,,13,0.5948441624641418,0.0,,,,,
1.0,2.795677423477173,1.0,0.4047619104385376,404,0.7368420958518982,0.7023809552192688,14,,,,,,,
,,,,404,,,14,0.5808708667755127,0.0,,,,,
1.0,1.9870920181274414,1.0,0.4047619104385376,431,0.7368420958518982,0.7023809552192688,15,,,,,,,
,,,,431,,,15,0.5768301486968994,0.0,,,,,
0.9622642397880554,1.3724004030227661,0.9130435585975647,0.5,458,0.75789475440979,0.7311322093009949,16,,,,,,,
,,,,458,,,16,0.556348979473114,0.0,,,,,
0.9433962106704712,1.8768422603607178,0.8965517282485962,0.6190476417541504,485,0.800000011920929,0.781221866607666,17,,,,,,,
,,,,485,,,17,0.5287866592407227,0.0,,,,,
0.9433962106704712,1.6893680095672607,0.8928571343421936,0.5952380895614624,512,0.7894737124443054,0.7693171501159668,18,,,,,,,
,,,,512,,,18,0.5367872714996338,0.0,,,,,
0.9433962106704712,2.7988829612731934,0.875,0.5,539,0.7473683953285217,0.7216981053352356,19,,,,,,,
,,,,539,,,19,0.5375745296478271,0.0,,,,,
0.9245282411575317,2.7858357429504395,0.8461537957191467,0.523809552192688,566,0.7473683953285217,0.7241688966751099,20,,,,,,,
,,,,566,,,20,0.5238642692565918,0.0,,,,,
0.9622642397880554,1.0319033861160278,0.9090909361839294,0.4761904776096344,593,0.7473683953285217,0.7192272543907166,21,,,,,,,
,,,,593,,,21,0.5150871276855469,0.0,,,,,
0.9622642397880554,0.9479296207427979,0.9166666865348816,0.523809552192688,620,0.7684210538864136,0.7430369257926941,22,,,,,,,
,,,,620,,,22,0.5281645059585571,0.0,,,,,
0.9622642397880554,1.1959304809570312,0.9230769276618958,0.5714285969734192,647,0.7894737124443054,0.7668463587760925,23,,,,,,,
,,,,647,,,23,0.5304620265960693,0.0,,,,,
0.9433962106704712,1.310260534286499,0.8999999761581421,0.6428571343421936,674,0.8105263113975525,0.79312664270401,24,,,,,,,
,,,,674,,,24,0.5006027221679688,0.0,,,,,
0.9433962106704712,1.308127760887146,0.8965517282485962,0.6190476417541504,701,0.800000011920929,0.781221866607666,25,,,,,,,
,,,,701,,,25,0.48753440380096436,0.0,,,,,
0.9622642397880554,1.1455011367797852,0.9230769276618958,0.5714285969734192,728,0.7894737124443054,0.7668463587760925,26,,,,,,,
,,,,728,,,26,0.5102539658546448,0.0,,,,,
0.9622642397880554,1.5116994380950928,0.9166666865348816,0.523809552192688,755,0.7684210538864136,0.7430369257926941,27,,,,,,,
,,,,755,,,27,0.48035719990730286,0.0,,,,,
0.9433962106704712,0.9651636481285095,0.8888888955116272,0.5714285969734192,782,0.7789473533630371,0.7574123740196228,28,,,,,,,
,,,,782,,,28,0.48822999000549316,0.0,,,,,
0.9433962106704712,0.7069781422615051,0.8799999952316284,0.523809552192688,809,0.75789475440979,0.7336028814315796,29,,,,,,,
,,,,809,,,29,0.49308374524116516,0.0,,,,,
0.9433962106704712,0.8154282569885254,0.8799999952316284,0.523809552192688,836,0.75789475440979,0.7336028814315796,30,,,,,,,
,,,,836,,,30,0.48395946621894836,0.0,,,,,
0.8679245114326477,1.9222135543823242,0.7941176295280457,0.6428571343421936,863,0.7684210538864136,0.7553907632827759,31,,,,,,,
,,,,863,,,31,0.4768519103527069,0.0,,,,,
0.9622642397880554,1.8559861183166504,0.9200000166893005,0.5476190447807312,890,0.7789473533630371,0.7549417018890381,32,,,,,,,
,,,,890,,,32,0.47496166825294495,0.0,,,,,
0.9433962106704712,1.3874424695968628,0.8888888955116272,0.5714285969734192,917,0.7789473533630371,0.7574123740196228,33,,,,,,,
,,,,917,,,33,0.47160083055496216,0.0,,,,,
0.9433962106704712,0.8121174573898315,0.8888888955116272,0.5714285969734192,944,0.7789473533630371,0.7574123740196228,34,,,,,,,
,,,,944,,,34,0.4642867147922516,0.0,,,,,
0.9433962106704712,1.1517114639282227,0.8888888955116272,0.5714285969734192,971,0.7789473533630371,0.7574123740196228,35,,,,,,,
,,,,971,,,35,0.47407567501068115,0.0,,,,,
0.9056603908538818,0.7376401424407959,0.8387095928192139,0.6190476417541504,998,0.7789473533630371,0.7623540163040161,36,,,,,,,
,,,,998,,,36,0.4521057605743408,0.0,,,,,
0.9433962106704712,0.6807668805122375,0.8888888955116272,0.5714285969734192,1025,0.7789473533630371,0.7574123740196228,37,,,,,,,
,,,,1025,,,37,0.46001338958740234,0.0,,,,,
0.9245282411575317,1.1351515054702759,0.8461537957191467,0.523809552192688,1052,0.7473683953285217,0.7241688966751099,38,,,,,,,
,,,,1052,,,38,0.47425419092178345,0.0,,,,,
0.9056603908538818,0.7924044728279114,0.84375,0.6428571343421936,1079,0.7894737124443054,0.7742587327957153,39,,,,,,,
,,,,1079,,,39,0.47006937861442566,0.0,,,,,
0.9245282411575317,1.9859997034072876,0.8571428656578064,0.5714285969734192,1106,0.7684210538864136,0.7479784488677979,40,,,,,,,
,,,,1106,,,40,0.4774266183376312,0.0,,,,,
0.9433962106704712,0.6188316345214844,0.8888888955116272,0.5714285969734192,1133,0.7789473533630371,0.7574123740196228,41,,,,,,,
,,,,1133,,,41,0.45523789525032043,0.0,,,,,
0.9433962106704712,1.7031396627426147,0.8846153616905212,0.5476190447807312,1160,0.7684210538864136,0.7455076575279236,42,,,,,,,
,,,,1160,,,42,0.4439851641654968,0.0,,,,,
0.8679245114326477,1.2044470310211182,0.7878788113594055,0.6190476417541504,1187,0.75789475440979,0.7434860467910767,43,,,,,,,
,,,,1187,,,43,0.454881876707077,0.0,,,,,
0.9245282411575317,0.6222649216651917,0.8518518805503845,0.5476190447807312,1214,0.75789475440979,0.7360737323760986,44,,,,,,,
,,,,1214,,,44,0.46735021471977234,0.0,,,,,
0.8301886916160583,2.9353387355804443,0.7352941632270813,0.5952380895614624,1241,0.7263157963752747,0.712713360786438,45,,,,,,,
,,,,1241,,,45,0.4186399281024933,0.0,,,,,
0.9245282411575317,0.6672650575637817,0.8620689511299133,0.5952380895614624,1268,0.7789473533630371,0.7598832249641418,46,,,,,,,
,,,,1268,,,46,0.4333229959011078,0.0,,,,,
0.9245282411575317,1.8603497743606567,0.8571428656578064,0.5714285969734192,1295,0.7684210538864136,0.7479784488677979,47,,,,,,,
,,,,1295,,,47,0.41994473338127136,0.0,,,,,
0.9245282411575317,1.4381190538406372,0.8620689511299133,0.5952380895614624,1322,0.7789473533630371,0.7598832249641418,48,,,,,,,
,,,,1322,,,48,0.42656975984573364,0.0,,,,,
0.9433962106704712,3.7548365592956543,0.8928571343421936,0.5952380895614624,1349,0.7894737124443054,0.7693171501159668,49,,,,,,,
,,,,1349,,,49,0.42865487933158875,0.0,,,,,
0.9433962106704712,2.820446729660034,0.8799999952316284,0.523809552192688,1376,0.75789475440979,0.7336028814315796,50,,,,,,,
,,,,1376,,,50,0.42993074655532837,0.0,,,,,
0.8679245114326477,1.3788557052612305,0.78125,0.5952380895614624,1403,0.7473683953285217,0.7315813302993774,51,,,,,,,
,,,,1403,,,51,0.4227725863456726,0.0,,,,,
0.9056603908538818,1.7634929418563843,0.8275862336158752,0.5714285969734192,1430,0.75789475440979,0.7385445237159729,52,,,,,,,
,,,,1430,,,52,0.42561936378479004,0.0,,,,,
0.849056601524353,1.7346880435943604,0.7714285850524902,0.6428571343421936,1457,0.75789475440979,0.7459568381309509,53,,,,,,,
,,,,1457,,,53,0.4223519265651703,0.0,,,,,
0.9433962106704712,1.037664532661438,0.8888888955116272,0.5714285969734192,1484,0.7789473533630371,0.7574123740196228,54,,,,,,,
,,,,1484,,,54,0.41865912079811096,0.0,,,,,
0.9056603908538818,0.7347081899642944,0.8387095928192139,0.6190476417541504,1511,0.7789473533630371,0.7623540163040161,55,,,,,,,
,,,,1511,,,55,0.4172530472278595,0.0,,,,,
0.9056603908538818,0.7419691681861877,0.84375,0.6428571343421936,1538,0.7894737124443054,0.7742587327957153,56,,,,,,,
,,,,1538,,,56,0.42433100938796997,0.0,,,,,
0.9245282411575317,0.8843466639518738,0.8620689511299133,0.5952380895614624,1565,0.7789473533630371,0.7598832249641418,57,,,,,,,
,,,,1565,,,57,0.39685481786727905,0.0,,,,,
0.9433962106704712,0.8329647779464722,0.8888888955116272,0.5714285969734192,1592,0.7789473533630371,0.7574123740196228,58,,,,,,,
