val_precision,epoch,val_sensitivity,val_auroc,val_accuracy,step,val_specificity,val_loss,train_loss,unlabeled_data_utilization,test_sensitivity,test_precision,test_auroc,test_accuracy,test_specificity
0.47058823704719543,0,0.190476194024086,0.510332465171814,0.5473684072494507,34,0.8301886916160583,0.6587666273117065,,,,,,,
,0,,,,34,,,0.6394785642623901,0.011553687043488026,,,,,
0.75,1,0.2857142984867096,0.6051212549209595,0.6421052813529968,69,0.9245282411575317,0.7185803651809692,,,,,,,
,1,,,,69,,,0.6206499338150024,0.02744038961827755,,,,,
0.7407407164573669,2,0.4761904776096344,0.6720574498176575,0.6947368383407593,104,0.8679245114326477,0.9541926980018616,,,,,,,
,2,,,,104,,,0.6092382073402405,0.028874672949314117,,,,,
0.6904761791229248,3,0.6904761791229248,0.7225965857505798,0.7263157963752747,139,0.7547169923782349,0.8804431557655334,,,,,,,
,3,,,,139,,,0.5979370474815369,0.03243137523531914,,,,,
0.8620689511299133,4,0.5952380895614624,0.7598832249641418,0.7789473533630371,174,0.9245282411575317,0.583547055721283,,,,,,,
,4,,,,174,,,0.583533525466919,0.03121044859290123,,,,,
0.9230769276618958,5,0.5714285969734192,0.7668463587760925,0.7894737124443054,209,0.9622642397880554,0.5942851901054382,,,,,,,
,5,,,,209,,,0.5525198578834534,0.040864452719688416,,,,,
0.8275862336158752,6,0.5714285969734192,0.7385445237159729,0.75789475440979,244,0.9056603908538818,0.5502234697341919,,,,,,,
,6,,,,244,,,0.5312069058418274,0.07455596327781677,,,,,
0.806451678276062,7,0.5952380895614624,0.7410151958465576,0.75789475440979,279,0.8867924809455872,0.593277096748352,,,,,,,
,7,,,,279,,,0.5197359323501587,0.09815693646669388,,,,,
0.8214285373687744,8,0.5476190447807312,0.7266397476196289,0.7473683953285217,314,0.9056603908538818,0.5196587443351746,,,,,,,
,8,,,,314,,,0.5261107087135315,0.12682116031646729,,,,,
0.8387095928192139,9,0.6190476417541504,0.7623540163040161,0.7789473533630371,349,0.9056603908538818,0.4894856810569763,,,,,,,
,9,,,,349,,,0.5160874724388123,0.14896300435066223,,,,,
0.8709677457809448,10,0.6428571343421936,0.7836927175521851,0.800000011920929,384,0.9245282411575317,0.4750223159790039,,,,,,,
,10,,,,384,,,0.5127700567245483,0.19559399783611298,,,,,
0.7931034564971924,11,0.5476190447807312,0.7172057032585144,0.7368420958518982,419,0.8867924809455872,0.547754168510437,,,,,,,
,11,,,,419,,,0.5402679443359375,0.2258240133523941,,,,,
0.8387095928192139,12,0.6190476417541504,0.7623540163040161,0.7789473533630371,454,0.9056603908538818,0.47682151198387146,,,,,,,
,12,,,,454,,,0.4961412847042084,0.2517097294330597,,,,,
0.7250000238418579,13,0.6904761791229248,0.7414644956588745,0.7473683953285217,489,0.792452871799469,0.5041033625602722,,,,,,,
,13,,,,489,,,0.5248491764068604,0.30116090178489685,,,,,
0.7142857313156128,14,0.7142857313156128,0.7439352869987488,0.7473683953285217,524,0.7735848426818848,0.4100974500179291,,,,,,,
,14,,,,524,,,0.5495005249977112,0.3227123022079468,,,,,
0.75,15,0.7142857313156128,0.7628032565116882,0.7684210538864136,559,0.8113208413124084,0.5142178535461426,,,,,,,
,15,,,,559,,,0.5197558403015137,0.3051812946796417,,,,,
0.7837837338447571,16,0.6904761791229248,0.7697663903236389,0.7789473533630371,594,0.849056601524353,0.4383421540260315,,,,,,,
,16,,,,594,,,0.5059108734130859,0.350175142288208,,,,,
0.875,17,0.6666666865348816,0.795597493648529,0.8105263113975525,629,0.9245282411575317,0.4126923084259033,,,,,,,
,17,,,,629,,,0.5069953203201294,0.3690003752708435,,,,,
0.8333333134651184,18,0.7142857313156128,0.8005390167236328,0.8105263113975525,664,0.8867924809455872,0.398028165102005,,,,,,,
,18,,,,664,,,0.484928697347641,0.392008513212204,,,,,
0.8571428656578064,19,0.7142857313156128,0.8099730610847473,0.821052610874176,699,0.9056603908538818,0.44536224007606506,,,,,,,
,19,,,,699,,,0.504492461681366,0.4260910153388977,,,,,
0.84375,20,0.6428571343421936,0.7742587327957153,0.7894737124443054,734,0.9056603908538818,0.5489215850830078,,,,,,,
,20,,,,734,,,0.5226802825927734,0.41541531682014465,,,,,
0.8181818127632141,21,0.6428571343421936,0.7648246884346008,0.7789473533630371,769,0.8867924809455872,0.40842121839523315,,,,,,,
,21,,,,769,,,0.5152342319488525,0.4150901734828949,,,,,
0.8709677457809448,22,0.6428571343421936,0.7836927175521851,0.800000011920929,804,0.9245282411575317,0.44570937752723694,,,,,,,
,22,,,,804,,,0.4950770437717438,0.40262287855148315,,,,,
0.8181818127632141,23,0.6428571343421936,0.7648246884346008,0.7789473533630371,839,0.8867924809455872,0.4159840941429138,,,,,,,
,23,,,,839,,,0.4828317165374756,0.42460528016090393,,,,,
0.8529411554336548,24,0.6904761791229248,0.7980683445930481,0.8105263113975525,874,0.9056603908538818,0.4065028429031372,,,,,,,
,24,,,,874,,,0.48137614130973816,0.4440773129463196,,,,,
,25,,,,875,,,,,0.7115384340286255,0.8222222328186035,0.7951631546020508,0.805084764957428,0.8787878751754761
,25,,,,875,,,,,0.7115384340286255,0.795698881149292,0.7837995290756226,0.7923728823661804,0.8560606241226196
,25,,,,875,,,,,0.7115384340286255,0.8314606547355652,0.7989510297775269,0.8093220591545105,0.8863636255264282
