step,val_auroc,val_precision,epoch,val_specificity,val_loss,val_accuracy,val_sensitivity,train_loss,unlabeled_data_utilization,test_specificity,test_sensitivity,test_precision,test_accuracy,test_auroc
17,0.5,0.4421052634716034,0,0.0,0.6212733387947083,0.4421052634716034,1.0,,,,,,,
17,,,0,,,,,0.6388476490974426,0.0125688835978508,,,,,
35,0.508310854434967,0.4583333432674408,1,0.7547169923782349,0.8265119194984436,0.5368421077728271,0.261904776096344,,,,,,,
35,,,1,,,,,0.6382046341896057,0.020738938823342323,,,,,
53,0.42497754096984863,0.23529411852359772,2,0.7547169923782349,0.8874523639678955,0.46315789222717285,0.095238097012043,,,,,,,
53,,,2,,,,,0.6311808824539185,0.014747248031198978,,,,,
71,0.5049416422843933,0.5,3,0.9622642397880554,0.6678247451782227,0.557894766330719,0.0476190485060215,,,,,,,
71,,,3,,,,,0.6280636191368103,0.02183297462761402,,,,,
89,0.523809552192688,1.0,4,1.0,0.7474333643913269,0.5789473652839661,0.0476190485060215,,,,,,,
89,,,4,,,,,0.6244117021560669,0.022283479571342468,,,,,
107,0.5862533450126648,0.6666666865348816,5,0.8867924809455872,0.6975476145744324,0.621052622795105,0.2857142984867096,,,,,,,
107,,,5,,,,,0.6213610172271729,0.023806815966963768,,,,,
125,0.5287511348724365,0.6666666865348816,6,0.9622642397880554,0.6408900618553162,0.5789473652839661,0.095238097012043,,,,,,,
125,,,6,,,,,0.6400031447410583,0.030409563332796097,,,,,
143,0.6096137166023254,0.9090909361839294,7,0.9811320900917053,0.6456677913665771,0.6526315808296204,0.2380952388048172,,,,,,,
143,,,7,,,,,0.6140720844268799,0.020553573966026306,,,,,
161,0.5911949872970581,0.6363636255264282,8,0.849056601524353,0.6287159323692322,0.621052622795105,0.3333333432674408,,,,,,,
161,,,8,,,,,0.6177188754081726,0.027424756437540054,,,,,
179,0.6194968819618225,0.7368420958518982,9,0.9056603908538818,0.6392443180084229,0.6526315808296204,0.3333333432674408,,,,,,,
179,,,9,,,,,0.6058926582336426,0.0208069309592247,,,,,
197,0.7053009867668152,0.7857142686843872,10,0.8867924809455872,0.6600422263145447,0.7263157963752747,0.523809552192688,,,,,,,
197,,,10,,,,,0.5894052982330322,0.01643688790500164,,,,,
215,0.712713360786438,0.7352941632270813,11,0.8301886916160583,0.5895320177078247,0.7263157963752747,0.5952380895614624,,,,,,,
215,,,11,,,,,0.5762097239494324,0.026925556361675262,,,,,
233,0.6893530488014221,0.6585366129875183,12,0.7358490824699402,0.7764906287193298,0.6947368383407593,0.6428571343421936,,,,,,,
233,,,12,,,,,0.5672315955162048,0.03515665978193283,,,,,
251,0.6392632722854614,0.6285714507102966,13,0.7547169923782349,0.5758254528045654,0.6526315808296204,0.523809552192688,,,,,,,
251,,,13,,,,,0.5630598664283752,0.03361539915204048,,,,,
269,0.691374659538269,0.7058823704719543,14,0.8113208413124084,0.6218501329421997,0.7052631378173828,0.5714285969734192,,,,,,,
269,,,14,,,,,0.5547744035720825,0.03432060033082962,,,,,
287,0.6725067496299744,0.6666666865348816,15,0.7735848426818848,0.6074082851409912,0.6842105388641357,0.5714285969734192,,,,,,,
287,,,15,,,,,0.5589446425437927,0.051775284111499786,,,,,
305,0.6794699430465698,0.6969696879386902,16,0.8113208413124084,0.613013505935669,0.6947368383407593,0.5476190447807312,,,,,,,
305,,,16,,,,,0.5540760159492493,0.056008897721767426,,,,,
323,0.7008086442947388,0.7272727489471436,17,0.8301886916160583,0.6308169364929199,0.7157894968986511,0.5714285969734192,,,,,,,
323,,,17,,,,,0.5304178595542908,0.06543195992708206,,,,,
341,0.7106918096542358,0.6829268336296082,18,0.7547169923782349,0.5801225900650024,0.7157894968986511,0.6666666865348816,,,,,,,
341,,,18,,,,,0.5314920544624329,0.08208828419446945,,,,,
359,0.7270889282226562,0.7297297716140747,19,0.8113208413124084,0.5955073833465576,0.7368420958518982,0.6428571343421936,,,,,,,
359,,,19,,,,,0.5364660620689392,0.08756224811077118,,,,,
377,0.7529200315475464,0.8125,20,0.8867924809455872,0.5067771077156067,0.7684210538864136,0.6190476417541504,,,,,,,
