val_accuracy,val_auroc,val_precision,step,val_sensitivity,epoch,val_specificity,val_loss,train_loss,unlabeled_data_utilization,test_precision,test_accuracy,test_sensitivity,test_auroc,test_specificity
0.557894766330719,0.5,0.0,26,0.0,0,1.0,0.6201432943344116,,,,,,,
,,,26,,0,,,0.6330892443656921,0.0,,,,,
0.557894766330719,0.5074123740196228,0.5,53,0.0714285746216774,1,0.9433962106704712,2.0536444187164307,,,,,,,
,,,53,,1,,,0.630913257598877,0.0,,,,,
0.5789473652839661,0.5336927175521851,0.6000000238418579,80,0.1428571492433548,2,0.9245282411575317,0.8989863991737366,,,,,,,
,,,80,,2,,,0.6194524168968201,0.0,,,,,
0.6105263233184814,0.566936194896698,0.7272727489471436,107,0.190476194024086,3,0.9433962106704712,1.8290389776229858,,,,,,,
,,,107,,3,,,0.6099286675453186,0.0,,,,,
0.6842105388641357,0.6650943160057068,0.699999988079071,134,0.5,4,0.8301886916160583,0.9440786838531494,,,,,,,
,,,134,,4,,,0.5906064510345459,0.0,,,,,
0.6842105388641357,0.6675651669502258,0.6875,161,0.523809552192688,5,0.8113208413124084,0.5901762843132019,,,,,,,
,,,161,,5,,,0.5732770562171936,0.0,,,,,
0.7157894968986511,0.6983378529548645,0.7419354915618896,188,0.5476190447807312,6,0.849056601524353,1.0395383834838867,,,,,,,
,,,188,,6,,,0.564008355140686,0.0,,,,,
0.7157894968986511,0.7008086442947388,0.7272727489471436,215,0.5714285969734192,7,0.8301886916160583,0.6341776847839355,,,,,,,
,,,215,,7,,,0.554989755153656,0.0,,,,,
0.7263157963752747,0.7028301954269409,0.807692289352417,242,0.5,8,0.9056603908538818,0.7745504379272461,,,,,,,
,,,242,,8,,,0.5260219573974609,0.0,,,,,
0.7263157963752747,0.7053009867668152,0.7857142686843872,269,0.523809552192688,9,0.8867924809455872,1.7495712041854858,,,,,,,
,,,269,,9,,,0.5170609951019287,0.0,,,,,
0.8105263113975525,0.7881851196289062,0.9615384340286255,296,0.5952380895614624,10,0.9811320900917053,1.3322316408157349,,,,,,,
,,,296,,10,,,0.5089051127433777,0.0,,,,,
0.7473683953285217,0.7241688966751099,0.8461537957191467,323,0.523809552192688,11,0.9245282411575317,0.5587976574897766,,,,,,,
,,,323,,11,,,0.4980887472629547,0.0,,,,,
0.7473683953285217,0.7266397476196289,0.8214285373687744,350,0.5476190447807312,12,0.9056603908538818,0.952196478843689,,,,,,,
,,,350,,12,,,0.5158334374427795,0.0,,,,,
0.7684210538864136,0.7479784488677979,0.8571428656578064,377,0.5714285969734192,13,0.9245282411575317,0.49211886525154114,,,,,,,
,,,377,,13,,,0.4953365623950958,0.0,,,,,
0.7789473533630371,0.7574123740196228,0.8888888955116272,404,0.5714285969734192,14,0.9433962106704712,0.8100417852401733,,,,,,,
,,,404,,14,,,0.4916146397590637,0.0,,,,,
0.7789473533630371,0.7524707913398743,0.95652174949646,431,0.523809552192688,15,0.9811320900917053,0.6117842793464661,,,,,,,
,,,431,,15,,,0.491499125957489,0.0,,,,,
0.75789475440979,0.7286612391471863,0.9523809552192688,458,0.4761904776096344,16,0.9811320900917053,0.7109272480010986,,,,,,,
,,,458,,16,,,0.49484750628471375,0.0,,,,,
0.7684210538864136,0.7430369257926941,0.9166666865348816,485,0.523809552192688,17,0.9622642397880554,0.5136951804161072,,,,,,,
,,,485,,17,,,0.44168418645858765,0.0,,,,,
0.7684210538864136,0.7430369257926941,0.9166666865348816,512,0.523809552192688,18,0.9622642397880554,0.4821609556674957,,,,,,,
,,,512,,18,,,0.464350163936615,0.0,,,,,
0.7684210538864136,0.740566074848175,0.9545454382896423,539,0.5,19,0.9811320900917053,0.6358538269996643,,,,,,,
,,,539,,19,,,0.4584302604198456,0.0,,,,,
0.7368420958518982,0.7122641205787659,0.8399999737739563,566,0.5,20,0.9245282411575317,0.8121281862258911,,,,,,,
,,,566,,20,,,0.46464449167251587,0.0,,,,,
0.75789475440979,0.7311322093009949,0.9130435585975647,593,0.5,21,0.9622642397880554,0.5300769209861755,,,,,,,
,,,593,,21,,,0.4569576382637024,0.0,,,,,
