step,val_sensitivity,val_specificity,val_auroc,val_precision,val_accuracy,val_loss,epoch,unlabeled_data_utilization,train_loss,test_specificity,test_auroc,test_accuracy,test_sensitivity,test_precision
26,1.0,0.0,0.5,0.4421052634716034,0.4421052634716034,0.6247763633728027,0,,,,,,,
26,,,,,,,0,0.0,0.638891875743866,,,,,
53,0.3571428656578064,0.849056601524353,0.6030997633934021,0.6521739363670349,0.6315789222717285,2.88777232170105,1,,,,,,,
53,,,,,,,1,0.0,0.6202883124351501,,,,,
80,0.4523809850215912,0.7547169923782349,0.6035489439964294,0.59375,0.621052622795105,1.2376419305801392,2,,,,,,,
80,,,,,,,2,0.0,0.6128389239311218,,,,,
107,0.4761904776096344,0.8301886916160583,0.6531895399093628,0.6896551847457886,0.6736842393875122,1.5078645944595337,3,,,,,,,
107,,,,,,,3,0.0,0.5861140489578247,,,,,
134,0.4285714328289032,0.7735848426818848,0.6010782122612,0.6000000238418579,0.621052622795105,0.5809024572372437,4,,,,,,,
134,,,,,,,4,0.0,0.5620654821395874,,,,,
161,0.4285714328289032,0.8867924809455872,0.6576818823814392,0.75,0.6842105388641357,0.5946153998374939,5,,,,,,,
161,,,,,,,5,0.0,0.5656335353851318,,,,,
188,0.4285714328289032,0.9245282411575317,0.6765499114990234,0.8181818127632141,0.7052631378173828,0.8215541839599609,6,,,,,,,
188,,,,,,,6,0.0,0.5346085429191589,,,,,
215,0.4761904776096344,0.8867924809455872,0.6814914345741272,0.7692307829856873,0.7052631378173828,2.498751640319824,7,,,,,,,
215,,,,,,,7,0.0,0.5359538197517395,,,,,
242,0.523809552192688,0.8679245114326477,0.6958670616149902,0.7586206793785095,0.7157894968986511,0.5891780257225037,8,,,,,,,
242,,,,,,,8,0.0,0.5020623207092285,,,,,
269,0.5952380895614624,0.8113208413124084,0.703279435634613,0.7142857313156128,0.7157894968986511,0.5815653800964355,9,,,,,,,
269,,,,,,,9,0.0,0.5058646202087402,,,,,
296,0.5714285969734192,0.8679245114326477,0.7196765542030334,0.774193525314331,0.7368420958518982,0.6383139491081238,10,,,,,,,
296,,,,,,,10,0.0,0.5049926042556763,,,,,
323,0.6190476417541504,0.9056603908538818,0.7623540163040161,0.8387095928192139,0.7789473533630371,0.6608957052230835,11,,,,,,,
323,,,,,,,11,0.0,0.5081624984741211,,,,,
350,0.5714285969734192,0.8867924809455872,0.7291104793548584,0.800000011920929,0.7473683953285217,0.7886765599250793,12,,,,,,,
350,,,,,,,12,0.0,0.4761963486671448,,,,,
377,0.5952380895614624,0.8867924809455872,0.7410151958465576,0.806451678276062,0.75789475440979,0.7387638092041016,13,,,,,,,
377,,,,,,,13,0.0,0.49349522590637207,,,,,
404,0.5714285969734192,0.9433962106704712,0.7574123740196228,0.8888888955116272,0.7789473533630371,0.6497935056686401,14,,,,,,,
404,,,,,,,14,0.0,0.5052303671836853,,,,,
431,0.5714285969734192,0.9433962106704712,0.7574123740196228,0.8888888955116272,0.7789473533630371,0.486947238445282,15,,,,,,,
431,,,,,,,15,0.0,0.4942409098148346,,,,,
458,0.523809552192688,0.9433962106704712,0.7336028814315796,0.8799999952316284,0.75789475440979,0.5078693628311157,16,,,,,,,
458,,,,,,,16,0.0,0.47074824571609497,,,,,
485,0.523809552192688,0.9245282411575317,0.7241688966751099,0.8461537957191467,0.7473683953285217,0.5013192892074585,17,,,,,,,
485,,,,,,,17,0.0,0.46065184473991394,,,,,
512,0.5476190447807312,0.8867924809455872,0.7172057032585144,0.7931034564971924,0.7368420958518982,0.5217400193214417,18,,,,,,,
512,,,,,,,18,0.0,0.4747879207134247,,,,,
539,0.5,0.9433962106704712,0.7216981053352356,0.875,0.7473683953285217,0.7240261435508728,19,,,,,,,
539,,,,,,,19,0.0,0.4500643014907837,,,,,
566,0.5,0.9433962106704712,0.7216981053352356,0.875,0.7473683953285217,0.8035659193992615,20,,,,,,,
566,,,,,,,20,0.0,0.45535677671432495,,,,,
593,0.523809552192688,0.9245282411575317,0.7241688966751099,0.8461537957191467,0.7473683953285217,0.5362185835838318,21,,,,,,,
593,,,,,,,21,0.0,0.4414955675601959,,,,,
620,0.5,0.9433962106704712,0.7216981053352356,0.875,0.7473683953285217,0.6577616333961487,22,,,,,,,
620,,,,,,,22,0.0,0.4341392517089844,,,,,
647,0.523809552192688,0.9245282411575317,0.7241688966751099,0.8461537957191467,0.7473683953285217,0.5028234720230103,23,,,,,,,
647,,,,,,,23,0.0,0.45297643542289734,,,,,
674,0.523809552192688,0.9245282411575317,0.7241688966751099,0.8461537957191467,0.7473683953285217,0.8244792222976685,24,,,,,,,
674,,,,,,,24,0.0,0.44976648688316345,,,,,
701,0.5714285969734192,0.9056603908538818,0.7385445237159729,0.8275862336158752,0.75789475440979,0.5993572473526001,25,,,,,,,
701,,,,,,,25,0.0,0.4399251639842987,,,,,
728,0.5952380895614624,0.9056603908538818,0.7504492402076721,0.8333333134651184,0.7684210538864136,0.6483262181282043,26,,,,,,,
728,,,,,,,26,0.0,0.45521411299705505,,,,,
755,0.5952380895614624,0.9433962106704712,0.7693171501159668,0.8928571343421936,0.7894737124443054,0.5037728548049927,27,,,,,,,
755,,,,,,,27,0.0,0.4408383071422577,,,,,
782,0.6428571343421936,0.9245282411575317,0.7836927175521851,0.8709677457809448,0.800000011920929,0.6370773315429688,28,,,,,,,
782,,,,,,,28,0.0,0.42056116461753845,,,,,
809,0.5952380895614624,0.9622642397880554,0.7787511944770813,0.9259259104728699,0.800000011920929,0.42345258593559265,29,,,,,,,
809,,,,,,,29,0.0,0.4364974796772003,,,,,
836,0.5714285969734192,0.9622642397880554,0.7668463587760925,0.9230769276618958,0.7894737124443054,0.5602408051490784,30,,,,,,,
836,,,,,,,30,0.0,0.4359762370586395,,,,,
863,0.5,0.9433962106704712,0.7216981053352356,0.875,0.7473683953285217,0.46002471446990967,31,,,,,,,
863,,,,,,,31,0.0,0.41710835695266724,,,,,
890,0.6190476417541504,0.9433962106704712,0.781221866607666,0.8965517282485962,0.800000011920929,0.5724795460700989,32,,,,,,,
890,,,,,,,32,0.0,0.431074321269989,,,,,
917,0.5952380895614624,0.9622642397880554,0.7787511944770813,0.9259259104728699,0.800000011920929,0.45471033453941345,33,,,,,,,
917,,,,,,,33,0.0,0.4218143820762634,,,,,
944,0.6428571343421936,0.9622642397880554,0.8025606870651245,0.931034505367279,0.821052610874176,0.6658101677894592,34,,,,,,,
944,,,,,,,34,0.0,0.41874104738235474,,,,,
971,0.5952380895614624,0.9622642397880554,0.7787511944770813,0.9259259104728699,0.800000011920929,0.4779965579509735,35,,,,,,,
971,,,,,,,35,0.0,0.43339625000953674,,,,,
998,0.6428571343421936,0.9433962106704712,0.79312664270401,0.8999999761581421,0.8105263113975525,0.5256584286689758,36,,,,,,,
998,,,,,,,36,0.0,0.434501051902771,,,,,
1025,0.6190476417541504,0.9622642397880554,0.7906559109687805,0.9285714626312256,0.8105263113975525,0.6182424426078796,37,,,,,,,
1025,,,,,,,37,0.0,0.4133337140083313,,,,,
1052,0.6666666865348816,0.9245282411575317,0.795597493648529,0.875,0.8105263113975525,0.41691893339157104,38,,,,,,,
1052,,,,,,,38,0.0,0.41607382893562317,,,,,
1079,0.6428571343421936,0.9622642397880554,0.8025606870651245,0.931034505367279,0.821052610874176,0.6662940979003906,39,,,,,,,
1079,,,,,,,39,0.0,0.4288477599620819,,,,,
1106,0.5476190447807312,0.9245282411575317,0.7360737323760986,0.8518518805503845,0.75789475440979,0.681868314743042,40,,,,,,,
1106,,,,,,,40,0.0,0.4177717864513397,,,,,
1133,0.6666666865348816,0.9622642397880554,0.8144654631614685,0.9333332777023315,0.8315789699554443,0.5061943531036377,41,,,,,,,
1133,,,,,,,41,0.0,0.41738826036453247,,,,,
1160,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8333333134651184,0.8105263113975525,0.6987958550453186,42,,,,,,,
1160,,,,,,,42,0.0,0.40697282552719116,,,,,
1187,0.5,0.9622642397880554,0.7311322093009949,0.9130435585975647,0.75789475440979,0.6685811281204224,43,,,,,,,
1187,,,,,,,43,0.0,0.4080449342727661,,,,,
1214,0.6904761791229248,0.8867924809455872,0.7886343002319336,0.8285714387893677,0.800000011920929,0.6382054090499878,44,,,,,,,
1214,,,,,,,44,0.0,0.41151684522628784,,,,,
1241,0.6666666865348816,0.9056603908538818,0.7861635684967041,0.8484848737716675,0.800000011920929,0.6058306694030762,45,,,,,,,
1241,,,,,,,45,0.0,0.39397284388542175,,,,,
1268,0.7142857313156128,0.9433962106704712,0.828840970993042,0.9090909361839294,0.8421052694320679,0.3906360864639282,46,,,,,,,
1268,,,,,,,46,0.0,0.3962797522544861,,,,,
1295,0.6904761791229248,0.9433962106704712,0.816936194896698,0.90625,0.8315789699554443,0.4725787043571472,47,,,,,,,
1295,,,,,,,47,0.0,0.38148045539855957,,,,,
1322,0.6666666865348816,0.9433962106704712,0.8050314784049988,0.9032257795333862,0.821052610874176,0.8262936472892761,48,,,,,,,
1322,,,,,,,48,0.0,0.40183207392692566,,,,,
1349,0.7142857313156128,0.9245282411575317,0.8194069862365723,0.8823529481887817,0.8315789699554443,0.5417481064796448,49,,,,,,,
1349,,,,,,,49,0.0,0.39097997546195984,,,,,
1376,0.6428571343421936,0.9245282411575317,0.7836927175521851,0.8709677457809448,0.800000011920929,0.6898998618125916,50,,,,,,,
1376,,,,,,,50,0.0,0.38159140944480896,,,,,
1403,0.7142857313156128,0.8867924809455872,0.8005390167236328,0.8333333134651184,0.8105263113975525,0.5648289322853088,51,,,,,,,
1403,,,,,,,51,0.0,0.38801318407058716,,,,,
1430,0.7142857313156128,0.9056603908538818,0.8099730610847473,0.8571428656578064,0.821052610874176,0.5141918063163757,52,,,,,,,
1430,,,,,,,52,0.0,0.3760877847671509,,,,,
1457,0.7142857313156128,0.9056603908538818,0.8099730610847473,0.8571428656578064,0.821052610874176,0.43260571360588074,53,,,,,,,
1457,,,,,,,53,0.0,0.39545223116874695,,,,,
1484,0.6904761791229248,0.9245282411575317,0.8075022101402283,0.8787878751754761,0.821052610874176,0.4416128993034363,54,,,,,,,
1484,,,,,,,54,0.0,0.3865549564361572,,,,,
1511,0.6904761791229248,0.8867924809455872,0.7886343002319336,0.8285714387893677,0.800000011920929,0.49084144830703735,55,,,,,,,
1511,,,,,,,55,0.0,0.3889153003692627,,,,,
1538,0.6904761791229248,0.9056603908538818,0.7980683445930481,0.8529411554336548,0.8105263113975525,0.5084921717643738,56,,,,,,,
1538,,,,,,,56,0.0,0.38015058636665344,,,,,
1565,0.6428571343421936,0.8867924809455872,0.7648246884346008,0.8181818127632141,0.7789473533630371,0.47165319323539734,57,,,,,,,
1565,,,,,,,57,0.0,0.38182035088539124,,,,,
1592,0.761904776096344,0.7358490824699402,0.7488768696784973,0.695652186870575,0.7473683953285217,0.5052971243858337,58,,,,,,,
1592,,,,,,,58,0.0,0.387966513633728,,,,,
