val_sensitivity,step,val_precision,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_sensitivity,test_accuracy
0.0,26,0.0,1.0,0.5,0.557894766330719,0,0.61845463514328,,,,,,,
,26,,,,,0,,0.6391795873641968,0.0,,,,,
0.02380952425301075,53,0.3333333432674408,0.9622642397880554,0.4930368661880493,0.5473684072494507,1,0.9978921413421631,,,,,,,
,53,,,,,1,,0.6269325613975525,0.0,,,,,
0.095238097012043,80,0.6666666865348816,0.9622642397880554,0.5287511348724365,0.5789473652839661,2,1.1348724365234375,,,,,,,
,80,,,,,2,,0.6202020645141602,0.0,,,,,
0.0476190485060215,107,1.0,1.0,0.523809552192688,0.5789473652839661,3,1.355848789215088,,,,,,,
,107,,,,,3,,0.619574785232544,0.0,,,,,
0.0714285746216774,134,0.75,0.9811320900917053,0.5262802839279175,0.5789473652839661,4,0.8104316592216492,,,,,,,
,134,,,,,4,,0.6010331511497498,0.0,,,,,
0.2857142984867096,161,0.800000011920929,0.9433962106704712,0.6145552396774292,0.6526315808296204,5,0.6305036544799805,,,,,,,
,161,,,,,5,,0.580903947353363,0.0,,,,,
0.3571428656578064,188,0.75,0.9056603908538818,0.6314016580581665,0.6631578803062439,6,0.8932031989097595,,,,,,,
,188,,,,,6,,0.5554432272911072,0.0,,,,,
0.4285714328289032,215,0.8571428656578064,0.9433962106704712,0.6859838366508484,0.7157894968986511,7,1.158809781074524,,,,,,,
,215,,,,,7,,0.5442264676094055,0.0,,,,,
0.5476190447807312,242,0.8846153616905212,0.9433962106704712,0.7455076575279236,0.7684210538864136,8,0.5157817006111145,,,,,,,
,242,,,,,8,,0.5424196124076843,0.0,,,,,
0.4047619104385376,269,0.8500000238418579,0.9433962106704712,0.6740791201591492,0.7052631378173828,9,0.834361732006073,,,,,,,
,269,,,,,9,,0.5344836711883545,0.0,,,,,
0.5476190447807312,296,0.8518518805503845,0.9245282411575317,0.7360737323760986,0.75789475440979,10,0.8755462765693665,,,,,,,
,296,,,,,10,,0.5239962935447693,0.0,,,,,
0.6190476417541504,323,0.8387095928192139,0.9056603908538818,0.7623540163040161,0.7789473533630371,11,0.8057793974876404,,,,,,,
,323,,,,,11,,0.525713324546814,0.0,,,,,
0.5,350,0.7777778506278992,0.8867924809455872,0.6933962106704712,0.7157894968986511,12,0.9553105235099792,,,,,,,
,350,,,,,12,,0.5156843662261963,0.0,,,,,
0.5476190447807312,377,0.9583333134651184,0.9811320900917053,0.764375627040863,0.7894737124443054,13,0.5624060034751892,,,,,,,
,377,,,,,13,,0.5068142414093018,0.0,,,,,
0.523809552192688,404,0.7857142686843872,0.8867924809455872,0.7053009867668152,0.7263157963752747,14,0.6745721697807312,,,,,,,
,404,,,,,14,,0.48212260007858276,0.0,,,,,
0.5476190447807312,431,0.8846153616905212,0.9433962106704712,0.7455076575279236,0.7684210538864136,15,0.6832241415977478,,,,,,,
,431,,,,,15,,0.4804077744483948,0.0,,,,,
0.6190476417541504,458,0.8387095928192139,0.9056603908538818,0.7623540163040161,0.7789473533630371,16,0.524971067905426,,,,,,,
