val_auroc,epoch,val_accuracy,val_specificity,val_loss,step,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_accuracy,test_sensitivity
0.5,0,0.4421052634716034,0.0,0.07888693362474442,26,1.0,0.4421052634716034,,,,,,,
,0,,,,26,,,0.19999998807907104,0.0,,,,,
0.5163971185684204,1,0.46315789222717285,0.056603774428367615,0.2668602168560028,53,0.976190447807312,0.4505494236946106,,,,,,,
,1,,,,53,,,0.19999998807907104,0.0,,,,,
0.546720564365387,2,0.5052631497383118,0.18867924809455872,0.3379741609096527,80,0.9047619700431824,0.4691358208656311,,,,,,,
,2,,,,80,,,0.19999998807907104,0.0,,,,,
0.5303234457969666,3,0.4842105209827423,0.1320754736661911,0.15840010344982147,107,0.9285714626312256,0.4588235020637512,,,,,,,
,3,,,,107,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,4,0.4842105209827423,0.15094339847564697,0.36345478892326355,134,0.9047619700431824,0.45783132314682007,,,,,,,
,4,,,,134,,,0.19999998807907104,0.0,,,,,
0.5397573709487915,5,0.49473685026168823,0.15094339847564697,0.13100875914096832,161,0.9285714626312256,0.4642857313156128,,,,,,,
,5,,,,161,,,0.19999998807907104,0.0,,,,,
0.5422282218933105,6,0.49473685026168823,0.1320754736661911,0.47748973965644836,188,0.9523809552192688,0.4651162922382355,,,,,,,
,6,,,,188,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,7,0.4842105209827423,0.15094339847564697,0.39283594489097595,215,0.9047619700431824,0.45783132314682007,,,,,,,
,7,,,,215,,,0.19999998807907104,0.0,,,,,
0.5397573709487915,8,0.49473685026168823,0.15094339847564697,0.33868011832237244,242,0.9285714626312256,0.4642857313156128,,,,,,,
,8,,,,242,,,0.19999998807907104,0.0,,,,,
0.5397573709487915,9,0.49473685026168823,0.15094339847564697,0.14640958607196808,269,0.9285714626312256,0.4642857313156128,,,,,,,
,9,,,,269,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,10,0.5052631497383118,0.15094339847564697,0.41762176156044006,296,0.9523809552192688,0.47058823704719543,,,,,,,
,10,,,,296,,,0.19999998807907104,0.0,,,,,
0.537286639213562,11,0.49473685026168823,0.16981132328510284,0.2890760898590088,323,0.9047619700431824,0.46341463923454285,,,,,,,
,11,,,,323,,,0.19999998807907104,0.0,,,,,
0.5491913557052612,12,0.5052631497383118,0.16981132328510284,0.2210555076599121,350,0.9285714626312256,0.46987950801849365,,,,,,,
,12,,,,350,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,13,0.5052631497383118,0.15094339847564697,0.1823602318763733,377,0.9523809552192688,0.47058823704719543,,,,,,,
,13,,,,377,,,0.19999998807907104,0.0,,,,,
0.5610961318016052,14,0.5157894492149353,0.16981132328510284,0.2276172786951065,404,0.9523809552192688,0.4761904776096344,,,,,,,
,14,,,,404,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,15,0.5052631497383118,0.15094339847564697,0.5094290971755981,431,0.9523809552192688,0.47058823704719543,,,,,,,
,15,,,,431,,,0.19999998807907104,0.0,,,,,
0.5397573709487915,16,0.49473685026168823,0.15094339847564697,0.15916600823402405,458,0.9285714626312256,0.4642857313156128,,,,,,,
,16,,,,458,,,0.19999998807907104,0.0,,,,,
0.5422282218933105,17,0.49473685026168823,0.1320754736661911,0.3828839063644409,485,0.9523809552192688,0.4651162922382355,,,,,,,
,17,,,,485,,,0.19999998807907104,0.0,,,,,
0.5303234457969666,18,0.4842105209827423,0.1320754736661911,0.38507434725761414,512,0.9285714626312256,0.4588235020637512,,,,,,,
,18,,,,512,,,0.19999998807907104,0.0,,,,,
0.5422282218933105,19,0.49473685026168823,0.1320754736661911,0.3038574755191803,539,0.9523809552192688,0.4651162922382355,,,,,,,
,19,,,,539,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,20,0.5052631497383118,0.15094339847564697,0.333854079246521,566,0.9523809552192688,0.47058823704719543,,,,,,,
,20,,,,566,,,0.19999998807907104,0.0,,,,,
0.5114555358886719,21,0.46315789222717285,0.09433962404727936,0.1476489007472992,593,0.9285714626312256,0.4482758641242981,,,,,,,
,21,,,,593,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,22,0.5052631497383118,0.15094339847564697,0.26377296447753906,620,0.9523809552192688,0.47058823704719543,,,,,,,
,22,,,,620,,,0.19999998807907104,0.0,,,,,
0.5799640417098999,23,0.5368421077728271,0.2075471729040146,0.4176143705844879,647,0.9523809552192688,0.4878048896789551,,,,,,,
,23,,,,647,,,0.19999998807907104,0.0,,,,,
0.5491913557052612,24,0.5052631497383118,0.16981132328510284,0.5569062232971191,674,0.9285714626312256,0.46987950801849365,,,,,,,
,24,,,,674,,,0.19999998807907104,0.0,,,,,
0.5184186697006226,25,0.4736842215061188,0.1320754736661911,0.15838603675365448,701,0.9047619700431824,0.4523809850215912,,,,,,,
,25,,,,701,,,0.19999998807907104,0.0,,,,,
0.5397573709487915,26,0.49473685026168823,0.15094339847564697,0.2968716323375702,728,0.9285714626312256,0.4642857313156128,,,,,,,
,26,,,,728,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,27,0.5052631497383118,0.15094339847564697,0.21881914138793945,755,0.9523809552192688,0.47058823704719543,,,,,,,
,27,,,,755,,,0.19999998807907104,0.0,,,,,
0.5422282218933105,28,0.49473685026168823,0.1320754736661911,0.1888323873281479,782,0.9523809552192688,0.4651162922382355,,,,,,,
,28,,,,782,,,0.19999998807907104,0.0,,,,,
0.537286639213562,29,0.49473685026168823,0.16981132328510284,0.14974597096443176,809,0.9047619700431824,0.46341463923454285,,,,,,,
,29,,,,809,,,0.19999998807907104,0.0,,,,,
0.5635669231414795,30,0.5157894492149353,0.15094339847564697,0.29344287514686584,836,0.976190447807312,0.476744145154953,,,,,,,
,30,,,,836,,,0.19999998807907104,0.0,,,,,
0.5491913557052612,31,0.5052631497383118,0.16981132328510284,0.26909834146499634,863,0.9285714626312256,0.46987950801849365,,,,,,,
,31,,,,863,,,0.19999998807907104,0.0,,,,,
0.5635669231414795,32,0.5157894492149353,0.15094339847564697,0.41067641973495483,890,0.976190447807312,0.476744145154953,,,,,,,
,32,,,,890,,,0.19999998807907104,0.0,,,,,
0.534815788269043,33,0.49473685026168823,0.18867924809455872,0.4499457776546478,917,0.8809523582458496,0.4625000059604645,,,,,,,
,33,,,,917,,,0.19999998807907104,0.0,,,,,
0.5422282218933105,34,0.49473685026168823,0.1320754736661911,0.13557277619838715,944,0.9523809552192688,0.4651162922382355,,,,,,,
,34,,,,944,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,35,0.4842105209827423,0.15094339847564697,0.18510447442531586,971,0.9047619700431824,0.45783132314682007,,,,,,,
,35,,,,971,,,0.19999998807907104,0.0,,,,,
0.537286639213562,36,0.49473685026168823,0.16981132328510284,0.5746883153915405,998,0.9047619700431824,0.46341463923454285,,,,,,,
,36,,,,998,,,0.19999998807907104,0.0,,,,,
0.5516622066497803,37,0.5052631497383118,0.15094339847564697,0.13637758791446686,1025,0.9523809552192688,0.47058823704719543,,,,,,,
,37,,,,1025,,,0.19999998807907104,0.0,,,,,
0.50157231092453,38,0.46315789222717285,0.16981132328510284,0.24770162999629974,1052,0.8333333134651184,0.4430379867553711,,,,,,,
,38,,,,1052,,,0.19999998807907104,0.0,,,,,
0.5327942371368408,39,0.4842105209827423,0.11320754885673523,0.11254364997148514,1079,0.9523809552192688,0.4597701132297516,,,,,,,
,39,,,,1079,,,0.19999998807907104,0.0,,,,,
0.537286639213562,40,0.49473685026168823,0.16981132328510284,0.26604780554771423,1106,0.9047619700431824,0.46341463923454285,,,,,,,
,40,,,,1106,,,0.19999998807907104,0.0,,,,,
0.5303234457969666,41,0.4842105209827423,0.1320754736661911,0.20400173962116241,1133,0.9285714626312256,0.4588235020637512,,,,,,,
,41,,,,1133,,,0.19999998807907104,0.0,,,,,
0.5159478783607483,42,0.4736842215061188,0.15094339847564697,0.17897875607013702,1160,0.8809523582458496,0.45121949911117554,,,,,,,
,42,,,,1160,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,43,0.4842105209827423,0.15094339847564697,0.27903440594673157,1187,0.9047619700431824,0.45783132314682007,,,,,,,
,43,,,,1187,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,44,0.4842105209827423,0.15094339847564697,0.12465419620275497,1214,0.9047619700431824,0.45783132314682007,,,,,,,
,44,,,,1214,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,45,0.4842105209827423,0.15094339847564697,0.374708890914917,1241,0.9047619700431824,0.45783132314682007,,,,,,,
,45,,,,1241,,,0.19999998807907104,0.0,,,,,
0.513477087020874,46,0.4736842215061188,0.16981132328510284,0.16646592319011688,1268,0.8571428656578064,0.44999998807907104,,,,,,,
,46,,,,1268,,,0.19999998807907104,0.0,,,,,
0.5278526544570923,47,0.4842105209827423,0.15094339847564697,0.31036728620529175,1295,0.9047619700431824,0.45783132314682007,,,,,,,
,47,,,,1295,,,0.19999998807907104,0.0,,,,,
0.5303234457969666,48,0.4842105209827423,0.1320754736661911,0.49311548471450806,1322,0.9285714626312256,0.4588235020637512,,,,,,,
,48,,,,1322,,,0.19999998807907104,0.0,,,,,
