val_loss,epoch,val_precision,val_specificity,step,val_sensitivity,val_accuracy,val_auroc,unlabeled_data_utilization,train_loss,test_accuracy,test_sensitivity,test_specificity,test_auroc,test_precision
0.15618528425693512,0,0.0,1.0,26,0.0,0.557894766330719,0.5,,,,,,,
,0,,,26,,,,0.0,0.19999997317790985,,,,,
0.25252705812454224,1,0.38461539149284363,0.849056601524353,53,0.1190476194024086,0.5263158082962036,0.4840521216392517,,,,,,,
,1,,,53,,,,0.0,0.20061877369880676,,,,,
0.4327203929424286,2,0.3636363744735718,0.8679245114326477,80,0.095238097012043,0.5263158082962036,0.48158133029937744,,,,,,,
,2,,,80,,,,0.0,0.20033656060695648,,,,,
0.8509089946746826,3,0.3333333432674408,0.8113208413124084,107,0.1190476194024086,0.5052631497383118,0.46518421173095703,,,,,,,
,3,,,107,,,,0.0,0.20141690969467163,,,,,
2.012019634246826,4,0.4615384638309479,0.8679245114326477,134,0.1428571492433548,0.5473684072494507,0.5053908824920654,,,,,,,
,4,,,134,,,,0.0,0.20006544888019562,,,,,
0.2785332500934601,5,0.3636363744735718,0.8679245114326477,161,0.095238097012043,0.5263158082962036,0.48158133029937744,,,,,,,
,5,,,161,,,,0.0,0.19999997317790985,,,,,
0.5839372873306274,6,0.5,0.9056603908538818,188,0.1190476194024086,0.557894766330719,0.5123540163040161,,,,,,,
,6,,,188,,,,0.0,0.19999997317790985,,,,,
0.19370684027671814,7,0.25,0.8867924809455872,215,0.0476190485060215,0.5157894492149353,0.4672057628631592,,,,,,,
,7,,,215,,,,0.0,0.20041523873806,,,,,
0.3687971830368042,8,0.6000000238418579,0.9245282411575317,242,0.1428571492433548,0.5789473652839661,0.5336927175521851,,,,,,,
,8,,,242,,,,0.0,0.19999997317790985,,,,,
0.44329413771629333,9,0.47058823704719543,0.8301886916160583,269,0.190476194024086,0.5473684072494507,0.510332465171814,,,,,,,
,9,,,269,,,,0.0,0.20033550262451172,,,,,
0.31035804748535156,10,0.5,0.8679245114326477,296,0.1666666716337204,0.557894766330719,0.5172955989837646,,,,,,,
,10,,,296,,,,0.0,0.19999997317790985,,,,,
0.5753852128982544,11,0.3125,0.792452871799469,323,0.1190476194024086,0.49473685026168823,0.4557501971721649,,,,,,,
,11,,,323,,,,0.0,0.20025916397571564,,,,,
0.665829062461853,12,0.6666666865348816,0.9245282411575317,350,0.190476194024086,0.6000000238418579,0.557502269744873,,,,,,,
,12,,,350,,,,0.0,0.2002049833536148,,,,,
0.3019217252731323,13,0.4545454680919647,0.8867924809455872,377,0.1190476194024086,0.5473684072494507,0.5029200315475464,,,,,,,
,13,,,377,,,,0.0,0.19999997317790985,,,,,
0.40841978788375854,14,0.4000000059604645,0.8867924809455872,404,0.095238097012043,0.5368421077728271,0.4910152554512024,,,,,,,
,14,,,404,,,,0.0,0.19999997317790985,,,,,
0.4603535830974579,15,0.4166666567325592,0.8679245114326477,431,0.1190476194024086,0.5368421077728271,0.49348607659339905,,,,,,,
,15,,,431,,,,0.0,0.19999997317790985,,,,,
0.24274569749832153,16,0.4375,0.8301886916160583,458,0.1666666716337204,0.5368421077728271,0.4984276592731476,,,,,,,
,16,,,458,,,,0.0,0.19999997317790985,,,,,
0.666953444480896,17,0.7272727489471436,0.9433962106704712,485,0.190476194024086,0.6105263233184814,0.566936194896698,,,,,,,
,17,,,485,,,,0.0,0.20000331103801727,,,,,
