val_auroc,val_specificity,epoch,step,val_accuracy,val_loss,val_sensitivity,val_precision,train_loss,unlabeled_data_utilization,test_auroc,test_precision,test_accuracy,test_sensitivity,test_specificity
0.5,1.0,0,26,0.557894766330719,0.6211308836936951,0.0,0.0,,,,,,,
,,0,26,,,,,0.6251606345176697,0.0,,,,,
0.5505390763282776,0.8867924809455872,1,53,0.5894736647605896,3.7336950302124023,0.2142857164144516,0.6000000238418579,,,,,,,
,,1,53,,,,,0.6191468238830566,0.0,,,,,
0.5599730610847473,0.9056603908538818,2,80,0.6000000238418579,1.9988272190093994,0.2142857164144516,0.6428571343421936,,,,,,,
,,2,80,,,,,0.6285365223884583,0.0,,,,,
0.5049416422843933,0.9622642397880554,3,107,0.557894766330719,1.07735276222229,0.0476190485060215,0.5,,,,,,,
,,3,107,,,,,0.6196848154067993,0.0,,,,,
0.566936194896698,0.9433962106704712,4,134,0.6105263233184814,2.021994113922119,0.190476194024086,0.7272727489471436,,,,,,,
,,4,134,,,,,0.6128237843513489,0.0,,,,,
0.5887241959571838,0.8679245114326477,5,161,0.621052622795105,4.663255214691162,0.3095238208770752,0.6499999761581421,,,,,,,
,,5,161,,,,,0.5837689638137817,0.0,,,,,
0.7028301954269409,0.9056603908538818,6,188,0.7263157963752747,0.6202572584152222,0.5,0.807692289352417,,,,,,,
,,6,188,,,,,0.5677388906478882,0.0,,,,,
0.64577716588974,0.8867924809455872,7,215,0.6736842393875122,0.6335704922676086,0.4047619104385376,0.739130437374115,,,,,,,
,,7,215,,,,,0.5483984351158142,0.0,,,,,
0.6884546279907227,0.9245282411575317,8,242,0.7157894968986511,1.589855432510376,0.4523809850215912,0.8260868787765503,,,,,,,
,,8,242,,,,,0.5293734669685364,0.0,,,,,
0.7003592848777771,0.9245282411575317,9,269,0.7263157963752747,0.5938318371772766,0.4761904776096344,0.8333333134651184,,,,,,,
,,9,269,,,,,0.5325048565864563,0.0,,,,,
0.6765499114990234,0.9245282411575317,10,296,0.7052631378173828,0.8632394671440125,0.4285714328289032,0.8181818127632141,,,,,,,
,,10,296,,,,,0.5225464701652527,0.0,,,,,
0.6884546279907227,0.9245282411575317,11,323,0.7157894968986511,2.2513339519500732,0.4523809850215912,0.8260868787765503,,,,,,,
,,11,323,,,,,0.5427834987640381,0.0,,,,,
0.6978886127471924,0.9433962106704712,12,350,0.7263157963752747,0.6047447323799133,0.4523809850215912,0.8636363744735718,,,,,,,
,,12,350,,,,,0.51964271068573,0.0,,,,,
0.7122641205787659,0.9245282411575317,13,377,0.7368420958518982,1.156914234161377,0.5,0.8399999737739563,,,,,,,
,,13,377,,,,,0.5086599588394165,0.0,,,,,
0.6790205836296082,0.9056603908538818,14,404,0.7052631378173828,4.95103645324707,0.4523809850215912,0.7916666865348816,,,,,,,
,,14,404,,,,,0.5077387690544128,0.0,,,,,
0.6884546279907227,0.9245282411575317,15,431,0.7157894968986511,1.428929090499878,0.4523809850215912,0.8260868787765503,,,,,,,
,,15,431,,,,,0.5091894268989563,0.0,,,,,
0.6978886127471924,0.9433962106704712,16,458,0.7263157963752747,1.3556355237960815,0.4523809850215912,0.8636363744735718,,,,,,,
,,16,458,,,,,0.4809302091598511,0.0,,,,,
0.7524707913398743,0.9811320900917053,17,485,0.7789473533630371,0.860783040523529,0.523809552192688,0.95652174949646,,,,,,,
,,17,485,,,,,0.4797869026660919,0.0,,,,,
0.7762802839279175,0.9811320900917053,18,512,0.800000011920929,1.0598371028900146,0.5714285969734192,0.9599999785423279,,,,,,,
,,18,512,,,,,0.46906778216362,0.0,,,,,
0.7430369257926941,0.9622642397880554,19,539,0.7684210538864136,0.4724598824977875,0.523809552192688,0.9166666865348816,,,,,,,
,,19,539,,,,,0.46462106704711914,0.0,,,,,
0.7455076575279236,0.9433962106704712,20,566,0.7684210538864136,0.5944507122039795,0.5476190447807312,0.8846153616905212,,,,,,,
,,20,566,,,,,0.4792075455188751,0.0,,,,,
0.7455076575279236,0.9433962106704712,21,593,0.7684210538864136,1.2732465267181396,0.5476190447807312,0.8846153616905212,,,,,,,
,,21,593,,,,,0.4584302008152008,0.0,,,,,
0.7216981053352356,0.9433962106704712,22,620,0.7473683953285217,1.5298826694488525,0.5,0.875,,,,,,,
,,22,620,,,,,0.46738874912261963,0.0,,,,,
0.7549417018890381,0.9622642397880554,23,647,0.7789473533630371,1.2520127296447754,0.5476190447807312,0.9200000166893005,,,,,,,
,,23,647,,,,,0.45549777150154114,0.0,,,,,
0.7668463587760925,0.9622642397880554,24,674,0.7894737124443054,2.9076461791992188,0.5714285969734192,0.9230769276618958,,,,,,,
,,24,674,,,,,0.44238191843032837,0.0,,,,,
0.7693171501159668,0.9433962106704712,25,701,0.7894737124443054,0.5472444295883179,0.5952380895614624,0.8928571343421936,,,,,,,
,,25,701,,,,,0.4334551692008972,0.0,,,,,
