epoch,val_sensitivity,val_auroc,val_loss,val_specificity,step,val_precision,val_accuracy,unlabeled_data_utilization,train_loss,test_auroc,test_specificity,test_accuracy,test_precision,test_sensitivity
0,0.875,0.5924999713897705,0.3554008901119232,0.3100000023841858,138,0.09210526198148727,0.35185185074806213,,,,,,,
0,,,,,138,,,0.0019132653251290321,0.3566049337387085,,,,,
1,0.875,0.5924999713897705,0.3427979648113251,0.3100000023841858,277,0.09210526198148727,0.35185185074806213,,,,,,,
1,,,,,277,,,0.0029336735606193542,0.3494836390018463,,,,,
2,0.75,0.5850000381469727,0.3459976315498352,0.41999995708465576,416,0.09375,0.4444444477558136,,,,,,,
2,,,,,416,,,0.001943170209415257,0.33615565299987793,,,,,
3,0.75,0.6050000190734863,0.3340398371219635,0.46000000834465027,555,0.10000000149011612,0.48148149251937866,,,,,,,
3,,,,,555,,,0.006086023990064859,0.3269976079463959,,,,,
4,0.75,0.6100000739097595,0.3372824490070343,0.4699999988079071,694,0.10169491171836853,0.49074074625968933,,,,,,,
4,,,,,694,,,0.01287128683179617,0.3230714499950409,,,,,
5,0.125,0.4175000488758087,0.31538867950439453,0.7099999785423279,833,0.03333333507180214,0.6666666865348816,,,,,,,
5,,,,,833,,,0.014850582927465439,0.31122997403144836,,,,,
6,0.25,0.4549999535083771,0.31257393956184387,0.6600000858306885,972,0.0555555559694767,0.6296296119689941,,,,,,,
6,,,,,972,,,0.014154946431517601,0.29928505420684814,,,,,
7,0.125,0.4625000059604645,0.30869412422180176,0.800000011920929,1111,0.0476190485060215,0.75,,,,,,,
7,,,,,1111,,,0.01941603235900402,0.29625579714775085,,,,,
8,0.125,0.44749999046325684,0.29982972145080566,0.7699999809265137,1250,0.0416666679084301,0.7222222089767456,,,,,,,
8,,,,,1250,,,0.028229553252458572,0.2943755090236664,,,,,
9,0.0,0.42500001192092896,0.3074879050254822,0.8500000238418579,1389,0.0,0.7870370149612427,,,,,,,
9,,,,,1389,,,0.030052462592720985,0.2873817980289459,,,,,
10,0.0,0.4399999976158142,0.3043590784072876,0.8799999952316284,1528,0.0,0.8148148059844971,,,,,,,
10,,,,,1528,,,0.03605339676141739,0.2824837863445282,,,,,
11,0.0,0.4650000035762787,0.2880326211452484,0.9300000071525574,1667,0.0,0.8611111044883728,,,,,,,
11,,,,,1667,,,0.03587343916296959,0.27874550223350525,,,,,
12,0.0,0.4749999940395355,0.29316774010658264,0.949999988079071,1806,0.0,0.8796296119689941,,,,,,,
12,,,,,1806,,,0.04316893592476845,0.27711859345436096,,,,,
13,0.0,0.44499996304512024,0.2953249514102936,0.8899999260902405,1945,0.0,0.8240740895271301,,,,,,,
13,,,,,1945,,,0.04555125907063484,0.27288374304771423,,,,,
14,0.0,0.4950000047683716,0.29579660296440125,0.9900000095367432,2084,0.0,0.9166666865348816,,,,,,,
14,,,,,2084,,,0.04274473711848259,0.2688218057155609,,,,,
15,0.0,0.47999998927116394,0.2965371906757355,0.9599999785423279,2223,0.0,0.8888888955116272,,,,,,,
15,,,,,2223,,,0.05869407579302788,0.2721720039844513,,,,,
16,0.0,0.4749999940395355,0.436767578125,0.949999988079071,2362,0.0,0.8796296119689941,,,,,,,
16,,,,,2362,,,0.06394852697849274,0.2723810374736786,,,,,
17,0.125,0.49250003695487976,0.30346912145614624,0.8600000739097595,2501,0.06666667014360428,0.8055555820465088,,,,,,,
17,,,,,2501,,,0.06469688564538956,0.26955077052116394,,,,,
18,0.0,0.48500001430511475,0.26813358068466187,0.9700000286102295,2640,0.0,0.8981481194496155,,,,,,,
18,,,,,2640,,,0.06699169427156448,0.27035272121429443,,,,,
19,0.0,0.47999998927116394,0.318903386592865,0.9599999785423279,2779,0.0,0.8888888955116272,,,,,,,
19,,,,,2779,,,0.07315845787525177,0.26988786458969116,,,,,
20,,,,,2780,,,,,0.4384600818157196,0.4959677755832672,0.4869888424873352,0.0601503811776638,0.380952388048172
20,,,,,2780,,,,,0.4959677457809448,0.9919354915618896,0.9144981503486633,0.0,0.0
20,,,,,2780,,,,,0.49193546175956726,0.9838709235191345,0.9070631861686707,0.0,0.0
