val_sensitivity,step,val_precision,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_precision,test_sensitivity,test_accuracy
0.0,26,0.0,1.0,0.5,0.557894766330719,0,0.6183369755744934,,,,,,,
,26,,,,,0,,0.6306260824203491,0.0,,,,,
0.095238097012043,53,0.6666666865348816,0.9622642397880554,0.5287511348724365,0.5789473652839661,1,0.9613956809043884,,,,,,,
,53,,,,,1,,0.627435028553009,0.0,,,,,
0.02380952425301075,80,0.5,0.9811320900917053,0.5024707913398743,0.557894766330719,2,0.9691004157066345,,,,,,,
,80,,,,,2,,0.609318196773529,0.0,,,,,
0.261904776096344,107,0.73333340883255,0.9245282411575317,0.5932165384292603,0.6315789222717285,3,0.7537935972213745,,,,,,,
,107,,,,,3,,0.5863608717918396,0.0,,,,,
0.3095238208770752,134,0.8125,0.9433962106704712,0.6264600157737732,0.6631578803062439,4,0.9090702533721924,,,,,,,
,134,,,,,4,,0.5591988563537598,0.0,,,,,
0.4285714328289032,161,0.6666666865348816,0.8301886916160583,0.6293801069259644,0.6526315808296204,5,0.8208436369895935,,,,,,,
,161,,,,,5,,0.5389586687088013,0.0,,,,,
0.523809552192688,188,0.7586206793785095,0.8679245114326477,0.6958670616149902,0.7157894968986511,6,0.7519668340682983,,,,,,,
,188,,,,,6,,0.5203854441642761,0.0,,,,,
0.523809552192688,215,0.7857142686843872,0.8867924809455872,0.7053009867668152,0.7263157963752747,7,0.6190751194953918,,,,,,,
,215,,,,,7,,0.5278725028038025,0.0,,,,,
0.5,242,0.875,0.9433962106704712,0.7216981053352356,0.7473683953285217,8,0.5804335474967957,,,,,,,
,242,,,,,8,,0.5205856561660767,0.0,,,,,
0.4761904776096344,269,0.7407407164573669,0.8679245114326477,0.6720574498176575,0.6947368383407593,9,1.0538188219070435,,,,,,,
,269,,,,,9,,0.5244183540344238,0.0,,,,,
0.6190476417541504,296,0.8965517282485962,0.9433962106704712,0.781221866607666,0.800000011920929,10,0.6808969378471375,,,,,,,
,296,,,,,10,,0.5147549510002136,0.0,,,,,
0.6904761791229248,323,0.90625,0.9433962106704712,0.816936194896698,0.8315789699554443,11,0.5836235880851746,,,,,,,
