val_precision,epoch,val_sensitivity,val_auroc,val_accuracy,step,val_specificity,val_loss,train_loss,unlabeled_data_utilization,test_sensitivity,test_precision,test_auroc,test_accuracy,test_specificity
0.523809552192688,0,0.7857142686843872,0.6098382472991943,0.5894736647605896,34,0.43396225571632385,1.4571800231933594,,,,,,,
,0,,,,34,,,0.6437958478927612,0.02477625198662281,,,,,
1.0,1,0.1666666716337204,0.5833333134651184,0.6315789222717285,69,1.0,0.6076976656913757,,,,,,,
,1,,,,69,,,0.6240131258964539,0.022028805688023567,,,,,
0.8181818127632141,2,0.4285714328289032,0.6765499114990234,0.7052631378173828,104,0.9245282411575317,0.8446356654167175,,,,,,,
,2,,,,104,,,0.6212290525436401,0.03540492057800293,,,,,
0.8275862336158752,3,0.5714285969734192,0.7385445237159729,0.75789475440979,139,0.9056603908538818,0.5987754464149475,,,,,,,
,3,,,,139,,,0.6089417338371277,0.027359988540410995,,,,,
0.7058823704719543,4,0.5714285969734192,0.691374659538269,0.7052631378173828,174,0.8113208413124084,0.5941915512084961,,,,,,,
,4,,,,174,,,0.5714611411094666,0.025678755715489388,,,,,
0.7631579041481018,5,0.6904761791229248,0.760332465171814,0.7684210538864136,209,0.8301886916160583,0.593172013759613,,,,,,,
,5,,,,209,,,0.5746817588806152,0.04397601634263992,,,,,
0.7317073345184326,6,0.7142857313156128,0.7533692717552185,0.75789475440979,244,0.792452871799469,0.6111359596252441,,,,,,,
,6,,,,244,,,0.5439374446868896,0.06174755096435547,,,,,
0.8108107447624207,7,0.7142857313156128,0.7911050915718079,0.800000011920929,279,0.8679245114326477,0.7499076724052429,,,,,,,
,7,,,,279,,,0.5475863814353943,0.05614793300628662,,,,,
0.8125,8,0.6190476417541504,0.7529200315475464,0.7684210538864136,314,0.8867924809455872,0.5506824851036072,,,,,,,
,8,,,,314,,,0.54179447889328,0.06937806308269501,,,,,
0.8181818127632141,9,0.6428571343421936,0.7648246884346008,0.7789473533630371,349,0.8867924809455872,0.6061589121818542,,,,,,,
,9,,,,349,,,0.5316463112831116,0.10715893656015396,,,,,
0.7837837338447571,10,0.6904761791229248,0.7697663903236389,0.7789473533630371,384,0.849056601524353,0.5369697213172913,,,,,,,
,10,,,,384,,,0.5178313255310059,0.1531306356191635,,,,,
0.7441861033439636,11,0.761904776096344,0.7771788239479065,0.7789473533630371,419,0.792452871799469,0.5635993480682373,,,,,,,
,11,,,,419,,,0.5049523711204529,0.19782644510269165,,,,,
0.7804877758026123,12,0.761904776096344,0.796046793460846,0.800000011920929,454,0.8301886916160583,0.7881824970245361,,,,,,,
,12,,,,454,,,0.5200068354606628,0.255759060382843,,,,,
0.800000011920929,13,0.5714285969734192,0.7291104793548584,0.7473683953285217,489,0.8867924809455872,0.5986737012863159,,,,,,,
,13,,,,489,,,0.5188868641853333,0.2855587601661682,,,,,
0.774193525314331,14,0.5714285969734192,0.7196765542030334,0.7368420958518982,524,0.8679245114326477,0.6066854000091553,,,,,,,
,14,,,,524,,,0.5119045376777649,0.2773703634738922,,,,,
0.8235294818878174,15,0.6666666865348816,0.7767295241355896,0.7894737124443054,559,0.8867924809455872,0.6880449056625366,,,,,,,
,15,,,,559,,,0.5235574245452881,0.31957483291625977,,,,,
0.8235294818878174,16,0.6666666865348816,0.7767295241355896,0.7894737124443054,594,0.8867924809455872,0.4957596957683563,,,,,,,
,16,,,,594,,,0.5053195953369141,0.3393847644329071,,,,,
0.7837837338447571,17,0.6904761791229248,0.7697663903236389,0.7789473533630371,629,0.849056601524353,0.5353178381919861,,,,,,,
,17,,,,629,,,0.5228044390678406,0.3578840494155884,,,,,
0.800000011920929,18,0.6666666865348816,0.7672956585884094,0.7789473533630371,664,0.8679245114326477,0.4843859076499939,,,,,,,
,18,,,,664,,,0.48447608947753906,0.3584405481815338,,,,,
0.7837837338447571,19,0.6904761791229248,0.7697663903236389,0.7789473533630371,699,0.849056601524353,0.5124368071556091,,,,,,,
,19,,,,699,,,0.49683472514152527,0.4037240147590637,,,,,
0.8055555820465088,20,0.6904761791229248,0.7792003154754639,0.7894737124443054,734,0.8679245114326477,0.6264837980270386,,,,,,,
,20,,,,734,,,0.4929884374141693,0.43660858273506165,,,,,
0.8108107447624207,21,0.7142857313156128,0.7911050915718079,0.800000011920929,769,0.8679245114326477,0.48922836780548096,,,,,,,
,21,,,,769,,,0.5054365396499634,0.4575085937976837,,,,,
0.8055555820465088,22,0.6904761791229248,0.7792003154754639,0.7894737124443054,804,0.8679245114326477,0.4780506193637848,,,,,,,
,22,,,,804,,,0.488739013671875,0.4581454396247864,,,,,
0.7894737124443054,23,0.7142857313156128,0.7816711664199829,0.7894737124443054,839,0.849056601524353,0.55208820104599,,,,,,,
,23,,,,839,,,0.4853811264038086,0.467591792345047,,,,,
0.8055555820465088,24,0.6904761791229248,0.7792003154754639,0.7894737124443054,874,0.8679245114326477,0.5373466610908508,,,,,,,
,24,,,,874,,,0.48418766260147095,0.46899622678756714,,,,,
,25,,,,875,,,,,0.6730769276618958,0.8045976758003235,0.7721444964408875,0.7838982939720154,0.8712121248245239
,25,,,,875,,,,,0.6634615659713745,0.7931034564971924,0.7635489702224731,0.7754237055778503,0.8636364340782166
,25,,,,875,,,,,0.682692289352417,0.8068181872367859,0.7769522070884705,0.7881355881690979,0.8712121248245239
