val_precision,val_specificity,val_accuracy,step,val_loss,val_auroc,epoch,val_sensitivity,unlabeled_data_utilization,train_loss,test_precision,test_accuracy,test_specificity,test_sensitivity,test_auroc
0.07547169923782349,0.019999997690320015,0.09259258955717087,34,0.38708290457725525,0.5099999904632568,0,1.0,,,,,,,
,,,34,,,0,,0.01262873038649559,0.37666183710098267,,,,,
0.0776699036359787,0.05000000074505806,0.12037037312984467,69,0.37299787998199463,0.5249999761581421,1,1.0,,,,,,,
,,,69,,,1,,0.012305067852139473,0.36978641152381897,,,,,
0.07999999076128006,0.07999999076128006,0.14814814925193787,104,0.37216508388519287,0.5399999618530273,2,1.0,,,,,,,
,,,104,,,2,,0.014441446401178837,0.37484481930732727,,,,,
0.07999999076128006,0.07999999076128006,0.14814814925193787,139,0.3870975375175476,0.5399999618530273,3,1.0,,,,,,,
,,,139,,,3,,0.014930849894881248,0.36824557185173035,,,,,
0.07920792698860168,0.07000000029802322,0.1388888955116272,174,0.36788585782051086,0.5349999666213989,4,1.0,,,,,,,
,,,174,,,4,,0.013147865422070026,0.3627146780490875,,,,,
0.07920792698860168,0.07000000029802322,0.1388888955116272,209,0.36788517236709595,0.5349999666213989,5,1.0,,,,,,,
,,,209,,,5,,0.013392857275903225,0.36356407403945923,,,,,
0.07999999076128006,0.07999999076128006,0.14814814925193787,244,0.37188491225242615,0.5399999618530273,6,1.0,,,,,,,
,,,244,,,6,,0.0188483577221632,0.366046279668808,,,,,
0.0824742242693901,0.10999999940395355,0.17592592537403107,279,0.3721542954444885,0.5550000071525574,7,1.0,,,,,,,
,,,279,,,7,,0.020337168127298355,0.3637081980705261,,,,,
0.0824742242693901,0.10999999940395355,0.17592592537403107,314,0.3690107762813568,0.5550000071525574,8,1.0,,,,,,,
,,,314,,,8,,0.01888350397348404,0.3643808662891388,,,,,
0.07999999076128006,0.07999999076128006,0.14814814925193787,349,0.37464046478271484,0.5399999618530273,9,1.0,,,,,,,
,,,349,,,9,,0.016719387844204903,0.355347216129303,,,,,
0.07999999076128006,0.07999999076128006,0.14814814925193787,384,0.36875611543655396,0.5399999618530273,10,1.0,,,,,,,
,,,384,,,10,,0.01943049766123295,0.3549416661262512,,,,,
0.08510638028383255,0.14000000059604645,0.20370370149612427,419,0.3534323275089264,0.5699999928474426,11,1.0,,,,,,,
,,,419,,,11,,0.019509218633174896,0.35908612608909607,,,,,
0.0824742242693901,0.10999999940395355,0.17592592537403107,454,0.3597542941570282,0.5550000071525574,12,1.0,,,,,,,
,,,454,,,12,,0.02000884898006916,0.35628440976142883,,,,,
0.08163265138864517,0.10000000149011612,0.1666666716337204,489,0.37411215901374817,0.550000011920929,13,1.0,,,,,,,
,,,489,,,13,,0.016624100506305695,0.354011595249176,,,,,
0.0824742242693901,0.10999999940395355,0.17592592537403107,524,0.3665747344493866,0.5550000071525574,14,1.0,,,,,,,
,,,524,,,14,,0.01863928511738777,0.35455185174942017,,,,,
0.08421052992343903,0.12999999523162842,0.1944444477558136,559,0.36075589060783386,0.5649999976158142,15,1.0,,,,,,,
,,,559,,,15,,0.01484988909214735,0.3494928777217865,,,,,
0.0833333358168602,0.11999999731779099,0.18518517911434174,594,0.35717257857322693,0.5600000023841858,16,1.0,,,,,,,
,,,594,,,16,,0.01712266355752945,0.3503568768501282,,,,,
0.08602150529623032,0.15000000596046448,0.21296297013759613,629,0.35772326588630676,0.574999988079071,17,1.0,,,,,,,
,,,629,,,17,,0.019302165135741234,0.3510267734527588,,,,,
0.08510638028383255,0.14000000059604645,0.20370370149612427,664,0.35256773233413696,0.5699999928474426,18,1.0,,,,,,,
,,,664,,,18,,0.019639385864138603,0.35150301456451416,,,,,
0.08791209012269974,0.17000000178813934,0.23148147761821747,699,0.3561733365058899,0.5850000381469727,19,1.0,,,,,,,
,,,699,,,19,,0.019170431420207024,0.35005784034729004,,,,,
,,,700,,,20,,,,0.07547169923782349,0.2565055787563324,0.2128514051437378,0.800000011920929,0.5064257383346558
,,,700,,,20,,,,0.07555555552244186,0.21561338007450104,0.16465863585472107,0.8500000238418579,0.5073293447494507
,,,700,,,20,,,,0.07547169923782349,0.2565055787563324,0.2128514051437378,0.7999999523162842,0.5064257383346558
