val_accuracy,val_sensitivity,epoch,val_loss,step,val_auroc,val_specificity,val_precision,train_loss,unlabeled_data_utilization,test_specificity,test_accuracy,test_auroc,test_sensitivity,test_precision
0.557894766330719,0.0,0,0.6195833683013916,26,0.5,1.0,0.0,,,,,,,
,,0,,26,,,,0.6298621296882629,0.0,,,,,
0.5894736647605896,0.095238097012043,1,0.6481103897094727,53,0.5381851196289062,0.9811320900917053,0.800000011920929,,,,,,,
,,1,,53,,,,0.6254929304122925,0.0,,,,,
0.557894766330719,0.0,2,0.6395245790481567,80,0.5,1.0,0.0,,,,,,,
,,2,,80,,,,0.6225213408470154,0.0,,,,,
0.557894766330719,0.0,3,0.6124078035354614,107,0.5,1.0,0.0,,,,,,,
,,3,,107,,,,0.616831362247467,0.0,,,,,
0.557894766330719,0.0,4,0.6838318109512329,134,0.5,1.0,0.0,,,,,,,
,,4,,134,,,,0.6190631985664368,0.0,,,,,
0.5263158082962036,0.02380952425301075,5,0.7294225692749023,161,0.47416892647743225,0.9245282411575317,0.20000000298023224,,,,,,,
,,5,,161,,,,0.6198770403862,0.0,,,,,
0.557894766330719,0.02380952425301075,6,0.6608408093452454,188,0.5024707913398743,0.9811320900917053,0.5,,,,,,,
,,6,,188,,,,0.616580605506897,0.0,,,,,
0.5473684072494507,0.0,7,0.7551701068878174,215,0.49056604504585266,0.9811320900917053,0.0,,,,,,,
,,7,,215,,,,0.6114525198936462,0.0,,,,,
0.5473684072494507,0.02380952425301075,8,0.6801304221153259,242,0.4930368661880493,0.9622642397880554,0.3333333432674408,,,,,,,
,,8,,242,,,,0.613369882106781,0.0,,,,,
0.5473684072494507,0.02380952425301075,9,0.8637582659721375,269,0.4930368661880493,0.9622642397880554,0.3333333432674408,,,,,,,
,,9,,269,,,,0.6118322610855103,0.0,,,,,
0.557894766330719,0.02380952425301075,10,0.6320741772651672,296,0.5024707913398743,0.9811320900917053,0.5,,,,,,,
,,10,,296,,,,0.6104755997657776,0.0,,,,,
0.5894736647605896,0.095238097012043,11,0.6202471256256104,323,0.5381851196289062,0.9811320900917053,0.800000011920929,,,,,,,
,,11,,323,,,,0.6088585257530212,0.0,,,,,
0.6315789222717285,0.2142857164144516,12,0.7932497262954712,350,0.5882749557495117,0.9622642397880554,0.8181818127632141,,,,,,,
,,12,,350,,,,0.5982638001441956,0.0,,,,,
0.6736842393875122,0.4047619104385376,13,0.769538938999176,377,0.64577716588974,0.8867924809455872,0.739130437374115,,,,,,,
,,13,,377,,,,0.6013649702072144,0.0,,,,,
0.7263157963752747,0.4761904776096344,14,0.6954153180122375,404,0.7003592848777771,0.9245282411575317,0.8333333134651184,,,,,,,
,,14,,404,,,,0.5790954232215881,0.0,,,,,
0.6947368383407593,0.4523809850215912,15,0.6540244221687317,431,0.6695866584777832,0.8867924809455872,0.7599999904632568,,,,,,,
,,15,,431,,,,0.5601986646652222,0.0,,,,,
0.6736842393875122,0.523809552192688,16,0.8339452743530273,458,0.6581311821937561,0.792452871799469,0.6666666865348816,,,,,,,
,,16,,458,,,,0.5455936789512634,0.0,,,,,
0.7052631378173828,0.5714285969734192,17,0.7230795621871948,485,0.691374659538269,0.8113208413124084,0.7058823704719543,,,,,,,
,,17,,485,,,,0.5191593170166016,0.0,,,,,
0.6736842393875122,0.5,18,0.8992183208465576,512,0.6556603908538818,0.8113208413124084,0.6774194240570068,,,,,,,
,,18,,512,,,,0.5223426222801208,0.0,,,,,
0.6842105388641357,0.523809552192688,19,0.752753734588623,539,0.6675651669502258,0.8113208413124084,0.6875,,,,,,,
,,19,,539,,,,0.5087575316429138,0.0,,,,,
0.7052631378173828,0.523809552192688,20,0.578987717628479,566,0.6864330768585205,0.849056601524353,0.73333340883255,,,,,,,
,,20,,566,,,,0.5029870271682739,0.0,,,,,
0.6947368383407593,0.523809552192688,21,0.6686477661132812,593,0.6769991517066956,0.8301886916160583,0.7096773386001587,,,,,,,
,,21,,593,,,,0.49148163199424744,0.0,,,,,
0.75789475440979,0.5476190447807312,22,0.7304505705833435,620,0.7360737323760986,0.9245282411575317,0.8518518805503845,,,,,,,
,,22,,620,,,,0.4707556962966919,0.0,,,,,
0.7368420958518982,0.523809552192688,23,0.6528623104095459,647,0.7147350311279297,0.9056603908538818,0.8148148655891418,,,,,,,
,,23,,647,,,,0.4713078439235687,0.0,,,,,
0.7473683953285217,0.5952380895614624,24,0.5694937109947205,674,0.7315813302993774,0.8679245114326477,0.78125,,,,,,,
,,24,,674,,,,0.43916240334510803,0.0,,,,,
0.6947368383407593,0.523809552192688,25,0.6168060302734375,701,0.6769991517066956,0.8301886916160583,0.7096773386001587,,,,,,,
,,25,,701,,,,0.4457153081893921,0.0,,,,,
0.7368420958518982,0.5476190447807312,26,0.8009176254272461,728,0.7172057032585144,0.8867924809455872,0.7931034564971924,,,,,,,
,,26,,728,,,,0.43945643305778503,0.0,,,,,
0.7368420958518982,0.5476190447807312,27,0.9415873289108276,755,0.7172057032585144,0.8867924809455872,0.7931034564971924,,,,,,,
,,27,,755,,,,0.42098554968833923,0.0,,,,,
0.7157894968986511,0.5476190447807312,28,0.5037509799003601,782,0.6983378529548645,0.849056601524353,0.7419354915618896,,,,,,,
,,28,,782,,,,0.41952061653137207,0.0,,,,,
0.7263157963752747,0.523809552192688,29,1.133182406425476,809,0.7053009867668152,0.8867924809455872,0.7857142686843872,,,,,,,
,,29,,809,,,,0.4213811755180359,0.0,,,,,
0.7368420958518982,0.523809552192688,30,0.5666762590408325,836,0.7147350311279297,0.9056603908538818,0.8148148655891418,,,,,,,
,,30,,836,,,,0.41155096888542175,0.0,,,,,
0.7157894968986511,0.523809552192688,31,0.4930780827999115,863,0.6958670616149902,0.8679245114326477,0.7586206793785095,,,,,,,
,,31,,863,,,,0.3937949538230896,0.0,,,,,
0.7052631378173828,0.5,32,0.4950946867465973,890,0.6839622855186462,0.8679245114326477,0.75,,,,,,,
,,32,,890,,,,0.41861382126808167,0.0,,,,,
0.75789475440979,0.5476190447807312,33,0.417440265417099,917,0.7360737323760986,0.9245282411575317,0.8518518805503845,,,,,,,
,,33,,917,,,,0.39955469965934753,0.0,,,,,
0.7789473533630371,0.5952380895614624,34,0.460172563791275,944,0.7598832249641418,0.9245282411575317,0.8620689511299133,,,,,,,
,,34,,944,,,,0.38539353013038635,0.0,,,,,
0.7263157963752747,0.5714285969734192,35,0.4762561321258545,971,0.7102425694465637,0.849056601524353,0.75,,,,,,,
,,35,,971,,,,0.36151066422462463,0.0,,,,,
0.7263157963752747,0.5952380895614624,36,0.46487724781036377,998,0.712713360786438,0.8301886916160583,0.7352941632270813,,,,,,,
,,36,,998,,,,0.3824610412120819,0.0,,,,,
0.7368420958518982,0.6904761791229248,37,0.581729531288147,1025,0.7320306301116943,0.7735848426818848,0.707317054271698,,,,,,,
,,37,,1025,,,,0.3534710705280304,0.0,,,,,
0.7789473533630371,0.6904761791229248,38,0.531755268573761,1052,0.7697663903236389,0.849056601524353,0.7837837338447571,,,,,,,
,,38,,1052,,,,0.3437100052833557,0.0,,,,,
0.800000011920929,0.6666666865348816,39,0.4461555778980255,1079,0.7861635684967041,0.9056603908538818,0.8484848737716675,,,,,,,
,,39,,1079,,,,0.3593001067638397,0.0,,,,,
0.800000011920929,0.7142857313156128,40,0.4262963831424713,1106,0.7911050915718079,0.8679245114326477,0.8108107447624207,,,,,,,
,,40,,1106,,,,0.35476264357566833,0.0,,,,,
0.7789473533630371,0.6428571343421936,41,0.4379693567752838,1133,0.7648246884346008,0.8867924809455872,0.8181818127632141,,,,,,,
,,41,,1133,,,,0.3580363690853119,0.0,,,,,
0.7789473533630371,0.6190476417541504,42,0.4437750279903412,1160,0.7623540163040161,0.9056603908538818,0.8387095928192139,,,,,,,
,,42,,1160,,,,0.3432549834251404,0.0,,,,,
0.7473683953285217,0.6428571343421936,43,0.3878856599330902,1187,0.7365228533744812,0.8301886916160583,0.75,,,,,,,
,,43,,1187,,,,0.35732904076576233,0.0,,,,,
0.7368420958518982,0.5714285969734192,44,0.4761640727519989,1214,0.7196765542030334,0.8679245114326477,0.774193525314331,,,,,,,
,,44,,1214,,,,0.3381027281284332,0.0,,,,,
0.800000011920929,0.6904761791229248,45,0.38245290517807007,1241,0.7886343002319336,0.8867924809455872,0.8285714387893677,,,,,,,
,,45,,1241,,,,0.32279613614082336,0.0,,,,,
0.7473683953285217,0.5952380895614624,46,0.4237422049045563,1268,0.7315813302993774,0.8679245114326477,0.78125,,,,,,,
,,46,,1268,,,,0.3374461531639099,0.0,,,,,
0.800000011920929,0.6666666865348816,47,0.41978296637535095,1295,0.7861635684967041,0.9056603908538818,0.8484848737716675,,,,,,,
,,47,,1295,,,,0.3313708007335663,0.0,,,,,
0.7789473533630371,0.6190476417541504,48,0.4004991352558136,1322,0.7623540163040161,0.9056603908538818,0.8387095928192139,,,,,,,
,,48,,1322,,,,0.33110034465789795,0.0,,,,,
0.75789475440979,0.6666666865348816,49,0.4102068543434143,1349,0.7484278082847595,0.8301886916160583,0.7567567229270935,,,,,,,
,,49,,1349,,,,0.32439181208610535,0.0,,,,,
0.7894737124443054,0.6904761791229248,50,0.4467415511608124,1376,0.7792003154754639,0.8679245114326477,0.8055555820465088,,,,,,,
,,50,,1376,,,,0.3093827962875366,0.0,,,,,
