val_auroc,val_precision,val_specificity,val_loss,val_sensitivity,epoch,step,val_accuracy,train_loss,unlabeled_data_utilization,test_auroc,test_sensitivity,test_precision,test_specificity,test_accuracy
0.45750001072883606,0.06796116381883621,0.03999999538064003,0.3710373640060425,0.875,0,34,0.10185185074806213,,,,,,,
,,,,,0,34,,0.37720808386802673,0.004401408601552248,,,,,
0.4375,0.0625,0.25,0.37704411149024963,0.625,1,69,0.2777777910232544,,,,,,,
,,,,,1,69,,0.3769472539424896,0.004768155515193939,,,,,
0.5274999737739563,0.07865169644355774,0.18000000715255737,0.3726983666419983,0.875,2,104,0.23148147761821747,,,,,,,
,,,,,2,104,,0.3706356883049011,0.005452356766909361,,,,,
0.5149999856948853,0.07692307978868484,0.2800000011920929,0.36755186319351196,0.75,3,139,0.31481480598449707,,,,,,,
,,,,,3,139,,0.36849620938301086,0.006379947531968355,,,,,
0.46000000834465027,0.06741572916507721,0.17000000178813934,0.37488988041877747,0.75,4,174,0.21296297013759613,,,,,,,
,,,,,4,174,,0.3640745282173157,0.007960493676364422,,,,,
0.5049999952316284,0.07500000298023224,0.25999999046325684,0.37062057852745056,0.75,5,209,0.29629629850387573,,,,,,,
,,,,,5,209,,0.362808495759964,0.007450955919921398,,,,,
0.46000000834465027,0.06741572916507721,0.17000000178813934,0.3703599274158478,0.75,6,244,0.21296297013759613,,,,,,,
,,,,,6,244,,0.3630555272102356,0.006957076955586672,,,,,
0.5149999856948853,0.07692307978868484,0.2800000011920929,0.3557523190975189,0.75,7,279,0.31481480598449707,,,,,,,
,,,,,7,279,,0.36146262288093567,0.008622472174465656,,,,,
0.5149999856948853,0.07692307978868484,0.2800000011920929,0.36201751232147217,0.75,8,314,0.31481480598449707,,,,,,,
,,,,,8,314,,0.35531505942344666,0.004518733359873295,,,,,
0.5349999666213989,0.0810810849070549,0.31999996304512024,0.3652244806289673,0.75,9,349,0.35185185074806213,,,,,,,
,,,,,9,349,,0.3612019717693329,0.010195582173764706,,,,,
0.5349999666213989,0.0810810849070549,0.31999996304512024,0.3635215163230896,0.75,10,384,0.35185185074806213,,,,,,,
,,,,,10,384,,0.35933372378349304,0.009075760841369629,,,,,
0.5299999713897705,0.07999999076128006,0.3100000023841858,0.360522598028183,0.75,11,419,0.34259259700775146,,,,,,,
,,,,,11,419,,0.3597201108932495,0.014214303344488144,,,,,
0.5525000095367432,0.0833333358168602,0.23000000417232513,0.3541027009487152,0.875,12,454,0.2777777910232544,,,,,,,
,,,,,12,454,,0.3526513874530792,0.01016241405159235,,,,,
0.5224999785423279,0.0793650820851326,0.41999995708465576,0.3594406545162201,0.625,13,489,0.43518519401550293,,,,,,,
,,,,,13,489,,0.3492623567581177,0.010157788172364235,,,,,
0.48249995708465576,0.07042253762483597,0.3400000035762787,0.365965873003006,0.625,14,524,0.3611111044883728,,,,,,,
,,,,,14,524,,0.35320231318473816,0.00956201832741499,,,,,
0.5049999952316284,0.07500000298023224,0.25999999046325684,0.353937566280365,0.75,15,559,0.29629629850387573,,,,,,,
,,,,,15,559,,0.3497942388057709,0.010728854686021805,,,,,
0.5349999666213989,0.0810810849070549,0.31999996304512024,0.3672795593738556,0.75,16,594,0.35185185074806213,,,,,,,
,,,,,16,594,,0.35274288058280945,0.01027501467615366,,,,,
0.5649999976158142,0.0882352963089943,0.3799999952316284,0.35649096965789795,0.75,17,629,0.40740740299224854,,,,,,,
,,,,,17,629,,0.3525910973548889,0.011703371070325375,,,,,
0.5525000095367432,0.08771929889917374,0.47999998927116394,0.3605165183544159,0.625,18,664,0.49074074625968933,,,,,,,
,,,,,18,664,,0.34813567996025085,0.010735672898590565,,,,,
0.5149999856948853,0.07692307978868484,0.2800000011920929,0.36811983585357666,0.75,19,699,0.31481480598449707,,,,,,,
,,,,,19,699,,0.3493387699127197,0.01269435603171587,,,,,
,,,,,20,700,,,,0.5336345434188843,0.75,0.0810810774564743,0.31726908683776855,0.34944239258766174
,,,,,20,700,,,,0.5544176697731018,0.8999999761581421,0.08372092247009277,0.20883534848690033,0.26022303104400635
,,,,,20,700,,,,0.5515060424804688,0.8500000238418579,0.08374384045600891,0.2530120611190796,0.29739776253700256
