val_specificity,val_precision,val_accuracy,val_auroc,epoch,val_loss,step,val_sensitivity,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
0.0,0.4421052634716034,0.4421052634716034,0.5,0,0.625069797039032,17,1.0,,,,,,,
,,,,0,,17,,0.01349711511284113,0.6564589142799377,,,,,
0.0,0.4361702501773834,0.43157893419265747,0.488095223903656,1,0.6271327137947083,35,0.976190447807312,,,,,,,
,,,,1,,35,,0.01337073277682066,0.6570712924003601,,,,,
0.0,0.4361702501773834,0.43157893419265747,0.488095223903656,2,0.6398181319236755,53,0.976190447807312,,,,,,,
,,,,2,,53,,0.01138815376907587,0.6440363526344299,,,,,
0.01886792480945587,0.44680851697921753,0.4526315927505493,0.5094339847564697,3,0.6134738326072693,71,1.0,,,,,,,
,,,,3,,71,,0.011107716709375381,0.6425243020057678,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,4,0.6299356818199158,89,0.976190447807312,,,,,,,
,,,,4,,89,,0.012376280501484871,0.638478696346283,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,5,0.6142591238021851,107,0.976190447807312,,,,,,,
,,,,5,,107,,0.012492314912378788,0.6337702870368958,,,,,
0.03773584961891174,0.44565215706825256,0.4526315927505493,0.5069631338119507,6,0.6248111128807068,125,0.976190447807312,,,,,,,
,,,,6,,125,,0.011520030908286572,0.6439971923828125,,,,,
0.056603774428367615,0.4505494236946106,0.46315789222717285,0.5163971185684204,7,0.6252235174179077,143,0.976190447807312,,,,,,,
,,,,7,,143,,0.011103115044534206,0.6508493423461914,,,,,
0.03773584961891174,0.44565215706825256,0.4526315927505493,0.5069631338119507,8,0.6380148530006409,161,0.976190447807312,,,,,,,
,,,,8,,161,,0.011207370087504387,0.6460832357406616,,,,,
0.0,0.4421052634716034,0.4421052634716034,0.5,9,0.6174913644790649,179,1.0,,,,,,,
,,,,9,,179,,0.012980503030121326,0.6404798626899719,,,,,
0.03773584961891174,0.4516128897666931,0.46315789222717285,0.5188679099082947,10,0.6357145309448242,197,1.0,,,,,,,
,,,,10,,197,,0.010821662843227386,0.6430182456970215,,,,,
0.01886792480945587,0.44680851697921753,0.4526315927505493,0.5094339847564697,11,0.6284033060073853,215,1.0,,,,,,,
,,,,11,,215,,0.012425841763615608,0.641044020652771,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,12,0.6303296685218811,233,0.976190447807312,,,,,,,
,,,,12,,233,,0.010988771915435791,0.6423099040985107,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,13,0.6566596627235413,251,0.976190447807312,,,,,,,
,,,,13,,251,,0.010784364305436611,0.628984272480011,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,14,0.6528003215789795,269,0.976190447807312,,,,,,,
,,,,14,,269,,0.013367626816034317,0.641084611415863,,,,,
0.0,0.4301075041294098,0.42105263471603394,0.4761904776096344,15,0.6270164847373962,287,0.9523809552192688,,,,,,,
,,,,15,,287,,0.009009009227156639,0.647704541683197,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,16,0.6378785967826843,305,0.976190447807312,,,,,,,
,,,,16,,305,,0.012975147925317287,0.6337843537330627,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,17,0.6163036227226257,323,0.976190447807312,,,,,,,
,,,,17,,323,,0.013132933527231216,0.641142725944519,,,,,
0.01886792480945587,0.44680851697921753,0.4526315927505493,0.5094339847564697,18,0.620358943939209,341,1.0,,,,,,,
,,,,18,,341,,0.011684308759868145,0.6406047940254211,,,,,
0.01886792480945587,0.44680851697921753,0.4526315927505493,0.5094339847564697,19,0.6485154032707214,359,1.0,,,,,,,
,,,,19,,359,,0.01210807729512453,0.6416312456130981,,,,,
0.01886792480945587,0.44680851697921753,0.4526315927505493,0.5094339847564697,20,0.6521931886672974,377,1.0,,,,,,,
,,,,20,,377,,0.012116288766264915,0.6391699314117432,,,,,
0.0,0.4361702501773834,0.43157893419265747,0.488095223903656,21,0.6171010136604309,395,0.976190447807312,,,,,,,
,,,,21,,395,,0.009595218114554882,0.6350669860839844,,,,,
0.03773584961891174,0.44565215706825256,0.4526315927505493,0.5069631338119507,22,0.6231341361999512,413,0.976190447807312,,,,,,,
,,,,22,,413,,0.012757554650306702,0.6462274789810181,,,,,
0.0,0.4361702501773834,0.43157893419265747,0.488095223903656,23,0.7011810541152954,431,0.976190447807312,,,,,,,
,,,,23,,431,,0.011425120756030083,0.6358329057693481,,,,,
0.01886792480945587,0.44086021184921265,0.4421052634716034,0.49752914905548096,24,0.6479321122169495,449,0.976190447807312,,,,,,,
,,,,24,,449,,0.011170657351613045,0.6435472965240479,,,,,
,,,,25,,450,,,,0.9807692170143127,0.007575757801532745,0.43776825070381165,0.43644067645072937,0.49417245388031006
,,,,25,,450,,,,0.9711538553237915,0.007575757801532745,0.4353448152542114,0.43220338225364685,0.4893648326396942
,,,,25,,450,,,,0.9807692170143127,0.007575757801532745,0.43776825070381165,0.43644067645072937,0.49417248368263245
