val_specificity,val_precision,val_accuracy,val_auroc,epoch,val_loss,step,val_sensitivity,unlabeled_data_utilization,train_loss,test_sensitivity,test_specificity,test_precision,test_accuracy,test_auroc
1.0,0.0,0.557894766330719,0.5,0,0.619496762752533,17,0.0,,,,,,,
,,,,0,,17,,0.02064027637243271,0.6551215648651123,,,,,
0.9245282411575317,0.0,0.5157894492149353,0.46226412057876587,1,0.6265870332717896,35,0.0,,,,,,,
,,,,1,,35,,0.020744159817695618,0.663853108882904,,,,,
0.9056603908538818,0.0,0.5052631497383118,0.4528301954269409,2,0.641206681728363,53,0.0,,,,,,,
,,,,2,,53,,0.018611343577504158,0.6569266319274902,,,,,
0.8679245114326477,0.125,0.49473685026168823,0.44586703181266785,3,0.6584022045135498,71,0.02380952425301075,,,,,,,
,,,,3,,71,,0.017559440806508064,0.654097318649292,,,,,
0.8867924809455872,0.1428571492433548,0.5052631497383118,0.4553009867668152,4,0.6588200926780701,89,0.02380952425301075,,,,,,,
,,,,4,,89,,0.01783660799264908,0.6632517576217651,,,,,
0.8679245114326477,0.125,0.49473685026168823,0.44586703181266785,5,0.6367722749710083,107,0.02380952425301075,,,,,,,
,,,,5,,107,,0.015743935480713844,0.6534559726715088,,,,,
0.849056601524353,0.20000000298023224,0.49473685026168823,0.4483378231525421,6,0.6434965133666992,125,0.0476190485060215,,,,,,,
,,,,6,,125,,0.016301605850458145,0.6547054648399353,,,,,
0.8301886916160583,0.1818181872367859,0.4842105209827423,0.43890389800071716,7,0.6988111138343811,143,0.0476190485060215,,,,,,,
,,,,7,,143,,0.013944804668426514,0.6529011726379395,,,,,
0.849056601524353,0.38461539149284363,0.5263158082962036,0.4840521216392517,8,0.6967855095863342,161,0.1190476194024086,,,,,,,
,,,,8,,161,,0.014433964155614376,0.6552823781967163,,,,,
0.849056601524353,0.3333333432674408,0.5157894492149353,0.4721473157405853,9,0.6454464197158813,179,0.095238097012043,,,,,,,
,,,,9,,179,,0.012832354754209518,0.6492897272109985,,,,,
0.849056601524353,0.27272728085517883,0.5052631497383118,0.4602425694465637,10,0.6401534676551819,197,0.0714285746216774,,,,,,,
,,,,10,,197,,0.013910060748457909,0.6599501967430115,,,,,
0.849056601524353,0.4285714328289032,0.5368421077728271,0.4959568977355957,11,0.7532898783683777,215,0.1428571492433548,,,,,,,
,,,,11,,215,,0.01128472201526165,0.6494114995002747,,,,,
0.8867924809455872,0.4545454680919647,0.5473684072494507,0.5029200315475464,12,0.6194452047348022,233,0.1190476194024086,,,,,,,
,,,,12,,233,,0.009381134063005447,0.6467938423156738,,,,,
0.8113208413124084,0.3333333432674408,0.5052631497383118,0.46518421173095703,13,0.6283584833145142,251,0.1190476194024086,,,,,,,
,,,,13,,251,,0.010664940811693668,0.6421673893928528,,,,,
0.792452871799469,0.42105263471603394,0.5263158082962036,0.4914645254611969,14,0.6935030221939087,269,0.190476194024086,,,,,,,
,,,,14,,269,,0.010345219634473324,0.6477408409118652,,,,,
0.8301886916160583,0.47058823704719543,0.5473684072494507,0.510332465171814,15,0.6235109567642212,287,0.190476194024086,,,,,,,
,,,,15,,287,,0.009412703104317188,0.6400067806243896,,,,,
0.8113208413124084,0.4444444477558136,0.5368421077728271,0.5008984804153442,16,0.6608515381813049,305,0.190476194024086,,,,,,,
,,,,16,,305,,0.011744762770831585,0.6428393125534058,,,,,
0.7735848426818848,0.3684210479259491,0.5052631497383118,0.47012579441070557,17,0.6228423714637756,323,0.1666666716337204,,,,,,,
,,,,17,,323,,0.010238579474389553,0.6565144062042236,,,,,
0.7358490824699402,0.3913043439388275,0.5052631497383118,0.4750673770904541,18,0.6198748350143433,341,0.2142857164144516,,,,,,,
,,,,18,,341,,0.009862401522696018,0.6385993361473083,,,,,
0.5849056839942932,0.37142854928970337,0.46315789222717285,0.4472147226333618,19,0.6285039186477661,359,0.3095238208770752,,,,,,,
,,,,19,,359,,0.006885818671435118,0.6473639011383057,,,,,
0.6415094137191772,0.3448275923728943,0.46315789222717285,0.439802348613739,20,0.6555469632148743,377,0.2380952388048172,,,,,,,
,,,,20,,377,,0.007450155448168516,0.6394357681274414,,,,,
0.5471698045730591,0.3142857253551483,0.42105263471603394,0.40453729033470154,21,0.6280125975608826,395,0.261904776096344,,,,,,,
,,,,21,,395,,0.008011572994291782,0.6423290371894836,,,,,
0.6226415038108826,0.375,0.4736842215061188,0.4541778862476349,22,0.6274424195289612,413,0.2857142984867096,,,,,,,
,,,,22,,413,,0.007121650502085686,0.6448568105697632,,,,,
0.5849056839942932,0.3529411852359772,0.4526315927505493,0.4353099763393402,23,0.6114987134933472,431,0.2857142984867096,,,,,,,
,,,,23,,431,,0.008428809233009815,0.6497842073440552,,,,,
0.5094339847564697,0.40909090638160706,0.4736842215061188,0.46900272369384766,24,0.6248188614845276,449,0.4285714328289032,,,,,,,
,,,,24,,449,,0.007414804771542549,0.6379673480987549,,,,,
0.5471698045730591,0.4285714328289032,0.49473685026168823,0.48787063360214233,25,0.6596271395683289,467,0.4285714328289032,,,,,,,
,,,,25,,467,,0.007869750261306763,0.6384812593460083,,,,,
0.5471698045730591,0.44186046719551086,0.5052631497383118,0.49977532029151917,26,0.6336058378219604,485,0.4523809850215912,,,,,,,
,,,,26,,485,,0.005527596455067396,0.642106294631958,,,,,
0.4528301954269409,0.3695652186870575,0.43157893419265747,0.42879605293273926,27,0.6541353464126587,503,0.4047619104385376,,,,,,,
,,,,27,,503,,0.006135896779596806,0.6421942710876465,,,,,
0.3396226465702057,0.4166666567325592,0.4526315927505493,0.46743035316467285,28,0.6549416184425354,521,0.5952380895614624,,,,,,,
,,,,28,,521,,0.005300700664520264,0.6315029263496399,,,,,
0.49056604504585266,0.3720930516719818,0.4421052634716034,0.43575918674468994,29,0.6381199359893799,539,0.380952388048172,,,,,,,
,,,,29,,539,,0.0076665133237838745,0.6412226557731628,,,,,
0.3396226465702057,0.3636363744735718,0.4000000059604645,0.40790653228759766,30,0.6305196285247803,557,0.4761904776096344,,,,,,,
,,,,30,,557,,0.006323130801320076,0.6371727585792542,,,,,
0.3396226465702057,0.3965517282485962,0.43157893419265747,0.44362086057662964,31,0.6784994602203369,575,0.5476190447807312,,,,,,,
,,,,31,,575,,0.006967184133827686,0.637070894241333,,,,,
0.3207547068595886,0.446153849363327,0.4842105209827423,0.5056154131889343,32,0.6247799396514893,593,0.6904761791229248,,,,,,,
,,,,32,,593,,0.006643282249569893,0.627394437789917,,,,,
0.2830188572406769,0.43283581733703613,0.46315789222717285,0.48674753308296204,33,0.6422979831695557,611,0.6904761791229248,,,,,,,
,,,,33,,611,,0.0066580865532159805,0.6355018019676208,,,,,
0.2830188572406769,0.43283581733703613,0.46315789222717285,0.48674753308296204,34,0.6276165246963501,629,0.6904761791229248,,,,,,,
