step,val_sensitivity,val_specificity,val_auroc,val_precision,val_accuracy,val_loss,epoch,unlabeled_data_utilization,train_loss,test_specificity,test_auroc,test_accuracy,test_sensitivity,test_precision
26,0.0,1.0,0.5,0.0,0.557894766330719,0.6209995150566101,0,,,,,,,
26,,,,,,,0,0.0,0.6301039457321167,,,,,
53,0.0476190485060215,0.9433962106704712,0.4955076575279236,0.4000000059604645,0.5473684072494507,1.700823187828064,1,,,,,,,
53,,,,,,,1,0.0,0.6168898344039917,,,,,
80,0.261904776096344,0.9245282411575317,0.5932165384292603,0.73333340883255,0.6315789222717285,1.7552200555801392,2,,,,,,,
80,,,,,,,2,0.0,0.6095983982086182,,,,,
107,0.2380952388048172,0.8867924809455872,0.5624438524246216,0.625,0.6000000238418579,0.827152669429779,3,,,,,,,
107,,,,,,,3,0.0,0.5968740582466125,,,,,
134,0.4523809850215912,0.7169811129570007,0.5846810340881348,0.5588235259056091,0.6000000238418579,1.2673912048339844,4,,,,,,,
134,,,,,,,4,0.0,0.5930830836296082,,,,,
161,0.4761904776096344,0.8113208413124084,0.6437556147575378,0.6666666865348816,0.6631578803062439,0.8790080547332764,5,,,,,,,
161,,,,,,,5,0.0,0.5613584518432617,,,,,
188,0.5714285969734192,0.849056601524353,0.7102425694465637,0.75,0.7263157963752747,1.0437653064727783,6,,,,,,,
188,,,,,,,6,0.0,0.5375118851661682,,,,,
215,0.5952380895614624,0.849056601524353,0.7221473455429077,0.7575757503509521,0.7368420958518982,0.741791307926178,7,,,,,,,
215,,,,,,,7,0.0,0.5239526629447937,,,,,
242,0.523809552192688,0.792452871799469,0.6581311821937561,0.6666666865348816,0.6736842393875122,0.8061244487762451,8,,,,,,,
242,,,,,,,8,0.0,0.5285787582397461,,,,,
269,0.523809552192688,0.8679245114326477,0.6958670616149902,0.7586206793785095,0.7157894968986511,0.9588449001312256,9,,,,,,,
269,,,,,,,9,0.0,0.5200071334838867,,,,,
296,0.5952380895614624,0.8113208413124084,0.703279435634613,0.7142857313156128,0.7157894968986511,0.7574660181999207,10,,,,,,,
296,,,,,,,10,0.0,0.5131633877754211,,,,,
323,0.5714285969734192,0.8113208413124084,0.691374659538269,0.7058823704719543,0.7052631378173828,0.740817129611969,11,,,,,,,
323,,,,,,,11,0.0,0.49190956354141235,,,,,
350,0.5476190447807312,0.792452871799469,0.6700359582901001,0.6764705181121826,0.6842105388641357,2.847668170928955,12,,,,,,,
350,,,,,,,12,0.0,0.4905230700969696,,,,,
377,0.4523809850215912,0.8679245114326477,0.6601526737213135,0.7307692170143127,0.6842105388641357,0.7367932200431824,13,,,,,,,
377,,,,,,,13,0.0,0.4729469120502472,,,,,
404,0.523809552192688,0.8867924809455872,0.7053009867668152,0.7857142686843872,0.7263157963752747,1.3006346225738525,14,,,,,,,
