step,val_precision,val_sensitivity,val_specificity,val_auroc,val_accuracy,epoch,val_loss,train_loss,unlabeled_data_utilization,test_specificity,test_precision,test_auroc,test_accuracy,test_sensitivity
26,0.0,0.0,1.0,0.5,0.557894766330719,0,1.587980031967163,,,,,,,
26,,,,,,0,,1.5863585472106934,0.0,,,,,
53,0.0,0.0,0.9245282411575317,0.46226412057876587,0.5157894492149353,1,28.38690185546875,,,,,,,
53,,,,,,1,,1.5315629243850708,0.0,,,,,
80,0.9090909361839294,0.2380952388048172,0.9811320900917053,0.6096137166023254,0.6526315808296204,2,5.069503307342529,,,,,,,
80,,,,,,2,,1.4868124723434448,0.0,,,,,
107,0.8823529481887817,0.3571428656578064,0.9622642397880554,0.6597035527229309,0.6947368383407593,3,2.087228298187256,,,,,,,
107,,,,,,3,,1.374595046043396,0.0,,,,,
134,0.8888888955116272,0.380952388048172,0.9622642397880554,0.6716082692146301,0.7052631378173828,4,3.9152989387512207,,,,,,,
134,,,,,,4,,1.219647765159607,0.0,,,,,
161,0.800000011920929,0.380952388048172,0.9245282411575317,0.6527403593063354,0.6842105388641357,5,2.279587984085083,,,,,,,
161,,,,,,5,,1.221704125404358,0.0,,,,,
188,0.6818181872367859,0.3571428656578064,0.8679245114326477,0.612533688545227,0.6421052813529968,6,3.1028990745544434,,,,,,,
188,,,,,,6,,1.131005048751831,0.0,,,,,
215,0.8999999761581421,0.4285714328289032,0.9622642397880554,0.6954177618026733,0.7263157963752747,7,3.40482234954834,,,,,,,
215,,,,,,7,,1.155076503753662,0.0,,,,,
242,0.8181818127632141,0.4285714328289032,0.9245282411575317,0.6765499114990234,0.7052631378173828,8,2.7001049518585205,,,,,,,
242,,,,,,8,,1.1558759212493896,0.0,,,,,
269,0.9130435585975647,0.5,0.9622642397880554,0.7311322093009949,0.75789475440979,9,1.3493170738220215,,,,,,,
269,,,,,,9,,1.0956511497497559,0.0,,,,,
296,0.8999999761581421,0.4285714328289032,0.9622642397880554,0.6954177618026733,0.7263157963752747,10,2.7575109004974365,,,,,,,
296,,,,,,10,,1.0456115007400513,0.0,,,,,
323,0.8571428656578064,0.4285714328289032,0.9433962106704712,0.6859838366508484,0.7157894968986511,11,2.3364486694335938,,,,,,,
323,,,,,,11,,1.0494416952133179,0.0,,,,,
350,0.8636363744735718,0.4523809850215912,0.9433962106704712,0.6978886127471924,0.7263157963752747,12,2.020409107208252,,,,,,,
350,,,,,,12,,1.0192855596542358,0.0,,,,,
377,0.9047619700431824,0.4523809850215912,0.9622642397880554,0.7073225378990173,0.7368420958518982,13,2.0500144958496094,,,,,,,
377,,,,,,13,,1.0581154823303223,0.0,,,,,
404,0.8999999761581421,0.6428571343421936,0.9433962106704712,0.79312664270401,0.8105263113975525,14,2.9460575580596924,,,,,,,
404,,,,,,14,,0.9744030833244324,0.0,,,,,
431,0.8999999761581421,0.4285714328289032,0.9622642397880554,0.6954177618026733,0.7263157963752747,15,3.211836099624634,,,,,,,
431,,,,,,15,,0.9831351041793823,0.0,,,,,
458,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.7693171501159668,0.7894737124443054,16,1.4698517322540283,,,,,,,
458,,,,,,16,,0.9369752407073975,0.0,,,,,
485,0.8799999952316284,0.523809552192688,0.9433962106704712,0.7336028814315796,0.75789475440979,17,2.869575262069702,,,,,,,
485,,,,,,17,,0.9592247605323792,0.0,,,,,
512,0.8275862336158752,0.5714285969734192,0.9056603908538818,0.7385445237159729,0.75789475440979,18,2.4898462295532227,,,,,,,
512,,,,,,18,,0.949323296546936,0.0,,,,,
539,0.8571428656578064,0.5714285969734192,0.9245282411575317,0.7479784488677979,0.7684210538864136,19,2.09566593170166,,,,,,,
539,,,,,,19,,0.9781817197799683,0.0,,,,,
566,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.7693171501159668,0.7894737124443054,20,2.0413873195648193,,,,,,,
566,,,,,,20,,0.9749414920806885,0.0,,,,,
593,0.9200000166893005,0.5476190447807312,0.9622642397880554,0.7549417018890381,0.7789473533630371,21,2.5841236114501953,,,,,,,
593,,,,,,21,,0.9237610697746277,0.0,,,,,
620,0.8620689511299133,0.5952380895614624,0.9245282411575317,0.7598832249641418,0.7789473533630371,22,3.2339272499084473,,,,,,,
620,,,,,,22,,0.8995758891105652,0.0,,,,,
647,0.9230769276618958,0.5714285969734192,0.9622642397880554,0.7668463587760925,0.7894737124443054,23,1.6931588649749756,,,,,,,
647,,,,,,23,,0.8995329737663269,0.0,,,,,
674,0.9230769276618958,0.5714285969734192,0.9622642397880554,0.7668463587760925,0.7894737124443054,24,1.6642372608184814,,,,,,,
674,,,,,,24,,0.8948835730552673,0.0,,,,,
701,0.8888888955116272,0.5714285969734192,0.9433962106704712,0.7574123740196228,0.7789473533630371,25,1.4418765306472778,,,,,,,
701,,,,,,25,,0.8814602494239807,0.0,,,,,
728,0.9259259104728699,0.5952380895614624,0.9622642397880554,0.7787511944770813,0.800000011920929,26,1.0044249296188354,,,,,,,
728,,,,,,26,,0.8809862732887268,0.0,,,,,
755,0.8846153616905212,0.5476190447807312,0.9433962106704712,0.7455076575279236,0.7684210538864136,27,1.250982403755188,,,,,,,
755,,,,,,27,,0.8523290753364563,0.0,,,,,
782,0.9230769276618958,0.5714285969734192,0.9622642397880554,0.7668463587760925,0.7894737124443054,28,1.5696449279785156,,,,,,,
782,,,,,,28,,0.8949955701828003,0.0,,,,,
809,0.9166666865348816,0.523809552192688,0.9622642397880554,0.7430369257926941,0.7684210538864136,29,1.1257240772247314,,,,,,,
809,,,,,,29,,0.8723537921905518,0.0,,,,,
836,0.8888888955116272,0.5714285969734192,0.9433962106704712,0.7574123740196228,0.7789473533630371,30,1.5749106407165527,,,,,,,
836,,,,,,30,,0.8355257511138916,0.0,,,,,
