val_loss           , val_sensitivity   , val_auroc         , step, val_specificity   , val_precision     , epoch, val_accuracy       , train_loss         , unlabeled_data_utilization, test_precision    , test_specificity  , test_sensitivity  , test_accuracy     , test_auroc
1.3865342140197754 , 0.4047619104385376, 0.3627583086490631,   26, 0.3207547068595886, 0.3207547068595886,     0, 0.35789474844932556,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,   26,                   ,                   ,     0,                    , 0.6312482953071594 ,       0.004102663602679968,                   ,                   ,                   ,                   ,  
3.448215961456299  , 0.380952388048172 , 0.                ,   53, 0.792452871799469 , 0.5925925970077515,     1, 0.6105263233184814 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,   53,                   ,                   ,     1,                    , 0.5886188745498657 ,       0.006840679328888655,                   ,                   ,                   ,                   ,  
0.9544994831085205 , 0.5               , 0.6745282411575317,   80, 0.849056601524353 , 0.7241379022598267,     2, 0.6947368383407593 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,   80,                   ,                   ,     2,                    , 0.57548987865448   ,       0.018007177859544754,                   ,                   ,                   ,                   ,  
0.5266386270523071 , 0.5               , 0.7028301954269409,  107, 0.9056603908538818, 0.807692289352417 ,     3, 0.7263157963752747 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  107,                   ,                   ,     3,                    , 0.5716537237167358 ,       0.02717515453696251 ,                   ,                   ,                   ,                   ,  
0.5851287841796875 , 0.4523809850215912, 0.6601526737213135,  134, 0.8679245114326477, 0.7307692170143127,     4, 0.6842105388641357 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  134,                   ,                   ,     4,                    , 0.5560775399208069 ,       0.0340040922164917  ,                   ,                   ,                   ,                   ,  
0.7235554456710815 , 0.5952380895614624, 0.7221473455429077,  161, 0.849056601524353 , 0.7575757503509521,     5, 0.7368420958518982 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  161,                   ,                   ,     5,                    , 0.5359965562820435 ,       0.03947915881872177 ,                   ,                   ,                   ,                   ,  
1.7675373554229736 , 0.523809552192688 , 0.6581311821937561,  188, 0.792452871799469 , 0.6666666865348816,     6, 0.6736842393875122 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  188,                   ,                   ,     6,                    , 0.5631791353225708 ,       0.04260987043380737 ,                   ,                   ,                   ,                   ,  
0.7689964771270752 , 0.523809552192688 , 0.7147350311279297,  215, 0.9056603908538818, 0.8148148655891418,     7, 0.7368420958518982 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  215,                   ,                   ,     7,                    , 0.5199204087257385 ,       0.042469561100006104,                   ,                   ,                   ,                   ,  
1.1025047302246094 , 0.5476190447807312, 0.6889038681983948,  242, 0.8301886916160583, 0.71875           ,     8, 0.7052631378173828 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  242,                   ,                   ,     8,                    , 0.5368059873580933 ,       0.08868350833654404 ,                   ,                   ,                   ,                   ,  
0.7154236435890198 , 0.5476190447807312, 0.7266397476196289,  269, 0.9056603908538818, 0.8214285373687744,     9, 0.7473683953285217 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  269,                   ,                   ,     9,                    , 0.5336139798164368 ,       0.06118292361497879 ,                   ,                   ,                   ,                   ,  
1.0647850036621094 , 0.4761904776096344, 0.6720574498176575,  296, 0.8679245114326477, 0.7407407164573669,    10, 0.6947368383407593 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  296,                   ,                   ,    10,                    , 0.5113400220870972 ,       0.12255328893661499 ,                   ,                   ,                   ,                   ,  
0.7352055311203003 , 0.6428571343421936, 0.79312664270401  ,  323, 0.9433962106704712, 0.8999999761581421,    11, 0.8105263113975525 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  323,                   ,                   ,    11,                    , 0.4768123924732208 ,       0.08168713003396988 ,                   ,                   ,                   ,                   ,  
0.610765278339386  , 0.5952380895614624, 0.7787511944770813,  350, 0.9622642397880554, 0.9259259104728699,    12, 0.800000011920929  ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  350,                   ,                   ,    12,                    , 0.5073870420455933 ,       0.12777094542980194 ,                   ,                   ,                   ,                   ,  
0.669552206993103  , 0.5476190447807312, 0.7360737323760986,  377, 0.9245282411575317, 0.8518518805503845,    13, 0.75789475440979   ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  377,                   ,                   ,    13,                    , 0.49772414565086365,       0.11706211417913437 ,                   ,                   ,                   ,                   ,  
2.04166841506958   , 0.6428571343421936, 0.7836927175521851,  404, 0.9245282411575317, 0.8709677457809448,    14, 0.800000011920929  ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  404,                   ,                   ,    14,                    , 0.4904751181602478 ,       0.12632030248641968 ,                   ,                   ,                   ,                   ,  
0.6046749949455261 , 0.5952380895614624, 0.7410151958465576,  431, 0.8867924809455872, 0.806451678276062 ,    15, 0.75789475440979   ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  431,                   ,                   ,    15,                    , 0.5086674690246582 ,       0.19448280334472656 ,                   ,                   ,                   ,                   ,  
0.6275920867919922 , 0.5952380895614624, 0.7598832249641418,  458, 0.9245282411575317, 0.8620689511299133,    16, 0.7789473533630371 ,                    ,                           ,                   ,                   ,                   ,                   ,  
                   ,                   ,                   ,  458,                   ,                   ,    16,                    , 0.48245421051979065,       0.1388985961675644  ,                   ,                   ,                   ,                   ,  
0.5168211460113525 , 0.738095223903656 , 0.8218778371810913,  485, 0.9056603908538818, 0.8611111044883728,    17, 0.8315789699554443 ,                    ,                           ,                   ,                   ,                   ,                   ,  
