val_loss,epoch,val_precision,val_specificity,step,val_sensitivity,val_accuracy,val_auroc,unlabeled_data_utilization,train_loss,test_accuracy,test_sensitivity,test_specificity,test_auroc,test_precision
0.15742413699626923,0,0.4421052634716034,0.0,26,1.0,0.4421052634716034,0.5,,,,,,,
,0,,,26,,,,0.0,0.20072659850120544,,,,,
0.6698273420333862,1,0.4395604729652405,0.03773584961891174,53,0.9523809552192688,0.4421052634716034,0.4950583875179291,,,,,,,
,1,,,53,,,,0.0,0.2015380561351776,,,,,
0.9934144020080566,2,0.49275365471839905,0.3396226465702057,80,0.8095238208770752,0.5473684072494507,0.5745732188224792,,,,,,,
,2,,,80,,,,0.0,0.2000102698802948,,,,,
0.6101992130279541,3,0.4556961953639984,0.18867924809455872,107,0.8571428656578064,0.4842105209827423,0.5229110717773438,,,,,,,
,3,,,107,,,,0.0,0.20178797841072083,,,,,
1.6126453876495361,4,0.44186046719551086,0.09433962404727936,134,0.9047619700431824,0.4526315927505493,0.4995507597923279,,,,,,,
,4,,,134,,,,0.0,0.19999998807907104,,,,,
1.6344354152679443,5,0.4074074327945709,0.698113203048706,161,0.261904776096344,0.5052631497383118,0.480008989572525,,,,,,,
,5,,,161,,,,0.0,0.20057997107505798,,,,,
0.5820876359939575,6,0.4000000059604645,0.8867924809455872,188,0.095238097012043,0.5368421077728271,0.4910152554512024,,,,,,,
,6,,,188,,,,0.0,0.19999998807907104,,,,,
1.149898886680603,7,0.4492753744125366,0.2830188572406769,215,0.738095223903656,0.4842105209827423,0.5105570554733276,,,,,,,
,7,,,215,,,,0.0,0.20023292303085327,,,,,
0.9046631455421448,8,0.375,0.8113208413124084,242,0.1428571492433548,0.5157894492149353,0.47708895802497864,,,,,,,
,8,,,242,,,,0.0,0.20086979866027832,,,,,
0.9340527057647705,9,0.4000000059604645,0.8867924809455872,269,0.095238097012043,0.5368421077728271,0.4910152554512024,,,,,,,
,9,,,269,,,,0.0,0.19999998807907104,,,,,
1.1714704036712646,10,0.4285714328289032,0.7735848426818848,296,0.2142857164144516,0.5263158082962036,0.49393531680107117,,,,,,,
,10,,,296,,,,0.0,0.2000531703233719,,,,,
1.6670249700546265,11,0.4285714328289032,0.7735848426818848,323,0.2142857164144516,0.5263158082962036,0.49393531680107117,,,,,,,
