val_accuracy,step,epoch,val_precision,val_sensitivity,val_specificity,val_loss,val_auroc,train_loss,unlabeled_data_utilization,test_sensitivity,test_accuracy,test_auroc,test_specificity,test_precision
0.5263158082962036,26,0,0.4482758641242981,0.3095238208770752,0.698113203048706,0.8235625624656677,0.5038185119628906,,,,,,,
,26,0,,,,,,0.644352376461029,0.014531397260725498,,,,,
0.557894766330719,53,1,0.5,0.02380952425301075,0.9811320900917053,0.835827648639679,0.5024707913398743,,,,,,,
,53,1,,,,,,0.6331050992012024,0.01317736878991127,,,,,
0.6421052813529968,80,2,0.8333333134651184,0.2380952388048172,0.9622642397880554,1.3503018617630005,0.6001797318458557,,,,,,,
,80,2,,,,,,0.623197615146637,0.01553727500140667,,,,,
0.6631578803062439,107,3,0.7777778506278992,0.3333333432674408,0.9245282411575317,1.1106455326080322,0.6289308071136475,,,,,,,
,107,3,,,,,,0.6070330739021301,0.020358741283416748,,,,,
0.6842105388641357,134,4,0.7307692170143127,0.4523809850215912,0.8679245114326477,1.0761868953704834,0.6601526737213135,,,,,,,
,134,4,,,,,,0.5862456560134888,0.013690188527107239,,,,,
0.7368420958518982,161,5,0.8148148655891418,0.523809552192688,0.9056603908538818,0.6803306341171265,0.7147350311279297,,,,,,,
,161,5,,,,,,0.5542288422584534,0.02596498280763626,,,,,
0.75789475440979,188,6,0.9130435585975647,0.5,0.9622642397880554,1.0522922277450562,0.7311322093009949,,,,,,,
,188,6,,,,,,0.5371527671813965,0.040753308683633804,,,,,
0.7368420958518982,215,7,0.8399999737739563,0.5,0.9245282411575317,1.1264220476150513,0.7122641205787659,,,,,,,
,215,7,,,,,,0.5172439217567444,0.06428545713424683,,,,,
0.7263157963752747,242,8,0.8333333134651184,0.4761904776096344,0.9245282411575317,0.6343554854393005,0.7003592848777771,,,,,,,
,242,8,,,,,,0.5353511571884155,0.11276987195014954,,,,,
0.7368420958518982,269,9,0.8148148655891418,0.523809552192688,0.9056603908538818,0.9800992608070374,0.7147350311279297,,,,,,,
,269,9,,,,,,0.5325004458427429,0.12965822219848633,,,,,
0.7684210538864136,296,10,0.8846153616905212,0.5476190447807312,0.9433962106704712,0.7157942652702332,0.7455076575279236,,,,,,,
,296,10,,,,,,0.5378174781799316,0.16468439996242523,,,,,
0.7684210538864136,323,11,0.9545454382896423,0.5,0.9811320900917053,0.49718084931373596,0.740566074848175,,,,,,,
,323,11,,,,,,0.5287930369377136,0.18818235397338867,,,,,
0.7473683953285217,350,12,0.875,0.5,0.9433962106704712,0.5735295414924622,0.7216981053352356,,,,,,,
,350,12,,,,,,0.5454287528991699,0.2286115437746048,,,,,
0.7684210538864136,377,13,0.9545454382896423,0.5,0.9811320900917053,0.9118989109992981,0.740566074848175,,,,,,,
,377,13,,,,,,0.5351056456565857,0.2501509487628937,,,,,
0.75789475440979,404,14,0.8799999952316284,0.523809552192688,0.9433962106704712,0.6357080936431885,0.7336028814315796,,,,,,,
,404,14,,,,,,0.5312821269035339,0.26678141951560974,,,,,
0.7789473533630371,431,15,0.9200000166893005,0.5476190447807312,0.9622642397880554,0.5725228190422058,0.7549417018890381,,,,,,,
,431,15,,,,,,0.5025878548622131,0.2788499891757965,,,,,
0.7684210538864136,458,16,0.9166666865348816,0.523809552192688,0.9622642397880554,0.5300156474113464,0.7430369257926941,,,,,,,
,458,16,,,,,,0.5111290812492371,0.2977590560913086,,,,,
0.7894737124443054,485,17,0.9230769276618958,0.5714285969734192,0.9622642397880554,0.6874284148216248,0.7668463587760925,,,,,,,
,485,17,,,,,,0.5008085370063782,0.31860658526420593,,,,,
0.800000011920929,512,18,0.9259259104728699,0.5952380895614624,0.9622642397880554,0.6351891160011292,0.7787511944770813,,,,,,,
,512,18,,,,,,0.5120125412940979,0.34007108211517334,,,,,
0.7789473533630371,539,19,0.9200000166893005,0.5476190447807312,0.9622642397880554,0.5740002393722534,0.7549417018890381,,,,,,,
,539,19,,,,,,0.5340967178344727,0.3565976917743683,,,,,
0.75789475440979,566,20,0.9130435585975647,0.5,0.9622642397880554,0.6461361050605774,0.7311322093009949,,,,,,,
,566,20,,,,,,0.5181517601013184,0.35557082295417786,,,,,
0.7894737124443054,593,21,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.547274649143219,0.7693171501159668,,,,,,,
,593,21,,,,,,0.5166199207305908,0.36925309896469116,,,,,
0.7894737124443054,620,22,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.539682924747467,0.7693171501159668,,,,,,,
,620,22,,,,,,0.48602136969566345,0.3803987503051758,,,,,
0.7894737124443054,647,23,0.8928571343421936,0.5952380895614624,0.9433962106704712,0.7866697907447815,0.7693171501159668,,,,,,,
,647,23,,,,,,0.510418713092804,0.4099081754684448,,,,,
0.7789473533630371,674,24,0.8888888955116272,0.5714285969734192,0.9433962106704712,0.5135310888290405,0.7574123740196228,,,,,,,
,674,24,,,,,,0.515967071056366,0.40783730149269104,,,,,
,675,25,,,,,,,,0.625,0.8093220591545105,0.7897727489471436,0.9545454382896423,0.9154929518699646
,675,25,,,,,,,,0.5769230723381042,0.7838982939720154,0.7619463801383972,0.9469696879386902,0.89552241563797
,675,25,,,,,,,,0.6153846383094788,0.7966101765632629,0.7773892879486084,0.939393937587738,0.888888955116272
