epoch,val_sensitivity,val_accuracy,val_auroc,val_precision,val_specificity,val_loss,step,train_loss,unlabeled_data_utilization,test_auroc,test_specificity,test_accuracy,test_precision,test_sensitivity
0,0.6904761791229248,0.5789473652839661,0.5905210971832275,0.5178571343421936,0.49056604504585266,0.8709702491760254,26,,,,,,,
0,,,,,,,26,0.6451155543327332,0.010447923094034195,,,,,
1,0.2857142984867096,0.5894736647605896,0.5579514503479004,0.5714285969734192,0.8301886916160583,1.4908721446990967,53,,,,,,,
1,,,,,,,53,0.6367706656455994,0.027836784720420837,,,,,
2,0.1666666716337204,0.6000000238418579,0.555031418800354,0.699999988079071,0.9433962106704712,1.7513608932495117,80,,,,,,,
2,,,,,,,80,0.643173336982727,0.032738979905843735,,,,,
3,0.1428571492433548,0.621052622795105,0.5714285969734192,1.0,1.0,1.157461404800415,107,,,,,,,
3,,,,,,,107,0.6301221251487732,0.023393599316477776,,,,,
4,0.3095238208770752,0.6631578803062439,0.6264600157737732,0.8125,0.9433962106704712,1.5734062194824219,134,,,,,,,
4,,,,,,,134,0.6082688570022583,0.015665562823414803,,,,,
5,0.4047619104385376,0.7157894968986511,0.6835130453109741,0.8947368264198303,0.9622642397880554,2.889275074005127,161,,,,,,,
5,,,,,,,161,0.5965492129325867,0.018192749470472336,,,,,
6,0.3333333432674408,0.6842105388641357,0.6477987766265869,0.875,0.9622642397880554,1.53964364528656,188,,,,,,,
6,,,,,,,188,0.5839927196502686,0.018869899213314056,,,,,
7,0.5,0.7368420958518982,0.7122641205787659,0.8399999737739563,0.9245282411575317,2.560994863510132,215,,,,,,,
7,,,,,,,215,0.5616697669029236,0.025800537317991257,,,,,
8,0.4523809850215912,0.7368420958518982,0.7073225378990173,0.9047619700431824,0.9622642397880554,1.3290654420852661,242,,,,,,,
8,,,,,,,242,0.5335898995399475,0.04696217179298401,,,,,
9,0.5,0.7473683953285217,0.7216981053352356,0.875,0.9433962106704712,0.8367075324058533,269,,,,,,,
9,,,,,,,269,0.5196177959442139,0.05793289095163345,,,,,
10,0.5714285969734192,0.7789473533630371,0.7574123740196228,0.8888888955116272,0.9433962106704712,1.204012155532837,296,,,,,,,
10,,,,,,,296,0.5604190230369568,0.1005919873714447,,,,,
11,0.4761904776096344,0.7263157963752747,0.7003592848777771,0.8333333134651184,0.9245282411575317,0.9871897101402283,323,,,,,,,
11,,,,,,,323,0.5546746253967285,0.12658855319023132,,,,,
12,0.6428571343421936,0.800000011920929,0.7836927175521851,0.8709677457809448,0.9245282411575317,1.0041353702545166,350,,,,,,,
12,,,,,,,350,0.5464664101600647,0.13880543410778046,,,,,
13,0.4761904776096344,0.7263157963752747,0.7003592848777771,0.8333333134651184,0.9245282411575317,0.6966938376426697,377,,,,,,,
13,,,,,,,377,0.5318175554275513,0.17713160812854767,,,,,
14,0.5,0.7473683953285217,0.7216981053352356,0.875,0.9433962106704712,1.2197107076644897,404,,,,,,,
14,,,,,,,404,0.5357134342193604,0.209189310669899,,,,,
15,0.5952380895614624,0.7789473533630371,0.7598832249641418,0.8620689511299133,0.9245282411575317,0.9917542934417725,431,,,,,,,
15,,,,,,,431,0.5377556085586548,0.22511760890483856,,,,,
16,0.5952380895614624,0.7789473533630371,0.7598832249641418,0.8620689511299133,0.9245282411575317,1.1314376592636108,458,,,,,,,
16,,,,,,,458,0.5322462916374207,0.2658492624759674,,,,,
17,0.6190476417541504,0.7894737124443054,0.7717880010604858,0.8666666746139526,0.9245282411575317,1.8928662538528442,485,,,,,,,
17,,,,,,,485,0.5524607300758362,0.31143924593925476,,,,,
18,0.6666666865348816,0.8105263113975525,0.795597493648529,0.875,0.9245282411575317,1.3284473419189453,512,,,,,,,
18,,,,,,,512,0.540817379951477,0.31236448884010315,,,,,
19,0.5714285969734192,0.7789473533630371,0.7574123740196228,0.8888888955116272,0.9433962106704712,0.6732218265533447,539,,,,,,,
19,,,,,,,539,0.5457525849342346,0.34231483936309814,,,,,
20,0.6428571343421936,0.800000011920929,0.7836927175521851,0.8709677457809448,0.9245282411575317,1.181462049484253,566,,,,,,,
20,,,,,,,566,0.5457781553268433,0.3404232859611511,,,,,
21,0.6428571343421936,0.7894737124443054,0.7742587327957153,0.84375,0.9056603908538818,1.631217122077942,593,,,,,,,
21,,,,,,,593,0.520487368106842,0.35618627071380615,,,,,
22,0.6428571343421936,0.800000011920929,0.7836927175521851,0.8709677457809448,0.9245282411575317,1.0246193408966064,620,,,,,,,
22,,,,,,,620,0.532850444316864,0.3875083923339844,,,,,
23,0.5952380895614624,0.800000011920929,0.7787511944770813,0.9259259104728699,0.9622642397880554,1.0280786752700806,647,,,,,,,
23,,,,,,,647,0.5383226275444031,0.4022594690322876,,,,,
24,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,1.2914397716522217,674,,,,,,,
24,,,,,,,674,0.547187089920044,0.41784167289733887,,,,,
25,0.5714285969734192,0.7684210538864136,0.7479784488677979,0.8571428656578064,0.9245282411575317,0.7722054123878479,701,,,,,,,
25,,,,,,,701,0.5379442572593689,0.42086100578308105,,,,,
26,0.6428571343421936,0.8105263113975525,0.79312664270401,0.8999999761581421,0.9433962106704712,0.8477131724357605,728,,,,,,,
26,,,,,,,728,0.549367368221283,0.4389091432094574,,,,,
27,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,0.5086631774902344,755,,,,,,,
27,,,,,,,755,0.5186229348182678,0.4494834542274475,,,,,
28,0.6428571343421936,0.8105263113975525,0.79312664270401,0.8999999761581421,0.9433962106704712,0.7521778345108032,782,,,,,,,
28,,,,,,,782,0.5351421236991882,0.43789952993392944,,,,,
29,0.5952380895614624,0.7894737124443054,0.7693171501159668,0.8928571343421936,0.9433962106704712,1.1154595613479614,809,,,,,,,
29,,,,,,,809,0.5078017711639404,0.43999192118644714,,,,,
30,0.6190476417541504,0.800000011920929,0.781221866607666,0.8965517282485962,0.9433962106704712,1.4324467182159424,836,,,,,,,
30,,,,,,,836,0.5315977931022644,0.4865078926086426,,,,,
31,0.6190476417541504,0.8105263113975525,0.7906559109687805,0.9285714626312256,0.9622642397880554,1.1458755731582642,863,,,,,,,
31,,,,,,,863,0.49536049365997314,0.46632981300354004,,,,,
32,0.6190476417541504,0.800000011920929,0.781221866607666,0.8965517282485962,0.9433962106704712,0.723267138004303,890,,,,,,,
32,,,,,,,890,0.5242690443992615,0.5066432952880859,,,,,
33,0.6190476417541504,0.8105263113975525,0.7906559109687805,0.9285714626312256,0.9622642397880554,1.0000393390655518,917,,,,,,,
33,,,,,,,917,0.5206853747367859,0.5163639783859253,,,,,
34,0.6666666865348816,0.821052610874176,0.8050314784049988,0.9032257795333862,0.9433962106704712,1.5787606239318848,944,,,,,,,
34,,,,,,,944,0.5287107229232788,0.5219104290008545,,,,,
