val_accuracy,epoch,val_auroc,val_sensitivity,step,val_loss,val_precision,val_specificity,unlabeled_data_utilization,train_loss,test_precision,test_specificity,test_sensitivity,test_accuracy,test_auroc
0.7368420958518982,0,0.7443845272064209,0.8095238208770752,26,0.484087198972702,0.6666666865348816,0.6792452931404114,,,,,,,
,0,,,26,,,,0.0009250439470633864,0.5535755753517151,,,,,
0.7473683953285217,1,0.7513477802276611,0.7857142686843872,53,0.48440518975257874,0.6875,0.7169811129570007,,,,,,,
,1,,,53,,,,0.12437398731708527,0.5293882489204407,,,,,
0.7894737124443054,2,0.7890835404396057,0.7857142686843872,80,0.4552164673805237,0.75,0.792452871799469,,,,,,,
,2,,,80,,,,0.13846969604492188,0.5266256332397461,,,,,
0.7894737124443054,3,0.7940252423286438,0.8333333134651184,107,0.48190218210220337,0.7291666865348816,0.7547169923782349,,,,,,,
,3,,,107,,,,0.12235956639051437,0.5167906284332275,,,,,
0.7894737124443054,4,0.7915543913841248,0.8095238208770752,134,0.44873905181884766,0.739130437374115,0.7735848426818848,,,,,,,
,4,,,134,,,,0.15258494019508362,0.523897647857666,,,,,
0.7684210538864136,5,0.7652739882469177,0.738095223903656,161,0.4552192986011505,0.738095223903656,0.792452871799469,,,,,,,
,5,,,161,,,,0.12153951078653336,0.5118045210838318,,,,,
0.800000011920929,6,0.7985174655914307,0.7857142686843872,188,0.46442267298698425,0.7674418687820435,0.8113208413124084,,,,,,,
,6,,,188,,,,0.11345349252223969,0.5040184259414673,,,,,
0.7789473533630371,7,0.7722371816635132,0.7142857313156128,215,0.4506332278251648,0.7692307829856873,0.8301886916160583,,,,,,,
,7,,,215,,,,0.12274986505508423,0.5094694495201111,,,,,
0.800000011920929,8,0.7985174655914307,0.7857142686843872,242,0.44022446870803833,0.7674418687820435,0.8113208413124084,,,,,,,
,8,,,242,,,,0.10560635477304459,0.48637622594833374,,,,,
0.7789473533630371,9,0.7722371816635132,0.7142857313156128,269,0.43397247791290283,0.7692307829856873,0.8301886916160583,,,,,,,
,9,,,269,,,,0.1358357071876526,0.4959455132484436,,,,,
0.7894737124443054,10,0.7890835404396057,0.7857142686843872,296,0.4424208104610443,0.75,0.792452871799469,,,,,,,
,10,,,296,,,,0.15440960228443146,0.48540198802948,,,,,
0.7684210538864136,11,0.7628032565116882,0.7142857313156128,323,0.4681519865989685,0.75,0.8113208413124084,,,,,,,
,11,,,323,,,,0.18006956577301025,0.5005626082420349,,,,,
0.75789475440979,12,0.7459568381309509,0.6428571343421936,350,0.4914853870868683,0.7714285850524902,0.849056601524353,,,,,,,
,12,,,350,,,,0.14858563244342804,0.48073631525039673,,,,,
0.75789475440979,13,0.7558401226997375,0.738095223903656,377,0.43008726835250854,0.7209302186965942,0.7735848426818848,,,,,,,
,13,,,377,,,,0.19031308591365814,0.507776141166687,,,,,
0.7473683953285217,14,0.7439352869987488,0.7142857313156128,404,0.43260589241981506,0.7142857313156128,0.7735848426818848,,,,,,,
,14,,,404,,,,0.15740619599819183,0.4921013414859772,,,,,
0.7473683953285217,15,0.7439352869987488,0.7142857313156128,431,0.41715365648269653,0.7142857313156128,0.7735848426818848,,,,,,,
,15,,,431,,,,0.15777136385440826,0.4860776960849762,,,,,
0.7473683953285217,16,0.7439352869987488,0.7142857313156128,458,0.4007627069950104,0.7142857313156128,0.7735848426818848,,,,,,,
,16,,,458,,,,0.15004824101924896,0.49334344267845154,,,,,
0.7789473533630371,17,0.7821204662322998,0.8095238208770752,485,0.43499255180358887,0.7234042286872864,0.7547169923782349,,,,,,,
,17,,,485,,,,0.1284514218568802,0.4852927029132843,,,,,
0.7894737124443054,18,0.7940252423286438,0.8333333134651184,512,0.4414994418621063,0.7291666865348816,0.7547169923782349,,,,,,,
,18,,,512,,,,0.12828131020069122,0.47346851229667664,,,,,
0.7789473533630371,19,0.7821204662322998,0.8095238208770752,539,0.4520569145679474,0.7234042286872864,0.7547169923782349,,,,,,,
,19,,,539,,,,0.18067704141139984,0.47779038548469543,,,,,
0.75789475440979,20,0.7508984804153442,0.6904761791229248,566,0.4139530658721924,0.7435897588729858,0.8113208413124084,,,,,,,
,20,,,566,,,,0.17798009514808655,0.48364734649658203,,,,,
0.7684210538864136,21,0.760332465171814,0.6904761791229248,593,0.4031243622303009,0.7631579041481018,0.8301886916160583,,,,,,,
,21,,,593,,,,0.17552481591701508,0.4724564552307129,,,,,
0.7789473533630371,22,0.7697663903236389,0.6904761791229248,620,0.43151015043258667,0.7837837338447571,0.849056601524353,,,,,,,
,22,,,620,,,,0.17306183278560638,0.4852575361728668,,,,,
0.7684210538864136,23,0.7578616738319397,0.6666666865348816,647,0.41408830881118774,0.7777778506278992,0.849056601524353,,,,,,,
,23,,,647,,,,0.17861662805080414,0.4873363673686981,,,,,
0.75789475440979,24,0.7533692717552185,0.7142857313156128,674,0.40242186188697815,0.7317073345184326,0.792452871799469,,,,,,,
,24,,,674,,,,0.1642628312110901,0.47892844676971436,,,,,
0.7789473533630371,25,0.7771788239479065,0.761904776096344,701,0.4380107820034027,0.7441861033439636,0.792452871799469,,,,,,,
,25,,,701,,,,0.15821051597595215,0.468029260635376,,,,,
0.7789473533630371,26,0.7771788239479065,0.761904776096344,728,0.41301053762435913,0.7441861033439636,0.792452871799469,,,,,,,
,26,,,728,,,,0.22050070762634277,0.503700852394104,,,,,
0.7473683953285217,27,0.7414644956588745,0.6904761791229248,755,0.4209926724433899,0.7250000238418579,0.792452871799469,,,,,,,
,27,,,755,,,,0.21276144683361053,0.4864237308502197,,,,,
0.800000011920929,28,0.7985174655914307,0.7857142686843872,782,0.4662187993526459,0.7674418687820435,0.8113208413124084,,,,,,,
,28,,,782,,,,0.1921815127134323,0.4749026894569397,,,,,
0.7368420958518982,29,0.734501302242279,0.7142857313156128,809,0.40915167331695557,0.6976743936538696,0.7547169923782349,,,,,,,
,29,,,809,,,,0.17448532581329346,0.4927820861339569,,,,,
0.7789473533630371,30,0.7747079730033875,0.738095223903656,836,0.43126732110977173,0.7560975551605225,0.8113208413124084,,,,,,,
,30,,,836,,,,0.16093739867210388,0.47748520970344543,,,,,
0.821052610874176,31,0.8247978687286377,0.8571428656578064,863,0.41965678334236145,0.7659574747085571,0.792452871799469,,,,,,,
,31,,,863,,,,0.18165120482444763,0.48390302062034607,,,,,
0.7473683953285217,32,0.7414644956588745,0.6904761791229248,890,0.4260636866092682,0.7250000238418579,0.792452871799469,,,,,,,
,32,,,890,,,,0.16729173064231873,0.48246970772743225,,,,,
0.7789473533630371,33,0.7771788239479065,0.761904776096344,917,0.4298575222492218,0.7441861033439636,0.792452871799469,,,,,,,
,33,,,917,,,,0.18051207065582275,0.47075966000556946,,,,,
0.7684210538864136,34,0.767744779586792,0.761904776096344,944,0.4233679175376892,0.7272727489471436,0.7735848426818848,,,,,,,
,34,,,944,,,,0.17878784239292145,0.47887176275253296,,,,,
0.8105263113975525,35,0.8128930330276489,0.8333333134651184,971,0.44953545928001404,0.760869562625885,0.792452871799469,,,,,,,
,35,,,971,,,,0.18155620992183685,0.47391852736473083,,,,,
0.800000011920929,36,0.7935759425163269,0.738095223903656,998,0.3949792683124542,0.7948718667030334,0.849056601524353,,,,,,,
,36,,,998,,,,0.16844463348388672,0.48751693964004517,,,,,
0.7473683953285217,37,0.738993763923645,0.6666666865348816,1025,0.41213685274124146,0.7368420958518982,0.8113208413124084,,,,,,,
,37,,,1025,,,,0.15217402577400208,0.4694726765155792,,,,,
0.7684210538864136,38,0.7628032565116882,0.7142857313156128,1052,0.4518212080001831,0.75,0.8113208413124084,,,,,,,
,38,,,1052,,,,0.1764484941959381,0.4834691882133484,,,,,
0.7368420958518982,39,0.7270889282226562,0.6428571343421936,1079,0.43144795298576355,0.7297297716140747,0.8113208413124084,,,,,,,
,39,,,1079,,,,0.18292391300201416,0.4831879436969757,,,,,
0.7473683953285217,40,0.7414644956588745,0.6904761791229248,1106,0.4356907606124878,0.7250000238418579,0.792452871799469,,,,,,,
,40,,,1106,,,,0.184402734041214,0.4770779013633728,,,,,
0.7894737124443054,41,0.7841419577598572,0.738095223903656,1133,0.4215732514858246,0.7749999761581421,0.8301886916160583,,,,,,,
,41,,,1133,,,,0.17462365329265594,0.48562154173851013,,,,,
0.800000011920929,42,0.7911050915718079,0.7142857313156128,1160,0.4507855176925659,0.8108107447624207,0.8679245114326477,,,,,,,
,42,,,1160,,,,0.1580817848443985,0.4479367434978485,,,,,
0.7789473533630371,43,0.7747079730033875,0.738095223903656,1187,0.44078755378723145,0.7560975551605225,0.8113208413124084,,,,,,,
,43,,,1187,,,,0.18555212020874023,0.4912633001804352,,,,,
0.7684210538864136,44,0.767744779586792,0.761904776096344,1214,0.4341013729572296,0.7272727489471436,0.7735848426818848,,,,,,,
,44,,,1214,,,,0.16741177439689636,0.47027772665023804,,,,,
0.75789475440979,45,0.7558401226997375,0.738095223903656,1241,0.41763049364089966,0.7209302186965942,0.7735848426818848,,,,,,,
,45,,,1241,,,,0.16241224110126495,0.46983662247657776,,,,,
0.7684210538864136,46,0.7652739882469177,0.738095223903656,1268,0.48230230808258057,0.738095223903656,0.792452871799469,,,,,,,
,46,,,1268,,,,0.16674749553203583,0.47051364183425903,,,,,
0.821052610874176,47,0.8198562860488892,0.8095238208770752,1295,0.458893358707428,0.7906976938247681,0.8301886916160583,,,,,,,
,47,,,1295,,,,0.1949523240327835,0.4705028831958771,,,,,
0.7789473533630371,48,0.7672956585884094,0.6666666865348816,1322,0.3673805892467499,0.800000011920929,0.8679245114326477,,,,,,,
,48,,,1322,,,,0.18270829319953918,0.45858800411224365,,,,,
0.7684210538864136,49,0.7529200315475464,0.6190476417541504,1349,0.42326971888542175,0.8125,0.8867924809455872,,,,,,,
,49,,,1349,,,,0.17587701976299286,0.46527114510536194,,,,,
0.8105263113975525,50,0.8054806590080261,0.761904776096344,1376,0.3736233413219452,0.800000011920929,0.849056601524353,,,,,,,
,50,,,1376,,,,0.17769762873649597,0.4642154276371002,,,,,
0.7894737124443054,51,0.7816711664199829,0.7142857313156128,1403,0.4345100522041321,0.7894737124443054,0.849056601524353,,,,,,,
,51,,,1403,,,,0.19656085968017578,0.4705280363559723,,,,,
0.7684210538864136,52,0.760332465171814,0.6904761791229248,1430,0.4040790796279907,0.7631579041481018,0.8301886916160583,,,,,,,
,52,,,1430,,,,0.16809646785259247,0.45694389939308167,,,,,
0.8105263113975525,53,0.8104223012924194,0.8095238208770752,1457,0.43712520599365234,0.7727272510528564,0.8113208413124084,,,,,,,
,53,,,1457,,,,0.21802617609500885,0.49473148584365845,,,,,
0.800000011920929,54,0.796046793460846,0.761904776096344,1484,0.39471715688705444,0.7804877758026123,0.8301886916160583,,,,,,,
,54,,,1484,,,,0.15831561386585236,0.4678424596786499,,,,,
0.800000011920929,55,0.7935759425163269,0.738095223903656,1511,0.4635029137134552,0.7948718667030334,0.849056601524353,,,,,,,
,55,,,1511,,,,0.1826164722442627,0.47448045015335083,,,,,
